Selected (1),artist_name,track_name,track_id,Selected (2),Selected,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,empty_field,Hearts Like Ours,2vouRqWVk9C31CNDSMfjP8,No,No,153438,48,5e-05,0.378,272053,0.694,0.0881,F#,0.0855,-5.593,Major,0.0306,177.902,04/4,0.152,Alternative
No,empty_field,Coming Back Down,2gbC4qIHNWmmpwDyRG16dr,No,No,168984,47,0.0152,0.382,202947,0.899,,D,0.363,-3.563,Major,0.233,,04/4,0.552,Alternative
No,empty_field,Real Games,42IfNkZCyWKZQ2zjdMx7hX,No,No,202344,53,0.432,0.766,331307,0.374,0.000107,C#,0.0714,-7.851,Major,0.0975,141.919,04/4,0.563,Alternative
No,empty_field,Figaro,3LhtqibvTtjOUrzKs7Vsz1,No,No,26974,51,0.188,0.836,145707,0.812,1.82e-06,D,0.0982,-6.985,Major,0.215,92.009,04/4,0.769,Alternative
No,empty_field,The Secret Place - Acoustic,0r4FEHukFd50r43uTuYmHY,No,No,181328,51,0.581,0.509,283787,0.387,,D#,0.0781,-5.887,Major,0.0299,125.853,04/4,0.304,Alternative
No,empty_field,Heroin,090R9OdFMbQQksvwuXmNEY,No,No,112916,54,0.304,0.201,433573,0.777,0.78,C#,0.0981,-10.167,Major,0.0705,145.733,04/4,0.235,Alternative
No,empty_field,Do u Need Love?,2zMXH5k5NZy1Nw460bLvRh,No,No,132183,50,0.878,0.676,207080,0.301,0.000187,G#,0.11,-10.619,Major,0.0384,100.993,03/4,0.213,Alternative
No,empty_field,I Couldn't Be More In Love,69Q7fm5kz5RkpT5CoyObOl,No,No,32779,57,0.424,0.555,231992,0.428,3.35e-06,D#,0.0981,-7.087,Major,0.0286,121.188,04/4,0.199,Alternative
No,empty_field,Flavor Of The Month,5wv2XK6ms7KBBVDD1cOwlx,No,No,143399,45,0.353,0.822,259200,0.555,,C#,0.0852,-13.443,Major,0.241,97.119,04/4,0.839,Alternative
No,empty_field,Make It Right,6Dy4F2BcVwKLz0tvJ4d9YN,No,No,150590,53,0.00078,0.559,279253,0.933,0.0741,D,0.0595,-7.51,Major,0.0561,141.939,04/4,0.45,Alternative
No,empty_field,Where's The Catch? (feat. André 3000),7JAa80z48hLLqbxn5c6tqM,No,No,51900,54,0.649,0.746,276000,0.56,0.000577,F,0.107,-9.02,Minor,0.0932,91.988,04/4,0.172,Alternative
No,empty_field,Timothy,3XcyfA38t9LYjvBCzlbNWi,No,No,62298,49,0.102,0.875,230428,0.386,0.000353,F#,0.1,-11.611,Major,0.115,107.012,04/4,0.581,Alternative
No,empty_field,The Remedy,4voEoczU7Ijborps9XF1n3,No,No,50771,48,0.031,0.468,367192,0.759,0.0418,B,0.171,-8.148,Minor,0.0313,180.028,05/4,0.66,Alternative
No,empty_field,Lola Montez,3lSR267IJfT54p0Gfuw7mi,No,No,98583,55,0.00013,0.515,267680,0.883,1e-05,D,0.0751,-4.823,Major,0.0342,152.03,04/4,0.669,Alternative
No,empty_field,I Hope You Know,4s48nmzo7Um1Hcx52eNgSF,No,No,23729,40,0.227,0.617,174601,0.589,0.62,F,0.121,-9.194,Minor,0.101,179.933,04/4,0.582,Alternative
No,empty_field,Blue Light,5Fds0TERWBkWRktc0z3cZM,No,No,67359,43,0.837,0.451,310733,0.222,0.63,E,0.0978,-15.508,Major,0.0285,138.943,03/4,0.179,Alternative
No,empty_field,Elegia - 2015 Remaster,2yBWnRKj0Zx7AF1kufajvW,No,No,68215,55,0.0515,0.431,,0.44,0.868,G,0.234,-10.288,Major,0.033,76.883,03/4,0.0384,Alternative
No,empty_field,Next Year - RAC Remix,20s3FayrStM8GY0m4dRFsw,No,No,190394,46,0.28,0.731,,0.73,,G,0.088,-6.728,Major,0.0489,123.051,04/4,0.397,Alternative
No,empty_field,My Sacrifice,07oOYAcmgLcQIYfMT2zmDA,No,No,201973,66,0.000101,0.32,294600,0.88,4.31e-06,D,0.076,-6.035,Major,0.0504,,04/4,0.257,Alternative
No,empty_field,Heaven Sent,5Ft4VNqy14Lv8xR8RRNCz5,No,No,108159,43,0.189,0.378,,0.916,,F#,0.275,-1.173,Major,0.0657,115.235,04/4,0.415,Alternative
No,empty_field,I'm in Love,2CLl29yzGDWmM5py81a9Dy,No,No,92105,41,0.152,0.62,186000,0.682,,C#,0.0801,-6.409,Major,0.363,190.01,04/4,0.601,Alternative
No,empty_field,Learn from Each Other,5yyJRpGEFccdIFuXkyOn5D,No,No,45653,43,0.005,0.817,345973,0.565,0.00111,C#,0.711,-7.78,Major,0.0706,,04/4,0.159,Alternative
No,empty_field,Pizza Guy,5oUImlyygZ07pcea3cgg3B,No,No,215725,46,0.00213,0.629,349413,0.81,0.653,E,0.264,-5.101,Minor,0.0264,105.996,04/4,0.287,Alternative
No,empty_field,Sunrise,3X1EFNYgZm8rkzJQFNxYjx,No,No,78588,52,0.244,0.391,285827,0.681,0.000108,E,0.586,-7.231,Major,0.0328,137.567,04/4,0.255,Alternative
No,empty_field,Unsteady - Erich Lee Gravity Remix,5HfMnIwpoNGrt3dvXU57J9,No,No,97280,58,0.0139,0.396,204587,0.574,1e-05,D,0.32,-7.381,Major,0.0426,116.605,04/4,0.0758,Alternative
No,empty_field,SKIN TO BONE,4ygJODcMdMzX2I8C93z8Dh,No,No,134467,49,0.0435,0.471,,0.977,0.0777,A,0.433,-3.593,Minor,0.054,159.992,04/4,0.762,Alternative
No,empty_field,Frijolero,4fImyxG6eWPu05AeE8IzDo,No,No,40785,63,0.0978,0.774,210094,0.656,,D,0.0643,-4.215,Major,0.0357,95.007,04/4,0.854,Alternative
No,empty_field,Flaca,3gEoKDn0uhb9qqLwC16tly,No,No,158919,69,0.21,0.739,,0.745,0.0135,G,0.127,-6.658,Major,0.0267,109.326,04/4,0.949,Alternative
No,empty_field,Locust,25JXIE8PRud2ADT2ggbS26,No,No,154668,55,7.51e-05,0.352,456320,0.956,0.0203,G,0.125,-3.634,Major,0.149,122.897,04/4,0.228,Alternative
No,empty_field,I Don't Know How To Love,7a131wgRECxGTwgDOdS0pJ,No,No,36664,45,0.0617,0.411,202054,0.89,0.127,B,0.227,-6.062,Major,0.0436,169.97,04/4,0.0669,Alternative
No,empty_field,Business,4QvpMc6dVH0sXqw5Gh78lL,No,No,42490,54,0.000243,0.482,221776,0.851,0.000855,A,0.0896,-3.727,Major,0.0503,142.015,04/4,0.368,Alternative
No,empty_field,Close My Eyes Forever (feat. Lzzy Hale),3PbsDnKdrZY0ttX7VE9s5R,No,No,168078,40,1.86e-05,0.384,,0.707,0.011,A,0.169,-6.256,Minor,0.035,,04/4,0.183,Alternative
No,empty_field,Solange (feat. Facer),1PkZlo4ZINrcGCFZGaN9ts,No,No,60366,43,0.36,0.838,263636,0.564,,D,0.108,-6.423,Major,0.204,131.995,04/4,0.487,Alternative
No,empty_field,Want It All,2RSHsoi04658QL5xgQVov3,No,No,56824,43,0.000839,0.601,157893,0.746,0.0151,G#,0.0642,-3.767,Major,0.03,139.991,04/4,0.917,Alternative
No,empty_field,Dog Days Are Over,5h9NOj6ug1uB4LkT5FrFrm,No,No,105537,66,0.0416,0.492,251840,0.81,0.00379,G,0.117,-5.315,Major,0.0847,,04/4,0.245,Alternative
No,empty_field,Cut It All Away,0T5P9li0FnbcWqmka6f4MH,No,No,33335,42,0.00399,0.542,233832,0.882,,F#,0.0873,-4.79,Minor,0.0409,90.001,04/4,0.384,Alternative
No,empty_field,Cosmic Angel - Acoustic From Capitol Studios,2O6itYLJEP4apsiIkm7CWa,No,No,74839,42,0.321,0.629,,0.458,9.77e-05,F#,0.112,-8.353,Minor,0.0517,117.491,04/4,0.258,Alternative
No,empty_field,Gemini Feed,7EiZI6JVHllARrX9PUvAdX,No,No,93165,57,0.202,0.769,186333,0.654,0.000574,B,0.148,-6.295,Minor,0.08,102.009,04/4,0.555,Alternative
No,empty_field,Dying In A Hot Tub,4RnfMhMUMqHlrn4V6A3KfS,No,No,140414,54,0.074,0.468,,0.786,,C#,0.0828,-6.124,Major,0.0448,112.288,04/4,0.4,Alternative
No,empty_field,I Like America & America Likes Me,6men4y6a8QuGtE5qkFkOgR,No,No,72678,60,0.0392,0.439,206756,0.683,,D#,0.109,-6.217,Major,0.0418,137.901,04/4,0.0725,Alternative
No,empty_field,World News,18nTHX1dgL1R3fxxOEvTpK,No,No,41581,42,0.0106,0.544,,0.813,0.377,E,0.345,-8.871,Major,0.0398,121.892,04/4,0.579,Folk
No,empty_field,All I Wanted,5nzEilkVhvnCD0xpW3raTy,No,No,128900,40,0.835,0.501,201800,0.176,0.000629,F,0.106,-12.868,Minor,0.0338,,04/4,0.125,Folk
No,empty_field,Famous Blue Raincoat,7KbAmLLyIfQ33RfbaoPIGc,No,No,22914,61,0.948,0.474,310773,0.0404,0.000263,A,0.111,-22.208,Minor,0.0387,119.415,03/4,0.18,Folk
No,empty_field,Bloodbuzz Ohio,7LAhKXDNWwq3CmnFP3UIOP,No,No,185514,58,0.0554,0.39,,0.834,0.18,A,0.103,-6.367,Major,0.0444,157.077,04/4,0.684,Folk
No,empty_field,Nonbeliever,2x91iJc0UkFcjRMEZ2CoWB,No,No,57523,46,0.174,0.359,220020,0.515,0.000214,D,0.102,-6.793,Major,0.0362,,04/4,0.188,Folk
No,empty_field,Wildflowers,3NrAMPb3hlWCmw9kepqBmM,No,No,30329,67,0.588,0.537,190320,0.315,2.29e-05,F,0.206,-13.79,Major,0.0271,86.813,04/4,0.575,Folk
No,empty_field,Back Pack,5xyACR2lzIyzFepF4qlAas,No,No,90104,38,0.0847,0.619,,0.371,0.00116,A,0.138,-8.409,Minor,0.0278,74.726,04/4,0.253,Folk
No,empty_field,Here with Me,4iMvhikzBaRPxmlI2Uo9Kj,No,No,171588,59,0.702,0.582,,0.375,0.0631,C#,0.136,-13.277,Minor,0.0329,,04/4,0.106,Folk
No,empty_field,Oh Maggie,75eLECFLTSH7MawFtzgcDf,No,No,159448,44,0.558,0.731,191147,0.578,,A,0.0456,-6.464,Major,0.0338,119.975,04/4,0.877,Folk
No,empty_field,Bring My Baby Back,6WuffHpWLNNji6mmRImscY,No,No,27100,48,0.0356,0.574,228056,0.8,0.00157,C#,0.424,-5.686,Minor,0.0405,73.588,04/4,0.421,Folk
No,empty_field,One Less Set Of Footsteps,2bwxqGKS5GPXfNanAIRe2p,No,No,134351,42,0.169,0.697,166973,0.677,,C,0.0803,-7.802,Major,0.0294,143.329,04/4,0.955,Folk
No,empty_field,Resolution,7Ieqj0P9pzcB4Itsgt7JAN,No,No,59778,48,0.0523,0.516,256389,0.566,0.000949,G,0.11,-8.339,Major,0.0378,126.819,04/4,0.175,Folk
No,empty_field,Not a Word,2btKtacOXuMtC9WjcNRvAA,No,No,144862,43,0.513,0.647,263453,0.294,0.774,E,0.108,-10.796,Minor,0.0372,132.711,04/4,0.206,Folk
No,empty_field,Most Of All,4K31Dp6V9GyM774qaSh3JE,No,No,211658,55,0.455,0.422,231693,0.475,,B,0.144,-5.949,Major,0.0369,,04/4,0.289,Folk
No,empty_field,Parasite,4fw14C2fAIZVfNnzHEjJt3,No,No,183540,46,0.782,0.61,214240,0.204,0.000117,B,0.103,-16.472,Major,0.0378,131.391,04/4,0.255,Folk
No,empty_field,40 Day Dream,4tR4H5hTmHWZ7UskqSkzWp,No,No,143504,59,0.228,0.573,,0.656,,D,0.0651,-5.954,Major,0.0562,81.952,04/4,0.668,Folk
No,empty_field,Jet Airliner,0OGRo5VO9ZVzT11rtjL2lU,No,No,110575,64,0.0737,0.574,215667,0.664,,F,0.22,-11.5,Major,0.0346,122.956,04/4,0.936,Folk
No,empty_field,Yellow Submarine,0g8Q1Pmem92k7PzI3VLWKz,No,No,146495,40,0.537,0.694,175267,0.578,,B,0.107,-6.65,Major,0.0288,108.273,04/4,0.881,Folk
No,empty_field,Coming Home (Oregon),4yQRczx7diWEf7Yvps3kmC,No,No,76415,48,0.00718,0.65,204107,0.755,4.49e-06,G#,0.311,-4.656,Major,0.0259,108.006,04/4,0.287,Folk
No,empty_field,Ruins,0dfKDiwIJunuFyUPkXllbt,No,No,166297,51,0.619,0.53,211667,0.361,0.000135,F,0.198,-9.213,Major,0.0328,95.238,04/4,0.463,Folk
No,empty_field,Ode To Billie Joe,06NjUmITlyl8IYngBZy5Tm,No,No,24954,52,0.721,0.637,,0.189,,G,0.0939,-10.726,Major,0.0471,,04/4,0.695,Folk
No,empty_field,Blanket,7DZ5zhH0SCDrVaW4LsfGef,No,No,168413,54,0.892,0.314,185236,0.173,0.00842,G,0.109,-15.488,Major,0.0387,135.048,04/4,0.123,Folk
No,empty_field,Bungle In The Jungle,05zxigj5aDilzl19drddYp,No,No,71333,46,0.109,0.61,217333,0.583,,B,0.28,-9.804,Minor,0.0371,104.337,04/4,0.909,Folk
No,empty_field,Congratulations,5dVtj4IAnYSrI3jVfIFIaC,No,No,122370,54,0.345,0.686,131000,0.611,,B,0.145,-8.266,Major,0.116,95.983,04/4,0.408,Folk
No,empty_field,"He Ain't Heavy, He's My Brother",2MGKDu7orDRI1eADeiJAT5,No,No,123466,45,0.409,0.309,257840,0.441,1.73e-05,G,0.513,-6.524,Major,0.0291,75.734,04/4,0.217,Folk
No,empty_field,People Who Died,1qbX1M3Uge5twsEiNrjkmR,No,No,93657,46,0.00376,0.564,296600,0.929,0.000416,C,0.0575,-5.898,Major,0.0414,96.001,04/4,0.618,Folk
No,empty_field,Horizon,4L1eqdFY10yO7tMzvRp0sx,No,No,110984,54,0.883,0.427,249147,0.11,,G#,0.113,-10.486,Major,0.0392,58.555,04/4,0.229,Folk
No,empty_field,Angela (Single Version),24g95EBMoH1Uh2E7spQC62,No,No,85504,54,0.625,0.652,178840,0.601,0.000165,E,0.17,-7.988,Major,0.0317,130.308,04/4,0.302,Folk
No,empty_field,Bigfoot,1DOo5HCfosR4ri4cXTWwGw,No,No,29646,49,0.178,0.722,203387,0.632,0.000266,A,0.119,-8.171,Major,0.0292,116.074,04/4,0.528,Folk
No,empty_field,The Middle,4LmAnpjlhWTahvRkYR8xJa,No,No,38661,48,0.232,0.463,268413,0.855,9.8e-06,G,0.205,-5.171,Major,0.0343,86.051,04/4,0.764,Folk
No,empty_field,Poison Oak,51mK2xGop7WMDVeuHLvhWP,No,No,136103,45,0.153,0.399,279867,0.185,0.0104,A,0.166,-11.373,Major,0.0344,96.376,04/4,0.198,Folk
No,empty_field,Vegas,6LYKS8Y4KSaFXxvs55QxMY,No,No,98533,52,0.223,0.609,,0.624,0.6,A,0.124,-7.904,Major,0.0287,127.83,04/4,0.567,Folk
No,empty_field,Parallels,1PW6GA54DjaQDwKU4ATCDE,No,No,82157,42,0.242,0.359,263110,0.428,0.000266,E,0.15,-9.395,Major,0.0285,136.818,04/4,0.155,Folk
No,empty_field,Heal Me,53wIXzJGXvoAvsBLfs0eQT,No,No,37818,64,0.109,0.504,189235,0.448,2.45e-05,G,0.102,-6.581,Minor,0.0291,,04/4,0.357,Folk
No,empty_field,Lorraine,3XPMQ4mCLsiU1QVcKF7JHo,No,No,57662,42,0.914,0.376,113495,0.0574,,C#,0.214,-17.397,Major,0.0545,192.542,04/4,0.366,Folk
No,empty_field,Kettering,4t1rEHElgGrTTcl6ZhhNaH,No,No,114373,48,0.974,0.324,311240,0.163,0.844,A,0.0892,-13.909,Minor,0.0416,139.814,04/4,0.0852,Folk
No,empty_field,Say It Again,43rVaC703YCbLSUBeGW9Jo,No,No,58887,47,0.421,0.71,197853,0.514,4.33e-06,C#,0.0837,-7.972,Minor,0.061,83.666,04/4,0.306,Folk
No,empty_field,To Chicago,0FlBKsDKBCFoYwmg1L0vS0,No,No,76245,40,0.802,0.741,212905,0.393,0.00014,F,0.11,-10.839,Major,0.0521,124.05,04/4,0.664,Folk
No,empty_field,Coming up Slowly,3jZE1cq7miBmdfhINimwJO,No,No,63900,41,0.759,0.218,259232,0.255,1.99e-06,D,0.333,-10.891,Major,0.0318,,03/4,0.0854,Folk
No,empty_field,Hallelujah,1tcRIidHvFbJ5JeNUidOU0,No,No,215787,66,0.88,0.271,251587,0.16,,A,0.0979,-10.038,Minor,0.037,73.11,04/4,0.402,Folk
No,empty_field,Bones,7tIVXn9nzGNFanviZsit08,No,No,90675,51,0.684,0.364,345747,0.207,,C,0.315,-12.905,Major,0.0424,65.907,03/4,0.138,Folk
No,empty_field,Clay Pigeons,2emDucK6LsL8rg5wMEG39G,No,No,176009,51,0.97,0.292,186000,0.241,0.00989,F#,0.105,-17.001,Major,0.0428,172.175,04/4,0.441,Folk
No,empty_field,Don't Blame Yourself,1wQxWFfARHkHVPd9PnZiKU,No,No,211635,43,0.0346,0.417,,0.843,0.647,C,0.343,-5.654,Minor,0.0535,97.453,04/4,0.518,Folk
No,empty_field,Son of a Gun,1Qri3ivpXDr1EDqh7HiF8E,No,No,58196,44,0.861,0.21,228194,0.451,0.272,F#,0.0887,-11.053,Major,0.0296,91.518,03/4,0.223,Folk
No,empty_field,I Think You're Alright,5hgkmxlHJdClFuOEF26kzJ,No,No,30859,51,0.00249,0.557,226286,0.475,0.178,D,0.629,-7.971,Major,0.0279,140.129,04/4,0.417,Folk
No,empty_field,I Forgive It All,7k2zFjj5UwedYJBoW5Cwz0,No,No,31873,32,0.8,0.432,253733,0.195,0.000859,D,0.113,-13.785,Major,0.0319,171.745,04/4,0.169,Folk
No,empty_field,We Talk all the Time,5I3qOuuINUC1QwIutSAMmT,No,No,78958,54,0.11,0.685,195315,0.623,0.00121,B,0.148,-7.124,Major,0.0509,89.999,04/4,0.446,Folk
No,empty_field,Portions for Foxes,4vxsJyTGsAxnXWDuYseeQP,No,No,211564,52,0.000938,0.474,284640,0.807,0.0121,D,0.154,-3.635,Major,0.035,138.913,04/4,0.302,Folk
No,empty_field,Hummingbird,40L8L7344pPMCjlZc19RQU,No,No,83720,42,0.0569,0.34,193514,0.779,,A,0.369,-6.094,Minor,0.0542,139.333,04/4,0.497,Folk
No,empty_field,Better Days,3llC7WjMtxqDwaM1Gjzvrs,No,No,186320,41,0.367,0.537,265267,0.888,0.0644,A#,0.288,-6.225,Major,0.097,95.802,04/4,0.498,Folk
No,empty_field,Gone (The Pocahontas Song),2tqd5MGF8wXhpHoOKXoF3A,No,No,58415,62,0.828,0.688,218500,0.503,1.28e-06,C#,0.088,-10.356,Minor,0.046,124.903,04/4,0.458,Folk
No,empty_field,Uh Huh - Acoustic,2a5Ml671R56tzRB0WMaCfC,No,No,203226,48,0.605,0.5,171971,0.433,,E,0.142,-6.861,Major,0.0349,97.164,04/4,0.308,Folk
No,empty_field,Tasmania,2lthIdb19OihVQMfuPaRZ6,No,No,115556,51,0.091,0.637,,0.81,0.00456,G#,0.0979,-6.001,Major,0.044,,04/4,0.79,Folk
No,empty_field,Villains,24Pi0KCtYWtnKxxzopkcPG,No,No,197582,48,0.0685,0.599,261614,0.735,,F#,0.111,-4.7,Minor,0.0518,106.981,04/4,0.467,Folk
No,empty_field,Gallipoli,0QCIiql6RoVP295mqafsvk,No,No,50206,64,0.436,0.506,246643,0.633,0.586,A#,0.0762,-7.245,Major,0.0321,133.415,03/4,0.358,Folk
No,empty_field,Köln,0rC1Zom3PFrEYwdl4QN785,No,No,168964,42,0.795,0.362,193120,0.322,8.04e-05,C,0.107,-9.558,Major,0.032,146.931,03/4,0.431,Folk
No,empty_field,When the End Comes,67W5fd1ld7dqHNCfaQu52I,No,No,137574,50,0.677,0.541,354400,0.575,0.215,A,0.102,-9.463,Major,0.0491,91.98,04/4,0.428,Folk
No,empty_field,Mother Mother,1g1TeDflB6atAy7HKwrzXu,No,No,122500,41,0.0136,0.369,180698,0.633,,D,0.205,-7.019,Major,0.0692,174.311,04/4,0.666,Folk
No,empty_field,Mama Told Me (Not To Come),4lhB7w6C5o1Oxqvl0nLxYD,No,No,100156,53,0.135,0.678,196933,0.621,0.000468,C#,0.207,-13.454,Major,0.0537,120.7,04/4,0.804,Folk
No,empty_field,"Let It All Go, Man",47BcUfkrKlsibp1Hdh099f,No,No,140151,43,0.93,0.584,306453,0.339,3.33e-06,G,0.105,-11.384,Major,0.0316,104.805,04/4,0.334,Folk
No,empty_field,Salt,3Myb5tcPivRHsoz1jw8GKr,No,No,143702,42,0.644,0.715,279678,0.523,0.185,E,0.222,-9.647,Major,0.0268,,04/4,0.33,Folk
No,empty_field,Tragedy,6fZouanPj27mII5L4kwvDe,No,No,122054,56,0.841,0.68,254840,0.226,0.0273,A#,0.109,-13.066,Major,0.0332,125.127,04/4,0.386,Folk
No,empty_field,This Is Us Colliding,5JCpnve8Hgrl8gQQG7SnTR,No,No,48106,61,0.294,0.401,234400,0.462,0.000109,A,0.113,-8.231,Major,0.0355,120.592,04/4,0.142,Folk
No,empty_field,The Shell,159F1pdX35fbRevVBbjTFw,No,No,42527,46,0.0478,0.55,277840,0.33,0.00993,D,0.0998,-9.609,Major,0.0341,137.861,04/4,0.0943,Folk
No,empty_field,Don't Do Me Like That,5WbmgRh4WP3dfmcrPUDY4O,No,No,66274,56,0.131,0.764,161600,0.664,1.4e-05,C,0.0889,-7.868,Major,0.0269,116.107,04/4,0.962,Folk
No,empty_field,"Take Me Home, Country Roads - Rerecorded",1MQTmpYOZ6fcMQc56Hdo7T,No,No,166001,79,0.546,0.255,197813,0.43,1.87e-05,A,0.188,-12.564,Major,0.0322,,04/4,0.546,Folk
No,empty_field,Teach Your Children,4PFKTUY8tzrJDP4O2OaRzt,No,No,111524,62,0.643,0.497,,0.285,1.66e-05,D,0.389,-14.537,Major,0.0264,154.7,04/4,0.667,Folk
No,empty_field,Banana Republics,2f79JP5rd8e94v6pXrECUB,No,No,27477,40,0.787,0.67,311467,0.217,0.000131,G,0.121,-16.423,Major,0.0325,108.287,04/4,0.61,Folk
No,empty_field,Agape - Bose City Sets,5dnKAb5K1Lzk7d6NoDlEC5,No,No,188012,37,0.822,0.585,253514,0.564,0.00507,E,0.344,-4.661,Major,0.036,148.583,04/4,0.395,Folk
No,empty_field,Lonestar,5IFVx8wzxu8CFowCwp1go3,No,No,189188,52,0.888,0.642,186080,0.139,1.4e-05,C,0.338,-14.776,Major,0.0306,89.88,04/4,0.332,Folk
No,empty_field,Earthbound,13gI71BrnbVHEiLfkYTWzX,No,No,187957,40,0.0632,0.492,,0.6,,B,0.0831,-8.688,Minor,0.071,169.799,04/4,0.687,Folk
No,empty_field,Madame George,4OBLlaKIJ4gFJCZwIP6mKE,No,No,130357,49,0.47,0.338,585173,0.167,0.00137,G,0.0547,-16.498,Major,0.0311,134.143,04/4,0.264,Folk
No,empty_field,Shoo-Fly,6ccMgWG57GpCQiW3XrLfJS,No,No,207479,41,0.924,0.438,63653,0.125,,C,0.168,-15.719,Major,0.0429,174.271,04/4,0.679,Folk
No,empty_field,Let Me Roll It,4BPGAt5Q5IOQIqBPEJdKTG,No,No,170247,41,0.00853,0.503,222440,0.48,4.84e-05,F#,0.614,-7.677,Minor,0.036,143.674,03/4,0.444,Folk
No,empty_field,Bad Town,11IA5WKHgtgMCsU05uLJPl,No,No,175926,43,0.331,0.534,155440,0.713,0.0277,F,0.161,-5.572,Major,0.0548,132.528,04/4,0.879,Folk
No,empty_field,Hudson,6B8UvrcTWMsDN70LkHlZJg,No,No,61997,49,0.565,0.367,254800,0.442,0.000416,D,0.135,-10.37,Minor,0.0644,80.066,04/4,0.23,Folk
No,empty_field,Come Let Go,4OsBjrJQbPSMAqdjLBaGOt,No,No,157506,54,0.113,0.543,,0.542,0.0512,G,0.39,-8.649,Major,0.0478,140.092,04/4,0.261,Folk
No,empty_field,Coming out of the Darkness,5fu5vl7owT5ny0ry2Bema2,No,No,130170,43,0.638,0.437,,0.434,0.576,C,0.135,-8.871,Major,0.0339,170.776,04/4,0.481,Folk
No,empty_field,Don't Worry About Me,3V8gULd6OJQ8myIO9ET23e,No,No,26660,44,0.968,0.661,,0.131,5.44e-06,D,0.112,-11.632,Major,0.0685,,04/4,0.238,Folk
No,empty_field,Lionhearted,53Wg2UOwBczmqUHWotWbkm,No,No,171092,52,0.773,0.337,,0.293,0.000403,G,0.0622,-13.198,Major,0.0402,136.987,04/4,0.0594,Folk
No,empty_field,The Partisan - Recorded at Spotify Studios NYC,3FskQrDXcY24ur2fCvz35O,No,No,36590,47,0.872,0.391,189800,0.131,0.0376,G,0.112,-15.296,Minor,0.0381,94.203,04/4,0.247,Folk
No,empty_field,Hard to Say I'm Sorry / Get Away - Remastered,25ICPDq5tFn13Xqdmetjli,No,No,138083,42,0.0512,0.391,304813,0.571,0.000739,B,0.244,-7.114,Major,0.0341,144.678,04/4,0.228,Folk
No,empty_field,Where Do The Children Play?,4jcEMmPM2P1TAiqPpflpKz,No,No,42868,58,0.756,0.484,,0.304,1.11e-05,G,0.0852,-14.25,Major,0.0392,127.081,04/4,0.326,Folk
No,empty_field,Steer Your Way,64aNdrHBMCcsZEfYDBVgZ7,No,No,105057,50,0.522,0.484,263480,0.224,0.849,C#,0.236,-16.252,Minor,0.0435,174.24,04/4,0.166,Folk
No,empty_field,Cats and Dogs,1gFQDifkCVjSE1Jn0R9ywP,No,No,200809,48,0.522,0.669,115520,0.444,1.28e-06,F,0.165,-8.652,Major,0.0584,179.932,04/4,0.771,Folk
No,empty_field,Guilty Party,43LDXcy86qmEgfy6Wd2AZk,No,No,45154,58,0.702,0.368,,0.686,0.779,D,0.124,-8.332,Major,0.0723,181.017,05/4,0.587,Folk
No,empty_field,I Won't Hurt You,3jrKHObQQRacD7kLvujYrr,No,No,207869,55,0.97,0.461,,0.0972,0.114,A,0.112,-26.134,Major,0.0402,130.691,04/4,0.774,Folk
No,empty_field,3 Rounds and a Sound,4Kz8LO1wB2090X8cCM7fkT,No,No,138649,68,0.843,0.381,266960,0.288,0.00226,C#,0.12,-12.323,Major,0.0337,59.343,04/4,0.198,Folk
No,empty_field,Visions of Gideon,7BReF58zazLHQyFaB8iJKZ,No,No,142413,58,0.942,0.252,247808,0.314,0.676,F,0.0892,-18.197,Minor,0.0407,75.056,04/4,0.2,Folk
No,empty_field,Boulder To Birmingham - Remastered,0DYZefMHhVhMb6FBtDddBV,No,No,96633,55,0.78,0.476,213027,0.318,2e-06,A#,0.104,-10.953,Major,0.0304,126.495,04/4,0.311,Folk
No,empty_field,Nightcrawling,3lyL2rzuRsU44EG9zTb8H3,No,No,125229,54,0.00189,0.569,231523,0.668,0.00166,C,0.108,-5.968,Minor,0.0286,94.997,04/4,0.617,Folk
No,empty_field,Talking Reality Television Blues,0IUdVZXLGJVd4nYjwsI4sY,No,No,215494,35,0.679,0.67,154907,0.407,9.19e-05,A,0.098,-7.334,Major,0.0952,102.169,04/4,0.772,Folk
No,empty_field,Hollow,5NcJpFZSDmXe7D7SkM16lb,No,No,155698,46,0.0955,0.319,221417,0.55,3.5e-05,B,0.147,-7.865,Major,0.0383,,03/4,0.124,Folk
No,empty_field,Tonight,0BQH5uHglCuHVImyCjOOHc,No,No,179877,52,0.976,0.576,146627,0.0941,0.000275,F,0.109,-14.713,Minor,0.0457,,03/4,0.151,Folk
No,empty_field,Moonshadow,1N59F6CT2jcTD3rVG18m1l,No,No,164649,61,0.696,0.641,172533,0.294,5.96e-05,D,0.118,-11.256,Major,0.0316,130.777,04/4,0.574,Folk
No,empty_field,Dark Matter,53vjUogvkigjCPE38u4o3K,No,No,78348,46,0.0881,0.483,318439,0.806,0.000895,G,0.0991,-5.111,Minor,0.0321,147.049,04/4,0.19,Folk
No,empty_field,When Will I Be Loved,4w5m4X0OZ2IslxNOgtntTN,No,No,173997,48,0.186,0.513,124867,0.573,0.000958,A,0.0878,-10.023,Major,0.0337,132.607,04/4,0.621,Folk
