Selected,artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Thievery Corporation,Décollage (feat. Lou Lou Ghelichkhani),1uXbwHHfgsXcUKfSZw5ZJ0,83869,43,0.282,0.658,203890,0.702,0.00565,A,0.106,-7.742,Minor,0.0411,118.91,03-Apr,0.416,Jazz
No,empty_field,(There's No Place Like) Home for the Holidays - 1954 Version,5zb7npjQqoJ7Kcpq4yD9qn,59394,40,0.897,0.69,171333,0.189,0.0,C,0.133,-12.797,Major,0.0316,78.042,04-Apr,0.735,Jazz
No,Vince Guaraldi Trio,Christmas Time Is Here - Instrumental,3BWlLiQSXXxy3OpL59k7lN,33158,48,0.966,0.419,366213,0.116,0.648,F,0.138,-18.397,Major,0.0331,,03-Apr,0.0865,Jazz
No,Claude Nougaro,Armstrong,4p2AbJiH4eso5TE3wVqbV4,83476,36,0.837,0.543,-1,0.275,0.0,G,0.168,-10.138,Minor,0.0368,106.992,01-Apr,0.338,Jazz
No,Bill Evans,Like Someone In Love,4i0gkDw6SVMh5nMVdddAT9,75160,41,0.993,0.485,385250,0.0286,0.922,G,0.0773,-25.972,Minor,0.0556,128.581,03-Apr,0.046,Jazz
No,El Gran Combo De Puerto Rico,Amame,0VqTy4Xiyg2CAPZ5PZgaWh,115834,47,0.723,0.607,323036,0.82,0.000137,F,0.091,-4.701,Major,0.0808,169.613,04-Apr,0.896,Jazz
No,Akua Naru,Poetry: How Does It Feel?,1wFIjJSHobXpNDbSfe8Gdb,57986,33,0.705,0.762,286920,0.231,0.0142,C#,0.0995,-8.677,Major,0.127,73.012,04-Apr,0.378,Jazz
No,empty_field,Ain't That Love,7908xQNM5logiaITbmCM9a,44014,39,0.305,0.751,173906,0.467,0.0,A#,0.163,-9.535,Major,0.327,118.11,04-Apr,0.774,Jazz
No,The Pharcyde,Knew U,2AqRp1s6C0jf7VoO147pFi,95355,51,0.126,0.822,191147,0.742,0.00129,B,0.169,-5.384,Major,0.24,96.384,04-Apr,0.709,Jazz
No,Madeleine Peyroux,To Love You All Over Again,2gRlrpU6BzNlwE1icnKoLC,156258,56,0.856,0.649,237800,0.334,1.58e-05,B,0.216,-11.843,Major,0.0451,88.79,04-Apr,0.412,Jazz
No,Morcheeba,The Sea,3JpVs1BVNCifxVOkPBmtmj,140286,44,0.0188,0.538,348053,0.742,0.09,B,0.0749,-7.924,Minor,0.038,150.029,04-Apr,0.273,Jazz
No,The Skatalites,Swing Easy,0SEZw4cKOfArkj4SVn9qgh,80369,55,0.122,0.579,384800,0.486,0.0774,D,0.156,-10.87,Minor,0.199,175.694,04-Apr,0.853,Jazz
No,Marcus Miller,Free,1Pyd3VTEoFV29ewX4DfaPM,109298,37,0.202,0.61,300507,0.562,0.00597,A#,0.155,-6.025,Minor,0.0399,178.029,04-Apr,0.493,Jazz
No,empty_field,Shaolin Monk Motherfunk,78QR3Wp35dqAhFEc2qAGjE,211691,49,0.134,0.415,350533,0.463,0.00255,F#,0.101,-9.86,Minor,0.0823,,04-Apr,0.573,Jazz
No,Tommy Emmanuel,Lewis & Clark,6EZDbjz2X5XzgIZCtbsrXh,87146,31,0.887,0.443,-1,0.189,0.782,F#,0.115,-15.276,Minor,0.0375,99.005,04-Apr,0.286,Jazz
No,Gail Jhonson,Feel Good Groove,04WFtR0Y7bmbP852bErZC8,210519,32,0.215,0.677,230440,0.586,0.878,E,0.121,-12.79,Minor,0.034,108.007,04-Apr,0.551,Jazz
No,Sonora Ponceña,El Pio Pio,0ICf4hyBcgTszBi90e7Vwm,45016,36,0.633,0.684,298160,0.518,0.0,G,0.0578,-8.927,Major,0.0527,90.368,04-Apr,0.962,Jazz
No,Maria Augusta,How Deep Is Your Love (Bossa Version),1llZw3QOoeNiikwnYyqjWB,104323,51,0.886,0.777,205999,0.353,9.83e-05,F,0.11,-13.566,Minor,0.0393,109.934,04-Apr,0.372,Jazz
No,empty_field,Caravan - Remastered,1SqwLblPWSihJlNC1AK0mz,117320,35,0.811,0.448,252867,0.656,0.393,F,0.0991,-7.993,Minor,0.0295,108.391,04-Apr,0.796,Jazz
No,Thelonious Monk,I'm Getting Sentimental Over You,3nVDOYBJpdCkRR6r1DbZum,43505,38,0.464,0.472,524340,0.445,1.91e-05,F,0.591,-12.272,Minor,0.0506,174.423,04-Apr,0.434,Jazz
No,empty_field,Black Is The Color Of My True Love's Hair - Live In New York/1964,5b2uPv5SDLm39Wtp5I7ljQ,148599,45,0.985,0.285,204440,0.0615,0.0128,A,0.0905,-21.492,Minor,0.0441,131.594,01-Apr,0.0925,Jazz
No,empty_field,Nightlite,4KFaOhrA3m4DuRlH2UmuV7,105254,45,0.529,0.549,309547,0.588,0.9,C,0.0877,-10.875,Major,0.0294,79.495,04-Apr,0.545,Jazz
No,Malina Moye,Something 2 Say,6qJNKY8ponED2kOKIKBPW4,110786,37,0.347,0.694,215658,0.628,3.49e-06,C#,0.146,-7.615,Major,0.0349,90.002,04-Apr,0.704,Jazz
No,The Brand New Heavies,Jump N' Move (feat. Jamalski) - 2006 Remaster,3XZD6GczqNzje7v8e4LV9V,180237,37,0.155,0.831,-1,0.887,0.0,C#,0.121,-5.95,Major,0.0802,111.401,04-Apr,0.899,Jazz
No,Mansur Brown,God Willing,6pbCkvCENw0suVGr4Ckkae,47586,36,0.00514,0.515,-1,0.493,0.708,G#,0.077,-10.763,Major,0.0288,86.199,04-Apr,0.186,Jazz
No,empty_field,Aisha,35Zwf6TpJ6k5u7isLsvvNk,39771,51,0.428,0.163,228533,0.14,0.955,E,0.0999,-19.712,Minor,0.0373,169.381,03-Apr,0.18,Jazz
No,empty_field,Cashmere,32e2HfZO0uA3o2OtsunEyR,173714,41,0.556,0.374,286780,0.486,0.667,A,0.0709,-9.187,Major,0.029,98.397,04-Apr,0.197,Jazz
No,Dean Martin,When You're Smiling (The Whole World Smiles With You) - Digitally Remastered 97,0v8UvAhruTvkA90MR7039n,82763,42,0.758,0.344,183560,0.143,0.00187,G,0.227,-12.874,Major,0.0294,93.826,04-Apr,0.145,Jazz
No,Tito Rojas,Dímelo,20s34XSPIiYMGSFDRSs24t,188748,45,0.553,0.659,-1,0.893,3.12e-05,F,0.236,-3.693,Minor,0.0547,91.938,04-Apr,0.735,Jazz
No,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,67cTJeTLxm7Utix4fxpJXE,25303,70,0.213,0.65,-1,0.323,0.0,C,0.187,-8.698,Major,0.0283,,03-Apr,0.276,Jazz
No,Cafe Jazz Deluxe,Private Singlewave,4JWcaAbcmH7XysD6iKmrQx,120053,37,0.969,0.743,70440,0.0819,0.882,A#,0.105,-25.264,Minor,0.0498,91.967,03-Apr,0.578,Jazz
No,Ruben Gonzalez,Mandinga,4Og6aMre2dooG63ufr7eMl,94656,50,0.698,0.584,508493,0.459,0.592,G,0.0987,-11.913,Major,0.0357,91.352,04-Apr,0.728,Jazz
No,Jeff Parker,Executive Life,0Vf1E9i3cK9O6KZyPynDHg,31164,32,0.251,0.428,458854,0.492,0.801,G,0.103,-9.947,Major,0.034,80.044,04-Apr,0.3,Jazz
No,empty_field,Deep Touch,3b0V5DOiqrNYH3JVSZ3hBP,29396,31,0.173,0.636,276360,0.387,0.622,F,0.0291,-8.967,Minor,0.0328,76.03,04-Apr,0.607,Jazz
No,Roberta Flack,Killing Me Softly with His Song,0XqERhUOSRSOhvEEqsX7Ng,124909,73,0.727,0.477,286920,0.381,0.0,F,0.0615,-10.237,Minor,0.0342,121.568,04-Apr,0.329,Jazz
No,Etta James,If I Can't Have You (feat. Harvey Fuqua),48Mx6EFTaVF0meAMUfEWgG,171489,35,0.667,0.415,170667,0.651,4.44e-06,C,0.291,-7.225,Minor,0.0435,72.327,04-Apr,0.633,Jazz
No,Héctor Lavoe,Jazzy,3W7FbH4sGFMzadOQvPDkTV,181500,36,0.801,0.439,246507,0.881,0.784,C,0.0333,-7.469,Major,0.0332,110.295,04-Apr,0.964,Jazz
No,Chris Botti,When I Fall In Love,5G9LvzXcBoIBXOd2jzdJTs,217279,27,0.38,0.394,513387,0.743,0.193,G,0.909,-8.765,Minor,0.0711,75.682,04-Apr,0.215,Jazz
No,empty_field,They Act Brand New,5AgSJiuBLkWggPsRKwykwa,127901,53,0.307,0.9,131461,0.437,0.00762,F#,0.117,-7.166,Minor,0.211,,04-Apr,0.717,Jazz
No,Emapea,Special Update,5TvM5WFaegJk7VRgPOWGTe,160510,21,0.0116,0.825,143633,0.722,0.915,A#,0.0885,-7.679,Minor,0.0569,,04-Apr,0.923,Jazz
No,Art Blakey,Are You Real,6oO7WMjD6kEvCITLbVj0mu,75321,36,0.608,0.523,287440,0.667,0.0227,G#,0.332,-7.283,Major,0.0682,108.162,04-Apr,0.665,Jazz
No,A Tribe Called Quest,Skypager,5CDy1I6rSt6vXdqIb87A6f,184461,44,0.249,0.86,132227,0.43,0.0132,A#,0.138,-13.531,Minor,0.252,97.136,04-Apr,0.845,Jazz
No,Oscar Peterson Trio,All Of Me,6QGSOEezW26WTGz1ys0sWU,164315,33,0.889,0.631,202133,0.27,0.674,G#,0.106,-14.43,Major,0.0502,132.852,04-Apr,0.515,Jazz
No,Pete Rock,The Boss,57qpbMTmKfB6a8tUuKN547,216558,45,0.569,0.84,-1,0.47,0.73,A#,0.129,-8.489,Minor,0.153,89.967,04-Apr,0.868,Jazz
No,Andrés Calamaro,Mil Horas,69vtsdoRUdfhW7T932O4ab,24024,59,0.0764,0.703,167560,0.574,0.0,G,0.128,-8.675,Minor,0.0491,100.402,04-Apr,0.829,Jazz
No,Funkee Boy,Bliss (feat. Robert Harris),5FNoiE0ssC6K0jPG7KMeLR,25700,32,0.0988,0.812,231947,0.755,0.0261,G#,0.127,-4.119,Major,0.0573,99.967,04-Apr,0.853,Jazz
No,empty_field,Beautiful Love,5vJqgXF46SmfrLVxCCbBYM,23793,48,0.908,0.653,160853,0.175,3.93e-06,F,0.0866,-17.722,Minor,0.0392,82.541,03-Apr,0.609,Jazz
No,Young-Holt Unlimited,Young & Holtful,2EGcu5aRjtqDLRBtK2YKLv,36834,40,0.629,0.709,173147,0.462,0.752,G#,0.2,-11.541,Major,0.0369,95.367,04-Apr,0.895,Jazz
No,empty_field,Lagoon,7kEZaTydeHAviNWKy85Utp,185166,43,0.881,0.669,-1,0.363,0.639,F#,0.314,-11.338,Minor,0.0994,81.008,04-Apr,0.301,Jazz
No,Norah Jones,Those Sweet Words,5KoxT3w69A1cGjfbYAtgXl,56999,60,0.875,0.798,202640,0.234,0.000626,D,0.134,-10.699,Major,0.0317,103.152,04-Apr,0.403,Jazz
No,Blockhead,Weeping Willow,6HATLYcr8BmreGdbCCBi4l,174657,40,0.0323,0.775,-1,0.386,0.516,B,0.497,-13.175,Minor,0.065,143.976,04-Apr,0.436,Jazz
No,Art Tatum,Stay as Sweet as You Are (arr. A. Tatum),3LyP4gg3fEidq8gNoBxU22,54852,36,0.982,0.51,154760,0.204,0.925,F#,0.106,-17.513,Major,0.0371,61.908,04-Apr,0.728,Jazz
No,Larry Carlton,That Road,4ZFwqrpTFL9dRMDSyIH262,139434,39,0.39,0.696,535467,0.715,0.851,C,0.116,-8.07,Major,0.0431,124.435,04-Apr,0.65,Jazz
No,Romane,Guet-Apens,4fixebDZAVToLbUCuEloa2,103884,37,0.849,0.697,273453,0.733,0.913,E,0.264,-8.552,Minor,0.0575,105.207,04-Apr,0.658,Jazz
No,empty_field,The Good Doctor,1jRfRH9B7c9qIC796GbG5t,202601,47,0.000119,0.396,235973,0.891,0.00499,E,0.172,-5.138,Minor,0.0772,200.011,04-Apr,0.381,Jazz
No,Weather Report,Teen Town,02FqhZkG84NWqnNGUZzSmu,129303,42,0.427,0.542,172333,0.675,0.796,B,0.116,-13.456,Minor,0.0331,127.947,04-Apr,0.597,Jazz
No,empty_field,Award Tour,7nl6fbpRrLAED8KR2pUgTp,103369,64,0.00308,0.812,226440,0.6,8.38e-06,G,0.173,-9.414,Major,0.254,97.338,04-Apr,0.555,Jazz
No,empty_field,Resolve,2QsgqAZ4SwuipP30znNeof,139381,42,0.0436,0.505,387918,0.57,0.809,D,0.108,-11.643,Major,0.045,141.735,04-Apr,0.183,Jazz
No,Skinshape,Breathe,4lnnde7PnrXR3pUzQKBe6X,127371,38,0.497,0.661,183062,0.303,0.795,C#,0.0673,-14.967,Minor,0.0301,114.037,03-Apr,0.373,Jazz
No,Ambrose Akinmusire,Marie Christie,2YSbHu9XF4bNYWt3MnIhgE,216963,42,0.991,0.459,195093,0.136,0.895,G,0.0927,-18.265,Minor,0.0727,,05-Apr,0.375,Jazz
No,empty_field,Fran-Dance - alternate take,3c2Hu1X0xfuONWwM59Ojpc,129969,40,0.862,0.642,351827,0.179,0.00748,C,0.0912,-13.597,Minor,0.0495,,04-Apr,0.534,Jazz
No,Roberta Flack,The First Time Ever I Saw Your Face,64dHj8ZxaI2Wj0brEehVMN,47324,62,0.731,0.311,-1,0.0264,0.00205,C,0.156,-21.644,Major,0.037,120.653,04-Apr,0.139,Jazz
No,Smooth Jazz New York,Background Music for Intoxicating and Captivating Books,6BnioVUjZdsTeYliZcnNW8,89092,37,0.803,0.682,147692,0.448,0.927,G#,0.108,-15.451,Minor,0.0349,130.05,04-Apr,0.784,Jazz
No,Frank Zappa,Willie The Pimp,7AzunAhx3JfoHxYS5N6KVx,138648,48,0.354,0.374,563400,0.786,0.593,E,0.11,-12.455,Minor,0.0438,,04-Apr,0.824,Jazz
No,Chuck Loeb,High Five,2ypV2R4z8H6GouFDTwg4Az,77867,35,0.682,0.589,-1,0.491,0.516,G,0.282,-8.879,Minor,0.0339,91.986,04-Apr,0.669,Jazz
No,Chet Baker,These Foolish Things,6vH7rcUoSok4FYH6RTRIAE,108741,45,0.983,0.612,-1,0.0553,0.835,D#,0.178,-18.508,Major,0.0382,57.907,04-Apr,0.197,Jazz
No,empty_field,In The City,0by9PNgyNwPTBOw44aR3TK,74712,33,0.329,0.708,322307,0.477,0.905,B,0.0631,-11.035,Minor,0.0381,151.961,04-Apr,0.649,Jazz
No,empty_field,Optimistic,18nSKtiAAdKVdEX7WfNqzX,143421,38,0.116,0.725,296286,0.689,0.0014,F,0.122,-8.732,Minor,0.0646,103.992,04-Apr,0.577,Jazz
No,Chris Botti,Over the Rainbow,1tYUeIrZmxuSN7jdbHBC17,210359,35,0.981,0.363,-1,0.0502,0.965,D#,0.111,-15.767,Major,0.0363,110.185,01-Apr,0.159,Jazz
No,Phil Perry,You Belong To Me,1WsRuvitfegWXQJKRgRZrj,186119,48,0.77,0.745,-1,0.486,2.86e-05,C,0.0988,-8.708,Minor,0.064,100.954,04-Apr,0.543,Jazz
No,empty_field,Graffiti Artist Reel 1/1,7cNqyn9jQoMhdWFLNRS7te,28862,40,0.487,0.497,560973,0.601,0.754,D,0.111,-7.918,Major,0.0313,89.998,04-Apr,0.124,Jazz
No,Courtney Pine,How Many More,6y5U4NlIAuLFWqt3lRbe5j,35858,54,0.799,0.403,387450,0.307,0.124,F,0.143,-13.426,Major,0.0357,119.845,04-Apr,0.371,Jazz
No,John Coltrane,Mr. P.C.,6c3S2wem7E9jyD69Tm3VfE,47229,44,0.466,0.475,423160,0.541,1.24e-05,F,0.319,-11.89,Minor,0.0749,131.121,04-Apr,0.596,Jazz
No,CYNE,Arrow Of God,7uQw7EfbHczai43X2eFxqW,110639,36,0.018,0.873,-1,0.647,2.47e-05,G,0.427,-7.015,Major,0.264,99.956,04-Apr,0.159,Jazz
No,Joe Henderson,Earth,1hOzQbfmxgWSrgWmmShcHf,171467,36,0.801,0.446,793674,0.501,0.164,G#,0.0931,-9.771,Major,0.0548,116.711,04-Apr,0.262,Jazz
No,Ella Fitzgerald,I'm Beginning To See The Light,1TfqLAPs4K3s2rJMoCokcS,129675,34,0.866,0.761,165267,0.138,0.0,F,0.147,-13.518,Major,0.083,112.726,04-Apr,0.492,Jazz
No,Bob James,Just One Thing,6khDguAo8XXW1h0u7xofYk,109388,27,0.161,0.777,-1,0.554,0.321,C,0.111,-10.372,Minor,0.0336,139.967,04-Apr,0.683,Jazz
No,Flatpocket,Bucks O'Plenty,1QWqz04mtyRqWIE9jwUx7w,151437,58,0.0914,0.817,-1,0.475,0.412,F#,0.16,-8.99,Major,0.0361,99.002,04-Apr,0.395,Jazz
No,Stacey Kent,In the Wee Small Hours of the Morning,3iwt15Ynm0cYicIGQ9hAr0,161765,51,0.978,0.472,206000,0.044,0.00017,G,0.119,-17.557,Major,0.0408,125.676,04-Apr,0.149,Jazz
No,Bonobo,Flicker - Mixed,3JaMGQXJmtbAhvgl0nBPPN,182543,51,0.037,0.68,337653,0.718,0.787,F#,0.0823,-10.722,Major,0.043,,04-Apr,0.092,Jazz
No,Etta James,Something's Got A Hold On Me,55X72tAqUqVlcLuDYDNSwB,21319,63,0.714,0.497,167427,0.432,0.0,C#,0.609,-10.851,Major,0.0928,73.251,04-Apr,0.654,Jazz
No,Michael Franks,Read My Lips,4U9XLDBWFs5pGG0jHRzJM9,37392,38,0.0682,0.861,222107,0.726,0.00013,F#,0.0922,-12.759,Major,0.0743,118.005,04-Apr,0.898,Jazz
No,Mondo Grosso,偽りのシンパシー - Vocal:アイナ・ジ・エンド(BiSH),489tmjoF83YOeyCku1KoWO,86873,41,0.0263,0.728,288500,0.52,0.0,F,0.0865,-7.206,Minor,0.0371,,04-Apr,0.217,Jazz
No,Nick Hakim,I Don't Know,3JsHb6kGapOwesN8SfMWcL,31519,58,0.722,0.512,299839,0.313,0.0163,D,0.112,-9.528,Major,0.0392,110.237,04-Apr,0.116,Jazz
No,Parov Stelar,Soul Fever Blues,65awclibIvEl9N5kSANFii,148234,46,0.109,0.738,-1,0.753,0.00881,D,0.102,-7.081,Minor,0.0532,121.985,04-Apr,0.549,Jazz
No,Aretha Franklin,Ain't No Way,21s0bjVrP7RtQskeUKZxOu,120154,50,0.798,0.387,254400,0.315,0.000381,D#,0.086,-9.477,Major,0.0301,,03-Apr,0.232,Jazz
No,Thievery Corporation,Sound The Alarm,2FD5V89qMdyVRveumCttza,130645,42,0.0101,0.775,221240,0.859,0.447,B,0.366,-7.314,Minor,0.0451,98.011,04-Apr,0.456,Jazz
No,Lisa Bassenge,"Perhaps, Perhaps, Perhaps",2zexOzXfw0mcgyickh5cog,211354,43,0.663,0.61,133413,0.402,0.0,A,0.219,-7.613,Minor,0.0312,,04-Apr,0.78,Jazz
No,tusken.,mocean,675w3ACw5xZR3ODhUJlEVN,158786,56,0.738,0.759,149318,0.225,0.843,B,0.15,-13.165,Minor,0.129,88.022,04-Apr,0.385,Jazz
No,empty_field,Midas Era,5tGbVyLKh7FtIHdsI9GVnn,32015,55,0.0014,0.812,169987,0.583,0.925,A#,0.137,-7.147,Minor,0.0401,87.984,04-Apr,0.46,Jazz
No,Skinshape,I Didn't Know,6ucqolCjAyVgsXnY4tl2nV,193132,54,0.432,0.646,218626,0.399,0.284,F,0.124,-14.222,Major,0.0295,104.985,04-Apr,0.581,Jazz
No,empty_field,Every Time,7uJD7w3gew6PuYppCR4486,170048,56,0.0754,0.675,-1,0.603,0.319,G,0.165,-6.985,Major,0.0413,79.003,04-Apr,0.169,Jazz
No,empty_field,Les Deux Guitares,0bvcoWqlXDjMVLxG6iImqv,20426,41,0.839,0.839,-1,0.356,0.689,G,0.133,-9.03,Minor,0.0884,114.318,04-Apr,0.587,Jazz
No,The Meters,Find Yourself,7xHFwod9fviXQF8lKifmJ1,197943,44,0.346,0.619,252240,0.444,5.81e-06,E,0.065,-11.72,Major,0.13,80.313,04-Apr,0.816,Jazz
No,Dean Martin,"Little Ole Wine Drinker, Me",231O3DltLcwtgIKoNbMkrt,207274,47,0.586,0.615,167853,0.488,2.21e-06,C,0.191,-12.797,Major,0.0383,122.815,04-Apr,0.488,Jazz
No,empty_field,El Camionero,74syDkH2B4GrH9Rdh3tmt0,190615,34,0.409,0.673,325067,0.778,8.24e-06,C,0.0775,-6.601,Major,0.0337,92.733,04-Apr,0.927,Jazz
No,Donald Byrd,I Feel Like Loving You Today,0ovJeK2kbE5D7gp4LPhUnJ,37256,38,0.392,0.602,417920,0.582,0.0612,D,0.607,-10.19,Minor,0.0449,77.477,04-Apr,0.716,Jazz
No,The Dillinger Escape Plan,Limerent Death,6jRb6vNUr9jVAR426U2ldU,167211,37,5.05e-06,0.373,246430,0.959,0.0218,C#,0.636,-3.513,Major,0.13,100.047,04-Apr,0.269,Jazz
No,Bonus Points,Hammock Days,5alqoNKmqLskj2xrY02g0Y,41469,47,0.0175,0.693,-1,0.699,0.282,C#,0.405,-7.688,Major,0.0532,85.994,04-Apr,0.471,Jazz
No,Django Reinhardt,Belleville,7xokAXSHf64tOnEcKGYu3W,55431,33,0.994,0.521,157011,0.425,0.898,D,0.259,-13.156,Major,0.0383,137.847,04-Apr,0.913,Jazz
No,Oscar Peterson,Blue and Sentimental,72LlmAsxMhOjnrU0IoZGT8,62564,54,0.977,0.551,146093,0.114,0.874,D#,0.141,-24.78,Minor,0.0451,70.141,04-Apr,0.124,Jazz
No,empty_field,Grover's Groove,388YhDYxPvaDIZQHWqpB4E,92244,29,0.79,0.732,280240,0.656,0.63,G,0.379,-8.772,Minor,0.0386,90.227,04-Apr,0.591,Jazz
No,The Rippingtons,Côte d'Azur,7glGsXrmtsq4kuCwSb83xJ,180797,27,0.0837,0.68,261147,0.911,0.906,G#,0.0717,-6.021,Minor,0.0495,,04-Apr,0.5,Jazz
No,Stetsasonic,Talkin' All That Jazz,0bY7WP2V9ExsanZpPEot2B,45386,41,0.00096,0.83,288053,0.817,0.000677,E,0.112,-6.539,Minor,0.077,107.908,04-Apr,0.622,Jazz
No,Cantoma,Tabarin,5F0bmCjKUufNz1bHXfgRwe,25905,42,0.0887,0.686,330973,0.681,0.846,G,0.118,-11.338,Major,0.0436,,04-Apr,0.58,Jazz
No,"Earth, Wind & Fire",All About Love (First Impression),4kQQHnmIzEyQi64G96dKZb,217247,35,0.753,0.335,395400,0.412,0.00413,A,0.175,-12.024,Minor,0.0414,99.861,03-Apr,0.43,Jazz
No,empty_field,"Générique - BOF ""Ascenseur pour l'échafaud""",6Winqb2Zb4ijvkdiwd0bmb,146477,46,0.974,0.391,168512,0.114,0.949,D,0.183,-11.506,Minor,0.0329,70.197,04-Apr,0.139,Jazz
No,Shirley Bassey,Diamonds Are Forever,5rHkcPftkWLM9s0KoWItgA,87803,55,0.74,0.48,161933,0.447,0.00437,E,0.0858,-10.962,Minor,0.036,96.771,04-Apr,0.255,Jazz
No,Sierra Maestra,¿Dónde va Chichi?,5wuXrc1MziN40kl06tMKrY,108436,42,0.0996,0.536,313133,0.72,0.00023,A,0.0502,-9.258,Major,0.0386,,04-Apr,0.838,Jazz
No,Norman Brown,In My Life,68lDOwyMitLVn7fuZD1ggl,122016,27,0.79,0.645,328187,0.398,0.113,C#,0.0783,-14.407,Minor,0.0471,,04-Apr,0.451,Jazz
No,Phyllis Hyman,You Know How to Love Me - Remastered,1IFPcYLDtVo8AcdcS13ji7,160895,41,0.317,0.846,452467,0.735,0.0153,A#,0.0484,-8.391,Major,0.0316,,04-Apr,0.972,Jazz
No,empty_field,Eggplant,1bb6bROP3OXMHcPw84MtmN,115185,37,0.543,0.682,217013,0.516,0.000527,F,0.0728,-11.994,Major,0.0361,,04-Apr,0.572,Jazz
No,Emancipator,Bury Them Bones,3VHRAQhUSHqfBlYPr6kZ9p,80559,41,0.449,0.581,277920,0.349,0.893,E,0.103,-15.491,Minor,0.0281,90.751,04-Apr,0.267,Jazz
No,Charles Mingus,GG Train,5DhJwMGMOLUMNGO9O5Vcqr,179494,31,0.253,0.505,277400,0.494,6.15e-06,D,0.111,-14.407,Major,0.0762,141.278,04-Apr,0.438,Jazz
No,oofoe,palma,5E3BVY66TEDexFutOO5GeS,213104,36,0.948,0.707,135349,0.259,0.607,F#,0.0965,-12.007,Major,0.191,,04-Apr,0.597,Jazz
No,Lord Echo,That's Right,5f5r2N4Lp9WoULWPH9zp2W,68099,38,0.0013,0.786,325013,0.688,0.747,F#,0.0843,-10.14,Major,0.0619,109.077,04-Apr,0.842,Jazz
No,Flitz&Suppe,Reverie,12L3ZEO2XuQkXzK3p1X1em,168884,45,0.128,0.685,149625,0.147,0.899,F#,0.0767,-16.253,Minor,0.0532,154.078,04-Apr,0.407,Jazz
No,Joey DeFrancesco,Awake and Blissed,3yD272quA0vqP500G8qEX5,61486,16,0.117,0.41,181817,0.628,0.0373,A#,0.134,-7.623,Major,0.0352,133.282,04-Apr,0.635,Jazz
No,Theo Croker,The Messenger (feat. ELEW) - feat. ELEW,2rDwdvBma1O1eLzo29p2cr,78649,37,0.534,0.326,306627,0.613,0.766,G#,0.0876,-7.953,Minor,0.0444,177.195,03-Apr,0.455,Jazz
No,People Under The Stairs,The Red Onion Wrap,3ASn2iE7F4HvA8XyRbJ4tS,184598,36,0.0186,0.803,247659,0.895,1.37e-05,F,0.0752,-7.158,Minor,0.0893,102.031,04-Apr,0.805,Jazz
No,Tony Bennett,Fly Me To The Moon,3rZOkAw9K6NEyzslmWIh7T,175412,43,0.938,0.311,249667,0.127,0.0111,G#,0.182,-15.463,Major,0.0292,87.127,04-Apr,0.105,Jazz
No,TesseracT,Hexes,1N4PqIqWHmwH2TdNhxIpdK,59343,41,0.00748,0.241,317978,0.725,0.00111,D,0.183,-8.189,Minor,0.0405,104.316,05-Apr,0.0855,Jazz
No,Don Philippe,Ferroweld,1uTjNWaoXEEi6Jtt0gvXl6,165603,44,0.166,0.744,108221,0.245,0.92,G#,0.0799,-12.48,Minor,0.0642,,04-Apr,0.876,Jazz
No,Esbjörn Svensson Trio,"Believe, Beleft, Below",6MDijuuArPJv1vbp7K1x3f,63935,44,0.85,0.647,291227,0.0452,0.779,A#,0.0928,-21.198,Major,0.0349,102.285,04-Apr,0.141,Jazz
No,Eartha Kitt,The Girl from Ipanema,3Zwu2K0Qa5sT6teCCHPShP,144519,38,0.79,0.501,184453,0.288,0.00991,G,0.16,-16.356,Major,0.0701,,05-Apr,0.641,Jazz
No,empty_field,Albany,10w8FMNFLL5P8aIxJS1SP4,136406,38,0.0672,0.769,169720,0.318,0.715,C#,0.166,-10.641,Major,0.191,93.406,04-Apr,0.743,Jazz
No,empty_field,Baby Elephant Walk,4hgk2iBQfSupmzye4LfTQE,76165,43,0.654,0.771,161240,0.375,0.000124,A#,0.0894,-10.662,Major,0.0346,121.568,04-Apr,0.675,Jazz
No,empty_field,Yeah Boy,3p4WqtYWXEqO6iShUAZTAc,153102,66,0.231,0.589,-1,0.809,0.0,D#,0.0719,-5.292,Major,0.0376,,04-Apr,0.496,Jazz
No,empty_field,Molino Molero - Live,2fkeWbM6iqTw7oGHTYm2lw,196407,33,0.117,0.758,330131,0.577,0.0166,E,0.662,-11.854,Minor,0.0778,111.958,04-Apr,0.814,Jazz
No,Lemon Jelly,Ramblin' Man,7mYvtEeBdMqRSyj1Qpv6my,94596,51,0.234,0.599,426173,0.789,0.894,E,0.381,-6.538,Major,0.0263,134.021,04-Apr,0.602,Jazz
No,empty_field,Something He Can Feel,6cxkqhMYi4GqD94gYNcgCB,167054,48,0.224,0.613,381827,0.393,0.0,C,0.45,-13.305,Major,0.0442,107.72,03-Apr,0.64,Jazz
No,Thomas Giles,Hypoxia,2ofOe2OaXFpZF5ETbsc7Qu,83757,34,0.608,0.409,306773,0.315,0.000915,A#,0.148,-9.543,Minor,0.0337,120.033,04-Apr,0.0351,Jazz
