Selected,track_id,artist_name,track_name,RF_genres,instance_id,actual_genre,pre_dictated_genre
No,3Zhmgu0Zybq5iB5FLpIuhh,Heilung,In Maijan,Jazz,71596,Folk,Folk
No,6Ju28M6P8Y8sLjBgWjyUUD,Henace,Cabriolet,Jazz,69925,Jazz,Jazz
No,3MVRtMQCcTwp8ynX2QbRX9,Henrik Freischlader,The Memory of Our Love,Jazz,215195,Blues,Blues
No,7suXfwkW9Cg9fBS3San5T5,Henry Jamison,Gloria,Jazz,152905,Folk,Folk
No,63cd4JkwGgYJrbOizbfmsp,Henry Purcell,"Purcell / Arr Pluhar: Come, ye sons of art away (Birthday Ode for Queen Mary), Z. 323/5: ""Strike the viol""",Jazz,106858,Classical,Classical
No,4MYveeHIgSsZuAVdQX2YNZ,Herbie Mann,Batida diferente,Jazz,78114,Jazz,Jazz
No,4qN7nSAVTjPfOOz0wkRQpM,Herring Franky,Turn Me On,Jazz,186245,Jazz,Jazz
No,1kGfDyrtmvU7lVaBXiWSbJ,Herring Franky,Dip One,Jazz,193688,Jazz,Jazz
No,4N4GB1btlfyUE76cEUvJyB,Herring Franky,Feel the Blast,Jazz,39071,Jazz,Jazz
No,2Vtz57VrnXiqKXOJek8Sjp,Hiatus Kaiyote,Creations Part One,Jazz,21675,Jazz,R&B
No,4K5QoTvgjOKgLPn15RCk9y,Hidden Orchestra,The Revival,Jazz,137530,Jazz,Jazz
No,3W7FbH4sGFMzadOQvPDkTV,Héctor Lavoe,Jazzy,Jazz,181500,Jazz,Jazz
No,4tykYTNhdzRsoMHDAsrFel,Ignaz Pleyel,Keyboard Sonatina No. 3 in F Major,Jazz,87521,Classical,Classical
No,2wa6Al0LbbUVPpINbXYtSa,India.Arie,I Am Light,Jazz,205429,R&B,R&B
No,1N90cV79gbBgO0bOs74Y0t,Irakere,La Explosión (Instrumental) - Ao Vivo,Jazz,147989,Jazz,Jazz
No,4lPHdMXICqdl6RguxO2jBK,Iron & Wine,Love Vigilantes,Jazz,75951,Folk,Folk
No,2b9eFUxPgyBmshXyNV3UIw,Iron & Wine,Such Great Heights,Jazz,152667,Folk,Folk
No,3mqexKwmRoCDjWLN3OA3A3,J Dilla,Workinonit,Jazz,83996,Alternative,Alternative
No,1KPKlWfomZ7q2mWYIbUBfx,J. Rawls,Falling,Jazz,129069,Alternative,Jazz
No,1vpmEH3AE0mOUNz24yMs84,James Gang,Funk #49,Jazz,138647,Blues,Blues
No,3dNEFFUrI3VT3PVBFT3KV7,Jamie Cullum,The Place Where Lost Things Go,Jazz,162620,Jazz,Jazz
No,6aLl1AjRbo4ddJZh7Hzazx,Jamie N Commons,Rumble And Sway,Jazz,116917,Blues,Blues
No,6axJ4gNQtLcOURaYZ4KTHy,Jamiroquai,Falling,Jazz,124955,Jazz,Jazz
No,7zRmGvtSy36Jr19U5OInJT,Janelle Monáe,Stevie's Dream,Jazz,27041,R&B,R&B
No,7wCmqWO8FGfqeDpkhWPHSS,Janelle Monáe,Dirty Computer (feat. Brian Wilson),Jazz,76558,Alternative,R&B
No,7yEdmVzZuo0HYW52lZlQ3E,Janet Jackson,Control,Jazz,61746,R&B,R&B
No,2DKhiaC3nFdyJwIJKB94TZ,Janet Jackson,Funny How Time Flies (When You're Having Fun),Jazz,68657,R&B,R&B
No,3Tw0IFi1BGouMzO4947RRq,Jason Isbell,Elephant,Jazz,113279,Folk,Folk
No,6qOwmc4uXXMmZY2D5XOaBJ,Jason Isbell and the 400 Unit,Go It Alone,Jazz,36084,Folk,Alternative
No,1CJmTfrlU1d6FtAYNT36wD,Jason Moran,Blue Blocks,Jazz,36830,Jazz,Jazz
No,1883mCuSqnfnrWoq8i3myH,Jay Soto,Just Like That,Jazz,103622,Jazz,Jazz
No,6ozOaxCsH2AzT99o4jSx5J,Jeff Beck,Diamond Dust,Jazz,189017,Blues,Blues
No,1dUbLHpZShyO4BUZS2N2OQ,Jeff Buckley,"Mama, You Been on My Mind",Jazz,201521,Folk,Folk
No,0Vf1E9i3cK9O6KZyPynDHg,Jeff Parker,Executive Life,Jazz,31164,Jazz,Jazz
No,6hr4weuSidHy2LNMw8UVJ2,Jerry Garcia,Shady Grove,Jazz,65875,Folk,Blues
No,5fAiTd5dRUs9TJHZ4rmYhN,Jessica Pratt,Silent Song,Jazz,107133,Folk,Folk
No,0obyZJdAvDvhtvudGsNjvS,Jimi Hendrix,Who Knows - Live At The Fillmore East,Jazz,32198,Blues,Blues
No,4hlzUfLHRCr9HKXCBpCPZf,Jimi Hendrix,Pali Gap,Jazz,149023,Blues,Blues
No,2l02YNthg1e2dyXrv8gacQ,Jimmy McGriff,The Worm,Jazz,86121,Jazz,Jazz
No,5tz69p7tJuGPeMGwNTxYuV,Jimmy Smith,The Cat,Jazz,38787,Jazz,Jazz
No,19ihEHhT75cZXJMNGZnuQm,Jinsang,Genesis,Jazz,203711,R&B,R&B
No,1QDcKeZQcAdF6vnYqGqAjJ,Jinsang,Herewego,Jazz,102668,R&B,R&B
No,6T3aIdD3cmyOl40mUZ4WRE,Joe Corfield,In the Library,Jazz,134268,Jazz,Jazz
No,3tbNT2X5tfMIVeUflYbZUZ,Joe Satriani,Thunder High On The Mountain,Jazz,142214,Classical,Classical
No,56vasY8Rj0KZOmRBGdxWJG,Joe Satriani,Cherry Blossoms,Jazz,76919,Classical,Classical
No,7MjbsO0p4zGyuM9xSnEcF9,Joe Satriani,Made of Tears,Jazz,102752,Classical,Classical
No,7DFaT5JWBVjvDXs407VB1D,Joey Alexander,Draw Me Nearer,Jazz,84622,Jazz,Jazz
No,6EFBx1HxEPtYhf0TO4hNcj,Joey Bada$$,95 Till Infinity,Jazz,32477,Hip-Hop,Hip-Hop
No,22mQzUCkUPc78n9LufLQUQ,Johann Pachelbel,"Cannon in D - Piano (Also, Canon, or Kanon)",Jazz,73149,Classical,Classical
No,5zbkoIgrBO5VjrQIEChlre,Johann Sebastian Bach,"The Well-Tempered Clavier, Book II: Fugue No. 20 in A Minor, BWV 889",Jazz,85527,Classical,Classical
No,5klLFHAlZNZGg59w3uNeih,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Variation 12 Canone alla Quarta - Remastered",Jazz,26310,Classical,Classical
No,6OdwhuZj85VSZG4bVPE87C,Johann Sebastian Bach,"Brandenburg Concerto No. 3 in G Major, BWV 1048: Allegro",Jazz,130473,Classical,Classical
No,78eRCdaUb6K36Zx5pQgVAT,John 5,Beat It,Jazz,49828,Classical,Classical
No,6c3S2wem7E9jyD69Tm3VfE,John Coltrane,Mr. P.C.,Jazz,47229,Jazz,Jazz
No,1UfJre8SE6MCl4jdErW2bc,John Lee Hooker,Messin' With The Hook,Jazz,61436,Blues,Blues
No,0yIywEquxORnu1dR0WYsdN,John Scofield,Boozer,Jazz,57336,Jazz,Blues
No,7rR5X9RKz5VprclstYOLb5,John Scofield,A Go Go,Jazz,60160,Jazz,Blues
No,2AKWKzRCuyuMJzMzsJKr8G,Johnnie Taylor,Who's Making Love,Jazz,81898,Blues,Blues
No,5S0syDyup1waWWsMDlLr8J,"Johnny ""Guitar"" Watson",Gangster Of Love,Jazz,26832,Blues,Blues
No,2r3IAEgJ2dUsHB6ONdoLDP,Johnny Hartman,A Slow Hot Wind,Jazz,62655,Jazz,Jazz
No,3VlmUfrMtFVq1dHshfnWVe,Jonathan Richman,I Was Dancing In The Lesbian Bar,Jazz,90051,Folk,Folk
No,3TwtrR1yNLY1PMPsrGQpOp,Joni Mitchell,The Circle Game,Jazz,189543,Folk,Folk
No,5Wbjjde5ez7sx22OtmrXKV,Jordan Rakei,Goodbyes,Jazz,152902,Jazz,Jazz
No,0Mfwz6JTTMrwXo2XIj7WGU,Joscho Stephan,Blues for Stochelo,Jazz,155016,Jazz,Jazz
No,7wjprvfscpUNacftNovfQO,José Pablo Moncayo,Huapango (1941),Jazz,131171,Classical,Classical
No,1wjzFQodRWrPcQ0AnYnvQ9,João Gilberto,Tin Tin Por Tin Tin,Jazz,138655,Jazz,Jazz
No,3WEGRXTVBiiqIHdaxMD78M,KAYTRANADA,WEIGHT OFF,Jazz,84974,Hip-Hop,Alternative
No,7x7QlOg9xTzRHkSW5mf1HY,Kamasi Washington,Hub-Tones,Jazz,206909,Jazz,Jazz
No,1RKr1j3wRjJHn67DYphPeP,Karen O,Lux Prima,Jazz,175212,Folk,Folk
No,4AewKenHXKBt643p473xCk,Keem the Cipher,Transcend.,Jazz,66685,Jazz,Jazz
No,5CvFPEq4Nm2YtRQJ18ml2L,Keem the Cipher,Thinkin Bout. // Franks Groove.,Jazz,43764,Jazz,Jazz
No,1gZNqH0rDxD1mXLeul1Qq7,Keiko Matsui,Spirit Dance (feat. Gretchen Parlato),Jazz,140456,Jazz,Classical
No,0v5odsqyg5yPQ1JT7PsGNe,Kenny G,Bossa Réal,Jazz,75811,Jazz,Jazz
No,6Nh4CD6t3vAla4YvH09mvL,Keri Hilson,One Night Stand,Jazz,44757,R&B,R&B
No,5tQHlrTLQcn0KmN2uttWNC,Kid Cudi,Releaser,Jazz,199303,Hip-Hop,Hip-Hop
No,4g3QZlvz39UllCcRXDZ0Do,Kid Cudi,Mature Nature,Jazz,118524,Hip-Hop,Hip-Hop
No,7t1lBIr3WIEtqQEOdZFMUf,Kiefer,AAAAA,Jazz,63072,R&B,Jazz
No,3BbWvLOFaxx0npzxfRixyO,Kiefer,Miss U,Jazz,132982,Jazz,Jazz
No,7swGurTfZlwx7mTOE8PpIc,King Curtis,Games People Play,Jazz,66974,Jazz,Jazz
No,5sPekpu7KHeNOB92X4LDLr,Kirk Whalum,For You,Jazz,42688,Jazz,Jazz
No,76Je5Wklky23mVoxiRszcN,Kirk Whalum,Any Love,Jazz,200328,Jazz,Jazz
No,1BH5f9RHwlcLR6h3fG9z4M,Kllo,Walls to Build - Mall Grab Remix,Jazz,34369,Alternative,Alternative
No,5dSFlPDHjAuYU1apyrRgqV,Kllo,Dissolve,Jazz,155108,R&B,Alternative
No,00i0O74dXdaKKdCrqHnfXm,Kool&Klean,Far Away,Jazz,199443,Jazz,Jazz
No,2Dh7xUpRBwBtOygh4hWvZ4,Kruder & Dorfmeister,High Noon,Jazz,123131,Jazz,Jazz
No,6ZifCCNZnqWrtIeBp7RWP9,Kurt Vile,Come Again,Jazz,180179,Folk,Folk
No,3YOJZelIGRsylpMFPeTdnr,L One,Rum,Jazz,150460,Jazz,Jazz
No,4C9mOQnbfRjZCqlQDpCKFf,L'Indécis,Her,Jazz,84110,Jazz,Jazz
No,1iQcE7M1eMGd1ce8ev4gMt,Langhorne Slim,Alligator Girl,Jazz,30007,Folk,Alternative
No,4ZFwqrpTFL9dRMDSyIH262,Larry Carlton,That Road,Jazz,139434,Jazz,Jazz
No,43DeSV93pJPT4lCZaWZ6b1,Lee Konitz,Improvisation No. 53,Jazz,165197,Jazz,Classical
No,6EVKzzNM0ZhEvJTBk2SACX,Lee Ritenour,All This Love,Jazz,24578,Jazz,Jazz
No,5BkHkyO9PFXs1m7vSMnXp4,Lemon Jelly,In the Bath,Jazz,216158,Jazz,Jazz
No,0Xd6P8ocXxWbd6idQyQcPe,Leo Brouwer,Un Día de Noviembre,Jazz,41150,Classical,Classical
No,1SwrPOu6BfuyzNTn7iA3j1,Leon Redbone,Shine on Harvest Moon,Jazz,171676,Jazz,Jazz
No,5UI7eq0IxdudKNEmSRSQR0,Lester Nowhere,Balcony,Jazz,71341,Jazz,Jazz
No,6lD6amWsFmzV4twndYocQE,Lights,Muscle Memory,Jazz,92255,Folk,Folk
No,4CuPkKUne5SsEsDyDqtlKj,Lionel Hampton,Hot Mallets,Jazz,203643,Jazz,Jazz
No,6SOZvJlUN1OxY3XLCZnur8,Lisa Mann,Give You My Love,Jazz,80034,Blues,Blues
No,5mSZLysuAtdNA21mbOm0sx,Liz Phair,Fuck and Run (Remastered),Jazz,195930,Folk,Jazz
No,35a8D0UdiESARoiwohOSWT,Liza Anne,"I Love You, But I Need Another Year",Jazz,47994,Folk,Folk
No,2SBEbPexE7SH2RFokzHjLl,Llorca,The End,Jazz,97739,Jazz,Jazz
No,41VDk3CQ9viP55n40jCniL,Lloyd,Girl's Around The World - Radio Version,Jazz,188530,R&B,Hip-Hop
No,5f5r2N4Lp9WoULWPH9zp2W,Lord Echo,That's Right,Jazz,68099,Jazz,Jazz
No,6VObnIkLVruX4UVyxWhlqm,Lou Donaldson,Donkey Walk,Jazz,154388,Jazz,Jazz
No,66tTIPNNYe2h8FJHT3PVaA,Lou Donaldson,It's Your Thing,Jazz,133121,Jazz,Jazz
No,4BffvSUwamMxFtFCVdLJj3,Louis Armstrong,Azalea,Jazz,106794,Jazz,Jazz
No,1ugNOYYl9X3obshdeCpgst,Louis Armstrong,On The Sunny Side Of The Street,Jazz,206485,Jazz,Jazz
No,4UZlEcQmkAeh4mYokk8TNs,Louis Armstrong,Go Down Moses (feat. The All Stars & Sy Oliver Choir),Jazz,49494,Jazz,Jazz
No,5tfpRDknG17dA6hIdlCKw0,Louis Prima,I Wan'na Be Like You (The Monkey Song),Jazz,20709,Jazz,Jazz
No,1w8gsT5RBrFfTrLYhDRJIk,Luciano Pavarotti,"Rigoletto / Act 3: ""La donna è mobile"" - Edit",Jazz,50411,Opera,Opera
No,4j0QTMiqWWnyLbJZHLo6NE,Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 4d. Alla marcia (Allegro vivace assai) - Live",Jazz,140498,Classical,Classical
No,4O5KFV7nF1SPeb05hs0WlC,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 1. Alla marcia maestoso",Jazz,92781,Classical,Classical
No,4xSgbZ1CFc7f3PZd7RLwF3,Ludwig van Beethoven,Symphony No. 5,Jazz,188163,Classical,Classical
No,5POK5jNRknVfQ8vu9IvHNu,Lynyrd Skynyrd,Down South Jukin',Jazz,44290,Blues,Blues
No,1sjheV7vrXgKGXcw5cUGhY,Lyrics Born,Callin' Out,Jazz,133240,Alternative,Alternative
No,6qpkFI5Hjb7V8vp2czm5gA,MARINA,Froot,Jazz,115774,Alternative,Alternative
No,3G9zeErd0kMx012kmYUrm7,MF Eistee,select,Jazz,88709,Jazz,Jazz
No,5G3sN8KCA9lceG6IGcLsZi,MGMT,Hand It Over,Jazz,180030,Alternative,Pop
No,4JDCsDXGnLDEfZ08pUj6vs,Mac Ayres,Should We Take The Van?,Jazz,208150,R&B,Alternative
No,3efx4WR8fvyx8uJFydy4U8,Mad Season,Long Gone Day,Jazz,66758,Blues,Blues
No,0wGIby7zPMM1JcVSAcD5wA,Madison Cunningham,Beauty Into Clichés,Jazz,94822,Folk,Folk
No,1gifyO8Mf9eoOT7nOsV3XP,Madlib,Distant Land,Jazz,108835,Alternative,Alternative
No,6q3fkCIdOZiOOrWKekK8nz,Madvillain,Sickfit,Jazz,122799,Alternative,Alternative
No,6Q5R5xIagpNSiPldlcP6v4,Mahavishnu Orchestra,"You Know, You Know - Remastered",Jazz,40376,Jazz,Jazz
No,4xUlOxwGkdhsQuirAp5RfV,Mammal Hands,Hillum,Jazz,132424,Jazz,Jazz
No,6pbCkvCENw0suVGr4Ckkae,Mansur Brown,God Willing,Jazz,47586,Jazz,Jazz
No,3L2lIdickr3WJlW7tvOTsv,Marc Antoine,Madrid,Jazz,76520,Jazz,Jazz
No,37e9gld31LRaPSMWIxI7M1,Marcus Johnson,88 Loves to Love,Jazz,80585,Jazz,Jazz
No,5Vrczz39CvlD3OGCa6utoA,Marcus Johnson,18th & M,Jazz,195563,Jazz,Folk
No,3scWTAq8b0yc1401KisagB,Maribou State,Natural Fools,Jazz,174298,R&B,R&B
No,70We9AqHenA4jcmXmKzJnZ,Maribou State,Kingdom (feat. North Downs),Jazz,91428,R&B,R&B
No,6O8Q77DLdXZTdciVeU2Aak,Marion Meadows,Whisper,Jazz,95108,Jazz,Jazz
No,6oc6nO8gds2vYHtt1WnCXL,Marty Robbins,Ballad Of The Alamo,Jazz,80780,Folk,Folk
No,4j2qTIky0aF0W92PjAHod6,Marty Robbins,Mr. Shorty,Jazz,177834,Folk,Folk
No,1eWsXHpKj3BhE9Uw9Q5XKI,Masego,Sunday Vibes,Jazz,20106,R&B,R&B
No,3wWqAxNH3Aktiky47V20OG,Mason Jennings,Crown,Jazz,167340,Folk,Folk
No,4HfsgrdwKNkytFkuuG3w4n,Matthew Chaim,Nobody But You,Jazz,128609,R&B,R&B
No,1xNzNUiJnowW6DbitfmHpO,Maxine Sullivan,Enjoy Yourself (It's Later Than You Think),Jazz,147364,Jazz,Jazz
No,3UWidDMD5KcDBZevFGXm9Q,Maynard Ferguson,Chameleon,Jazz,31278,Jazz,Jazz
No,6M0HK7cf65pem0uG0fgd4G,"Medeski, Martin & Wood",Uninvisible,Jazz,50231,Jazz,Jazz
No,5S6XqiyVSF0OU96LOw9UXP,"Medeski, Martin & Wood",The Lover,Jazz,216715,Jazz,Jazz
No,7pOWWGpUc3T05IXfymgIP3,Megadeth,Angry Again,Jazz,179463,Alternative,Alternative
No,0SQg86odv33piyPWPgNpBM,Meiko,Stuck On You,Jazz,88726,Folk,Folk
No,55IIhk7r8iJCmX0zFhEai5,Merl Saunders,Keepers - Previously Unreleased Take,Jazz,183009,Blues,Blues
No,64cPD5muZpWhYEg1pacc6X,Meshuggah,Bleed,Jazz,172624,Alternative,Alternative
No,5P4KMR8aiKtz2WFxNVYChF,Michael Haydn,"Violin Concerto in A Major, MH 207: I. Allegro ma non troppo",Jazz,129116,Classical,Classical
No,55YsnzdFe3aoRRCTUZgpJF,Mike Shinoda,About You (feat. blackbear),Jazz,163860,Alternative,Alternative
No,0Gms0Ad9iBfwoInbDbSoLn,Mildlife,The Magnificent Moon,Jazz,171962,Jazz,Jazz
No,3LYMldrbmHfBSVILcITWl7,Miles Davis,Venus De Milo,Jazz,72398,Jazz,Jazz
No,2rrh1xKpjLM5RRMS5SMtkN,Mirah,Special Death,Jazz,217410,Folk,Folk
No,04rMpRstoJt3uvqyNGKczX,Mitch Hedberg,Cookies,Jazz,133629,Comedy,Comedy
No,25YlltWXRb9k7KbrEBRuhJ,Mitski,A Horse Named Cold Air,Jazz,97601,Folk,Folk
No,1njxWb5fM5L5eEq9MyWddU,Mndsgn,Abeja,Jazz,137163,Jazz,Jazz
No,1YzHEja53jD7GvX5yUXc9u,Mo' Horizons,Gonna Be - Ben Human Remix,Jazz,85491,Jazz,Jazz
No,5H0NU2sHWUnWCcZyYlX46X,Moka Only,Spots,Jazz,212245,Alternative,Jazz
No,7EpqPLmpL5P0ZskJ9PSgoa,Moose Dawa,Daylight,Jazz,152634,Jazz,Jazz
No,18IARgL5t0TkfCvARd8Ndn,Morphine,Let's Take a Trip Together,Jazz,189863,Blues,Blues
No,7gfLTck0F9NdwXgcYuxbGj,Mou Brasil,Dorival,Jazz,109634,Jazz,Jazz
No,4ciF128vrM1ZL9Brv6T3Q0,Mr. Scruff,Kalimba,Jazz,134676,Jazz,Jazz
No,2uB9gUU1HLnHckvK2tylJM,Mujo,Granadilla,Jazz,160395,Jazz,Jazz
No,1huNDeWmljVNGYMvVt0Xiz,Mujo,Nature Chill,Jazz,134192,Jazz,Jazz
No,5qJw5V16ISycNIENMO1RD0,Mujo,Geisha,Jazz,32071,Jazz,Jazz
No,2A64KuTLHBqNWCpiFru6fH,Mujo,Sunset,Jazz,80996,Jazz,Jazz
No,2M9AAcFeAFdG6saQxHRbiB,Mulgrew Miller,The Sequel,Jazz,212710,Jazz,Jazz
No,1OxL1FWSEd7QmJoWLRP2NO,My Bloody Valentine,Only Shallow,Jazz,145183,Alternative,Folk
No,08Kj0lvbsqAxzeUOBYZRL6,My Morning Jacket,Wordless Chorus,Jazz,194042,Alternative,Alternative
No,3Vt8ZI2m2LUEkmcoULuhIh,Najee,Song For The Ladies,Jazz,71189,Jazz,Jazz
No,6mzs6XTIfxhFMOcy59Upje,Najee,Najee's Theme,Jazz,84897,Jazz,Jazz
No,0BKgnRZKyM4dsOnkpndHno,Najee,Tokyo Blue,Jazz,26945,Jazz,Jazz
No,753KutoAy00apPsplMRetG,Nat King Cole,Night Lights - Remastered,Jazz,122488,Jazz,Jazz
No,4i0blWH3Vc8Zp17urOhltG,Nate Smith,Bounce: pts I + II,Jazz,136320,Jazz,Jazz
No,2Y0kKL90NsxMNAHqvTuhps,Nate Smith,Skip Step,Jazz,22118,Jazz,Jazz
No,3jjQHULAVn71k40mKwGMiV,Neil Sedaka,Calendar Girl,Jazz,177510,Folk,Jazz
No,0gENjASIsFnZQI8ZLcFX8R,New Order,Times Change - Live at MIF,Jazz,72914,Alternative,Alternative
No,5859YUZbnKEVcqybafIjPC,Next,Wifey - Club Mix/Dirty Version,Jazz,71297,R&B,R&B
No,4veeNpXDK1YRHMTJ1Cppsg,Niccolò Paganini,"24 Caprices for Violin, Op.1, MS. 25: No. 1 in E Major",Jazz,125085,Classical,Classical
No,7cmcFepTOHKMm3FDTbgFCg,Nick Colionne,Keepin' It Cool,Jazz,187363,Jazz,Jazz
No,2hze6zhr7s1yUGCrqxmIau,Nick Johnston,Weakened by Winter,Jazz,143545,Classical,Classical
No,4qj9ycZpGZcx0MizG9vtbD,Nick Johnston,Ignore Alien Orders,Jazz,154556,Classical,Classical
No,2kEpNkZOPdKQbQS65mmEn5,Nicky Jam,El Perdón - Forgiveness,Jazz,109217,Hip-Hop,Hip-Hop
No,7IYhNdXwsQXuGGDv6gw20x,Nightmares On Wax,Nights Introlude,Jazz,70344,Jazz,Jazz
No,5ofPVNOR2T8cHMhLGUTrbN,Nightmares On Wax,Give Thx,Jazz,43637,Jazz,Jazz
No,6O4BH3bGqslycBcEYlo8w6,Nightmares On Wax,Passion,Jazz,211584,Jazz,Jazz
No,5SnpsM95j6wo6mFi8OOPVE,Nils,Pacific Coast Highway,Jazz,50530,Jazz,Jazz
No,4z4Fi6w0QltQZS3JTkl9g2,Nils Landgren Funk Unit,House Party,Jazz,98077,Jazz,Jazz
No,7BIi4xMpSFq1tBrjysg6hi,Nina Simone,Take Care Of Business,Jazz,144666,Blues,Blues
No,1eSt469YITAg1DAEgXxleU,Nina Simone,That's All I Ask,Jazz,25666,Jazz,Blues
No,6jKcmgac1pj1iaqBPsF3rF,Nine Inch Nails,Less Than,Jazz,139221,Alternative,Alternative
No,0mwPE0lPOgnWf2bo14xedJ,Nine Inch Nails,The Day The World Went Away,Jazz,58183,Alternative,Alternative
No,1H2yWT75NYf5WQ87aVctnH,Nine Inch Nails,Dead Souls,Jazz,87765,Alternative,Alternative
No,0PtaXCjp1MW28jdj6uhpJZ,Nivea,Laundromat - Radio Edit,Jazz,20801,R&B,Pop
No,4eZ2nmVxOOaswpSa29txX4,Nobuo Uematsu,"Main Theme of Final Fantasy V (From ""Final Fantasy V"")",Jazz,94858,Classical,Classical
No,1yF69fcoIR5YMsktLI8Rrj,Norah Jones,Those Sweet Words,Jazz,151179,Folk,Folk
No,26mG8LmRS0QryA7v6Np8ba,Norah Jones,Don’t Be Denied - Recorded At Spotify Studios NYC,Jazz,142409,Folk,Folk
No,68lDOwyMitLVn7fuZD1ggl,Norman Brown,In My Life,Jazz,122016,Jazz,Jazz
No,7403wTFejKyMCnLSCOVHAf,Novo Amor,Seneca,Jazz,180102,Folk,Folk
No,4prEPl61C8qZpeo3IkYSMl,Novo Amor,Callow,Jazz,160024,Folk,Folk
No,56SjL1T75yJ8yzvLUEGUXv,Novo Amor,No Fun,Jazz,101231,Folk,Folk
No,4WBjMn8nYTq5JCExCJtSUB,Nujabes,Another Reflection,Jazz,33010,Jazz,Jazz
No,22PMfvdz35fFKYnJyMn077,Nujabes,Summer Gypsy,Jazz,189225,Jazz,Jazz
No,074ye336kK7KawpVUSnoBX,Nujabes,Perfect Circle,Jazz,194654,Jazz,Jazz
No,69VOuX3N2H0zFRbtoLWFKA,Nujabes,Spiral,Jazz,194444,Jazz,Jazz
No,2NcgsjJGXUC04MK1Ly7eea,Omar Apollo,There For Me (Interlude),Jazz,180098,Alternative,Alternative
No,5v2snXqNEVtKxsJy5YBVfV,Omara Portuondo,He Perdido Contigo,Jazz,134761,Jazz,Jazz
No,72LlmAsxMhOjnrU0IoZGT8,Oscar Peterson,Blue and Sentimental,Jazz,62564,Jazz,Jazz
No,6QGSOEezW26WTGz1ys0sWU,Oscar Peterson Trio,All Of Me,Jazz,164315,Jazz,Jazz
No,2YZ7ztho5Dza0F0NQwS2Cu,Oshea,Blessing,Jazz,48363,R&B,R&B
No,7JoGKrDZdGhJyB4WSfE2qp,Otis Taylor,Nasty Letter,Jazz,82573,Blues,Blues
No,5Tmh64ISd2VbqYteKSmmkB,Parker Millsap,Old Time Religion,Jazz,209490,Blues,Blues
No,5B9pXIaMAAYqR85Ktec6u8,Parov Stelar,Milla's Dream,Jazz,166174,Jazz,Jazz
No,3zUwwYcmob803s2Bkck8GY,Parov Stelar,The Mojo Radio Gang - Radio Version,Jazz,138585,Jazz,Jazz
No,057xEJDuZr9ILFOrOnEoCC,Parov Stelar,Gin Tonic,Jazz,147846,Jazz,Jazz
No,6Gm1DPTZmMEB8U1db5oVyh,Parov Stelar,Jimmy's Gang,Jazz,89853,Jazz,Jazz
No,4dz9eJa3E62Mxbqqmcu0qJ,Passion,Great Are You Lord - Live,Jazz,142918,Alternative,Alternative
No,0pMHlvgPK2juACBADtKRvm,Pat Coil,You're The Cream In My Coffee,Jazz,27324,Jazz,Jazz
No,6DLKNWx11doB3MnMntfK2e,Pat Van Dyke,Talk to Em (Moods Remix) [feat. Efe],Jazz,173768,Jazz,Jazz
No,52c2VPjXSmIOiOo8BxAxGI,Paul Baribeau,Ten Things,Jazz,189859,Folk,Folk
No,73TEanPJAIWUUzTtVI46JA,Paul Desmond,Samba Cantina,Jazz,167149,Jazz,Jazz
No,4yYUmgiFNZ8o1vk2pXCr6D,Paul Hardcastle,Valley Of The Harps,Jazz,28629,Jazz,Jazz
No,0oL8szMtMKq8rRxPMdzGXk,Paul Hardcastle,Easy Street,Jazz,42162,Jazz,Jazz
No,3VGOjz1kIkGcGohvArNO2u,Paul Simon,Under African Skies,Jazz,119036,Folk,Folk
No,3pFoRyXyPuCFQ3L5Z2mlp8,Pearl Django,Floyd Hoyt Rides Again,Jazz,123022,Jazz,Jazz
No,3LW0WUtgT8ZoOopqdFnnyS,Pete Rock,To Each His Own (feat. Large Professor & Q-Tip),Jazz,150746,Jazz,Alternative
No,57qpbMTmKfB6a8tUuKN547,Pete Rock,The Boss,Jazz,216558,Jazz,Alternative
No,0ioJtrTIlCCwg40CuQxH3D,Pete Rock,Appreciate - Main,Jazz,152607,Jazz,Alternative
No,46kZhvM2ms6pIXP8Mc04Tr,Peter White,Talkin' Bout Love,Jazz,153567,Jazz,Jazz
No,3gbBpTdY8lnQwqxNCcf795,Peter White,San Diego,Jazz,203276,Jazz,Jazz
No,0mIuIBLkaRvPCz6A0mPqbM,Peter White,Bright,Jazz,109336,Jazz,Jazz
No,0NUiKYRd6jt1LKMYGkUdnZ,Phil Ochs,When I'm Gone,Jazz,177770,Folk,Folk
No,5Lzfs4RTGuzef1LBZ1PR3x,Phony Ppl,Take A Chance.,Jazz,201945,R&B,Alternative
No,1IFPcYLDtVo8AcdcS13ji7,Phyllis Hyman,You Know How to Love Me - Remastered,Jazz,160895,Jazz,Jazz
No,3GevDZnRimIO7bX0ulCbVU,Plini,Salt + Charcoal,Jazz,74959,Jazz,Jazz
No,3n8Xx5sDzLP5mndtwWs4xw,Plini,Paper Moon,Jazz,102324,Jazz,Jazz
No,2g6zbVqZvnc1dk6cYUhr5g,Pond,Doctor's In,Jazz,36381,Folk,Folk
No,6xpdGlY8ZuNaUPvb2DWTI8,Portico Quartet,Ruins,Jazz,68208,Jazz,Folk
