artist_name,genre_summary,genre_mode
Kodie Shane,Hip-Hop,Hip-Hop
Kojey Radical,R&B,R&B
Koko Taylor,Blues,Blues
Kool&Klean,Jazz,Jazz
Koop,Jazz,Jazz
Korede Bello,Hip-Hop,Hip-Hop
Kormac,Jazz,Jazz
Korn,Alternative,Alternative
Korpiklaani,Folk,Folk
Koryn Hawthorne,R&B,R&B
Kota the Friend,"Alternative,Hip-Hop,Pop,R&B",R&B
Kraak & Smaak,Jazz,Jazz
Krept & Konan,Hip-Hop,Hip-Hop
Kris Kristofferson,Folk,Folk
Kris Wu,Hip-Hop,Hip-Hop
Krizz Kaliko,Hip-Hop,Hip-Hop
Krokus,Blues,Blues
Kronos Quartet,Classical,Classical
Kruder & Dorfmeister,Jazz,Jazz
Krzysztof Penderecki,Classical,Classical
Kumail Nanjiani,Comedy,Comedy
Kurt Atterberg,Classical,Classical
Kurt Metzger,Comedy,Comedy
Kurt Rosenwinkel,Jazz,Jazz
Kurt Vile,"Alternative,Folk",Folk
Kurt Weill,Classical,Classical
Kurupt,Hip-Hop,Hip-Hop
Kut Klose,R&B,R&B
Kwaku Asante,R&B,R&B
Kweku Collins,Hip-Hop,Hip-Hop
Kygo,Pop,Pop
Kyle Bent,Hip-Hop,Hip-Hop
Kyle Cease,Comedy,Comedy
Kyle Dion,R&B,R&B
Kyle Kinane,Comedy,Comedy
Kyuss,Alternative,Alternative
L One,Jazz,Jazz
L'Impératrice,Pop,Pop
L'Indécis,Jazz,Jazz
L.A. Leakers,Hip-Hop,Hip-Hop
L.T.D.,Jazz,Jazz
L7,Alternative,Alternative
LANCO,Pop,Pop
LANY,Pop,Pop
LCD Soundsystem,"Alternative,Folk",Alternative
LEDGER,Alternative,Alternative
LEGADO 7,Pop,Pop
LEISURE,R&B,R&B
LION BABE,R&B,R&B
LIZ LOKRE,R&B,R&B
LJ Echols,Blues,Blues
LL Cool J,"Hip-Hop,R&B",R&B
LMFAO,Pop,Pop
LOOΠΔ,Pop,Pop
LSG,R&B,R&B
LUCKI,Hip-Hop,Hip-Hop
La Dispute,Alternative,Alternative
La Duda,Pop,Pop
La Factoria,Hip-Hop,Hip-Hop
La Lupe,Jazz,Jazz
La Quinta Estacion,Pop,Pop
La Roux,Alternative,Alternative
Labrinth,"Pop,R&B",R&B
Lacee,Blues,Blues
Lachlan Patterson,Comedy,Comedy
Lack Of Afro,Jazz,Jazz
Lacrim,Hip-Hop,Hip-Hop
Lady Antebellum,Pop,Pop
Lady Gaga,Pop,Pop
Lake Street Dive,"Folk,Pop",Folk
Lalah Hathaway,R&B,R&B
Lalo Ebratt,Hip-Hop,Hip-Hop
Lalo Rodriguez,Jazz,Jazz
Lalo Schifrin,Classical,Classical
Lamb,Jazz,Jazz
Lamb of God,Alternative,Alternative
Lana Del Rey,Pop,Pop
Lando Chill,Jazz,Jazz
Landon Cube,Hip-Hop,Hip-Hop
Lang Lang,Classical,Classical
Langhorne Slim,"Alternative,Folk,Pop",Folk
Lansdowne,Alternative,Alternative
Lapalux,R&B,R&B
Laraaji,Folk,Folk
Large Professor,Jazz,Jazz
Larkin Poe,Blues,Blues
Larome Powers,Blues,Blues
Larray,Pop,Pop
Larry Carlton,Jazz,Jazz
Larry Davis,Blues,Blues
Larry The Cable Guy,Comedy,Comedy
Larry Williams,Blues,Blues
Larry and His Flask,Folk,Folk
Lars Gullin,Jazz,Jazz
Lary Over,"Hip-Hop,Pop",Hip-Hop
Latimore,Blues,Blues
Laura Fygi,Jazz,Jazz
Laura Marling,Folk,Folk
Laura Misch,"Jazz,R&B",Jazz
Laura Story,Alternative,Alternative
Lauren Alaina,Pop,Pop
Lauren O'Connell,Alternative,Alternative
Lauv,Pop,Pop
Lava La Rue,R&B,R&B
Lavinia Meijer,Classical,Classical
Layton Greene,"Pop,R&B",Pop
Lazy Weekends,Pop,Pop
Le Tigre,Folk,Folk
Le Trio Joubran,Folk,Folk
LeToya,R&B,R&B
LeToya Luckett,R&B,R&B
Lead Belly,"Blues,Folk",Blues
Leader,Folk,Folk
Leaf Hound,Blues,Blues
Leaving Austin,Pop,Pop
Lebrado,Blues,Blues
Lecrae,"Alternative,Hip-Hop",Alternative
Ledisi,R&B,R&B
Lee Dorsey,Blues,Blues
Lee Konitz,Jazz,Jazz
Lee Morgan,Jazz,Jazz
Lee Ritenour,Jazz,Jazz
Leebada,R&B,R&B
Leela James,R&B,R&B
Leeland,Alternative,Alternative
Left Lane Cruiser,Blues,Blues
Leif Vollebekk,Folk,Folk
Leikeli47,"Alternative,R&B",R&B
Lemaitre,"Alternative,Pop",Alternative
Lemon Jelly,Jazz,Jazz
Lemongrass,Jazz,Jazz
Len,Pop,Pop
Lenin Ramírez,Pop,Pop
Lenka,Folk,Folk
Lennie Tristano,Jazz,Jazz
Lennon Stella,Pop,Pop
Lenny Bruce,Comedy,Comedy
Lenny Kravitz,Pop,Pop
Leo Brouwer,Classical,Classical
Leo Nucci,Opera,Opera
Leo Sayer,Folk,Folk
Leo Stannard,Folk,Folk
Leon Bridges,Blues,Blues
Leon Redbone,Jazz,Jazz
Leon Russell,"Blues,Folk",Blues
Leon Thomas,R&B,R&B
Leona Lewis,"Pop,R&B",Pop
Leonard Bernstein,Classical,Classical
Leonard Cohen,Folk,Folk
Leonardo Vinci,Opera,Opera
Leontyne Price,Opera,Opera
Leopold Godowsky,Classical,Classical
Leopoldo Fernández,Comedy,Comedy
Leoš Janáček,Classical,Classical
Leprous,"Classical,Jazz",Classical
Leroy Anderson,Classical,Classical
Leroy Hutson,Jazz,Jazz
Les Hommes,Jazz,Jazz
Les McCann,Jazz,Jazz
Les pommes de ma douche,Jazz,Jazz
Lesley Garrett,Opera,Opera
Lesley Gore,Folk,Folk
Leslie Odom Jr.,Jazz,Jazz
Lester Davenport,Blues,Blues
Lester Nowhere,Jazz,Jazz
Lester Young,Jazz,Jazz
Let's Eat Grandma,Folk,Folk
Letters To Cleo,Alternative,Alternative
Leven Kali,"Alternative,R&B",R&B
Levi Hummon,Pop,Pop
Levon Helm,"Blues,Folk",Blues
Lewis Black,Comedy,Comedy
Lewis Capaldi,Pop,Pop
Lewis Del Mar,Alternative,Alternative
Lewis Watson,Folk,Folk
Lexi,R&B,R&B
León Larregui,Alternative,Alternative
Lia Marie Johnson,Pop,Pop
Liam Payne,Pop,Pop
Lianne La Havas,R&B,R&B
Licinio Refice,Opera,Opera
Lifehouse,"Alternative,Pop",Alternative
Light The Torch,Alternative,Alternative
Lightnin' Hopkins,Blues,Blues
Lights,Folk,Folk
Liily,Alternative,Alternative
Like A Storm,Alternative,Alternative
Lil Baby,"Hip-Hop,Pop",Hip-Hop
Lil Bo Weep,Hip-Hop,Hip-Hop
Lil Dicky,Pop,Pop
Lil Durk,"Hip-Hop,Pop",Hip-Hop
Lil Jon,"Hip-Hop,Pop",Hip-Hop
Lil Jon & The East Side Boyz,"Hip-Hop,Pop",Hip-Hop
Lil Peep,Hip-Hop,Hip-Hop
Lil Pump,Hip-Hop,Hip-Hop
Lil Rob,Hip-Hop,Hip-Hop
Lil Tecca,Hip-Hop,Hip-Hop
Lil Toenail,Hip-Hop,Hip-Hop
Lil Uzi Vert,Pop,Pop
Lil Wayne,"Hip-Hop,Pop",Hip-Hop
Lil Windex,Hip-Hop,Hip-Hop
Lil Wyte,Hip-Hop,Hip-Hop
Lil Xan,Hip-Hop,Hip-Hop
Lil Yachty,"Hip-Hop,Pop",Hip-Hop
Lil' Flip,Pop,Pop
Lil' Kim,"Hip-Hop,Pop,R&B",R&B
Lil' Mo,R&B,R&B
Lil' Troy,Hip-Hop,Hip-Hop
Lila Downs,Alternative,Alternative
Lily Allen,"Folk,Pop",Folk
Limp Bizkit,Alternative,Alternative
Lincoln Brewster,Alternative,Alternative
Lincoln Durham,Blues,Blues
Linda Jones,Blues,Blues
Linda Ronstadt,Folk,Folk
Lindi Ortega,Folk,Folk
Lindsey Stirling,Pop,Pop
Link Wray,Blues,Blues
Linkin Park,Alternative,Alternative
Lionel Hampton,Jazz,Jazz
Liquid Tension Experiment,"Classical,Jazz",Classical
Lisa Bassenge,Jazz,Jazz
Lisa Hannigan,Folk,Folk
Lisa Lampanelli,Comedy,Comedy
Lisa Landry,Comedy,Comedy
Lisa Loeb,Folk,Folk
Lisa Loeb & Nine Stories,"Folk,Pop",Folk
Lisa Lynne,Folk,Folk
Lisa Mann,Blues,Blues
Lisa Mitchell,Folk,Folk
Lissie,Folk,Folk
Lit Killah,Hip-Hop,Hip-Hop
Little Anthony & The Imperials,Blues,Blues
Little Dragon,"Alternative,R&B",R&B
Little Eva,Blues,Blues
Little Feat,"Blues,Folk",Blues
Little Milton,Blues,Blues
Little Mix,"Pop,R&B",R&B
Little River Band,Folk,Folk
Little Simz,"Alternative,R&B",R&B
Little Walter,Blues,Blues
Little Willie John,Blues,Blues
Live,"Alternative,Pop",Alternative
Living Colour,Alternative,Alternative
Living Legends,Alternative,Alternative
Liz Phair,"Alternative,Folk",Folk
Liza Anne,"Folk,Pop",Folk
Lizz Wright,Jazz,Jazz
Lizzo,Pop,Pop
Llorca,Jazz,Jazz
Lloyd,"Hip-Hop,Pop,R&B",Hip-Hop
Lloyd Banks,Hip-Hop,Hip-Hop
Lloyd Price,Blues,Blues
Lo-Fang,R&B,R&B
Lobo,Folk,Folk
Local H,Alternative,Alternative
Local Natives,"Folk,Pop",Folk
Loco,R&B,R&B
Logan Mize,Pop,Pop
Loggins & Messina,Folk,Folk
Logic,"Hip-Hop,Pop",Hip-Hop
Lola Kirke,Alternative,Alternative
Lolo Zouaï,"Alternative,R&B",Alternative
London Philharmonic Orchestra,Classical,Classical
London Symphony Orchestra,Classical,Classical
Lone Catalysts,Jazz,Jazz
Lonnie Liston Smith,Jazz,Jazz
Lonnie Mack,Blues,Blues
Loose Ends,Jazz,Jazz
Loote,Pop,Pop
Lootpack,Hip-Hop,Hip-Hop
Lord Echo,Jazz,Jazz
Lord Finesse,"Hip-Hop,Jazz",Hip-Hop
Lord Huron,"Folk,Pop",Folk
Lorde,Pop,Pop
Loreena McKennitt,Folk,Folk
Loretta Lynn,Folk,Folk
Lori McKenna,"Alternative,Folk",Folk
Lorine Chia,R&B,R&B
Lorraine Hunt Lieberson,Opera,Opera
Los Amantes De Lola,Alternative,Alternative
Los Cafres,Alternative,Alternative
Los Campesinos!,Folk,Folk
Los Cuates de Sinaloa,Pop,Pop
Los De Guamuchil,Pop,Pop
Los Enanitos Verdes,"Alternative,Pop",Alternative
Los Fabulosos Cadillacs,Alternative,Alternative
Los Inquietos Del Norte,Hip-Hop,Hip-Hop
Los Nuevos Ilegales,Pop,Pop
Los Originales De San Juan,Hip-Hop,Hip-Hop
Los Prisioneros,Alternative,Alternative
Loscil,Jazz,Jazz
Lost Boyz,Hip-Hop,Hip-Hop
Lost Frequencies,Pop,Pop
Lost Horizon,Classical,Classical
Lost Kings,Pop,Pop
Lostboycrow,Pop,Pop
Lotte Kestner,Pop,Pop
Lou Ann Barton,Blues,Blues
Lou Donaldson,Jazz,Jazz
Lou Rawls,"Blues,Jazz",Blues
Loud Luxury,Pop,Pop
Loudon Wainwright III,"Alternative,Folk",Alternative
Louie Austen,Jazz,Jazz
Louis Andriessen,Classical,Classical
Louis Armstrong,Jazz,Jazz
Louis Armstrong & His Hot Five,Jazz,Jazz
Louis C.K.,Comedy,Comedy
Louis Couperin,Classical,Classical
Louis Jordan,Blues,Blues
Louis Jordan & His Tympany Five,Blues,Blues
Louis Katz,Comedy,Comedy
Louis Mattrs,R&B,R&B
Louis Prima,"Blues,Jazz",Blues
Louis The Child,Pop,Pop
Louis Tomlinson,Pop,Pop
Love & The Outcome,Alternative,Alternative
Loverboy,Pop,Pop
Lower Dens,Folk,Folk
Lowland Hum,Folk,Folk
Loyle Carner,"Hip-Hop,R&B",R&B
Luc Ferrari,Classical,Classical
Luca Antonio Predieri,Opera,Opera
Luca Fogale,Folk,Folk
Luca Turilli,Classical,Classical
Lucas Arruda,Jazz,Jazz
Lucas Coly,R&B,R&B
Lucia Popp,Opera,Opera
Luciano Pavarotti,"Classical,Opera",Opera
Lucinda Williams,"Alternative,Folk",Folk
Lucius,"Folk,Pop",Folk
Lucky Daye,"Alternative,R&B",Alternative
Lucky Millinder,Blues,Blues
Lucky Peterson,Blues,Blues
Lucy Dacus,"Folk,Pop",Folk
Lucy Pearl,R&B,R&B
Lucy Rose,"Folk,Pop",Folk
Lucy Schwartz,Folk,Folk
Ludacris,"Hip-Hop,Pop",Hip-Hop
Ludovico Einaudi,Pop,Pop
Ludwig van Beethoven,Classical,Classical
Lui Peng,R&B,R&B
Luigi Boccherini,Classical,Classical
Luis Fonsi,Pop,Pop
Luis Trindade,Folk,Folk
Luiz Bonfá,Jazz,Jazz
Lukas Nelson and Promise of the Real,"Blues,Alternative",Blues
Luke James,R&B,R&B
Luke Winslow-King,Folk,Folk
LunchMoney Lewis,Hip-Hop,Hip-Hop
Luny Tunes,Hip-Hop,Hip-Hop
Lupe Fiasco,"Hip-Hop,Pop",Hip-Hop
Lustra,Pop,Pop
Luther Vandross,R&B,R&B
Lyfe Jennings,R&B,R&B
Lykke Li,Folk,Folk
Lyle Lovett,"Alternative,Folk",Folk
Lynne Dawson,Opera,Opera
Lynyrd Skynyrd,Blues,Blues
Lyre Le Temps,Jazz,Jazz
Lyrica Anderson,R&B,R&B
Lyrics Born,Alternative,Alternative
Lyves,R&B,R&B
LÉON,Pop,Pop
Låpsley,R&B,R&B
Léo Delibes,"Classical,Opera",Opera
Lü Wencheng,Classical,Classical
M. Ward,Folk,Folk
M.I.A.,Pop,Pop
M.O.P.,Hip-Hop,Hip-Hop
MARINA,"Alternative,Pop",Alternative
MAX,Pop,Pop
MC Magic,Hip-Hop,Hip-Hop
MC5,Blues,Blues
MED,Alternative,Alternative
MF DOOM,"Alternative,Hip-Hop",Alternative
MF Eistee,Jazz,Jazz
MFSB,Jazz,Jazz
MGMT,"Alternative,Pop",Alternative
MHD,Hip-Hop,Hip-Hop
MIIA,Pop,Pop
MIKA,Pop,Pop
MIKE,Alternative,Alternative
MIKESCHAIR,Alternative,Alternative
MIKExANGEL,R&B,R&B
MISO,R&B,R&B
MISSIO,Alternative,Alternative
MKTO,Pop,Pop
MNEK,"Pop,R&B",Pop
MOONZz,Pop,Pop
Mabel,"Pop,R&B",R&B
Mac Ayres,"Alternative,R&B",R&B
Mac Miller,"Hip-Hop,Pop",Hip-Hop
Macaco,Alternative,Alternative
Maceo Parker,Jazz,Jazz
Machine Gun Kelly,"Hip-Hop,Pop",Hip-Hop
Machine Head,Alternative,Alternative
Mack Wilds,R&B,R&B
Macklemore,Pop,Pop
Macklemore & Ryan Lewis,Pop,Pop
Mackned,Hip-Hop,Hip-Hop
Macy Gray,R&B,R&B
Mad Season,"Blues,Alternative",Blues
Maddie & Tae,Pop,Pop
MadeinTYO,"Hip-Hop,Pop",Hip-Hop
Madeleine Peyroux,Jazz,Jazz
Madison Beer,"Pop,R&B",R&B
Madison Cunningham,Folk,Folk
Madison McFerrin,R&B,R&B
Madlib,Alternative,Alternative
Madonna,Pop,Pop
Madvillain,"Alternative,Hip-Hop",Alternative
Mae Muller,R&B,R&B
Maggie Lindemann,Pop,Pop
Magic & Bird,Hip-Hop,Hip-Hop
Magic Sam,Blues,Blues
Mahalia,"Alternative,Folk,R&B",R&B
Mahavishnu Orchestra,Jazz,Jazz
Maisha,Jazz,Jazz
Maisie Peters,"Folk,Pop",Folk
Majid Jordan,"Alternative,R&B",R&B
Major Lazer,Pop,Pop
Makaveli,Hip-Hop,Hip-Hop
Makaya McCraven,Jazz,Jazz
Malakoff Kowalski,Jazz,Jazz
Malcolm Arnold,Classical,Classical
Maldita Vecindad Y Los Hijos Del 5to. Patio,Alternative,Alternative
Maldy,Hip-Hop,Hip-Hop
Malibu Ken,"Alternative,Hip-Hop",Alternative
Malina Moye,Jazz,Jazz
Maluma,Pop,Pop
Mammal Hands,Jazz,Jazz
Man Man,Folk,Folk
Manafest,Hip-Hop,Hip-Hop
Manchester Orchestra,Folk,Folk
Mandisa,Alternative,Alternative
Mandolin Orange,Folk,Folk
Mandrill,Jazz,Jazz
Mandy Moore,Pop,Pop
Manfred Mann,"Blues,Pop",Blues
Manfred Mann's Earth Band,Blues,Blues
Maninder Buttar,Hip-Hop,Hip-Hop
Mansur Brown,Jazz,Jazz
Mantaraybryn,Alternative,Alternative
Manu Chao,Alternative,Alternative
Manu Crooks,Hip-Hop,Hip-Hop
Manuel Ponce,Classical,Classical
Manuel Turizo,Pop,Pop
Manuel de Falla,Classical,Classical
Maná,Pop,Pop
Maple Syrup,Jazz,Jazz
Marc Anthony,Pop,Pop
Marc Antoine,Jazz,Jazz
Marc Copland,Jazz,Jazz
Marc E. Bassy,"Pop,R&B",R&B
Marc Maron,Comedy,Comedy
Marc Mellits,Classical,Classical
Marc-Antoine Charpentier,Classical,Classical
Marcell,Jazz,Jazz
Marcin Wasilewski Trio,Jazz,Jazz
Marco McKinnis,"Alternative,R&B",Alternative
Marcus Gilmore,Jazz,Jazz
Marcus Johnson,Jazz,Jazz
Marcus Marr,Alternative,Alternative
Marcus Miller,Jazz,Jazz
Marcus Roberts,Jazz,Jazz
Marcy Playground,Alternative,Alternative
Margaret Cho,Comedy,Comedy
Margaret Glaspy,Folk,Folk
Margareta Bengtson,Jazz,Jazz
Margot & The Nuclear So And So's,Folk,Folk
Maria Augusta,Jazz,Jazz
Maria Bamford,Comedy,Comedy
Maria Callas,"Classical,Opera",Opera
Maria João Pires,Classical,Classical
Mariah Carey,"Pop,R&B",R&B
Marianne Faithfull,Folk,Folk
Maribou State,R&B,R&B
Marie Dahlstrom,R&B,R&B
Marietta,Alternative,Alternative
Marilyn Horne,Opera,Opera
Marilyn Manson,Alternative,Alternative
Mario,"Pop,R&B",R&B
Mario Winans,R&B,R&B
Mario del Monaco,Opera,Opera
Marion Meadows,Jazz,Jazz
Marisa Anderson,Folk,Folk
Marissa Nadler,Folk,Folk
Marjan Mozetich,Classical,Classical
Mark Diamond,"Folk,Pop",Folk
Mark Lockheart,Jazz,Jazz
Mark Ronson,Pop,Pop
Marlena Shaw,Jazz,Jazz
Maroon 5,Pop,Pop
Marques Houston,R&B,R&B
Marquis Hill,Jazz,Jazz
Mars Today,R&B,R&B
Marsha Ambrosius,R&B,R&B
Marshmello,Pop,Pop
Martha Argerich,Classical,Classical
Martha Wainwright,Folk,Folk
Martin Garrix,Pop,Pop
Martin Jensen,Pop,Pop
Martin Lawrence,Comedy,Comedy
Martin Luke Brown,Folk,Folk
Martin Solveig,Pop,Pop
Marty,Hip-Hop,Hip-Hop
Marty Friedman,Classical,Classical
Marty Robbins,Folk,Folk
Marvin Sease,Blues,Blues
Mary Chapin Carpenter,Folk,Folk
Mary Glenn,Folk,Folk
Mary J. Blige,"Hip-Hop,Pop,R&B",R&B
Mary Lattimore,Folk,Folk
Mary Lou Williams,Jazz,Jazz
Mary Mary,R&B,R&B
Mary Wells,"Blues,Pop",Blues
María Aurora Gómez,Jazz,Jazz
Masayoshi Takanaka,Jazz,Jazz
Mase,"Hip-Hop,Pop,R&B",R&B
Masego,"Alternative,R&B",R&B
Mason Bates,Classical,Classical
Mason Jennings,Folk,Folk
Mass of Man,Hip-Hop,Hip-Hop
Masta Ace,Hip-Hop,Hip-Hop
Mat Kearney,"Folk,Pop",Folk
Matchbox Twenty,Pop,Pop
Mathias Eick,Jazz,Jazz
Matisse & Sadko,Pop,Pop
Matoma,Pop,Pop
Matt Andersen,Blues,Blues
Matt Braunger,Comedy,Comedy
Matt Corby,Folk,Folk
Matt Hunter,Pop,Pop
Matt Kirshen,Comedy,Comedy
Matt Maeson,Folk,Folk
Matt Maher,Alternative,Alternative
Matt Maltese,Folk,Folk
Matt Martians,"Alternative,R&B",Alternative
Matt Nathanson,"Folk,Pop",Folk
Matt Ox,Hip-Hop,Hip-Hop
Matt Redman,Alternative,Alternative
Matt Stell,Pop,Pop
Matt and Kim,Folk,Folk
Matthew And The Atlas,Folk,Folk
Matthew Chaim,R&B,R&B
Matthew Dear,Folk,Folk
Matthew Halsall,Jazz,Jazz
Matthew Shipp Trio,Jazz,Jazz
Matthew Sweet,Alternative,Alternative
Matthew West,Alternative,Alternative
Mau y Ricky,Pop,Pop
Maurice Moore,R&B,R&B
Maurice Ravel,Classical,Classical
Mauro Giuliani,Classical,Classical
Max Bruch,Classical,Classical
Max Reger,Classical,Classical
Max Roach,Jazz,Jazz
Maxine Brown,Blues,Blues
Maxine Sullivan,Jazz,Jazz
Maxo Kream,Hip-Hop,Hip-Hop
Maxwell,"Pop,R&B",Pop
Maya Berovic,Folk,Folk
Maygen Lacey,Pop,Pop
Maynard Ferguson,Jazz,Jazz
Maze,Jazz,Jazz
Mazzy Star,"Alternative,Pop",Alternative
Maître Gims,Hip-Hop,Hip-Hop
McCafferty,Alternative,Alternative
McClenney,"Alternative,R&B",R&B
McCoy Tyner,Jazz,Jazz
Mdou Moctar,Blues,Blues
Meadowlark,Pop,Pop
Meat Puppets,Alternative,Alternative
Mecca:83,Jazz,Jazz
"Medeski, Martin & Wood",Jazz,Jazz
Medicine Head,Blues,Blues
Meek Mill,"Hip-Hop,Pop",Hip-Hop
Megadeth,Alternative,Alternative
Megan Thee Stallion,"Pop,R&B",R&B
Meghan Trainor,"Pop,R&B",R&B
Megson,Folk,Folk
Meiko,Folk,Folk
Mel Tormé,Jazz,Jazz
Mel Waiters,Blues,Blues
Melanie,Folk,Folk
Melanie Fiona,R&B,R&B
Melanie Martinez,Pop,Pop
Melendi,Pop,Pop
Melii,"Pop,R&B",R&B
Melissa Etheridge,Folk,Folk
Melissa Manchester,Folk,Folk
Melodiesinfonie,Jazz,Jazz
Melody Gardot,Jazz,Jazz
Melody's Echo Chamber,Folk,Folk
Memphis Bleek,Hip-Hop,Hip-Hop
Memphis Slim,Blues,Blues
Men At Work,Pop,Pop
MercyMe,Alternative,Alternative
Mereba,"Alternative,R&B",Alternative
Meredith Andrews,Alternative,Alternative
Meredith Monk,Classical,Classical
Merkules,Hip-Hop,Hip-Hop
Merl Saunders,Blues,Blues
Meryl Streep,Pop,Pop
Meshuggah,"Alternative,Jazz",Jazz
Mestís,Jazz,Jazz
Method Man,Hip-Hop,Hip-Hop
Methrone,Blues,Blues
Metric,Folk,Folk
Metro Boomin,"Hip-Hop,Pop",Hip-Hop
Metro Station,Pop,Pop
Metronomy,Alternative,Alternative
Metropolitan Jazz Affair,Jazz,Jazz
Metropolitan Opera Orchestra,Opera,Opera
Mez,Hip-Hop,Hip-Hop
Miami Horror,Alternative,Alternative
Micatone,Jazz,Jazz
Michael Angelo Batio,Classical,Classical
Michael Bublé,Pop,Pop
Michael Burks,Blues,Blues
Michael Byron,Classical,Classical
Michael Cera,Folk,Folk
Michael Cera Palin,Alternative,Alternative
Michael Cooper,Blues,Blues
Michael Finnissy,Classical,Classical
Michael Franks,Jazz,Jazz
Michael Haydn,Classical,Classical
Michael Ian Black,Comedy,Comedy
Michael Jackson,Pop,Pop
Michael Lington,Jazz,Jazz
Michael Nau,Folk,Folk
Michael Nyman,Classical,Classical
Michael Ray,Pop,Pop
Michael Romeo,Classical,Classical
Michael Schenker Group,Classical,Classical
Michael Tippett,Classical,Classical
Michael W. Smith,Alternative,Alternative
Michal Urbaniak,Jazz,Jazz
Michel Plasson,Opera,Opera
Michelle Branch,"Folk,Pop",Folk
Michelle Simonal,Jazz,Jazz
Michio Miyagi,Classical,Classical
Mick Jenkins,"Hip-Hop,R&B",R&B
Mickey Newbury,Folk,Folk
Mickey Singh,Hip-Hop,Hip-Hop
Microwave,Alternative,Alternative
Middle Brother,"Alternative,Folk",Alternative
Midlake,Folk,Folk
Mighty Oaks,Folk,Folk
Migos,"Hip-Hop,Pop",Hip-Hop
Miguel,"Pop,R&B",R&B
Miguel Mateos - Zas,Alternative,Alternative
Miike Snow,"Alternative,Pop",Alternative
Mike Bahía,Pop,Pop
Mike Baldwin,Comedy,Comedy
Mike Birbiglia,Comedy,Comedy
Mike Bloomfield,Blues,Blues
Mike DeStefano,Comedy,Comedy
Mike Jones,Hip-Hop,Hip-Hop
Mike Perry,Pop,Pop
Mike Posner,Pop,Pop
Mike Shinoda,"Alternative,Hip-Hop",Alternative
Mike Stud,"Hip-Hop,Pop",Pop
Mike WiLL Made-It,"Hip-Hop,Pop",Hip-Hop
Mike Zito,Blues,Blues
Mila J,"Alternative,Pop,R&B",Alternative
Milan Stankovic,Folk,Folk
Mildlife,Jazz,Jazz
Mildred Bailey,Jazz,Jazz
Miles Davis,Jazz,Jazz
Miles Davis Quartet,Jazz,Jazz
Miles Davis Quintet,Jazz,Jazz
Miley Cyrus,Pop,Pop
Milky Chance,Pop,Pop
Millennium Jazz Music,Jazz,Jazz
Millonario,Hip-Hop,Hip-Hop
Milo,"Alternative,Hip-Hop",Alternative
Milo Greene,Pop,Pop
Miloš Karadaglić,Classical,Classical
Milt Jackson,Jazz,Jazz
Mindless Behavior,R&B,R&B
Mindless Self Indulgence,Alternative,Alternative
Mindy Gledhill,Folk,Folk
Mindy Smith,Folk,Folk
Minimatic,Jazz,Jazz
Ministry,Alternative,Alternative
Minke,Pop,Pop
Minnie Riperton,Jazz,Jazz
Mint Condition,"Pop,R&B",R&B
Minthaze,Jazz,Jazz
Minus 8,Jazz,Jazz
Mipso,Folk,Folk
Mirah,Folk,Folk
Mirella Freni,"Classical,Opera",Opera
Mississippi Fred McDowell,Blues,Blues
Mississippi John Hurt,Blues,Blues
Missy Elliott,"Hip-Hop,Pop,R&B",R&B
Missy Mazzoli,Classical,Classical
MisterWives,Pop,Pop
Mitch Fatel,Comedy,Comedy
Mitch Hedberg,Comedy,Comedy
Mitch James,Pop,Pop
Mitchell Tenpenny,Pop,Pop
Mitski,"Folk,Pop",Folk
Miya Folick,Folk,Folk
Mk.Gee,R&B,R&B
Mndsgn,"Alternative,Jazz,R&B",Jazz
Mo Kolours,Jazz,Jazz
Mo Mandel,Comedy,Comedy
Mo' Horizons,Jazz,Jazz
Mobb Deep,"Hip-Hop,Pop",Hip-Hop
Mocky,"Jazz,R&B",Jazz
Modern Baseball,Alternative,Alternative
Modest Mouse,"Alternative,Folk,Pop",Folk
Moka Only,Alternative,Alternative
Mokita,Pop,Pop
Molly Brazy,R&B,R&B
Molly Burch,Folk,Folk
Molly Hatchet,Blues,Blues
Molly Johnson,Jazz,Jazz
Moloko,Alternative,Alternative
Molotov,Hip-Hop,Hip-Hop
Mom Jeans.,Alternative,Alternative
Mon Laferte,"Alternative,Pop",Alternative
Mondo Cozmo,Alternative,Alternative
Mondo Gascaro,Jazz,Jazz
Mondo Grosso,Jazz,Jazz
Moneybagg Yo,Hip-Hop,Hip-Hop
Mongo Santamaria,Jazz,Jazz
Monica,"Pop,R&B",R&B
Mono:Massive,Jazz,Jazz
Monsieur Periné,"Alternative,Jazz",Alternative
Monsta X,Pop,Pop
Monster Magnet,Alternative,Alternative
Monsters Of Folk,Folk,Folk
Monte Booker,"Alternative,Hip-Hop,R&B",Alternative
Montefiori Cocktail,Jazz,Jazz
Montell Jordan,"Pop,R&B",R&B
Montrose,Blues,Blues
Montserrat Caballé,Opera,Opera
Montserrat Figueras,Classical,Classical
Monty Python,Comedy,Comedy
Moods,"Alternative,R&B",R&B
Moonchild,"Alternative,Jazz,R&B",Jazz
Moose Blood,Alternative,Alternative
Moose Dawa,Jazz,Jazz
Mop Mop,Jazz,Jazz
MorMor,R&B,R&B
Morcheeba,Jazz,Jazz
Morecambe & Wise,Comedy,Comedy
Moreland & Arbuckle,Blues,Blues
Morgan Evans,Pop,Pop
Morphine,"Blues,Alternative",Blues
Morrissey,Alternative,Alternative
Morten Lauridsen,Classical,Classical
