Selected,instance_id,track_name,track_id,Selected (1),popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name
No,10605,Ain't No Future In Yo' Frontin',1FHiGzcpkHLkP8KamHyCjS,No,48.0,0.0514,0.6720,244733.0,0.761,,C,0.4740,-9.644,Major,0.2480,,04-Apr,0.7310,empty_field
No,10607,I Can't Get Next to You,2ZgJ3fxDrGSi3VKe84YDAe,No,46.0,0.188,0.7680,228813.0,0.36,0.000431,C,0.0829,-12.164,Major,0.0669,112.759,03-Apr,0.5530,empty_field
No,10612,El Pasaporte,1ZH0xTxbu5UdCQCiuRJXkd,No,24.0,0.5,0.7880,255420.0,0.916,,E,0.1710,-2.978,Minor,0.0872,102.027,04-Apr,0.5940,empty_field
No,10613,Asteroid,2482o1qkDgPRHqlLTZF5Lq,No,22.0,0.0693,0.7270,284320.0,0.679,0.000161,F#,0.0970,-4.168,Minor,0.0551,144.009,04-Apr,0.5260,empty_field
No,10622,King Harvest (Has Surely Come) - Remastered,4PeEH0HlKLCOKo0ZXiKCye,No,39.0,0.0827,0.6010,219533.0,0.629,0.0372,D,0.0573,-9.750,Minor,0.0673,,04-Apr,0.7600,empty_field
No,10625,Original Me,0rKR7VLBxqVQAz2UEe3D8N,No,25.0,0.00786,0.3000,169040.0,0.987,0.00195,D,0.3330,-6.256,Major,0.0796,190.062,04-Apr,0.5000,empty_field
No,10637,Checkin' Out,7sUsGumZP0R4EDTFBIIh3g,No,42.0,0.988,0.7190,125217.0,0.307,0.896,F,0.0990,-12.853,Major,0.0344,115.041,04-Apr,0.6130,empty_field
No,10638,Things Done Changed,3cqZH3cqvfbV8wVbvHyPbG,No,54.0,0.0244,0.7420,,0.63,2.77e-06,C#,0.0716,-6.950,Major,0.2540,90.905,04-Apr,0.1230,empty_field
No,10640,Prodigal Son,4WnnfqHr6h4viZoyvKaIiM,No,41.0,0.106,0.6370,401840.0,0.905,,D,0.0325,-5.406,Major,0.0736,151.232,04-Apr,0.7980,empty_field
No,10653,You're Welcome,6ZtipANxGIpRxPvm1DrFsH,No,24.0,0.86,0.4180,170453.0,0.58,9.33e-05,G,0.4650,-9.515,Major,0.2090,,03-Apr,0.4990,empty_field
No,10660,My Maria,3yZfH82ijiYuMBpYcDJo5I,No,66.0,0.06,0.6730,207772.0,0.842,0.000257,D#,0.1840,-4.627,Major,0.0365,125.571,04-Apr,0.8970,empty_field
No,10661,Come Back Song,5liUOzlZ3tCgsKFOPHNoRA,No,59.0,0.138,0.5160,235147.0,0.745,,A,0.1140,-5.674,Major,0.0381,177.781,04-Apr,0.7700,empty_field
No,10668,Route Around - Dub,7qjZQXh0M0irVHEBiAZba5,No,26.0,0.178,0.3740,236360.0,0.346,0.768,C#,0.1310,-7.638,Minor,0.0327,163.944,05-Apr,0.2560,empty_field
No,10669,Stone Cold Rage,31TsIuRykzLRn5Rm9Pxz0G,No,30.0,0.0137,0.2950,360693.0,0.913,0.0233,E,0.1400,-2.930,Major,0.0685,171.615,04-Apr,0.6650,empty_field
No,10674,You Look Like Rain,7yGhfjsppOXSLcoSwcJ1yT,No,44.0,0.654,0.5600,220040.0,0.184,8.46e-05,F,0.1420,-19.301,Major,0.0612,100.596,04-Apr,0.3100,empty_field
No,10675,In Charlotte,1xlNWhgv6MgVKvGK3ZXauZ,No,53.0,0.0911,0.7900,227335.0,0.634,,C#,0.1230,-7.496,Major,0.3400,154.963,04-Apr,0.3390,empty_field
No,10677,Cover Me Again,3gRlmtdCyNoKiyozn2pqc9,No,35.0,0.61,0.2620,,0.641,0.00299,D,0.0789,-5.156,Major,0.0288,152.968,04-Apr,0.1880,empty_field
No,10679,Can't Blame You,55H6ztBOcDtsgOHlNMrvr2,No,34.0,0.371,0.7910,277987.0,0.5,0.000542,A,0.0571,-9.980,Major,0.0320,135.945,04-Apr,0.8400,empty_field
No,10685,Diamonds And Rust,508M2iqRo7wtk47m2ILKMz,No,45.0,0.24,0.5170,,0.347,,F,0.1310,-12.153,Minor,0.0286,130.188,04-Apr,0.2730,empty_field
No,10688,No Games (feat. Brittany B),24Sfmnn9DaculjOEnv2Y3z,No,49.0,0.48,0.4480,,0.554,,C#,0.1090,-5.227,Minor,0.0972,87.465,03-Apr,0.4060,empty_field
No,10692,The War on Wonder Woman,0yPbJmOSpFO4YoVeFMdURv,No,17.0,0.908,0.6290,122463.0,0.333,,A#,0.6510,-19.914,Minor,0.8500,86.304,04-Apr,0.6800,empty_field
No,10695,"Stir It Up - Live At The Lyceum, London/July 18,1975",0piPn2zyL4Yi60ml53qNXE,No,43.0,0.493,0.6020,286091.0,0.616,5.43e-05,A,0.8890,-12.136,Major,0.0321,83.644,04-Apr,0.9080,empty_field
No,10702,The Pleasure Principle,1tx3VJH2ThfGR0uYvcmkaK,No,48.0,0.428,0.6670,297973.0,0.704,0.0165,C,0.1560,-10.942,Major,0.0512,,04-Apr,0.8640,empty_field
No,10703,Andamos Prestau,4rtabDfaLh8qZcmn9d9Hpj,No,26.0,0.527,0.7060,296853.0,0.619,,A,0.0791,-5.895,Minor,0.3200,93.966,04-Apr,0.7940,empty_field
No,10709,To Da Riddim,5SjBA3jRwT50rY72LyRDJV,No,38.0,0.0386,0.8000,275556.0,0.576,,A,0.0792,-6.287,Major,0.2410,81.027,04-Apr,0.8080,empty_field
No,10718,Astronomical,5a4d1YVJ3OBFRqgAhRK36o,No,51.0,0.0377,0.8300,,0.657,,D,0.2290,-6.123,Major,0.2930,156.996,04-Apr,0.4090,empty_field
No,10722,THROWBACK,4mH353NKxFsav5my6KYyUZ,No,52.0,0.217,0.6210,,0.706,,C,0.1090,-6.371,Major,0.0341,,04-Apr,0.5210,empty_field
No,10724,Lay Me down,34lhIb4fwygOoHtR2G7k7R,No,53.0,0.0242,0.5430,183075.0,0.59,0.0404,A,0.5770,-9.379,Minor,0.0393,79.882,03-Apr,0.7410,empty_field
No,10731,Your Possible Pasts,4CANqU20rw8PXzYvocPzp7,No,14.0,0.882,0.6360,177813.0,0.402,,A,0.2600,-13.646,Major,0.9200,84.255,04-Apr,0.6140,empty_field
No,10739,Good Thing,02SO3ikjtfG1avKhU3jQdw,No,43.0,0.00403,0.8090,170360.0,0.627,2.91e-06,E,0.1910,-5.417,Major,0.0355,119.018,04-Apr,0.6800,empty_field
No,10740,La Di Da,0yaqMD9NrsqIHEPntfXd0z,No,58.0,0.259,0.6850,207013.0,0.745,3.11e-05,C#,0.1070,-6.659,Major,0.1170,103.119,04-Apr,0.8340,empty_field
No,10754,Beginningless Vacation,1jWJcuTUgO99gntArSPmrB,No,22.0,0.0314,0.4980,140280.0,0.971,,A#,0.2020,-2.924,Major,0.0619,193.924,04-Apr,0.8160,empty_field
No,10762,F.I.L.A.,3hO9gaVixKDoYDrlTBrEWf,No,48.0,0.247,0.6230,251640.0,0.612,1.07e-06,C,0.7760,-4.033,Major,0.0390,72.498,04-Apr,0.6660,empty_field
No,10773,Assume the Worst,5iMSg1YqdbPBg9yMYqlkmk,No,53.0,0.359,0.7440,321996.0,0.568,0.378,F,0.0936,-10.413,Minor,0.0657,99.969,04-Apr,0.7030,empty_field
No,10774,All Night,47AWNOz2XaEok0QZwYVynL,No,48.0,0.633,0.6940,,0.411,,B,0.1930,-9.824,Minor,0.2340,93.113,04-Apr,0.5650,empty_field
No,10776,Violin Sonata No. 3: III. Lento - COn moto,0AraGDvgK8k69WNngdjxmo,No,29.0,0.979,0.1440,446147.0,0.12,0.0178,C,0.0755,-21.388,Major,0.0508,75.106,04-Apr,0.0349,empty_field
No,10785,The Ballad of Love and Hate,7HAK1B1UWojP9dlG3Rewsj,No,50.0,0.866,0.4700,320520.0,0.22,1.07e-06,D#,0.1130,-11.727,Major,0.0430,,03-Apr,0.3490,empty_field
No,10786,Macarena,4fgQMbN9r8d9V2exSTsLFs,No,71.0,0.0263,0.7660,,0.802,4.66e-05,A#,0.1050,-3.507,Minor,0.0861,94.924,04-Apr,0.7510,empty_field
No,10787,Un-Break My Heart,7f9RCrxu54v9BSAfW4dJHd,No,70.0,0.413,0.6250,,0.426,,D,0.1160,-8.392,Minor,0.0271,110.018,04-Apr,0.1120,empty_field
No,10794,"Never Seen Anything ""Quite Like You"" - Acoustic",1i6jmVmAtfQCuiMoOtKHEK,No,70.0,0.799,0.4440,228147.0,0.398,,F#,0.1140,-8.010,Major,0.0300,79.874,03-Apr,0.3610,empty_field
No,10805,You Left Me Nothin' But The Bill And The Blues,1NwZEoDB9oQOH2UnRgDMX2,No,28.0,0.00954,0.5180,250053.0,0.903,0.428,B,0.1040,-5.028,Major,0.0418,160.050,04-Apr,0.9460,empty_field
No,10809,Express Yourself,7tLtIZclwLWk54PFAyDv5T,No,59.0,0.0463,0.8450,,0.584,,G#,0.2540,-10.996,Minor,0.3040,95.052,04-Apr,0.9510,empty_field
No,10814,Champion (feat. Travis Scott),3MbMupShSQbqgvG3fKtV3y,No,80.0,0.381,0.6420,195053.0,0.782,,F,0.1080,-3.395,Minor,0.0477,,04-Apr,0.3960,empty_field
No,10816,Lemon,3osQ5lSSqZb8HWRozdbVPw,No,70.0,0.00214,0.9160,219707.0,0.727,0.000145,C#,0.1180,-6.556,Major,0.0861,94.997,04-Apr,0.2010,empty_field
No,10819,10001110101,4EchVRJfLkjeSNmWpBvQYG,No,37.0,0.261,0.5810,,0.827,1.12e-05,F,0.1100,-6.978,Major,0.0873,91.073,04-Apr,0.4650,empty_field
No,10828,Theme from M*A*S*H (aka Suicide Is Painless) - 2003 Remastered Version,1p4rYrxjVkj6v2eMzRhLfA,No,39.0,0.915,0.4770,362946.0,0.445,0.925,F#,0.2260,-13.384,Major,0.0374,77.877,04-Apr,0.3140,empty_field
No,10831,All Across The City,5Jafpcu72SIeaOVk4Gboa2,No,35.0,0.994,0.3340,290000.0,0.0187,0.946,D,0.0883,-27.786,Minor,0.0455,163.191,04-Apr,0.0919,empty_field
No,10843,I'm Ready,0EyHnG903JP3Hczlod2cqn,No,31.0,0.371,0.6100,,0.667,1.78e-06,A,0.2740,-6.749,Major,0.0491,,04-Apr,0.5050,empty_field
No,10852,The Flower (feat. Victoria Canal),3k0qSZWq10JQMF9NEjdLfj,No,51.0,0.092,0.4940,232497.0,0.714,3.6e-06,A#,0.1540,-7.942,Major,0.0827,169.921,04-Apr,0.5040,empty_field
No,10869,"Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles",6JvfBzqZmSiEG5MjM7OcSY,No,57.0,0.0385,0.7030,263142.0,0.423,,G#,0.0476,-8.589,Minor,0.0406,,04-Apr,0.2650,empty_field
No,10877,Greatest-hits,5W4UAnPxWpoe1PReLVouC0,No,44.0,0.171,0.6000,,0.51,0.0672,G,0.1020,-9.495,Major,0.1200,102.171,04-Apr,0.5410,empty_field
No,10886,Ackee 1 2 3,3nSvERxHJe5c1yoHzYCToD,No,23.0,0.111,0.6040,,0.77,0.000115,F,0.2810,-9.103,Major,0.0620,,04-Apr,0.9220,empty_field
No,10894,Mare,51AXsgpHP8R1QWzFZRWZJk,No,34.0,0.13,0.8510,217427.0,0.587,0.00103,G,0.0488,-9.391,Major,0.0521,108.164,04-Apr,0.7630,empty_field
No,10898,"La Cenerentola / Act 1: Signore, una parola...Qui nel mio codice...Nel volto",2FmcKJaHkVZJoIglDYoDcs,No,14.0,0.969,0.3990,645160.0,0.284,0.00045,C,0.1570,-17.031,Major,0.0987,137.763,04-Apr,0.2030,empty_field
No,10904,First Time Ever I Saw Your Face,02PTdS9L4BFXOtNvyM1ukF,No,45.0,0.917,0.3630,232000.0,0.114,0.00846,C,0.1130,-13.859,Major,0.0341,132.487,04-Apr,0.1920,empty_field
No,10919,Purpurina,101ft1qIZAfCbEcwdzp2ab,No,57.0,0.255,0.8150,,0.683,,A,0.1140,-4.988,Major,0.0777,129.975,04-Apr,0.9690,empty_field
No,10924,Wintertime,3t0uxWmXm1g9P8t6xdapOY,No,64.0,0.814,0.5290,,0.216,0.0248,C,0.1120,-11.675,Major,0.0440,183.272,04-Apr,0.1990,empty_field
No,10932,In Bloom,39QVWw19BmleC7rD33nqZ0,No,63.0,0.00359,0.5940,,0.959,1.34e-05,G,0.1010,-4.697,Major,0.0486,110.979,04-Apr,0.3810,empty_field
No,10945,La battaglia di Legnano: Overture,6a9AhJWp2VuMs30TBtHbfh,No,8.0,0.983,0.4010,482053.0,0.195,0.926,A,0.1620,-15.977,Major,0.0582,,04-Apr,0.2250,empty_field
No,10949,Anymore,7BX5o4vNfDf2UmmAmwEzn8,No,26.0,0.0766,0.4430,232160.0,0.675,0.356,F,0.0771,-7.355,Minor,0.0331,118.019,04-Apr,0.7870,empty_field
No,10953,Don't Waste My Time,0LOpqXRZ22laSeprhHZ4Wx,No,42.0,0.509,0.5130,224298.0,0.49,1.84e-05,F,0.0640,-9.706,Minor,0.1510,126.532,05-Apr,0.3860,empty_field
No,10967,Untitled,6cC9RY7MoUx5z3aHjDTNI6,No,35.0,0.366,0.8300,,0.428,9.35e-06,A,0.5330,-12.194,Major,0.4810,160.020,04-Apr,0.4860,empty_field
No,10974,Wake Your Mind Up,6tATRoq8sbvKFHzvMncBc3,No,28.0,0.00172,0.7110,190373.0,0.893,,C#,0.0658,-5.279,Major,0.0664,111.953,04-Apr,0.5770,empty_field
No,10975,O.P.P,6CyFFO2BnypzVWozgtvDdV,No,63.0,0.0326,0.8480,,0.838,4.63e-06,E,0.1240,-11.949,Minor,0.0723,97.735,04-Apr,0.7740,empty_field
No,10985,Belong to You,3UY4s7F4Ard3T6vm7xcJxQ,No,57.0,0.272,0.5700,186000.0,0.536,0.032,A#,0.3400,-10.317,Minor,0.0552,152.130,04-Apr,0.4430,empty_field
No,11008,Finding Your God,7tII9WD0GztY8w5VDfWbSz,No,29.0,0.57,0.3850,,0.327,0.434,G,0.1060,-10.790,Major,0.1150,180.254,03-Apr,0.2520,empty_field
No,11015,Worlds to Run,4yvw4HvZtwtfixKHwqC434,No,48.0,0.136,0.6180,315565.0,0.67,0.000116,E,0.1690,-8.034,Minor,0.1500,143.059,04-Apr,0.2140,empty_field
No,11022,Fire Escape - Acoustic,7EHAXZenBzmGCpccWCyg8z,No,50.0,0.796,0.5640,218051.0,0.204,,F#,0.1090,-12.710,Major,0.0327,141.746,03-Apr,0.3420,empty_field
No,11037,Cruda sorte! Amor tiranno!,2UWdUez9MB9yzL7Y81Mcip,No,3.0,0.976,0.3570,,0.0954,3.22e-05,F,0.1500,-20.710,Major,0.0602,82.937,03-Apr,0.1100,empty_field
No,11041,Miss Jackson (feat. LOLO),2niepskDvFkFO17f3sz6VI,No,71.0,0.00394,0.6420,,0.873,,D,0.1750,-5.821,Major,0.0551,82.002,04-Apr,0.6620,empty_field
No,11045,The Final Hurrah - Live,5d4ERnrRRe9o4I7aFLFTvP,No,27.0,0.639,0.4660,489827.0,0.912,0.0191,F,0.6870,-5.387,Minor,0.1020,106.779,04-Apr,0.6550,empty_field
No,11046,San Francisco,4wMBHhPp9eHO0xJ1mmAFmb,No,58.0,0.0184,0.2540,173093.0,0.857,,B,0.0767,-4.213,Major,0.0604,92.328,04-Apr,0.2930,empty_field
No,11053,"5 Préludes fragiles, Op. 1: Prelude No. 1: Lento",3lk5bZF2ZbKSlcDxaopZgg,No,45.0,0.996,0.3310,108227.0,0.0233,0.905,B,0.1160,-23.579,Major,0.0674,68.929,03-Apr,0.1340,empty_field
No,11054,No Me Dejes Con Esa - Remix,2Z9Yid1RueNo2sHS9x4gdh,No,34.0,0.151,0.6770,279674.0,0.804,,C#,0.1170,-4.928,Minor,0.2300,172.091,04-Apr,0.8650,empty_field
No,11061,What Will Your Mama Say,0z4eTq4BtDiNN5IFQSUBau,No,29.0,0.161,0.8200,199649.0,0.456,9.99e-05,D,0.1260,-9.550,Minor,0.0338,84.802,04-Apr,0.7770,empty_field
No,11063,Luna,33nUlcURComZ21eEZha7YB,No,22.0,0.0871,0.8190,240013.0,0.668,0.000247,C#,0.1080,-3.309,Minor,0.0649,128.059,04-Apr,0.4240,empty_field
No,11064,Trainwreck,1lzVhHihby5uHDwml2ApDr,No,49.0,0.0203,0.6010,204680.0,0.828,1.85e-06,C#,0.7660,-5.310,Major,0.0935,149.982,04-Apr,0.5430,empty_field
No,11068,I Want You so Bad,2nr9WZdKntw9a5muEC3gOk,No,45.0,0.0241,0.7470,,0.657,,B,0.1190,-7.418,Minor,0.0319,125.990,04-Apr,0.4500,empty_field
No,11080,The Engine Driver,6SV6STKCAhNpLxA4cvgBYw,No,42.0,0.334,0.4250,255200.0,0.717,,E,0.2900,-6.498,Minor,0.0274,96.694,04-Apr,0.5220,empty_field
No,11081,Sweet Southern Comfort,3RiOPzAvhNKuMIdPYOrKV8,No,52.0,0.41,0.4950,212907.0,0.612,,D,0.0974,-6.570,Major,0.0303,148.083,04-Apr,0.3660,empty_field
No,11082,Fate Astray,7lVb2bzd1u2ewzBsA7SRkq,No,13.0,0.972,0.5730,180760.0,0.0221,,A#,0.1170,-12.310,Major,0.0557,,04-Apr,0.2130,empty_field
No,11084,I Miss You,4bLQQ6gur6PFfCysWUBKWw,No,46.0,0.648,0.4410,517707.0,0.489,3.39e-05,D,0.6020,-10.957,Major,0.0441,,04-Apr,0.5960,empty_field
No,11098,A$AP Forever,0vqI4ZIMuifeKeItGiWbPj,No,73.0,0.224,0.4690,233061.0,0.78,,A#,0.1300,-6.490,Minor,0.1220,125.999,04-Apr,0.4440,empty_field
No,11111,You're No Good,6AA45DtUK15mpbwlELasA5,No,58.0,0.245,0.6690,,0.52,0.00535,G#,0.1260,-10.136,Major,0.0345,104.812,04-Apr,0.6340,empty_field
No,11119,That Day Will Come,21fIM081THrOpXWkgOc5Lv,No,53.0,0.0674,0.6720,,0.839,,C,0.1140,-5.034,Minor,0.1140,153.370,04-Apr,0.9170,empty_field
No,11123,Child Care,7ghXLHZjZtZiiQhFfhyeY4,No,18.0,0.927,0.4880,235837.0,0.88,1.79e-06,B,0.8440,-8.523,Minor,0.8860,,04-Apr,0.3930,empty_field
No,11125,What A Feeling,3HpzpYdqaJix7A7XizcU3e,No,68.0,0.382,0.5320,244533.0,0.729,,A#,0.3660,-6.840,Major,0.0474,121.970,04-Apr,0.5950,empty_field
No,11128,War of the Hearts,01Gfd9dL7tNz3a125MrmSk,No,48.0,0.461,0.5120,407867.0,0.455,0.436,D,0.1240,-8.595,Major,0.0300,181.112,04-Apr,0.5820,empty_field
No,11136,Heptapod B,4PVpQTR2tcgeBlO31jMsLm,No,42.0,0.783,0.5620,222085.0,0.445,0.872,A#,0.0918,-16.710,Minor,0.0579,125.695,03-Apr,0.0527,empty_field
No,11138,Multiplied,5dYXZedO6ZIjX10fHvd0V0,No,59.0,0.0048,0.5930,275560.0,0.816,0.00121,G,0.0939,-6.461,Major,0.0421,,04-Apr,0.3780,empty_field
No,11139,Down,67wcAJeaNwGm0fcB4HzzYm,No,56.0,0.000179,0.4410,,0.922,1.97e-06,F#,0.3810,-6.644,Minor,0.0655,175.411,04-Apr,0.5650,empty_field
No,11145,Jubilee Road,0yjqGEWXTeh1DAYBbocvn4,No,56.0,0.716,0.4570,313259.0,0.261,,F#,0.0829,-8.913,Major,0.0485,80.117,04-Apr,0.1850,empty_field
No,11147,I Lied,0XQPSCrIfM4XPO89whWvlc,No,51.0,0.0774,0.6740,203587.0,0.778,,G#,0.3080,-4.961,Minor,0.1790,118.039,04-Apr,0.4920,empty_field
No,11154,Only Be Me,5PIgwTDsrWXvW7VU6QCEOf,No,61.0,0.118,0.7000,,0.581,0.00196,C#,0.1350,-8.493,Minor,0.0779,,04-Apr,0.1650,empty_field
No,11157,Country John,3iLVhAepGMykDeamT2FvAN,No,32.0,0.444,0.7220,213267.0,0.435,0.0428,A,0.1430,-12.596,Major,0.0395,105.852,04-Apr,0.8750,empty_field
No,11161,Clock'o Clock'o,4cJxpmyUJ2RXH03FRdI3sk,No,32.0,0.472,0.6040,204922.0,0.711,,G,0.0757,-4.281,Major,0.1860,119.770,03-Apr,0.6890,empty_field
No,11167,One Shot,0vrS4oA5PHHsVEjVa1pqo8,No,50.0,0.0427,0.7150,200573.0,0.741,,A#,0.4160,-5.356,Minor,0.0653,92.983,04-Apr,0.7010,empty_field
No,11169,"Le Bourgeois Gentilhomme - Comédie-Ballet, LWV 43: Ouverture",1jgRM2tbVO8dd5vO0aYe3m,No,18.0,0.877,0.3380,181733.0,0.0837,0.901,F#,0.1490,-21.875,Minor,0.0418,,01-Apr,0.2850,empty_field
No,11171,Penguin meat the parents - Live,3UyV8MvjQkeh6DqLmuaUAo,No,39.0,0.911,0.6650,207669.0,0.89,,D#,0.3980,-5.143,Minor,0.9440,,03-Apr,0.2050,empty_field
No,11176,Valencia,2bJvI42r8EF3wxjOuDav4r,No,11.0,0.96,0.4540,170533.0,0.532,0.000843,A,0.2190,-7.897,Major,0.0454,118.425,04-Apr,0.5400,empty_field
No,11182,Bill Hicks Was A Poet,4NX55Dz0A10NVxYrAMCCEX,No,27.0,0.853,0.6210,194534.0,0.716,,B,0.9140,-7.810,Minor,0.8630,107.274,05-Apr,0.6490,empty_field
No,11184,Live This Life - + Non-Music Hidden Track,5CdJveJgiGXoGwDFqF6afp,No,36.0,0.491,0.4780,264347.0,0.57,,E,0.2300,-4.449,Major,0.0318,145.841,04-Apr,0.2980,empty_field
No,11185,Halloween Payback,4GbJZK1gEBIpnL6gaUNXlH,No,17.0,0.787,0.4330,,0.964,,A,0.9350,-7.539,Minor,0.8600,89.612,04-Apr,0.4470,empty_field
No,11187,Dime a Vel (feat. Almighty),0Y4hwUppbGc8aIBmiTz30A,No,49.0,0.303,0.7730,219977.0,0.493,,G#,0.2010,-8.581,Major,0.2290,92.894,04-Apr,0.4670,empty_field
No,11188,The Arousal of Repair,042v1NacbKJzCyi6nBme7T,No,30.0,4.66e-05,0.4160,169348.0,0.837,8.77e-06,B,0.1480,-6.660,Minor,0.0338,89.787,04-Apr,0.4900,empty_field
No,11193,Brisa Positiva,4ArZ3GSq5MkYNkilg0X3Lg,No,54.0,0.165,0.7580,204224.0,0.566,,C,0.0832,-6.995,Major,0.0782,79.997,04-Apr,0.8690,empty_field
No,11198,Mustang Sally,0uH6JssU7mWkTT9mqeqEvL,No,59.0,0.0906,0.7600,,0.522,3.36e-06,C,0.1740,-8.088,Major,0.0348,,04-Apr,0.5510,empty_field
No,11206,Miserable,1U7yJYYi8yTgRWkwoySwZz,No,49.0,0.00384,0.4240,,0.706,,A,0.3950,-3.548,Major,0.0404,82.081,04-Apr,0.2940,empty_field
No,11208,The Cure,4Pn2Jzqi7dH8EPLPJMiisz,No,53.0,0.171,0.7630,238000.0,0.652,0.196,G#,0.0923,-6.606,Minor,0.0391,130.024,04-Apr,0.1800,empty_field
No,11211,Riki ricon,2AdcMiimruAZMk4jFOP2qQ,No,41.0,0.252,0.5620,,0.93,2.75e-06,G#,0.5190,-4.543,Major,0.0579,94.113,04-Apr,0.8970,empty_field
No,11213,"Tannhäuser - Paris Version: O du, mein holder Abendstern",2yhKDrTVMCLBWYd0aIfOfy,No,23.0,0.965,0.0814,185447.0,0.0574,0.157,G,0.0928,-25.914,Major,0.0428,175.644,03-Apr,0.0418,empty_field
No,11215,Hol' Up (feat. Yo Gotti),2cGo2Yt9Osp9WeF9ZPlnhs,No,48.0,0.277,0.8660,,0.588,,C,0.0517,-4.406,Major,0.1360,140.070,04-Apr,0.8910,empty_field
No,11216,No Hard Feelings,5ZuZ5Gd9PuBQbjpAkgVX48,No,24.0,0.0916,0.5890,135758.0,0.704,,C#,0.3050,-4.911,Major,0.1330,,04-Apr,0.8510,empty_field
No,11222,Law,4W46PMS8aCIl3kkdD1ZOCZ,No,33.0,0.826,0.5150,393667.0,0.965,,B,0.9530,-6.323,Major,0.9540,78.785,04-Apr,0.1200,empty_field
No,11223,First Time,2zq0jrtLXgb9SILd9bvgmZ,No,20.0,0.294,0.6350,,0.874,3.61e-05,D#,0.1030,-4.805,Major,0.0362,158.000,04-Apr,0.7070,empty_field
No,11224,FLEX,5uaqfXP4wBosOea7QLokJP,No,49.0,0.0418,0.9090,,0.52,,A,0.1690,-7.664,Major,0.2830,140.230,04-Apr,0.5060,empty_field
No,11225,Die Walküre: Einleitung. Ritt der Walküren,1PZMKTfrAn3HikmlYNUwY2,No,18.0,0.922,0.2420,320067.0,0.38,0.875,G,0.0798,-12.835,Major,0.0327,96.045,03-Apr,0.1450,empty_field
No,11226,The Gum-Suckers March (Cornstalks' March),6SwRhMLwNqEi6alNPVG00n,No,21.0,0.969,0.4470,224813.0,0.251,0.9,D#,0.3170,-19.563,Major,0.0355,110.624,04-Apr,0.5580,empty_field
No,11228,Always,0SmdStRTTqPrTBb2KOavpW,No,60.0,0.0509,0.3810,247843.0,0.481,,E,0.1000,-5.820,Major,0.0365,123.090,04-Apr,0.1620,empty_field
No,11229,"Ouverture-Suite in D Minor, TWV 55:d2: VIII. Menuet II. Doucement",4ltqcoeudXoPk8rLyAv1DA,No,37.0,0.956,0.6220,77573.0,0.0242,0.948,F,0.1060,-22.653,Major,0.0484,125.187,04-Apr,0.6540,empty_field
No,11242,Rehab Center For Fictional Characters,6gsqy8gFLe65VVKqFeGRkB,No,40.0,0.798,0.6880,199480.0,0.259,,A,0.1110,-11.464,Major,0.3980,142.879,04-Apr,0.5250,empty_field
No,11245,"Nessun dorma (From the Opera ""Turandot"")",0TTFxDRkMW8QE9JTP4xD0Z,No,7.0,0.939,0.1770,213893.0,0.415,0.492,D,0.0833,-7.439,Major,0.0344,,03-Apr,0.0521,empty_field
No,11250,Nights On Broadway,63pP9NzaT2RPBMC3cG5EK9,No,,0.11,0.6860,209827.0,0.561,,C,0.1090,-11.607,Major,0.0851,102.090,04-Apr,0.9330,empty_field
No,11257,Control,28OX5qT45GZBuu8CNKBOj6,No,43.0,0.298,0.7820,353307.0,0.805,0.2,B,0.1940,-12.605,Major,0.0472,,04-Apr,0.6300,empty_field
No,11262,"Piano Quartet No. 2 in E-Flat Major, K. 493: III. Allegretto",5ECyA2jgrUAHApl8nsHrjn,No,25.0,0.984,0.3760,527360.0,0.144,0.893,D#,0.1590,-22.603,Major,0.0355,98.493,04-Apr,0.4170,empty_field
No,11268,II. Adagio,0qOirN55epxcA7vJ6TTCIp,No,5.0,0.91,0.1540,865940.0,0.0556,0.627,F#,0.1310,-20.387,Minor,0.0467,84.380,01-Apr,0.0394,empty_field
No,11269,Never Share (Burn Dem),2lDthrz5QCx33vIHVE4BAh,No,28.0,0.282,0.6660,,0.785,9.35e-05,F#,0.2500,-4.253,Minor,0.1760,139.335,04-Apr,0.8380,empty_field
No,11272,Cry Love,0JWeXAsgB7Bz9I87hmGpB9,No,43.0,0.131,0.5640,260733.0,0.859,4.91e-06,C,0.1100,-7.215,Major,0.0461,83.464,03-Apr,0.8890,empty_field
No,11276,Good Girl Gone Bad,6NGqtkp6zbRmQnbRTehplQ,No,51.0,0.0335,0.7080,213213.0,0.553,,F,0.1010,-6.319,Minor,0.0262,94.977,04-Apr,0.5890,empty_field
No,11284,Three Easy Payments,54RFwYNPsXFE2fKAq5cGm0,No,34.0,0.798,0.5600,125787.0,0.914,,C#,0.8620,-10.054,Major,0.9520,70.987,03-Apr,0.1790,empty_field
No,11289,Higher Wire,0jULnaFdqkFfuTr4hceEKB,No,56.0,0.943,0.5660,163467.0,0.439,2.68e-06,D,0.0950,-7.379,Major,0.0437,74.310,04-Apr,0.3270,empty_field
No,11292,I Want (Live),28q0pUwcJRS2tGZsYH6xL5,No,20.0,0.00283,0.3440,,0.981,,F,0.9940,-4.250,Major,0.1310,139.472,04-Apr,0.5250,empty_field
