artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
The Wallflowers,Three Marlenas,0QetVR4wwvyiTezQeFNdeZ,171956,57,0.0154,0.619,299440,0.584,2.47e-05,G#,0.0873,-10.742,Major,0.0255,107.28,04/4,0.577,Alternative
Ace Hood,Body 2 Body,5YApuJAjg0TfRdFqCwY4PF,119287,46,0.00252,0.603,211632,0.82,0.0179686,C#,0.178,-4.587,Minor,0.0566,152.057,04/4,0.561,Hip-Hop
Childish Gambino,Retro (Rough),4JUI9kNX80cAr9Taa7YAAD,185632,58,0.246,0.862,202667,0.614,0.00757,F,0.113,-5.875,Minor,0.0393,110.061,04/4,0.323,Hip-Hop
Trey Songz,I Need a Girl,3JWC5Ce17C3nPgcOZ5Vlk3,100794,63,0.245,0.602,214480,0.785,0.00944398,G,0.19,-6.129,Major,0.0578,84.038,04/4,0.565,Hip-Hop
empty_field,No Questions,7560kmysZEPhVnNHAouWii,184300,41,0.0139,0.544,218253,0.57,0.0487848,D,0.123,-10.254,Minor,0.0825,122.128,04/4,0.408,R&B
Sturgill Simpson,Breakers Roar,3uraJORT8PqtN2IHgoM2i9,184867,50,0.669,0.369,212587,0.31,0.514,B,0.245,-13.384,Minor,0.0309,84.41,04/4,0.165,Alternative
Foo Fighters,"Arlandria - Live at the Roundhouse, London, UK - July 2011",4cai6fSLeyI9TLDDi6KYgE,82467,35,0.0165,0.405,343947,0.917,1.88e-05,E,0.969,-5.805,Major,0.098,115.031,04/4,0.0852,Alternative
Tory Lanez,SHE tOLd Me,3iyMZpbsEg8I9Bxb9YJXvA,187713,61,0.0217,0.435,204427,0.691,0.0223458,F#,0.255,-6.322,Minor,0.324,149.595,04/4,0.533,R&B
A Perfect Circle,Orestes,6a8TQ37z2SJTUvqcW3tMNW,102871,48,0.00048,0.456,288360,0.848,0.0404,F#,0.0844,-6.382,Minor,0.034,147.912,03/4,0.3,Alternative
Chrisette Michele,Epiphany (I'm Leaving),6sBOOVJB3sOacz5jiuSs9e,51016,44,0.287,0.727,208600,0.689,0.0388042,G,0.49,-4.513,Major,0.264,120.37,04/4,0.401,R&B
empty_field,Lemme See (feat. Rick Ross),5JVLklFBxXYa6HKYKx3Beo,106721,58,0.0262,0.656,220616,0.725,0.0392385,C#,0.0712,-4.067,Major,0.0596,153.873,04/4,0.403,R&B
Poolside,Hot In The Shade,4i0DAkrIeDcml1dC300xNw,98246,45,0.219,0.791,233196,0.511,0.945,E,0.0859,-10.66,Major,0.0388,102.038,03/4,0.358,Alternative
Hayley Kiyoko,What I Need (feat. Kehlani),3f6BsKWTaPRyQNtM2jddNv,204435,71,0.0537,0.633,219520,0.793,0.00619403,A#,0.16,-4.126,Major,0.055,103.97,04/4,0.414,Pop
Nas,Oochie Wally - Remix,1waC8tYT2i0ciRfmciPAU9,147014,48,0.0564,0.64,297907,0.721,0.000842,G,0.774,-6.955,Major,0.322,93.346,04/4,0.714,Hip-Hop
Charlie Burg,Intentions (feat. Daniel James & Eddie Codrington),3fhAMD4hz0IgEukGrp5lZb,90614,45,0.579,0.564,221629,0.484,0.0397713,G#,0.36,-9.201,Major,0.345,116.332,04/4,0.495,R&B
Echosmith,Over My Head,2uajXhIW5N37D45IfCi2CD,105772,61,0.0968,0.656,223346,0.723,0.0150792,B,0.343,-4.975,Minor,0.0262,105.049,04/4,0.904,Pop
Kid Cudi,REVOFEV,5HZj3vgXZx130fnEuY4txq,49243,58,0.15,0.608,183173,0.544,0.00062,B,0.146,-6.465,Minor,0.0474,68.862,04/4,0.381,Pop
Seth Ennis,Think & Drive,5yimYCg6BYrPYN8JNP7G9g,199077,57,0.558,0.603,235467,0.578,0.0560864,B,0.131,-6.697,Major,0.0306,118.386,04/4,0.299,Pop
Ludacris,Georgia,36vTL8WP4ZoD1bbUaW0V3E,188072,47,0.109,0.452,261293,0.872,0.0269014,C,0.251,-7.603,Minor,0.564,67.348,04/4,0.528,Hip-Hop
MHD,Bébé,1vP5Ceh1SrfOalU8Yc3XE9,22411,70,0.162,0.706,245713,0.672,3.55e-06,G#,0.115,-8.078,Major,0.111,104.017,04/4,0.839,Hip-Hop
Danny Ocean,Dembow,67Nplzu0xrOz1BD56gx8ho,169356,79,0.0807,0.802,219429,0.744,0.00510153,F#,0.0917,-5.968,Major,0.078,99.983,04/4,0.45,Hip-Hop
Selena Gomez,Kill Em With Kindness,7g7raxdQpiLZT7aOlib4S1,121244,66,0.00795,0.757,223346,0.884,5.87e-05,A#,0.0973,-5.488,Minor,0.0404,120.012,04/4,0.398,Pop
The Story So Far,If I Fall,7c1iI6dwdCpHGYT8DGEfab,115830,49,0.00827,0.241,207310,0.901,0.0650684,F#,0.375,-4.803,Major,0.0419,96.468,04/4,0.698,Alternative
B.o.B,Don't Let Me Fall,0ewK5oKOtaMnSjpzB2jFUC,152199,50,0.00631,0.543,275387,0.73,0.0483391,C#,0.213,-6.086,Minor,0.0384,150.187,04/4,0.267,R&B
Roxette,Listen to Your Heart,0YKZoY1zozJc2WnfcGEawn,54350,73,0.108,0.539,328093,0.583,0.0173848,C#,0.111,-4.935,Minor,0.0275,86.063,04/4,0.337,Pop
Aaron Cole,Right on Time (feat. Tobymac),75TxZCondxS3O88STIM3I8,28699,52,0.0469,0.651,199427,0.766,0.0275831,G,0.1,-5.391,Major,0.0414,100.018,04/4,0.795,Hip-Hop
My Darkest Days,Every Lie,0f8lDzu9KNm7rvFebADLYS,215688,54,0.000939,0.577,176400,0.925,0.0697123,D,0.216,-3.099,Minor,0.043,112.044,04/4,0.621,Alternative
empty_field,Karma,452hlsi0Vxm8Tbu0FIb9zD,196953,55,0.0386,0.523,278533,0.84,0.0170101,A#,0.184,-2.591,Minor,0.467,127.276,04/4,0.659,Hip-Hop
empty_field,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),2Cam43R2H3xPO5cqJS7ZXE,122897,52,0.0031,0.769,199942,0.601,0.0271977,C#,0.272,-8.402,Major,0.171,168.996,04/4,0.448,Hip-Hop
empty_field,Money Maker,0UQAkAVNk3tubJYlOHyG3q,161150,52,0.000314,0.503,177240,0.741,0.574,F,0.44,-5.672,Major,0.0357,120.998,04/4,0.544,Alternative
empty_field,Lay It Down,40tnCfx2mTtHozyaRDcYC5,137920,54,0.0208,0.524,240107,0.793,0.0358318,C#,0.0825,-5.051,Minor,0.0629,156.052,04/4,0.551,R&B
Cautious Clay,Joshua Tree,2ndv4sCWLXakWkpagG2CqH,55959,52,0.00335,0.526,197551,0.589,1.44e-06,A,0.338,-6.399,Major,0.0374,146.952,04/4,0.345,R&B
EARTHGANG,Momma Told Me,3la3KCkkopbIvDHw2P5jw2,141997,53,0.438,0.572,248503,0.79,0.0061565,C,0.989,-6.573,Major,0.461,79.87,04/4,0.416,Hip-Hop
Sum 41,Turning Away,2p9Q2xlktb3VhF8LLjOXss,60428,54,5.14e-05,0.566,212140,0.919,0.00487,F#,0.04,-3.71,Minor,0.0402,120.001,04/4,0.414,Alternative
2 Chainz,4:00 AM,42cxPm9jgbaxIVN77XA1m6,118663,73,0.118,0.796,167889,0.5,0.00483714,C#,0.155,-7.21,Major,0.425,75.012,04/4,0.227,Hip-Hop
Akon,Smack That,1J8PhxW0VYcvBNJsDC6Wng,36687,73,0.292,0.937,330567,0.738,0.0400298,F,0.106,-5.301,Minor,0.0478,118.994,04/4,0.911,R&B
empty_field,You're Not the Man,3uNQRCQyZHrChtP6vIP7kV,29492,47,0.423,0.561,310000,0.36,9.35e-05,A,0.0526,-11.366,Major,0.0422,78.841,04/4,0.177,R&B
Hayley Kiyoko,Girls Like Girls,58suLi0CzmcVtmRDFJIfZi,35469,67,0.0109,0.611,229656,0.701,9.83e-06,F#,0.0994,-5.235,Major,0.0248,116.888,04/4,0.604,Pop
Rihanna,Where Have You Been,7y3GRntgOj4eaJoqwAWPlJ,164404,67,0.00201,0.719,242680,0.847,0.0204,C,0.221,-6.34,Minor,0.0916,127.963,04/4,0.444,Pop
5 Seconds of Summer,Don't Stop,46LEQkbfPT5x2ZanS3STg5,54634,58,0.00284,0.566,169936,0.957,9.93e-05,G#,0.0413,-3.46,Major,0.062,149.967,04/4,0.887,Pop
Miguel,waves (feat. Kacey Musgraves) - Remix,4EYpOdL69yWuIRc49AyeZa,23149,49,0.477,0.79,246294,0.599,4.26e-06,A#,0.344,-7.574,Minor,0.0301,105.997,04/4,0.464,R&B
empty_field,Drive My Car,1kUbCTpuB3SL22q6R0cUiV,159741,59,0.274,0.573,177909,0.637,0.0045,G,0.186,-7.116,Minor,0.0603,109.066,04/4,0.164,Hip-Hop
Billie Eilish,you should see me in a crown,21ddS7NEYcf87QpseJvpn2,207047,85,0.479,0.697,180567,0.552,0.127,C#,0.147,-10.271,Minor,0.196,75.235,04/4,0.278,Pop
Rihanna,SOS,4ay1nveMI5wWNTZPfdvy1w,131012,69,0.004,0.677,238920,0.671,5.07e-05,G,0.413,-4.905,Major,0.0361,137.046,04/4,0.527,Pop
HELLYEAH,333,0ja7HIlk2bfI2poBIKaeIq,124627,48,0.00067,0.515,196587,0.997,3.07e-06,F,0.373,-1.959,Major,0.112,104.019,04/4,0.461,Alternative
Higher Brothers,Sunshine,37FdZJdVrcByJ5B9haCnps,154181,50,0.113,0.546,146087,0.925,0.00447552,C#,0.118,-3.811,Major,0.297,184.082,04/4,0.655,Hip-Hop
Rita Ora,Only Want You (feat. 6LACK),3MMQLTLHbyHL9xc1MEYJhy,106806,70,0.0574,0.671,192439,0.547,1.55e-06,F#,0.0855,-6.284,Minor,0.0526,82.034,04/4,0.336,R&B
PARTYNEXTDOOR,Over Here - feat. Drake,4BLyDLLnsQVvoQpyAVt83t,184740,55,0.0384,0.794,177827,0.592,1.86e-05,G#,0.111,-6.973,Major,0.129,97.201,04/4,0.177,R&B
Cautious Clay,HONEST ENOUGH,2uWwvz984haZaGZ7bYPJCs,121130,57,0.746,0.591,176387,0.418,0.00207,A,0.334,-7.88,Major,0.0306,115.995,04/4,0.358,R&B
Escape the Fate,Picture Perfect,44amQn0rCKnJb82VTTrZJF,57884,46,0.00397,0.465,231947,0.867,0.0650684,C,0.151,-3.97,Minor,0.0361,155.085,04/4,0.328,Alternative
Grace Grundy,Eastside,5FwWDLc0qKR7dYsthePn4S,33803,62,0.898,0.612,169428,0.267,0.229712,F#,0.153,-9.289,Minor,0.0395,77.914,04/4,0.66,Pop
The Offspring,Come Out And Play (Keep ‘Em Separated),4ImIJRZNJhNQLLdUFSYJoS,161710,64,0.0535,0.476,197800,0.856,6.75e-06,G,0.0846,-3.764,Major,0.161,158.671,04/4,0.847,Alternative
Janet Jackson,Feedback,4DVu7YgHVJaeN0C7HNpy2q,154199,45,0.000298,0.843,218213,0.642,0.0487848,E,0.0568,-6.908,Major,0.0675,133.974,04/4,0.486,R&B
Electric Guest,Waves,2ySyV2K8WnOqsQ0CfBNdnx,134355,43,0.0283,0.764,186107,0.837,6.36e-05,A#,0.0983,-4.702,Minor,0.0361,116.302,04/4,0.863,Alternative
NAV,NAV,3Zq3hTVRPNvAIK5Ej8MqOO,66755,62,0.0278,0.731,205616,0.564,0.0120173,C,0.121,-6.404,Minor,0.0728,85.027,04/4,0.287,Pop
Ari Lennox,La La La La,2KCzAlkQRc4ZzexoSkQALv,89137,45,0.74,0.541,203471,0.194,7.05e-05,A#,0.228,-11.234,Minor,0.0333,115.437,04/4,0.111,Alternative
A$AP Rocky,Changes,1hh3iFX5vVsiD9LMwUlQeh,55967,63,0.47,0.478,217201,0.326,0.000218,D#,0.323,-10.992,Major,0.0693,105.98,04/4,0.34,Hip-Hop
T-Pain,F.B.G.M.,6zpPyMFnLMO5xcSVmvm0FP,115287,64,0.127,0.689,188832,0.657,0.0162575,F,0.166,-3.632,Minor,0.0394,77.509,04/4,0.234,R&B
Mýa,Movin' On,6sbp4i2FtlsQSVMepZPG9c,71417,43,0.227,0.742,270267,0.565,0.00476,C#,0.0793,-9.928,Minor,0.104,90.46,04/4,0.636,R&B
Kali Uchis,Melting,54RwlkFKvvbo5UOV50hlm9,63324,60,0.182,0.573,224558,0.481,0.0793,G#,0.106,-7.775,Major,0.0357,115.28,04/4,0.305,Pop
NSTASIA,Parachute,2PFa29Vm13cuLbFHPSnQpf,152685,45,0.53,0.814,188962,0.481,5.91e-06,F,0.129,-6.448,Minor,0.101,119.008,04/4,0.573,R&B
Diggy,Text Me (feat. Leven Kali),0V7q5uZqa3fnE0I2ujAMPG,47669,41,0.665,0.416,222885,0.367,0.0487848,G#,0.119,-11.789,Major,0.0506,85.529,04/4,0.276,R&B
Interpol,My Desire,7lUA4P03AhwAw40JHkdyGr,63734,48,8.29e-06,0.34,300027,0.787,0.628,A,0.23,-5.058,Major,0.039,104.931,04/4,0.517,Alternative
empty_field,Bad Things (with Camila Cabello),6jn7sMz7CP8y0EHjn79n2o,170358,76,0.214,0.697,239293,0.691,0.00515753,D,0.185,-4.757,Major,0.146,137.853,04/4,0.305,Pop
Sick Puppies,Gunfight,22HHSWdoCky52v5YuW05Tx,42907,53,8.87e-05,0.392,175720,0.829,0.000373,C,0.0754,-5.413,Major,0.0535,173.074,04/4,0.503,Alternative
The Neighbourhood,You Get Me So High,0ylf1wQGwutMzirog83Gui,159447,59,0.186,0.551,153000,0.881,0.0791,G,0.152,-6.099,Minor,0.0542,88.036,04/4,0.387,Alternative
Puma Blue,Midnight Blue,0VdZW022xxbEbZlQpuCNYw,159646,54,0.812,0.681,188701,0.259,0.0066,A#,0.393,-9.106,Minor,0.0933,74.837,04/4,0.333,R&B
Tynisha Keli,I Wish You Loved Me,34o07PaANB4o1jQjsZQdLW,96943,47,0.21,0.38,217647,0.692,0.0399312,C#,0.343,-4.24,Minor,0.0582,133.942,04/4,0.693,R&B
Smokie Norful,I Need A Word,2SLZ2rX5773RS16mcqBxG7,83750,44,0.716,0.283,244133,0.482,0.0358318,A#,0.195,-4.823,Major,0.0343,85.929,03/4,0.274,R&B
empty_field,Chariot Of Fire,3MoIvDgJqKIfta5V5x7Lc6,201515,58,0.423,0.469,130978,0.717,0.00147,E,0.128,-4.972,Minor,0.187,81.992,04/4,0.272,Hip-Hop
empty_field,The Kids (feat. Janelle Monáe),4YFUoVc5KaLysiRvgj7i1p,64234,44,0.0916,0.761,206907,0.92,0.0190165,F,0.365,-5.773,Major,0.413,139.966,04/4,0.587,R&B
Joey Bada$$,GOOD MORNING AMERIKKKA,5IJEXkqomcl7hZFsHMcxQ9,207311,52,0.6,0.579,179514,0.642,3.52e-05,G#,0.214,-7.37,Major,0.244,97.32,04/4,0.3,Hip-Hop
Kota the Friend,Alkaline,72nxQrIi70DmIfuzFoRh7B,55680,66,0.679,0.774,185000,0.537,5.24e-06,A#,0.173,-6.899,Minor,0.297,112.744,04/4,0.549,R&B
Shakira,Chantaje (feat. Maluma),0CUTdiwHWlO3VGWHQxpbeo,97258,78,0.187,0.852,212344,0.773,3.05e-05,G#,0.159,-2.921,Minor,0.0776,102.034,04/4,0.907,Pop
ABRA,I Guess,7k66NatQbLlDAvhWQEl4AR,192777,44,0.0623,0.899,286145,0.365,0.000461,A,0.108,-12.418,Major,0.201,119.978,04/4,0.143,R&B
empty_field,Trashed and Scattered,4TxgwAknt25blK6L6W2akh,27437,51,0.00218,0.327,351533,0.961,0.00013,F,0.246,-3.125,Major,0.108,175.241,04/4,0.33,Alternative
Malibu Ken,Tuesday,23SryQFx36SXmuAj7tXxec,99304,42,0.11,0.521,180962,0.731,0.0667052,F#,0.136,-6.997,Minor,0.446,168.111,04/4,0.723,Alternative
Dru Hill,5 Steps,0TCmhnbMpw5zwPsTvlXTJi,126496,45,0.478,0.396,343827,0.403,0.0115938,A,0.141,-8.824,Major,0.0468,105.65,03/4,0.239,R&B
Tom Misch,Cos I Love You,2hiWvEHLjWt6aChLsObC3d,44653,54,0.0126,0.836,253711,0.678,0.00205,F,0.369,-8.206,Minor,0.099,116.02,04/4,0.633,R&B
James TW,Torn - Bonus Track,0OF6WSdeVmYEGBZlxvwvLq,40722,65,0.306,0.599,196213,0.546,0.0342012,A,0.119,-6.459,Major,0.159,95.141,04/4,0.411,Pop
Deem Spencer,Soap,0hjLM1wMtk27Qd4ZihyHmi,103937,42,0.507,0.455,166776,0.495,0.0497,A#,0.11,-11.713,Minor,0.237,112.744,04/4,0.137,R&B
Eric Bellinger,Goat 2.0 (feat. Wale),4kMMkBVaQDgiv6KwHzbpun,27818,55,0.0199,0.692,187873,0.674,0.019261,B,0.0957,-5.576,Minor,0.0955,134.983,04/4,0.485,R&B
empty_field,BlastZone (ЗонаПоражения),6vTEihn5DBoCDnMDFoSNmY,213419,54,0.0129,0.846,205128,0.616,0.00309,F,0.101,-7.82,Major,0.0669,125.975,04/4,0.133,Hip-Hop
empty_field,Ch-Check It Out,6rbpI4fchfJx1IgCBowc8m,69745,54,0.0766,0.795,219417,0.899,0.0183298,C#,0.0852,-7.02,Major,0.292,115.062,04/4,0.694,Hip-Hop
Sean Kingston,There's Nothin - new album version,3rDuYJzkBZw9jbbrRatwWu,55739,56,0.202,0.703,225653,0.782,0.0487848,F,0.476,-4.16,Major,0.141,91.029,04/4,0.862,R&B
bbno$,3mo,4U5ovGD4My7MOISvUEtYaf,116223,57,0.602,0.882,142921,0.451,1.41e-06,C,0.254,-12.689,Major,0.379,88.984,04/4,0.476,Hip-Hop
J. Cole,Lights Please,1CKGB4kFQNGP2T2HXrZmov,35700,65,0.0293,0.813,208160,0.563,0.00646037,G,0.125,-7.083,Major,0.269,83.009,04/4,0.761,Pop
empty_field,Playing the Victim,2EfNo32cwCgIqBTpI8zJ4E,21010,42,6.65e-05,0.384,170344,0.981,0.0176106,B,0.0982,-2.658,Major,0.175,160.899,03/4,0.538,Alternative
Sufjan Stevens,Visions of Gideon,58R6kUZMqRs93LOPxwIxds,128781,58,0.942,0.252,247808,0.314,0.676,F,0.0892,-18.197,Minor,0.0407,75.056,04/4,0.2,Pop
Francesca Battistelli,If We're Honest,33wQe2HgEkIziyrHeVUwE2,45787,45,0.632,0.597,189503,0.363,0.0636307,A#,0.134,-8.834,Major,0.0258,106.994,04/4,0.188,Alternative
Saba,Westside Bound 3,6PQi6PDRsUfDQUSYjDkOn0,158285,55,0.0547,0.792,177246,0.629,0.0168096,B,0.265,-7.165,Minor,0.335,106.462,04/4,0.588,Hip-Hop
Tyrese,What Am I Gonna Do,6rKFex6HJvVukLa9Ys9hM7,82958,48,0.275,0.69,280000,0.475,0.0483391,A#,0.0951,-4.702,Minor,0.052,145.597,04/4,0.536,R&B
Spoon,The Underdog,6jA05EM7TTFpWKwBQr5Isf,124272,60,0.0667,0.693,222107,0.527,0.00143,G,0.663,-10.856,Major,0.0365,145.165,04/4,0.911,Pop
empty_field,Emotional,7zK02QSoQlMO0RAVqN0CI7,58734,42,0.358,0.569,231200,0.678,0.0487848,F#,0.023,-6.166,Major,0.0715,133.608,04/4,0.875,R&B
empty_field,Look What You Made Me Do (feat. Stefflon Don),4yJ3fiXE39DJr4heu4rssi,31627,54,0.415,0.89,253503,0.624,0.00510153,D,0.648,-6.156,Major,0.243,101.072,04/4,0.563,Hip-Hop
Amon Amarth,Guardians Of Asgaard,1oXq63OUf43LDnNPVtfvX8,148035,57,0.000129,0.529,263160,0.953,0.000487,A,0.146,-4.562,Major,0.0594,119.303,04/4,0.279,Alternative
empty_field,Rather Be,0kDGJyLaMvbGHDZIB6MYvh,63647,58,0.187,0.526,188813,0.589,1.17e-05,G#,0.103,-8.224,Minor,0.0439,95.045,04/4,0.156,R&B
The Score,Stronger,3Fn8c1RZ6qmFId7J7zGg85,49853,64,0.0232,0.267,289464,0.67,0.0672321,D,0.312,-4.688,Minor,0.0807,121.263,03/4,0.114,Alternative
empty_field,On the Other Side,4meZLCBqYoSFDLDEjpJGU6,157955,43,0.00367,0.605,276507,0.811,0.000116,A#,0.135,-2.341,Major,0.0316,108.992,04/4,0.548,Alternative
Erykah Badu,Love Of My Life (An Ode To Hip Hop) - Longer Album Version,125dAqUSmX1nOG50fBz9vb,144744,50,0.134,0.618,337573,0.413,0.000338,F,0.0913,-9.311,Minor,0.398,87.412,04/4,0.462,R&B
DREAMERS,Die Happy,0AU66TowF4rbAJ1c6GRq61,79105,61,0.000431,0.573,186903,0.873,0.0697123,C,0.403,-3.838,Major,0.0297,102.012,04/4,0.842,Alternative
Young Thug,High (feat. Elton John),2cZrrQMjB63c0iIugYH9zS,61046,73,0.223,0.759,195160,0.498,5.84e-05,A#,0.406,-10.615,Major,0.0776,126.972,04/4,0.244,Pop
Nao,Feels Like,6l4TNbfPtNAOOlGIfceSaO,68773,47,0.516,0.643,286827,0.362,0.00523,C,0.116,-8.579,Minor,0.0476,136.001,04/4,0.56,R&B
KYLE,Games,4G1qRhOk1YY0kewtMaCrMC,21347,56,0.0335,0.82,199655,0.622,0.00752491,C,0.0931,-6.257,Major,0.236,127.815,04/4,0.734,Hip-Hop
Tinashe,Ooh La La,5nrE0KJHyfQfq30y0iJ32i,52533,51,0.319,0.722,195747,0.656,6.74e-06,C#,0.115,-4.539,Major,0.027,86.496,04/4,0.582,R&B
Pinegrove,Rings,4wrjIq1lskP8tZuQBEdcux,39525,47,0.423,0.643,262300,0.41,2.57e-05,B,0.232,-12.907,Major,0.0371,116.037,04/4,0.304,Alternative
GoldLink,Late Night,2bBQg0zLuhXcVvqSSriawP,137518,57,0.278,0.442,161080,0.446,0.141738,A,0.308,-11.354,Minor,0.786,51.539,04/4,0.295,Alternative
LÉON,No Goodbyes,1gHC5zFCmKnjKDBtDBoUQZ,206302,63,0.263,0.497,234845,0.521,0.0165674,G,0.12,-6.945,Minor,0.0354,147.848,04/4,0.18,Pop
empty_field,The First Night,5gH9CSkFW45IjfocI8MPsb,123916,45,0.139,0.671,220616,0.766,0.0394241,C#,0.26,-9.218,Minor,0.0634,152.088,04/4,0.906,R&B
Rex Orange County,A Song About Being Sad,1yOo0qQqrV50zGsbtmFbGS,184693,69,0.891,0.568,136000,0.263,0.318891,F,0.183,-13.51,Major,0.101,111.86,04/4,0.244,Pop
empty_field,Tragic Endings (feat. Skylar Grey),0LxN6gtI8oVH4tTiTutvXG,94312,65,0.4,0.665,243610,0.769,0.00622436,E,0.709,-5.04,Minor,0.249,80.971,04/4,0.512,Hip-Hop
Red Hot Chili Peppers,Snow (Hey Oh),2MkMN3nFkYzdXlYrhAS0GJ,105481,76,0.127,0.432,335067,0.895,1.16e-05,B,0.141,-3.682,Major,0.0504,104.458,04/4,0.625,Alternative
Foo Fighters,I'll Stick Around,1iMOLNyzKtIMucwZzQSjZi,63745,53,0.00254,0.306,232533,0.985,0.626,C,0.13,-6.687,Major,0.0822,123.905,04/4,0.255,Alternative
Jorja Smith,So Lonely,5le7zbmKONvYhmSUOjOt4Q,119448,61,0.941,0.451,199934,0.159,7.71e-06,D#,0.12,-10.443,Major,0.0487,112.744,04/4,0.229,R&B
DaniLeigh,Be Yourself,0MQygdHirl8XZjivCTfzJf,70492,48,0.127,0.781,149773,0.366,0.000787,C#,0.102,-9.067,Minor,0.27,125.07,04/4,0.321,Alternative
System Of A Down,Revenga,4h6PC1APveUCIcoj4e2Niu,77942,56,0.0016,0.51,194951,0.944,0.000111,G#,0.0687,-2.174,Major,0.0768,140.043,04/4,0.44,Alternative
Sam Smith,Midnight Train,0RRHJfdRb0EQ8yuf7nZCSi,56475,63,0.368,0.706,214595,0.597,2.19e-05,E,0.193,-7.076,Major,0.0632,96.026,04/4,0.393,Pop
Live,Selling The Drama,1k1yysuc2znLxPC3d5JZ24,134560,50,0.00913,0.444,205413,0.904,0.000111,F#,0.145,-6.733,Major,0.0633,124.253,04/4,0.341,Alternative
Incubus,Pardon Me,0UzDPAMBI8miCHsYoqRb7g,162984,63,0.00114,0.579,223747,0.812,0.00333,C#,0.115,-6.509,Minor,0.0693,152.002,04/4,0.278,Alternative
Eminem,25 To Life,2rpWXKjsErmTQWSbxjvHH3,129616,68,0.239,0.701,217249,0.931,0.00546387,G#,0.194,-0.945,Minor,0.243,79.996,04/4,0.362,Hip-Hop
Aaliyah,I'm So into You,1ueQYwSG8hJ7nhualEI68m,213962,46,0.314,0.697,205693,0.536,0.00303,A#,0.344,-9.113,Minor,0.03,99.972,04/4,0.734,R&B
empty_field,Bodys,37lotBTQcBbYI7vEoGsOfg,176934,52,0.00135,0.518,257761,0.842,0.0115,D,0.132,-7.361,Major,0.0533,143.944,04/4,0.249,Alternative
Daddy Yankee,Dura,6Q13UWFUuqXLXT7IUVkqM1,20254,81,0.183,0.791,200480,0.848,0.00635387,C#,0.409,-3.456,Major,0.0506,118.86,04/4,0.828,Pop
PJ Morton,First Began - Live,6iRkrVOhCjgKFB2cBWnx4M,88289,40,0.794,0.463,197999,0.284,3.99e-06,C#,0.799,-10.297,Major,0.0439,71.976,04/4,0.281,R&B
Riley Green,Runnin' With An Angel,5oeKHrUHPT4lUKrDRVlWNp,173641,57,0.012,0.52,235693,0.642,0.0560864,F#,0.11,-5.907,Major,0.0352,166.104,04/4,0.663,Pop
Nicky Jam,Hasta el Amanecer,5WHVNhKaxVDxbq1HBi8ODI,199518,74,0.282,0.832,198707,0.608,0.00635387,F#,0.0761,-6.042,Minor,0.0385,94.013,04/4,0.589,Pop
empty_field,Trader Joe,6GsP3uMCd0Dn5T37C93waZ,59930,49,0.574,0.872,188917,0.541,1.79e-06,C,0.0617,-6.932,Major,0.0629,133.005,04/4,0.589,Alternative
Leeland,Where You Are (Live),5clYhUpqYzy0Fdz3TdtZ3j,142218,51,0.409,0.373,522200,0.477,0.000425,C,0.0811,-8.052,Major,0.0271,143.869,04/4,0.095,Alternative
empty_field,Live up to My Name,1CAijerspiGnyZHAVsGNL1,120665,55,0.0575,0.943,180748,0.495,0.00752491,F#,0.0952,-5.964,Minor,0.18,129.971,04/4,0.573,Hip-Hop
Future,Faceshot,6RGXLhPFCu4Gyktrr4Wora,90012,71,0.00772,0.802,175860,0.833,0.0140721,B,0.346,-4.234,Major,0.0832,165.97,04/4,0.132,Pop
Parkway Drive,Crushed,3SD75qrYAi4Fr3TmP1J0c7,116228,54,0.00228,0.404,276223,0.964,5.16e-06,D,0.0888,-4.569,Major,0.115,84.996,04/4,0.24,Alternative
MISSIO,Kamikazee,7nnWIPM5hwE3DaUBkvOIpy,62309,46,0.00146,0.45,221387,0.859,0.00139,F,0.324,-4.754,Minor,0.068,82.504,04/4,0.216,Alternative
Freddie Gibbs,Harold’s,6TLQnTsEA4dC2tnrw90oXj,146955,49,0.257,0.634,169107,0.814,0.00944398,E,0.624,-7.455,Major,0.299,86.74,04/4,0.879,Hip-Hop
Alina Baraz,Yours,1u0eZhfg4q3CrFRnbJpnbC,68203,52,0.843,0.476,254369,0.363,0.0244,D,0.136,-10.331,Minor,0.0403,114.069,04/4,0.185,Alternative
J Balvin,Safari,1VpguOrCSVqF6UoxI2DsnO,192296,73,0.531,0.689,205600,0.675,3.17e-06,C,0.115,-4.281,Major,0.32,180.065,04/4,0.604,Pop
empty_field,Make It Easy,0Jl5bIEve3A4axcjY3EgDZ,90373,56,0.243,0.645,171492,0.745,0.0150961,G,0.384,-5.021,Minor,0.148,83.656,04/4,0.226,Alternative
Frank Ocean,Sierra Leone,3vcmTEyVvXvQCpgrMPTnA8,99022,59,0.213,0.532,148760,0.614,0.0173,G,0.109,-7.726,Major,0.0875,124.813,04/4,0.638,Hip-Hop
Drake Bell,I Found A Way,1emdMnglWKwMS8XitagHzT,185535,55,0.0056,0.531,195364,0.766,0.0120848,G#,0.201,-7.692,Major,0.0582,130.048,04/4,0.532,Pop
