instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
127104,empty_field,Stay,0FiGHx4UolnLhOaIaHH68I,54,0.601,0.553,240840,0.511,0.466,G,0.0625,-8.925,Major,0.0342,141.972,04/4,0.0533,Folk
128452,empty_field,Someone Like You,7tGimbqfYX54WnONkqzHm0,57,0.382,0.474,,0.351,0.00108,G,0.0802,-8.296,Major,0.0286,140.804,04/4,0.235,Folk
181638,empty_field,Seeing All Red,40jwSjLscs3wDOvYUpaJoB,48,0.884,0.568,206598,0.386,0.00000285,B,0.113,-8.382,Minor,0.0355,94.532,04/4,0.398,Folk
57432,Amen Dunes,Miki Dora,6UoklSOHrajLQkD98nP7re,51,0.663,0.826,303640,0.501,0.199,A#,0.0864,-12.31,Major,0.0471,123.579,04/4,0.557,Folk
77331,empty_field,La Familia,2LQwuRI1h4Q4qk4HzK9zE2,49,0.099,0.823,159232,0.651,,C#,0.121,-5.313,Major,0.483,179.98,04/4,0.123,Hip-Hop
99916,empty_field,Cake,0XDtKP1xoGUDvdccIHezsf,65,0.372,0.775,211862,0.539,0.00000811,F,0.225,-4.303,Major,0.0881,144.966,04/4,0.624,Hip-Hop
21528,empty_field,HOTTIE,3VSuWxZM6x6V3ig5nYtikL,62,0.163,0.856,197148,0.712,0.0312,C#,0.123,-6.355,Minor,0.0621,,04/4,0.774,Hip-Hop
175440,empty_field,Overdose,7dUdMZqfGSIt0ZkmTOgRLA,65,0.0382,0.731,,0.706,0.0000241,C#,0.636,-4.958,Major,0.417,153.074,04/4,0.384,Hip-Hop
214431,empty_field,1999 WILDFIRE,0c4ThdRTb9wxMM2RmF4Bs9,72,0.253,0.811,251250,0.57,,F,0.148,-8.093,Major,0.129,128.066,04/4,0.814,Hip-Hop
79365,empty_field,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)",44ROJAxh2jBDQpxgMMIiCC,57,0.405,0.512,,0.427,0.0837,A,0.0976,-7.338,Minor,0.0277,75.027,04/4,0.191,Hip-Hop
144191,empty_field,The Enemy (feat. Fat Joe),0Dn7ypkeVKkHKAc56R6cqq,51,0.115,0.6,168013,0.649,0.00019,B,0.824,-8.372,Major,0.393,,04/4,0.877,Hip-Hop
99852,empty_field,Bowser,47StfXJOnGLhYfMEWgoTiX,66,0.309,0.8,187654,0.491,,A#,0.332,-8.293,Minor,0.0468,135.008,04/4,0.425,Hip-Hop
178685,empty_field,Things Done Changed,4o6ZuLYr04LqFQNiSGVK4u,54,0.0244,0.742,238107,0.63,0.00000277,C#,0.0716,-6.95,Major,0.254,90.905,04/4,0.123,Hip-Hop
196151,empty_field,London,77QumYYpnP6uONSEJxSFug,71,0.0316,0.743,,0.651,0.0000183,G#,0.0942,-4.452,Minor,0.176,137.184,05/4,0.511,Hip-Hop
78252,empty_field,Got Em Like (feat. Wiz Khalifa),5nWMV6Tq8x5uTS7QKIr0qG,55,0.00802,0.767,267598,0.585,,B,0.0951,-9.984,Major,0.0529,140.026,04/4,0.597,Hip-Hop
157403,empty_field,Work It,3rPKjADxzOrPipCQks4E8J,72,0.0778,0.884,263227,0.677,,C#,0.0732,-5.603,Major,0.283,101.868,04/4,0.584,Hip-Hop
132676,empty_field,200,3GhqWfDa2yNLRTxonhJZ9B,54,0.00924,0.84,146987,0.65,,C#,0.201,-6.708,Major,0.262,,04/4,0.527,Hip-Hop
168200,empty_field,If You Know You Know,4Cgnghmoca0hDGHmA8zO4A,69,0.0186,0.46,,0.697,,F#,0.362,-5.954,Minor,0.325,153.426,04/4,0.701,Hip-Hop
188118,empty_field,Ghostface Killers,7Cb44iSpT0L3oOd1bpLb2c,76,0.331,0.782,268933,0.436,0.000013,D,0.342,-7.033,Major,0.155,82.994,04/4,0.243,Hip-Hop
133486,empty_field,Hot In Herre,4Hbe0lRKsXtDZ2wQIovz7I,73,0.218,0.965,228227,0.736,,A,0.0595,-5.005,Minor,0.144,107.07,04/4,0.921,Hip-Hop
133412,empty_field,What's In Your Heart? - From Swaecation,59tfllHFM3xmI3ZLEovGmx,53,0.0965,0.865,254231,0.567,0.000993,A#,0.0874,-6.323,Minor,0.0773,90.951,04/4,0.3,Hip-Hop
114482,empty_field,Rush Hour,3V3cJ4vwb6Hp1Cr48lWxIN,47,0.0937,0.62,121941,0.563,,A#,0.231,-8.458,Minor,0.109,,04/4,0.272,Hip-Hop
136636,empty_field,48 Floors (feat. Mansa),6z3OqZBR4v3w6s0w6dSVhF,56,0.725,0.443,223587,0.47,0.00000106,A#,0.101,-8.587,Major,0.101,82.546,04/4,0.483,Hip-Hop
143081,empty_field,Baba,3UyV8MvjQkeh6DqLmuaUAo,57,0.177,0.907,189040,0.583,,B,0.0826,-6.638,Minor,0.134,113.136,04/4,0.588,Hip-Hop
108526,empty_field,Digital Dash,09kHX4wSY8CD64749PfZhC,63,0.00296,0.881,,0.546,0.00000472,D,0.226,-7.566,Major,0.12,140.032,04/4,0.276,Hip-Hop
59288,empty_field,Rambo,2c62Xf5Po1YSa1N6LOjPHy,55,0.0594,0.727,109653,0.598,,C#,0.0703,-6.68,Major,0.0607,132.001,04/4,0.491,Hip-Hop
171885,empty_field,El Chapo Jr,11ojS3FlwP4Bnp4A1nnfTI,56,0.059,0.939,188067,0.689,,C,0.0895,-5.121,Major,0.0877,,04/4,0.502,Hip-Hop
137668,empty_field,Pop That,5wnvVhGHbLoQWjrU5SvUl9,62,0.0684,0.734,303533,0.893,,D,0.719,-1.847,Major,0.125,138.05,04/4,0.595,Hip-Hop
137797,empty_field,20 Karat Jesus,0aSYwNuSs8fUuhI0Dva28p,48,0.0912,0.423,321803,0.733,0.000142,E,0.138,-5.379,Minor,0.391,85.233,04/4,0.51,Hip-Hop
120473,empty_field,Thought It Was a Drought,1XE1UGRpvvkaFEeqe1OJpw,65,0.00761,0.861,265213,0.448,0.000408,D,0.0902,-8.256,Major,0.111,125.022,04/4,0.0487,Hip-Hop
148021,empty_field,They Don't Love You No More,62aeYbDSHsq1VipZHPcpW0,52,0.0126,0.365,250547,0.774,,C#,0.357,-3.701,Major,0.259,89.1,04/4,0.398,Hip-Hop
214129,empty_field,Lil Porsche,3ujbZ2FGIoTQG3v07tmV2D,57,0.0712,0.801,336000,0.514,0.00000466,G#,0.119,-6.642,Major,0.0938,159.979,04/4,0.371,Hip-Hop
185628,empty_field,Way More,5UVBumEwdUnzvqxrXOYLFA,52,0.105,0.718,272721,0.455,,C#,0.121,-7.109,Major,0.316,161.027,04/4,0.199,Hip-Hop
74610,empty_field,U Aint Never,4GmiBSCAEJaHjl18NBpg3Z,50,0.112,0.836,,0.556,,C,0.0787,-7.631,Minor,0.346,,04/4,0.422,Hip-Hop
175061,empty_field,Proud Of U (feat. Young Thug),3cFqaY74NyS6rcitujSx2g,67,0.0679,0.775,238069,0.516,,D,0.152,-5.924,Major,0.32,78.022,04/4,0.419,Hip-Hop
129591,empty_field,Love,3yrSvpt2l1xhsV9Em88Pul,54,0.369,0.463,304667,0.395,,F#,0.107,-9.944,Minor,0.055,98.656,04/4,0.351,Hip-Hop
162053,6 Dogs,Faygo Dreams,2XIOvBcEecNYjjZhw4OXif,73,0.224,0.748,,0.66,0.053,F#,0.101,-4.704,Major,0.0487,137.033,04/4,0.328,Hip-Hop
113901,empty_field,Pretty Girl,3y3rn37UpsKNxaOkWYNUH0,56,0.0518,0.868,259000,0.568,,B,0.0666,-5.388,Minor,0.258,,04/4,0.556,Hip-Hop
53511,empty_field,Victory (feat. The Notorious B.I.G. & Busta Rhymes),67VWPsmQ2jubkSecPvI6hx,57,0.397,0.609,296267,0.731,,A,0.664,-6.846,Major,0.322,91.778,04/4,0.685,Hip-Hop
211539,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,0qW9AxmTk5kVfyO2vrDXKs,64,0.00228,0.683,281773,0.74,,B,0.238,-6.041,Minor,0.0462,129.515,04/4,0.65,Hip-Hop
215469,empty_field,Campfire,6VGKfZmYkkMsd2pij0jNiF,65,0.00112,0.885,135013,0.365,,F#,0.264,-14.107,Major,0.263,100.048,04/4,0.637,Hip-Hop
142685,empty_field,1985 - Intro to “The Fall Off”,4RoMG01lZ8BFNcUUPKL9O7,74,0.147,0.678,190177,0.648,,D,0.182,-5.892,Major,0.445,94.336,04/4,0.635,Hip-Hop
54802,empty_field,Bounce Back,1nMlHxWuPc5P9Y5nGvenlj,79,0.105,0.77,222360,0.567,,D,0.125,-5.698,Major,0.175,81.477,04/4,0.26,Hip-Hop
179173,empty_field,"8 Mile - From ""8 Mile"" Soundtrack",61uHAyRnHxwhfmPQwH2cwS,52,0.125,0.766,359400,0.95,0.0000719,A,0.142,-4.1,Major,0.249,89.996,04/4,0.395,Hip-Hop
127432,empty_field,Me Too,6yafxZlCDHvMjZYGgoW6zq,69,0.152,0.726,202301,0.605,,G,0.642,-5.002,Major,0.296,139.233,04/4,0.36,Hip-Hop
186292,empty_field,Boredom,26SnsqoC9NOm5B9dJ9dbeV,74,0.79,0.559,320720,0.578,0.000522,G#,0.324,-9.54,Major,0.151,79.938,04/4,0.239,Hip-Hop
138219,empty_field,YAH.,4gUszxdZRfR18wFrEZMOAp,67,0.576,0.67,160293,0.7,0.00000534,C#,0.226,-7.893,Major,0.196,,04/4,0.648,Hip-Hop
142452,empty_field,On A Mountain,5PblRkzS3S7QHwas3Tfd9l,71,0.0808,0.787,175721,0.552,,E,0.102,-7.676,Minor,0.0685,81.987,04/4,0.21,Hip-Hop
202441,empty_field,I Don't Dance,6cujVaIoC0DpnAWDJfSMIo,55,0.155,0.696,207773,0.914,,C#,0.0945,-5.926,Major,0.152,,04/4,0.537,Hip-Hop
99079,empty_field,Nothings Into Somethings,73ZSUS3WLluxgASR1Hp74B,62,0.379,0.76,153725,0.227,0.0017,B,0.355,-8.327,Minor,0.15,96.912,04/4,0.279,Hip-Hop
150178,empty_field,This Feeling,503OTo2dSqe7qk76rgsbep,57,0.411,0.715,191765,0.672,0.000459,A,0.152,-8.155,Major,0.127,92.085,04/4,0.361,Hip-Hop
178467,empty_field,Domingo (feat. Cosculluela),2Q04LDgEASQxmgXoxLB8dC,79,0.124,0.816,222483,0.733,,C,0.0812,-6.587,Major,0.0448,,04/4,0.571,Hip-Hop
106391,empty_field,Luv Cycle,0U32q8CZRRo7xCzyiaZw5f,53,0.0795,0.758,179200,0.737,,F#,0.371,-6.54,Minor,0.166,150.002,04/4,0.445,Hip-Hop
49021,Geto Boys,G Code,1UWhx0pFZccP4jdCIZsj7U,53,0.0727,0.605,252613,0.859,,C#,0.304,-2.341,Minor,0.447,94.072,04/4,0.592,Hip-Hop
135066,Afroman,Because I Got High,68fr7SeGXHLmnyMAh0RHk7,67,0.166,0.8,,0.339,,G,0.0791,-8.531,Major,0.483,165.982,04/4,0.844,Hip-Hop
108525,empty_field,Colors,0UvBmQOhu4DVXJtdzGc5eV,58,0.146,0.8,,0.794,,A#,0.128,-5.551,Minor,0.23,92.05,04/4,0.438,Hip-Hop
48440,empty_field,Ain't No Time,0cELvuwJW1acISUHYB6suj,53,0.00941,0.842,202804,0.587,0.000337,G,0.111,-6.677,Minor,0.069,145.016,04/4,0.135,Hip-Hop
23314,empty_field,On Me (feat. Cardi B),2Zy9cf5v1tWFDmXTbahAU8,76,0.0482,0.864,225008,0.666,,C#,0.134,-5.525,Major,0.234,,04/4,0.538,Hip-Hop
77144,empty_field,No Te Veo,23enAoljAjaXbDgLYPWoaK,63,0.336,0.829,217040,0.78,0.00027,C#,0.613,-5.443,Major,0.196,,04/4,0.512,Hip-Hop
46599,empty_field,F.A.M.E.,1ZQfdBUXnDqV8FCORKYUG7,48,0.205,0.621,247733,0.682,,G#,0.723,-8.329,Minor,0.258,90.699,04/4,0.182,Hip-Hop
131323,empty_field,PUSSY MONEY FAME,3svvCaJ1gVAQjhWI6mMmO6,50,0.00549,0.749,178760,0.435,0.0000023,A,0.0935,-7.595,Major,0.229,91.718,04/4,0.481,Hip-Hop
158697,empty_field,7 Days Of The Week (feat. D Dash),3HT4RiCFnzyv04l24HeBlA,48,0.000824,0.777,196000,0.674,,B,0.0582,-5.491,Major,0.153,133.008,04/4,0.4,Hip-Hop
76619,empty_field,The World Is Yours,58ge6dfP91o9oXMzq3XkIS,62,0.274,0.678,290573,0.794,0.00000168,A#,0.124,-6.186,Minor,0.14,87.374,04/4,0.54,Hip-Hop
189087,empty_field,Tempo,3jFP1e8IUpD9QbltEI1Hcg,49,0.0895,0.758,240517,0.685,,C#,0.34,-6.013,Major,0.0348,111.088,04/4,0.36,Hip-Hop
76896,empty_field,Ruff Ryders' Anthem,2uYYi7iJqABlWiGvIKEYil,60,0.0636,0.879,214440,0.573,,A#,0.256,-8.113,Minor,0.305,91.037,04/4,0.73,Hip-Hop
144050,empty_field,Where the Sun Sets,21FpG5OKwT8bgWe87yIheM,50,0.69,0.747,182869,0.535,,E,0.0603,-9.18,Minor,0.18,84.876,04/4,0.349,Hip-Hop
117130,empty_field,D Rose,0irVmALwDJVmzuzLbKuIGa,69,0.201,0.781,135497,0.553,0.000233,C,0.383,-4.277,Major,0.0735,121.968,04/4,0.308,Hip-Hop
103464,empty_field,Marvins Room,1T6ExogT7pI6wmoRG7Wcqv,75,0.646,0.492,347227,0.26,0.00178,A,0.0705,-17.341,Minor,0.0921,111.519,05/4,0.312,Hip-Hop
116852,empty_field,Summatime (feat. Wale & Radiant Children),5tdbsJQ86BVvjmpTikVP7q,57,0.249,0.807,226164,0.689,0.0000693,A#,0.338,-6.646,Minor,0.207,95.014,04/4,0.677,Hip-Hop
78174,empty_field,3 A.M.,1IYISeYvuX8gobY24B4wkJ,63,0.47,0.735,218200,0.721,,C,0.163,-5.213,Major,0.121,96.959,04/4,0.13,Hip-Hop
30513,empty_field,Mo Paper,3znPiywA0q1VK2jgAZFDoI,61,0.0432,0.848,,0.731,,F#,0.1,-6.332,Minor,0.444,164.974,04/4,0.701,Hip-Hop
42084,empty_field,Greatest,4SnovfTMzsmOnAfITyPFTP,77,0.0441,0.809,226938,0.737,,C#,0.341,-5.186,Major,0.108,,04/4,0.367,Hip-Hop
211172,empty_field,Drugs & Liquor,3HnhrVBybVBzp9yEQcAzfC,53,0.309,0.713,181125,0.705,,G#,0.0802,-4.448,Major,0.0494,119.998,04/4,0.287,Hip-Hop
176847,empty_field,6th Sense,63twBlrbnFaRpQo7sAxtqD,57,0.0056,0.761,194297,0.617,,C#,0.17,-5.022,Major,0.0564,80.52,04/4,0.295,Hip-Hop
66456,empty_field,Sorry,0WBGu4SCQxUSFtYRomXni9,55,0.428,0.87,451530,0.531,,F,0.0798,-6.471,Major,0.0992,100.01,04/4,0.315,Hip-Hop
70663,empty_field,Who Dat,1vpmEH3AE0mOUNz24yMs84,66,0.149,0.913,123429,0.44,0.0000028,B,0.124,-10.018,Major,0.148,,04/4,0.449,Hip-Hop
132289,empty_field,Water,6Gj8iLMCNHlZqTYWWA7Yds,39,0.0139,0.792,,0.815,,G,0.283,-5.548,Major,0.246,131.915,04/4,0.569,Hip-Hop
24718,Eminem,Dead Wrong (feat. Eminem),0CQev9VKFt3PQRmhHGHuBz,60,0.177,0.682,297427,0.92,0.00158,A#,0.0443,-1.544,Major,0.278,82.228,04/4,0.835,Hip-Hop
187168,empty_field,D'Evils,0ggII5qNKqM3LRGRwayIVR,67,0.00558,0.784,171818,0.586,0.000286,C#,0.106,-3.417,Major,0.187,,04/4,0.656,Hip-Hop
23658,empty_field,Godmode,6LY4mDVzF0Vi6jAD2UMrHB,55,0.348,0.767,196757,0.682,,C,0.124,-7.057,Minor,0.203,138.264,04/4,0.578,Hip-Hop
177129,empty_field,Just Might Be,6W6ijKiufUsBBcgJPKis6T,48,0.14,0.406,232947,0.722,,F#,0.393,-7.865,Minor,0.393,,04/4,0.198,Hip-Hop
108113,empty_field,Sojourner (feat. J. Cole),7bDqSfQ7Sj0mA4hiswGr3t,63,0.00447,0.773,343173,0.622,,C#,0.287,-9.249,Major,0.297,81.194,04/4,0.474,Hip-Hop
88131,empty_field,New Level,7czcoaHZPnBy0akRgbd556,54,0.0852,0.727,151933,0.645,0.0000124,C#,0.405,-5.994,Minor,0.053,119.957,04/4,0.281,Hip-Hop
86130,empty_field,Keep This from Me,4KWRdYADKz1Fo1eLXWuMLi,53,0.0871,0.51,147376,0.626,,C#,0.263,-6.15,Minor,0.332,80.795,04/4,0.516,Hip-Hop
208369,empty_field,I Like It (I Wanna Be Where You Are),6a1CUXd8H3vN1sKBPysFvo,55,0.0611,0.865,,0.641,0.000107,A#,0.218,-6.652,Minor,0.162,95.307,04/4,0.762,Hip-Hop
46455,Bone Thugs-N-Harmony,East 1999,2hBDeiht5WON1KwJvFnsGf,53,0.0748,0.878,261773,0.607,,B,0.659,-9.032,Minor,0.149,129.472,04/4,0.735,Hip-Hop
144866,empty_field,Erase Me - Main,3cB3JDBueYVGe19YebcmPU,70,0.063,0.688,192253,0.631,,A,0.108,-5.612,Major,0.13,186.066,04/4,0.854,Hip-Hop
178628,empty_field,What Up Gangsta,3awm1x3kGmYIVrkNDBFP6U,55,0.00254,0.684,179467,0.772,,D,0.101,-2.382,Major,0.046,82.492,04/4,0.302,Hip-Hop
27022,empty_field,Escape,1oMoEFzcZBYMSdxdE3akUp,56,0.211,0.719,,0.706,,G#,0.117,-7.45,Minor,0.139,80.063,04/4,0.377,Hip-Hop
99440,empty_field,Law,0Czuun770TGnAgTcGg2AeI,60,0.0196,0.882,257267,0.699,,D,0.0469,-5.572,Major,0.249,145.008,04/4,0.42,Hip-Hop
100302,empty_field,Hard Feelings,6kiUS9iifCJEucumjIIArI,55,0.047,0.884,166377,0.759,,G,0.347,-4.944,Minor,0.0756,120,04/4,0.791,Hip-Hop
167293,empty_field,Picture Me Rollin',2ttOFglLynQA0J1B7RhlgX,60,0.029,0.832,314720,0.757,,G,0.463,-4.908,Major,0.135,95.905,04/4,0.449,Hip-Hop
183121,empty_field,Anziety,2BJSMvOGABRxokHKB0OI8i,57,0.326,0.589,412560,0.8,,C#,0.119,-6.54,Major,0.0687,122.898,04/4,0.573,Hip-Hop
161275,Young Nudy,Loaded Baked Potato,5mokboUpvSxFY4vHmpCheF,53,0.294,0.751,277055,0.87,,D,0.0525,-5.088,Major,0.395,119.84,04/4,0.775,Hip-Hop
56210,empty_field,Tryna Do (feat. Jeremih),6oKI26bh1VZcBe3SQNM2ZT,52,0.226,0.806,196545,0.582,,C,0.117,-8.232,Minor,0.211,,04/4,0.625,Hip-Hop
167093,empty_field,So What'Cha Want - 2009 Digital Remaster,42DXaUFEwTy1XGZBKuLAIE,52,0.0469,0.7,,0.942,0.0000293,F,0.0666,-7.355,Minor,0.237,171.37,04/4,0.766,Hip-Hop
167641,empty_field,No Limit (feat. Young Thug),1MOAgfNFslmaHFY3RchuIx,62,0.0799,0.717,228613,0.523,,A#,0.206,-6.506,Minor,0.0611,,04/4,0.282,Hip-Hop
158973,empty_field,American Psycho II,7tGF87BRPAIMgkz8BzNeo3,56,0.353,0.65,224240,0.834,,F#,0.158,-4.353,Minor,0.316,92.979,04/4,0.718,Hip-Hop
103144,empty_field,Blow a Bag,6H4nc5m1uU6h5ORz6YUiPH,56,0.218,0.793,,0.607,0.00000495,E,0.348,-6.488,Minor,0.082,140.992,04/4,0.15,Hip-Hop
58053,empty_field,Baby Girl,5zOnoB8FdZudDcPX4O8WqF,58,0.00781,0.852,,0.459,0.119,A,0.133,-9.658,Major,0.391,163.021,04/4,0.157,Hip-Hop
119001,empty_field,Helluvit,1ZtVN326V42hioNyRjU4P2,56,0.131,0.792,226000,0.362,,F,0.143,-12.683,Minor,0.354,,04/4,0.259,Hip-Hop
58002,empty_field,los Disicipulos,7N3Tc0xDtAtZuWHVmCrOil,58,0.181,0.629,269559,0.893,,C#,0.115,-4.009,Minor,0.275,94.042,04/4,0.86,Hip-Hop
32475,empty_field,Good Lovin,4sUAFt1Wgd5X3Ug8UCUtlE,59,0.291,0.697,223440,0.769,0.00000105,C,0.105,-5.441,Major,0.218,83.898,04/4,0.586,Hip-Hop
132738,empty_field,Bring Da Ruckus,01YvpF3BGxZfxLhyj6UREm,63,0.234,0.794,251467,0.627,,B,0.35,-9.431,Major,0.36,87.554,04/4,0.518,Hip-Hop
139213,empty_field,Navigator Truck,2NFybprIzyEVzwn3PQyiLA,46,0.48,0.809,203327,0.523,,G,0.277,-6.335,Minor,0.206,133.921,04/4,0.827,Hip-Hop
174303,empty_field,Close To Me (feat. Reo Cragun),4Ep90rzBQivdRt7F6RCWRA,63,0.0615,0.487,175219,0.686,0.00147,B,0.0652,-8.379,Minor,0.427,199.862,04/4,0.138,Hip-Hop
141330,empty_field,"Dancing in the Rain (feat. Donnie Trumpet, Brandon Fox & Shay Lewis)",2nGFzvICaeEWjIrBrL2RAx,49,0.817,0.302,,0.475,0.0000207,C,0.322,-11.729,Major,0.156,83.897,03/4,0.212,Hip-Hop
68703,empty_field,Aries (feat. Deadcuts),5rG1DBzmguHh93u0HdaWsB,47,0.206,0.754,,0.373,0.0000376,C,0.264,-13.807,Minor,0.224,136.714,04/4,0.352,Hip-Hop
86673,Eminem,Ball (feat. Lil Wayne),69G6cM3zzrr0x8koLxwAsc,52,0.193,0.772,205360,0.885,0.00000948,C#,0.0953,-4.736,Major,0.0847,,04/4,0.512,Hip-Hop
32482,empty_field,Sip A Lil (feat. Gucci Mane),6ihL9TjfRjadfEePzXXyVF,68,0.118,0.792,278601,0.686,,F,0.188,-5.599,Major,0.0537,,04/4,0.47,Hip-Hop
103088,MoneyBagg Yo,Don't Even Trip (feat. Moneybagg Yo),6iPW1o2S7loqHSOJUnjF20,54,0.00372,0.756,256000,0.637,0.000455,A,0.325,-6.211,Major,0.251,,04/4,0.311,Hip-Hop
121288,empty_field,Gunz N Butter,6O8Fqxnk5OlOivJHklfkPZ,67,0.606,0.852,,0.632,,B,0.142,-8.08,Minor,0.431,,04/4,0.716,Hip-Hop
176656,empty_field,Lost and Found (feat. YNW Melly),3ykujidUtB16GxCQgPU1sz,62,0.0684,0.907,159833,0.683,0.00000718,F,0.0834,-8.079,Major,0.349,89.983,04/4,0.342,Hip-Hop
150081,empty_field,Where It'$ At? (feat. Kirk Knight),1jeH7c2CtqVv0F9ChZcnKA,48,0.82,0.723,248838,0.661,,A#,0.102,-5.292,Minor,0.423,80.351,04/4,0.859,Hip-Hop
70881,empty_field,Elysian Fields,45s88Xopo6KvHc0PQ05aGg,55,0.0257,0.912,,0.717,,G#,0.61,-6.802,Major,0.187,99.943,04/4,0.509,Hip-Hop
217126,empty_field,Bring It Back (with Mike WiLL Made-It feat. Drake),6yh8yf1jpPrTMA5cezYpbi,57,0.154,0.881,255089,0.257,,F#,0.108,-7.796,Minor,0.49,151.978,04/4,0.215,Hip-Hop
160691,empty_field,Thieves In The Night,1Vru63B7jO19kZ3hakNtsO,54,0.21,0.79,316933,0.608,,C#,0.0549,-6.9,Major,0.275,92.147,04/4,0.568,Hip-Hop
163527,empty_field,Stoned Gentleman,5fNMOnKDuzU2V8sHCUu81K,59,0.587,0.732,,0.522,,A#,0.115,-7.023,Minor,0.271,79.958,04/4,0.586,Hip-Hop
180506,empty_field,Low Key,08eT7pQZYzR5mLqo7fgKHC,63,0.316,0.551,,0.573,0.00000249,F,0.107,-4.153,Major,0.372,84.732,03/4,0.209,Hip-Hop
43460,empty_field,Great Man,51Bk94EXavJSMpJV7XBpQJ,64,0.481,0.776,176471,0.812,0.000019,D,0.124,-4.772,Major,0.326,136.051,04/4,0.71,Hip-Hop
41640,empty_field,Up To Something (feat. Travis Scott & Young Thug),0ieqq1wbtso2UjJWPqJ5Xc,68,0.319,0.799,,0.616,,C#,0.134,-8.809,Major,0.157,,04/4,0.667,Hip-Hop
20260,empty_field,I Got A Story To Tell - 2014 Remastered Version,5S8TnsIYMVrUg1bKxiGf6e,56,0.227,0.88,283053,0.813,0.013,C#,0.0581,-5.589,Major,0.269,94.071,04/4,0.603,Hip-Hop
99838,empty_field,Get Jiggy,1pdPUnmmB0ZhQKOLn91B2D,52,0.0787,0.835,260136,0.623,,C#,0.0854,-6.142,Minor,0.362,150.932,04/4,0.249,Hip-Hop
34331,empty_field,You Know,2v9Poxvgi0UnF1ARsnX378,53,0.0691,0.858,,0.348,,A#,0.0938,-11.152,Major,0.238,121,04/4,0.109,Hip-Hop
163316,empty_field,That's That Shit,5RUrVSdaXFVXjYK4lr2xf3,53,0.0206,0.864,257813,0.607,,A,0.0442,-4.891,Minor,0.163,82.048,04/4,0.747,Hip-Hop
48267,empty_field,Cruise Ship,0DXzKuTYVys7VE4vbGhCPS,57,0.0107,0.793,166467,0.742,,C,0.119,-6.185,Major,0.21,150.076,04/4,0.21,Hip-Hop
115369,empty_field,Computer Love,7lg50PPjR4ae8VaSXWp46z,53,0.279,0.668,282480,0.698,,G,0.554,-7.222,Minor,0.123,84.578,04/4,0.71,Hip-Hop
77058,empty_field,Dance 4 Eternity,5cRAelX8WhQm5hJnuGnGx6,49,0.137,0.737,,0.653,0.421,C,0.0828,-10.492,Major,0.0335,121.02,04/4,0.73,Hip-Hop
93650,empty_field,No Question (feat Future),4vX6ulM2gHyvYt1rk0axce,62,0.00176,0.885,251057,0.559,,F#,0.0973,-7.085,Major,0.322,76.472,04/4,0.565,Hip-Hop
189630,empty_field,Rawlings,5V5iluYLBUWcquoFcmINAt,48,0.00822,0.722,,0.596,0.000684,C#,0.161,-5.672,Major,0.0409,135.08,04/4,0.0799,Hip-Hop
205834,empty_field,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],60k0xRw1oYUwZYp4e2iue8,67,0.194,0.551,210960,0.725,,C#,0.0956,-7.619,Minor,0.189,99.919,04/4,0.692,Hip-Hop
127064,empty_field,PGP,55KYlnsC6nYnr3IykbmJwE,76,0.0567,0.803,167707,0.533,0.0323,G,0.281,-7.331,Major,0.0656,,04/4,0.255,Hip-Hop
25419,empty_field,Pre,6yeIPT3MdWZfq1WCK4ze5M,52,0.149,0.668,172493,0.577,0.00111,A,0.182,-6.984,Major,0.0634,99.957,04/4,0.557,Hip-Hop
78084,empty_field,Hun43rd,2OECBjmrt1tupVdg8jcfE1,63,0.444,0.584,,0.546,,D,0.355,-9.321,Major,0.0762,136.336,04/4,0.355,Hip-Hop
134816,empty_field,Memories Back Then,2SRhABKMz7duB9XiPi4SDd,55,0.115,0.796,304320,0.504,,D,0.136,-10.989,Minor,0.0524,130.01,04/4,0.221,Hip-Hop
27890,empty_field,KIDZ,1hyqdQDS87JHYAEhTqvpJx,50,0.00958,0.755,,0.72,0.00000435,C#,0.632,-5.867,Major,0.0517,,04/4,0.0927,Hip-Hop
113247,empty_field,Miss Me,6calVE98d1C7HxMyxhL0LZ,59,0.0844,0.474,305520,0.867,,B,0.334,-6.027,Minor,0.557,153.939,04/4,0.374,Hip-Hop
212226,empty_field,Tomorrow Til Infinity (feat. Gunna),0JdOecAql2ELcACz2mLxuj,60,0.0261,0.855,228307,0.516,0.0000274,C,0.302,-6.972,Major,0.0524,135.97,04/4,0.283,Hip-Hop
116261,empty_field,Xion,2JDWDQCzd0K9mI5GEaToA8,53,0.532,0.865,134027,0.543,0.00000898,B,0.108,-6.053,Minor,0.3,90.033,04/4,0.297,Hip-Hop
147889,empty_field,"Shook Ones, Pt. II",2gILzzZDByjYzMlu8Lrfl0,76,0.0146,0.763,325507,0.786,0.0114,A#,0.0817,-6.472,Minor,0.229,93.857,04/4,0.504,Hip-Hop
