Selected,genre,instance_id,track_name,artist_name,NLRNG (Alternative),NLRNG (Blues),NLRNG (Classical),NLRNG (Comedy),NLRNG (Folk),NLRNG (Hip-Hop),NLRNG (Jazz),NLRNG (Opera),NLRNG (Pop),NLRNG (R&B)
No,Hip-Hop,12868.0,Trap Baby,Young Dolph,0.0267409,0.00098076,0.000492348,0.000665395,0.00189393,0.796043,0.0106965,0.000480982,0.0512726,0.110734
No,Blues,12869.0,Feed My Girl,The Slackers,0.00594283,0.905245,0.00803205,0.0248865,0.0125076,0.000792373,0.0370227,0.00177007,0.000558949,0.00324226
No,Blues,12870.0,Bristol_rock,Black Roots,0.00981152,0.779188,0.0110751,0.0102415,0.0312662,0.00259665,0.143985,0.00198469,0.000771902,0.00907867
No,Classical,12871.0,Soirées musicales: V. L'invito (Arr. for Cello and Piano),Gioachino Rossini,0.000951596,0.0036702,0.914986,0.00066491,0.00303541,0.000571643,0.0141307,0.0599688,0.00116555,0.00085531
No,Jazz,12872.0,Better Together - Happiness Is Wealth Disco Remix,Hayden James,0.0468298,0.0633565,0.0191419,0.00263498,0.0292677,0.00489325,0.795506,0.00145097,0.00174157,0.0351771
No,Blues,12873.0,Soul Deep,Clarence Carter,0.008772,0.811659,0.023422,0.00769495,0.0455137,0.00231857,0.0873759,0.0031018,0.00284051,0.00730156
No,Alternative,12874.0,Tell Me,empty_field,0.544291,0.0762103,0.0775756,0.00199393,0.134697,0.0256374,0.0448063,0.00192922,0.0142746,0.0785845
No,Hip-Hop,12875.0,OMG (feat. Wiz Khalifa),Iggy Azalea,0.0221764,0.00122077,0.000600495,0.000693277,0.00196329,0.774459,0.00770793,0.000550692,0.12832,0.0623075
No,Alternative,12876.0,Nowhere Man,Bryce Vine,0.341224,0.0247051,0.00545091,0.00196928,0.257928,0.0481386,0.0402269,0.00149789,0.0438697,0.234989
No,Blues,12877.0,Hope With the Jet Set,empty_field,0.007205,0.914459,0.0153614,0.0113098,0.0142216,0.000961201,0.0318945,0.00138895,0.000668512,0.00253006
No,Alternative,12878.0,It Can Happen,Yes,0.357805,0.149978,0.0347687,0.00736772,0.291191,0.0078392,0.0770281,0.00351857,0.0117023,0.0588009
No,Pop,12879.0,To Noise Making (Sing),Hozier,0.0350102,0.00564568,0.000941218,0.00109813,0.0235752,0.161978,0.00527758,0.000944835,0.639119,0.12641
No,Blues,12880.0,Contigo,Chino & Nacho,0.0154888,0.816033,0.016472,0.0384078,0.027522,0.00261909,0.0656774,0.00325032,0.00165406,0.0128755
No,Blues,12881.0,How Bad Do You Want It,Tim McGraw,0.0291514,0.713061,0.0266931,0.0200452,0.0731921,0.00297361,0.11334,0.00376447,0.00307924,0.0146999
No,Folk,12882.0,La vie en rose - Single Version,Louis Armstrong,0.0895874,0.0346475,0.00460447,0.00207504,0.44595,0.0183503,0.0471964,0.00223595,0.253035,0.102319
No,Classical,12883.0,"24 Études: No. 1 in C Major, Op. 10, No. 1",Frédéric Chopin,0.00204002,0.00730139,0.847289,0.000892391,0.0105637,0.000995592,0.0691352,0.0573638,0.00245448,0.00196429
No,Pop,12884.0,Daddy,Sammie,0.0747958,0.00918188,0.0014747,0.0017036,0.0473768,0.146905,0.0107683,0.00136422,0.425487,0.280943
No,Blues,12885.0,Take Me To The Alley,Gregory Porter,0.0204347,0.508292,0.0327472,0.00919363,0.102135,0.00363208,0.291956,0.005371,0.00557475,0.020663
No,Jazz,12886.0,Sitting And Watching,Dennis Brown,0.00891115,0.0964836,0.0170882,0.0022133,0.0219377,0.00170251,0.835695,0.00161062,0.000326895,0.0140313
No,R&B,12887.0,Stupid,Sammie,0.0655476,0.0173164,0.00260343,0.00345008,0.0477872,0.042026,0.0533525,0.00152179,0.00468943,0.761706
No,Blues,12888.0,She Cracked,The Modern Lovers,0.0154174,0.857931,0.0274793,0.012639,0.0272547,0.00186645,0.0479921,0.00215801,0.00179518,0.00546657
No,Blues,12889.0,Guess Who's Coming To Dinner,Black Uhuru,0.00621262,0.880426,0.0114308,0.00915181,0.0216643,0.00166557,0.0621005,0.0016855,0.000573086,0.00509002
No,Blues,12890.0,"Get Me Away From Here, I'm Dying",Belle & Sebastian,0.0268154,0.549185,0.0263387,0.0181303,0.0734983,0.00309851,0.277613,0.00429888,0.00209306,0.018928
No,Folk,12891.0,One Toke Over the Line,Brewer & Shipley,0.123141,0.319794,0.0209933,0.0129623,0.363166,0.00465212,0.103299,0.00409125,0.0060739,0.0418265
No,Comedy,12892.0,Nice Baby!,Jim Norton,0.000862519,0.00212092,0.000542096,0.991818,0.000653579,0.000679825,0.00118835,0.000729086,0.00046203,0.000943619
No,Pop,12893.0,Take Back Home Girl (feat. Tori Kelly),Chris Lane,0.0168153,0.00451462,0.000724757,0.000517514,0.0226473,0.0558186,0.00167926,0.000526618,0.846551,0.0502055
No,Blues,12894.0,I Still Love You Julie,Against Me!,0.00740289,0.91252,0.0121994,0.0107376,0.0170978,0.000964569,0.0344174,0.00123859,0.000680756,0.00274066
No,R&B,12895.0,Ugly,$uicideBoy$,0.238318,0.0163681,0.00868345,0.00226126,0.049487,0.258261,0.0370726,0.00167782,0.0512544,0.336616
No,Blues,12896.0,Fin De Semana (feat. Baby Rasta & Gringo),"Wise ""the Gold Pen""",0.0126591,0.825124,0.0128924,0.051022,0.0220113,0.00216739,0.0614225,0.00323246,0.00132001,0.00814882
No,Blues,12897.0,Same Old Story,Pacific Dub,0.0205183,0.540051,0.0333424,0.258654,0.0374638,0.00348784,0.0745058,0.0105373,0.00277476,0.0186645
No,Blues,12898.0,Bajamo Afuego,empty_field,0.0142374,0.856933,0.0113333,0.0272289,0.0195926,0.00337594,0.0539739,0.00250061,0.00254721,0.00827671
No,Blues,12899.0,Band Of Gold - Re-Record,Freda Payne,0.0763223,0.382959,0.0161338,0.0223312,0.34978,0.0028473,0.110924,0.00451578,0.00388132,0.0303045
No,Pop,12900.0,Por un Segundo,empty_field,0.0585014,0.0125176,0.00165845,0.00196015,0.0585167,0.182659,0.0143949,0.00159393,0.511073,0.157125
No,Jazz,12901.0,Do Some Real,Mono:Massive,0.0279541,0.0386102,0.011901,0.0014992,0.0363286,0.0099543,0.814467,0.00168501,0.00147658,0.056124
No,Pop,12902.0,Let Me Down,empty_field,0.048588,0.00795669,0.00100772,0.00158933,0.0528832,0.136952,0.0088305,0.00121667,0.383222,0.357754
No,R&B,12903.0,The Palisades,Childish Gambino,0.167568,0.00745846,0.00226974,0.00175132,0.027575,0.28112,0.0282125,0.00116943,0.0476543,0.435222
No,Pop,12904.0,Bad Mother F*cker,Machine Gun Kelly,0.0499721,0.00474584,0.00163018,0.000973713,0.0159502,0.237072,0.00645598,0.000893242,0.588115,0.0941919
No,R&B,12905.0,What Do I Do,Taylor Acorn,0.278142,0.0276057,0.0068735,0.00297329,0.102639,0.073206,0.0510809,0.00180511,0.0181175,0.437556
No,Comedy,12906.0,The 'N' Word,Jim Norton,0.000887628,0.0022161,0.000560223,0.991535,0.00067462,0.000698777,0.00123704,0.000746289,0.000475347,0.000968633
No,R&B,12907.0,Fifty Ball (feat. Moneybagg Yo & Smokepurpp),24hrs,0.0943724,0.00294414,0.00137596,0.00118921,0.0101912,0.308293,0.0192783,0.000753032,0.0301869,0.531416
No,Classical,12908.0,"Cantata, BWV 208: Schafe können sicher weiden",Johann Sebastian Bach,0.0010667,0.00393918,0.907863,0.000645235,0.00456573,0.000608126,0.0221696,0.0566015,0.00157704,0.000963547
No,Blues,12909.0,Asi,Caramelos De Cianuro,0.012394,0.818915,0.0135884,0.0209393,0.0210188,0.00159119,0.100309,0.00239283,0.000977798,0.0078737
No,Blues,12910.0,Some Girls,Adam Doleac,0.126206,0.571845,0.0874229,0.00618862,0.0979211,0.0107849,0.0655259,0.00267566,0.00812777,0.0233021
No,Blues,12911.0,It's 5 O'Clock Somewhere - Live,Alan Jackson,0.0155075,0.822197,0.0145439,0.0257109,0.0388031,0.00162004,0.0702824,0.00269038,0.00115502,0.00749011
No,Folk,12912.0,When Your Mind's Made Up,Glen Hansard,0.140773,0.0377803,0.00568505,0.00158552,0.661392,0.00545009,0.0460041,0.00154086,0.039085,0.0607044
No,Comedy,12913.0,My Son's Autistic,empty_field,0.000922556,0.00224848,0.000579685,0.991261,0.000705828,0.000723924,0.00128024,0.000770314,0.000489483,0.00101834
No,Jazz,12914.0,"Sensuality, Pts. 1 & 2",The Isley Brothers,0.0196391,0.103168,0.0642591,0.00335866,0.0528574,0.00495246,0.711716,0.00628654,0.00187155,0.0318919
No,Opera,12915.0,"Ave Maria, CG. 89a",empty_field,0.000836063,0.0029468,0.0931575,0.0016771,0.00109574,0.000693353,0.00208003,0.895577,0.000813968,0.00112255
No,Opera,12916.0,"Parsifal, WWV. 111: Prelude",Richard Wagner,0.00115742,0.00292864,0.0978427,0.00155448,0.0023745,0.000842864,0.00370542,0.886839,0.00127169,0.00148289
No,Opera,12917.0,"Suite in D Major, RCT3: V. La Follette",Jean-Philippe Rameau,0.00165654,0.0049389,0.329553,0.00205502,0.00322628,0.00117446,0.00738428,0.646314,0.00181884,0.00187922
No,Comedy,12918.0,I'm On Weeds,Kevin Nealon,0.00087495,0.00216793,0.000565146,0.991633,0.000667762,0.000689943,0.0012111,0.000758927,0.000470292,0.000960453
No,Blues,12919.0,Ghost Town,Sticky Fingers,0.0276823,0.840861,0.036167,0.0051115,0.0339424,0.00452798,0.0408015,0.0012842,0.00273313,0.00688872
No,R&B,12920.0,Down,Global Dan,0.18488,0.00947876,0.00229672,0.00185783,0.0407265,0.159783,0.0303742,0.00112826,0.0232919,0.546182
No,R&B,12921.0,Just Give Me a Reason,P!nk,0.162525,0.0146747,0.00243332,0.0024436,0.0674465,0.185605,0.0273902,0.00177491,0.143072,0.392635
No,Alternative,12922.0,Raven Wing,Iced Earth,0.364542,0.132035,0.126767,0.00512243,0.110944,0.0181866,0.154896,0.00405951,0.0100552,0.0733925
No,Opera,12923.0,"Carmen, WD 31 / Act 1: ""L'amour est un oiseau rebelle""",Georges Bizet,0.000779715,0.00321014,0.0530038,0.00176235,0.000873696,0.000637412,0.00138536,0.936766,0.00053713,0.00104406
No,R&B,12924.0,Cuernú - Remix,Jamby el Favo,0.229196,0.0115935,0.00270783,0.00218254,0.0369231,0.0935025,0.0900788,0.00128271,0.0121542,0.520379
No,Hip-Hop,12925.0,Talk (feat. Tech N9ne & Devvon Terrell),Futuristic,0.0457902,0.0030552,0.00102693,0.00125164,0.00683366,0.707375,0.0163312,0.000842565,0.0510626,0.166431
No,Hip-Hop,12926.0,No Scrubs,William Singe,0.0532462,0.00579147,0.00112521,0.0016269,0.0189081,0.508566,0.0156729,0.00122,0.16071,0.233133
No,Opera,12927.0,"Norma - Critical Edition by Maurizio Biondi and Riccardo Minasi / Act 1 Scene 1: ""Ah! bello a me ritorna""",Vincenzo Bellini,0.000773332,0.00304201,0.0442941,0.00191099,0.000758979,0.000641073,0.00124726,0.945789,0.000488326,0.00105502
No,Pop,12928.0,Mi Religión,empty_field,0.0476835,0.00472343,0.00114,0.00121735,0.014547,0.347258,0.00794789,0.00102595,0.431392,0.143065
No,Alternative,12929.0,Heaven,Big Wild,0.317147,0.0215041,0.00631955,0.00210121,0.248136,0.0539627,0.0493655,0.00170233,0.0567262,0.243035
No,Blues,12930.0,Thank You Bakersfield,Gabriel Iglesias,0.0409137,0.441534,0.0388617,0.067541,0.0459487,0.00618815,0.320359,0.00844393,0.0033601,0.0268498
No,Jazz,12931.0,Boom Clack,Jon Kennedy,0.0136817,0.180237,0.0375658,0.00363225,0.0324706,0.00267325,0.711309,0.00355731,0.000753248,0.0141198
No,Alternative,12932.0,Lawn Chair Lazy,James Barker Band,0.379212,0.132781,0.0293934,0.00328265,0.287682,0.0167407,0.0642288,0.00193694,0.0133963,0.0713461
No,Classical,12933.0,Impromptu Op. 90 No. 4 For Piano,Arthur Rubinstein,0.000888519,0.00324852,0.925612,0.000519831,0.00375239,0.000510436,0.0187159,0.0446871,0.00127858,0.000786316
No,Folk,12934.0,To Be Without You,empty_field,0.25485,0.0508344,0.00847627,0.00302516,0.306239,0.0310379,0.120431,0.00259265,0.0568538,0.16566
No,R&B,12935.0,Kompany,Monte Booker,0.161208,0.0069794,0.00166463,0.00190496,0.0221565,0.329426,0.0227723,0.00126374,0.0561179,0.396507
No,Folk,12936.0,1922 Blues,Charlie Parr,0.0604303,0.260926,0.0151088,0.0108637,0.502466,0.00258373,0.107344,0.00435567,0.00730449,0.0286172
No,Comedy,12937.0,Dirty Picture,Rachel Feinstein,0.000972468,0.00229258,0.000589995,0.990952,0.000723811,0.000758804,0.00134069,0.000780132,0.000514326,0.00107481
No,Blues,12938.0,High Grade (feat. Skillinjah),Josh Heinrichs,0.0163892,0.826875,0.0125144,0.0318636,0.0255473,0.00523592,0.0632324,0.00305823,0.00245491,0.0128285
No,Classical,12939.0,"Die Walküre, WWV 86B, Act I (Highlights): Prelude",empty_field,0.00109659,0.00345014,0.882702,0.000725157,0.00390513,0.000653018,0.0150647,0.0899156,0.001502,0.000985623
No,Hip-Hop,12940.0,End Of The Road,Machine Gun Kelly,0.0438727,0.00201205,0.000768737,0.000996511,0.00424701,0.718543,0.0149822,0.000683679,0.0468753,0.167019
No,R&B,12941.0,Do You Feel,Sir Charles Jones,0.337031,0.0255548,0.00624016,0.0029636,0.0539885,0.0853857,0.0787743,0.0018344,0.0341191,0.374108
No,Blues,12942.0,I Don't Smoke,Lee Brice,0.250569,0.288625,0.0464525,0.00960956,0.208275,0.0116201,0.106011,0.00348833,0.00837843,0.0669707
No,Comedy,12943.0,Tune Me Out,MU330,0.0231257,0.223031,0.0159953,0.627007,0.03179,0.00236585,0.0498396,0.00667517,0.00107165,0.0190992
No,Blues,12944.0,Social Muckary,Big D and the Kids Table,0.0453264,0.644577,0.0283692,0.130171,0.0437011,0.00292796,0.0783254,0.00644744,0.00177762,0.0183767
No,Jazz,12945.0,Soy De La Calle,Wisin & Yandel,0.0517914,0.360011,0.0221992,0.0350565,0.0565838,0.0204216,0.384689,0.00481632,0.00578746,0.0586431
No,Alternative,12946.0,Siren (feat. Stick Figure),The Movement,0.420174,0.019878,0.00733012,0.00233318,0.0526051,0.0841021,0.037289,0.0014624,0.0185453,0.356281
No,Opera,12947.0,Giselle: Act II: Variation de Giselle,Adolphe Adam,0.000815454,0.00262078,0.0622991,0.00150957,0.00114812,0.000655149,0.00183791,0.927281,0.000732957,0.00110035
No,Pop,12948.0,Keep the Fyah Burning,Nonpalidece,0.0822823,0.00930092,0.00165852,0.00185542,0.0375954,0.200003,0.0126078,0.00144255,0.38072,0.272534
No,Jazz,12949.0,Love For Sale - Remastered,Cannonball Adderley,0.0820041,0.0673489,0.0137797,0.00329031,0.121133,0.0208815,0.518264,0.00300934,0.00547601,0.164814
No,R&B,12950.0,Diversity,Alborosie,0.143157,0.153578,0.0136371,0.0161553,0.107303,0.0555226,0.238332,0.00449539,0.0085933,0.259226
No,Blues,12951.0,Fireflies,Faith Hill,0.0384199,0.58843,0.0217088,0.0179501,0.131338,0.00462944,0.156927,0.00437122,0.00563716,0.0305878
No,Jazz,12952.0,Cool Struttin',Sonny Clark,0.0915376,0.0888363,0.0127779,0.00304016,0.297221,0.0142174,0.365265,0.00281172,0.0215405,0.102752
No,Jazz,12953.0,Suga Honey Iced Tea,empty_field,0.0297023,0.121326,0.0158473,0.00438435,0.0362558,0.00407078,0.754046,0.00206807,0.00162977,0.0306702
No,Jazz,12954.0,Stay Around,J.J. Cale,0.0748418,0.155144,0.0180516,0.00607001,0.260413,0.0072266,0.389148,0.00376271,0.00723152,0.0781114
No,Alternative,12955.0,Dressed to Suppress,empty_field,0.770509,0.0287942,0.0263886,0.000740843,0.0981256,0.0115922,0.0177199,0.000784776,0.0114395,0.0339053
No,Jazz,12956.0,Someday,Surfaces,0.158309,0.18929,0.0294357,0.0111368,0.225129,0.0110217,0.239461,0.00558178,0.0115179,0.119117
No,Classical,12957.0,Liebestraum No3 Op. 62 S541,Arthur Rubinstein,0.00369767,0.0143214,0.797952,0.00137723,0.0175703,0.0015436,0.118725,0.037884,0.00247731,0.00445175
No,Opera,12958.0,"Puccini: Madama Butterfly, Act 2: ""Che tua madre dovrà"" (Butterfly)",Giacomo Puccini,0.000534624,0.00226134,0.0372565,0.00141861,0.000499644,0.000475374,0.000792889,0.955627,0.000371233,0.000762777
No,Alternative,12959.0,Good Ole American Way,empty_field,0.296113,0.236599,0.0364804,0.00984074,0.239923,0.0116851,0.0748964,0.00377743,0.010526,0.0801593
No,Folk,12960.0,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,0.102283,0.0322284,0.00515203,0.00155792,0.567542,0.0110357,0.0325019,0.00174822,0.1795,0.0664507
No,Hip-Hop,12961.0,Tearz,empty_field,0.0373721,0.00137313,0.000519635,0.000970511,0.00321525,0.731868,0.017039,0.000633754,0.0808164,0.126192
No,Pop,12962.0,I'm Not Alright,Shotgun Rider,0.198593,0.040157,0.00475037,0.00213664,0.278696,0.050575,0.0183074,0.00196408,0.299364,0.105456
No,Comedy,12963.0,War on Terror,empty_field,0.000860133,0.00212062,0.000540935,0.991834,0.000653002,0.000677122,0.00118631,0.000727643,0.00046005,0.000940621
No,Alternative,12964.0,Get Up,empty_field,0.668253,0.0409068,0.0264522,0.00114769,0.13106,0.0306096,0.0174266,0.00105059,0.0224302,0.060663
No,R&B,12965.0,Birthday Boy (feat. Zack Villere),Tobi Lou,0.111612,0.0115829,0.0029197,0.00269231,0.0490726,0.285103,0.0460392,0.00189162,0.0592807,0.429806
No,Classical,12966.0,"Peer Gynt Suite No. 1, Op. 46: I. Morning Mood",Edvard Grieg,0.000970557,0.00278328,0.92745,0.000424975,0.00564366,0.00049688,0.0251503,0.0345854,0.00167312,0.000822187
No,Folk,12967.0,Sweet Love of Mine (Acoustic),Joy Williams,0.0525065,0.0540784,0.00576944,0.00170186,0.729127,0.00283826,0.0886261,0.00185543,0.0268479,0.0366491
No,Hip-Hop,12968.0,Crew REMIX,GoldLink,0.046687,0.00322408,0.000873963,0.00122476,0.010088,0.395968,0.010021,0.000962688,0.362883,0.168067
No,Classical,12969.0,"Symphony No. 3: IV. Molto deliberato (Freely, at First)",Aaron Copland,0.00167698,0.00566888,0.695163,0.00152604,0.0044003,0.00108863,0.0136961,0.273138,0.00193756,0.00170408
No,Folk,12970.0,It's Friday,Dean Brody,0.25006,0.0687761,0.0100301,0.00302523,0.495697,0.0107138,0.0520431,0.00197216,0.0223996,0.0852822
No,Blues,12971.0,Play Doh!,The Aquabats!,0.00720807,0.901307,0.0163594,0.0173509,0.0128351,0.000859148,0.0382169,0.00203848,0.000697106,0.00312832
No,Classical,12972.0,Cello Concerto in E Minor: III. Allegro,Aram Khachaturian,0.000849335,0.0028177,0.92352,0.00050484,0.0033694,0.000493525,0.0147595,0.0517552,0.00119767,0.000732347
No,Pop,12973.0,Dream A Little Dream Of Me - Album Version With Introduction,empty_field,0.0772228,0.0343163,0.00484736,0.00274348,0.262437,0.0389042,0.0416367,0.0027311,0.338167,0.196994
No,Blues,12974.0,Pass the Dutchie,Buck-O-Nine,0.00793666,0.892895,0.0128211,0.0226575,0.0151596,0.000983405,0.0405743,0.00206523,0.000795672,0.00411125
No,Folk,12975.0,I Hate Everything,George Strait,0.168637,0.164436,0.0165203,0.00740447,0.416032,0.0082769,0.128983,0.00360037,0.0113004,0.0748093
No,R&B,12976.0,We’re Tired,The Blancos,0.152201,0.00714564,0.00217648,0.00158776,0.0331166,0.0565244,0.0253404,0.000814133,0.00674596,0.714348
No,Blues,12977.0,I Was A High School Psychopath,Screeching Weasel,0.00543915,0.908331,0.0101025,0.0253787,0.0113512,0.000579065,0.0340964,0.00185354,0.000376418,0.00249163
No,Jazz,12978.0,Locked,Four Tet,0.0541156,0.0589301,0.0188217,0.00173418,0.0434481,0.0124444,0.752987,0.00144211,0.0030618,0.0530151
No,Alternative,12979.0,Pretty Little Lie,Blackberry Smoke,0.707599,0.0470868,0.0203457,0.00216879,0.129951,0.00961066,0.0224349,0.00131654,0.00879706,0.0506897
No,Opera,12980.0,"Carmen, WD 31 / Act 1: L'amour est un oiseau rebelle",Georges Bizet,0.000878004,0.00368101,0.0704069,0.00211752,0.00100854,0.00072235,0.00178729,0.917534,0.000675686,0.00118839
No,Folk,12981.0,Porcelain,empty_field,0.0595038,0.0957879,0.0142566,0.00352363,0.596959,0.0038342,0.157659,0.00354266,0.0136387,0.0512937
No,Jazz,12982.0,Easy Living,Billie Holiday,0.0305482,0.110339,0.0168131,0.00245082,0.180632,0.00465968,0.607933,0.00301922,0.00644864,0.0371574
No,Blues,12983.0,Quitters Never Win,Dr. John,0.0108087,0.762966,0.0129061,0.0139642,0.0269313,0.0018488,0.160096,0.00215059,0.000817782,0.00751047
No,Blues,12984.0,Harry Bridges,Rancid,0.005566,0.91479,0.010404,0.0202309,0.0115714,0.000617337,0.032077,0.00179073,0.000501364,0.002451
No,Jazz,12985.0,Up Against the Wall Riddim,The Skints,0.0429342,0.065594,0.00694001,0.0026689,0.0412228,0.0120171,0.748059,0.0014096,0.00174423,0.0774103
No,Pop,12986.0,American Ride,empty_field,0.16802,0.0500283,0.00877029,0.0028092,0.134188,0.0908698,0.0179882,0.00240554,0.412047,0.112873
No,Opera,12987.0,"Puccini: Turandot: Signore, ascolta! - Act One",Giacomo Puccini,0.000476728,0.00203052,0.0318482,0.00135177,0.00042701,0.000431798,0.000657091,0.961766,0.000325221,0.000685205
No,Pop,12988.0,Para Ti Papá,Ulices Chaidez,0.116054,0.0361929,0.00497735,0.00314848,0.257715,0.0492961,0.0387562,0.00279481,0.307296,0.183769
No,R&B,12989.0,Under The Water,Dirty Heads,0.213391,0.0163951,0.00708415,0.0019905,0.0690878,0.161163,0.0294682,0.00141658,0.0406093,0.459394
No,Hip-Hop,12990.0,Stevie Wonder,Yella Beezy,0.0668985,0.00592593,0.00181073,0.0023755,0.0105229,0.579688,0.037202,0.00137505,0.0318056,0.262396
No,Opera,12991.0,"Carmen, Act I, No.4 Choeur des Cigarières: Mais nous ne voyons pas la Carmencita!...Quand je vous aimerai? (Jeunes gens/Dragons/Cigarières/Carmen)",Georges Bizet,0.00097312,0.00407954,0.067738,0.00205494,0.00114217,0.0007752,0.001943,0.919343,0.000662499,0.00128822
No,Folk,12992.0,"Forever And Ever, Amen",empty_field,0.178142,0.0490726,0.00484786,0.00230355,0.418034,0.0296842,0.027164,0.0019974,0.209212,0.0795427
No,R&B,12993.0,Low Battery,PARTYNEXTDOOR,0.215383,0.0146901,0.00308787,0.00246045,0.0677378,0.0772481,0.0559371,0.0014135,0.0204015,0.541641
No,Alternative,12994.0,We Don't Know,The Strumbellas,0.525159,0.0419103,0.0146039,0.0017682,0.240417,0.0159988,0.0375895,0.0015096,0.0241204,0.0969236
No,Opera,12995.0,Requiem,Giuseppe Verdi,0.00125236,0.00584504,0.411084,0.00214772,0.00166036,0.000991032,0.00471075,0.569771,0.00110159,0.00143616
No,Jazz,12996.0,Bad Boy / Having a Party,Luther Vandross,0.0883805,0.054656,0.0114795,0.00568049,0.0602842,0.0289248,0.429545,0.00285909,0.00338951,0.314801
No,Blues,12997.0,The State of Florida,Less Than Jake,0.00580789,0.916333,0.00933579,0.0209174,0.0112321,0.000690524,0.0311823,0.00159101,0.000471981,0.00243773
No,Comedy,12998.0,Hotel Problems,Brian Regan,0.000918515,0.00222064,0.000568228,0.991353,0.000694464,0.000718367,0.00127015,0.000758187,0.00048638,0.00101214
No,Alternative,12999.0,Drink,Alestorm,0.734046,0.047678,0.0232497,0.00115789,0.123152,0.0103173,0.0175939,0.000875269,0.00900649,0.0329233
No,Hip-Hop,13000.0,Low,empty_field,0.0343353,0.00117825,0.000570362,0.000780244,0.00214744,0.795236,0.0132677,0.000546415,0.0519002,0.100038
No,Hip-Hop,13001.0,JustLikeMyPiss,Ski Mask The Slump God,0.0196875,0.000780385,0.000439743,0.000546533,0.00119807,0.818984,0.00681528,0.000427959,0.0993584,0.051762
No,Hip-Hop,13002.0,Tacos Altos,Farruko,0.0314727,0.00165376,0.000668296,0.000923961,0.00388949,0.508976,0.0101839,0.000748105,0.357701,0.0837832
No,Pop,13003.0,It's Beginning to Look a Lot Like Christmas,Michael Bublé,0.0525996,0.0317698,0.00523758,0.00188037,0.340823,0.012858,0.0324814,0.00239045,0.439227,0.0807327
No,R&B,13004.0,Beckett,Walker Hayes,0.145567,0.129255,0.0161977,0.0108909,0.116932,0.0276298,0.216566,0.0039749,0.00576656,0.327221
No,Pop,13005.0,Loma de Cayenas,empty_field,0.0372693,0.00529922,0.00123405,0.00112435,0.0151564,0.270014,0.00650452,0.00100286,0.586598,0.0757975
No,Comedy,13006.0,I Don't Feel Good / Vegetarian Option,Tom Papa,0.000856738,0.00211179,0.000539472,0.991865,0.000650217,0.000675026,0.00117994,0.000726244,0.000458878,0.000936626
No,Hip-Hop,13007.0,Moves,Big Sean,0.0257173,0.00170799,0.000606673,0.000832577,0.00387779,0.543276,0.00758728,0.000691664,0.336199,0.0795041
No,Alternative,13008.0,Blinding,Florence + The Machine,0.479394,0.0652159,0.0255862,0.00173409,0.28519,0.0164707,0.0431877,0.001379,0.0158419,0.0660005
No,Jazz,13009.0,Next Door Neighbor Blues,Gary Clark Jr.,0.0156787,0.440575,0.0284127,0.0112379,0.0314353,0.0024179,0.45161,0.00340482,0.000936778,0.0142908
No,Hip-Hop,13010.0,Desde el Corazón,Bad Bunny,0.0158972,0.00154299,0.00045209,0.000619532,0.00332621,0.558813,0.0039952,0.000559225,0.352742,0.062053
No,Blues,13011.0,Blue Moon Nights,John Fogerty,0.0922524,0.402942,0.0166316,0.0173444,0.330887,0.00369429,0.0957013,0.00392387,0.00523848,0.0313845
No,Pop,13012.0,Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,0.166562,0.0198463,0.00524383,0.00139116,0.0711099,0.0916442,0.00793087,0.00137062,0.547325,0.0875757
No,R&B,13013.0,Don't Let the Green Grass Fool You (Live),The California Honeydrops,0.128905,0.0802593,0.0159927,0.00829965,0.162571,0.0246364,0.21504,0.00394719,0.00742625,0.352923
No,Hip-Hop,13014.0,Seasons (with Sjava & Reason),Mozzy,0.038148,0.00228116,0.000759041,0.00107846,0.00614929,0.491614,0.01049,0.000842583,0.328649,0.119989
No,Folk,13015.0,Open Wide,empty_field,0.0947379,0.268569,0.0247501,0.00968357,0.310349,0.0103806,0.168842,0.00492284,0.0197056,0.0880592
No,Classical,13016.0,Someday My Prince Will Come,empty_field,0.00126898,0.00456848,0.907701,0.00058981,0.00639612,0.000656384,0.038225,0.0377484,0.0016889,0.00115731
No,Hip-Hop,13017.0,Proxies,Flatbush Zombies,0.077589,0.00216273,0.000872329,0.00142978,0.00554404,0.572631,0.0252776,0.000852821,0.046414,0.267227
No,Opera,13018.0,"Tosca (2002 Digital Remaster), Act I: Gente là dentro! (Cavaradossi/Angelotti/Tosca)",empty_field,0.00158374,0.00762417,0.104218,0.0042073,0.00184678,0.00115127,0.00319909,0.873235,0.000950989,0.00198382
No,Pop,13019.0,Let's Shut Up & Dance,Jason Derulo,0.0264786,0.0027865,0.000646681,0.00078535,0.00980354,0.237431,0.00402427,0.00068667,0.616253,0.101104
No,Blues,13020.0,Hold You - feat. Major Lazer [Major Lazer Remix],Gyptian,0.177753,0.235289,0.0239729,0.0084759,0.133528,0.0620265,0.172776,0.00344619,0.0258475,0.156886
No,Alternative,13021.0,Talk On The Street,Greta Van Fleet,0.337469,0.0462186,0.0096428,0.00236173,0.146914,0.0966333,0.0200075,0.00199988,0.202863,0.13589
