artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster,t-SNE-y,t-SNE-x,DBSCAN Core
Blind Guardian,Into the Storm - Remastered 2007,28g4onUQqilACUFgRkHg6r,35648,41,0.00681,0.483,264747,0.981,0.00582,C#,0.589,-3.641,Major,0.0788,101.7,04-Apr,0.102,Classical,CL1,-33.8734,8.41765,1
empty_field,"Impromptu for Viola & Piano, Op. 33",1L4RtuEiAiwdX5taX4meLI,111564,26,0.992,0.244,307601,0.104,0.825,G,0.0893,-20.735,Minor,0.0472,88.327,03-Apr,0.117,Classical,CL1,44.8991,16.6622,1
empty_field,"Violin Concerto No. 2 in D Major, K. 211: III. Rondeau",5Q36ZTmWp2QQZnyUZLeVE9,126601,32,0.951,0.397,240053,0.349,0.343,D,0.373,-13.421,Major,0.0458,146.232,03-Apr,0.487,Classical,CL1,-5.82031,6.51045,1
empty_field,Weightless,7EOGIqRUHjsnDFoerUgBWY,59092,44,0.000163,0.515,401000,0.896,0.00184,A,0.14,-6.483,Minor,0.0711,105.01,04-Apr,0.157,Classical,CL1,-28.6323,21.953,1
Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46: 1. Morning Mood",2NDMeVhna9urFX1rdN4foY,98345,33,0.988,0.0665,307601,0.0218,0.882,E,0.195,-26.399,Major,0.0404,48.959,04-Apr,0.0362,Classical,CL1,-59.6246,-25.4205,1
Carl Orff,"Carmina Burana, III. Cour d'amours (Version for Soloists, Choruses, 2 Pianos & Perc.): In trutina",6YbxtxJnMRqvY2Rk66tl3l,176259,32.7529,0.963,0.2,112520,0.0133,2.36e-06,D,0.0668,-31.84,Major,0.0469,89.458,04-Apr,0.0415,Classical,CL1,6.31027,5.65771,1
Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 2 ""La fuite en Égypte"": Overture",4N9loYX1K9J1adg93JtvSF,178164,29,0.892,0.0892,345000,0.0121,0.873,F#,0.0772,-33.015,Minor,0.0457,104.518,03-Apr,0.0385,Classical,CL3,-33.3003,-25.1496,1
empty_field,Dolor,5EugXICXL06waHgP4iTI58,80067,32.7529,0.989,0.252,151342,0.151,0.909,E,0.0854,-16.944,Minor,0.0341,143.498,04-Apr,0.0373,Classical,CL1,-72.297,-1.21866,1
empty_field,"Suite No. 3 in C Major, BWV 1009: III. Courante",6R0GRYk2vs2XuBVemYK5YZ,25649,32.7529,0.971,0.417,210467,0.14,0.87,F#,0.127,-21.795,Major,0.0533,88.956,03-Apr,0.592,Classical,CL3,-38.9759,-22.2282,1
empty_field,"12 Études, Op. 25: Étude No. 5 in E Minor",0BzncqR8TyG5Jzy7NNk9pm,74911,49,0.991,0.396,173960,0.0855,0.881,E,0.123,-24.295,Major,0.0346,104.424,04-Apr,0.187,Classical,CL1,-56.0723,-21.6671,1
Max Bruch,"Double Concerto for Clarinet and Viola with Orchestra, Op. 88: I. Andante con moto",3zl4HPDF1fCoTZnPjHgSsb,140733,32,0.989,0.132,432533,0.169,0.82,E,0.0861,-15.788,Minor,0.0388,88.004,04-Apr,0.0393,Classical,CL1,-69.3962,-0.175316,1
Johannes Brahms,"Symphony No.2 In D, Op.73: 3. Allegretto grazioso ( Quasi andantino) - Presto ma non assai",7mpPg4eqkRvqy7V2FkJeiC,210744,26,0.969,0.258,321333,0.0472,0.467,C,0.165,-28.085,Major,0.0438,80.591,04-Apr,0.326,Classical,CL1,0.326452,36.9799,1
empty_field,"Piano Concerto No. 27 in B-Flat Major, K. 595: II. Larghetto",6rUp7v3l8yC4TKxAAR5Bmx,214061,21,0.988,0.296,510280,0.0222,0.735,D#,0.114,-23.711,Major,0.0389,104.518,04-Apr,0.0714,Classical,CL1,64.7644,-35.1861,1
Chris Thile,Marcie,03v70ZBxmcPX3RWAZMzqaW,185048,28,0.967,0.516,290187,0.111,0.0287,B,0.0997,-17.891,Major,0.0393,134.167,04-Apr,0.189,Classical,CL6,-26.1336,59.9921,1
Wolfgang Amadeus Mozart,"String Quartet No. 3 in G Major, K. 156: I. Presto",7m1uhobCwJge89ffM6r1Ip,94338,25,0.978,0.385,307601,0.124,0.684,D,0.252,-18.885,Major,0.0381,124.368,03-Apr,0.448,Classical,CL1,-6.87163,5.5858,1
empty_field,"Die Zauberflöte, K. 620, Act I Scene 1: Zu Hilfe! Zu Hilfe! (Tamino, Damen)",5J3LR9JWrZIUTG7UGZkIKg,97819,23,0.98,0.356,214893,0.0545,0.000201,G#,0.125,-23.041,Major,0.0466,69.925,04-Apr,0.181,Classical,CL5,71.0551,2.4389,1
Peter Schmalfuss,"Walzer, Nr. 7, Cis-Moll, op. 64,2",02bDsmqHrvFzj0fZA6Srpk,31724,44,0.992,0.237,208000,0.0315,0.914,C#,0.0999,-30.987,Minor,0.0404,104.518,03-Apr,0.0924,Classical,CL1,-34.1683,-65.6712,1
Antonín Dvořák,"Rusalka, Op. 114, B. 203, Act III: Že se bojíš? Třesky, plesky (Live)",7MOQrtXMNImAq5TrPZzC0w,111413,32.7529,0.969,0.406,474813,0.162,6.14e-06,A#,0.162,-18.92,Minor,0.0626,128.101,04-Apr,0.168,Classical,CL1,30.1945,-9.86058,1
Franz Liszt,"Liebesbotschaft, S. 560/10 from Schwanengesang",5JAi8xj5HavxosXBqj8Ggu,210607,34,0.995,0.266,307601,0.012,0.933,G,0.132,-34.091,Major,0.0331,61.98,04-Apr,0.172,Classical,CL1,37.1791,46.8517,1
Johannes Brahms,"Piano Quartet No.1 In G Minor, Op.25: 4. Rondo alla Zingarese",2Iz0F9rMlbO1xpUdnPZQat,30987,28,0.967,0.384,490013,0.149,0.745,G,0.125,-19.127,Major,0.0469,87.896,04-Apr,0.229,Classical,CL1,32.797,41.9543,1
Béla Bartók,"Violin Concerto No. 2, Sz 112: Violin Concerto No. 2, Sz 112: I. Allegro non troppo",0mZA1vPiNv6TCEflQeiyyj,78335,31,0.885,0.227,918027,0.105,0.698,D,0.0963,-23.001,Major,0.0435,85.379,04-Apr,0.0594,Classical,CL1,4.65126,0.997956,1
Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: 1. Allegro con brio",6g4T7apIu8fT2LzoPvAa2U,32367,55,0.957,0.248,442000,0.298,0.9,C,0.0943,-15.661,Minor,0.0395,97.853,04-Apr,0.157,Classical,CL1,-9.38853,62.1378,1
Iced Earth,Black Flag,1IunpAQG8ifLoJ7qUeYdVh,199503,39,0.000146,0.482,296640,0.95,0.0335,D#,0.0776,-3.358,Minor,0.145,104.518,04-Apr,0.374,Classical,CL1,-24.5211,13.5494,1
Richard Strauss,"4 Letzte Lieder, TrV 296: No. 3, Beim Schlafengehen (Live)",7GdSvJ1lnSYelQzd0Gv4Fs,144559,32.7529,0.918,0.189,315067,0.0516,0.00204,C#,0.237,-25.431,Major,0.0439,101.799,03-Apr,0.0392,Classical,CL1,-27.2432,-64.7312,1
Ludwig van Beethoven,"6 Bagatelles, Op.126: 2. Allegro",0voIE3of1uLhOyPSmRPE4A,108541,28,0.992,0.408,174200,0.081,0.917,C,0.0819,-24.635,Minor,0.0399,104.518,04-Apr,0.305,Classical,CL1,-7.52834,59.9593,1
Dmitri Shostakovich,"Symphony No. 10 in E Minor, Op. 93: II. Allegro",772u0BD76oq8c4JqCLxpUH,120928,35,0.758,0.462,307601,0.624,0.919,F,0.269,-8.213,Minor,0.0631,88.205,04-Apr,0.32,Classical,CL1,3.53352,-64.5549,1
André Previn,Lost In The Stars,3f3vW2F2ZOOXPgKXL8Pg3h,206417,35,0.871,0.342,212293,0.26,0.628,C#,0.247,-12.581,Major,0.0279,69.712,04-Apr,0.241,Classical,CL1,-37.5296,-47.1443,1
empty_field,"2 Pièces hébraïques: No. 1, Invention",0qsg5hwqGBvn0xp36rDjMk,30237,32,0.995,0.44,403547,0.0125,0.923,E,0.0725,-26.603,Minor,0.066,104.518,04-Apr,0.101,Classical,CL1,-74.6652,-1.10174,1
Felix Mendelssohn,"Concert Piece in D Minor, Op. 114, MWV Q24: I. Presto",6DTA2n74VprhdirwS9jEMS,190826,32.7529,0.994,0.485,307601,0.0623,0.916,G,0.0962,-21.822,Minor,0.0431,98.705,04-Apr,0.406,Classical,CL1,33.4469,19.041,1
Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620, Act II: March. Adagio - Wir wandelten durch Feuersgluten (Live)",0WKjkAN9b6DYsGvrnfy5YA,57346,32.7529,0.919,0.31,206640,0.0488,0.000548,C,0.0535,-23.15,Major,0.0569,136.934,04-Apr,0.317,Classical,CL1,3.93934,37.1316,1
Valgeir Sigurðsson,Erased Duet,5woOI7L4fB753AE9dCsAX1,200596,31,0.777,0.452,128736,0.237,0.825,A,0.123,-17.194,Minor,0.0358,120.937,04-Apr,0.387,Classical,CL1,-41.5599,27.0071,1
empty_field,"Mozart: Piano Sonata No. 11 in A Major, K. 331, ""Alla Turca"": III. Alla Turca - Allegretto",4RK9fDCNpy1hFgCV4fPdd2,31755,30,0.983,0.396,307601,0.315,0.89,A,0.0915,-17.305,Major,0.0322,141.558,04-Apr,0.65,Classical,CL1,-49.6938,19.4781,1
empty_field,"Rinaldo, HWV 7a, Act I (Ed. G. Sechi): Ogn'indugio d'un amante [Live]",2TQdsBPlqUPfoasqgijBqb,128984,12,0.987,0.524,233771,0.128,0.0025,F#,0.171,-16.759,Minor,0.0533,105.661,04-Apr,0.462,Classical,CL3,-28.3005,-25.3942,1
Ludwig van Beethoven,Fidelio op.72 - Edited Helga Lühning & Robert Didio / Act 1: O welche Lust,5QC07jdKdQrH1cW7Ag3OJ2,205347,35,0.94,0.173,416173,0.0156,0.00133,A#,0.0787,-28.821,Major,0.0408,98.781,04-Apr,0.0408,Classical,CL1,37.9118,-9.65512,1
George Frideric Handel,"Sonata Op. 2 No. 1 in B Minor, HWV 386a: IV. Allegro",2qdyq2N1XfaA8QhtiOWWFG,29524,32.7529,0.842,0.383,153421,0.26,0.0202,A#,0.137,-11.226,Minor,0.0384,91.789,04-Apr,0.661,Classical,CL1,29.0064,-8.70969,1
empty_field,Turangalîla Symphonie: 1. Introduction,6FLqFu1ApSkUddZ9P4H6Io,167248,24,0.856,0.261,387827,0.387,0.229,A#,0.104,-18.893,Minor,0.058,143.214,03-Apr,0.0934,Classical,CL1,31.9336,-19.3173,1
Wolfgang Amadeus Mozart,"Requiem, K. 626: IV. Hostias",5WH2HL7ZrVu9n51viwbdJw,78602,16,0.989,0.0756,301573,0.178,0.907,A#,0.11,-17.916,Major,0.0366,104.518,04-Apr,0.0386,Classical,CL1,40.9369,-11.4135,1
Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: I. Intrada: Moderato assai",4DRyn40XkUfvNpajTzOGCG,141425,31,0.887,0.406,307601,0.0133,0.0235,F,0.232,-31.135,Major,0.0378,104.518,04-Apr,0.331,Classical,CL1,16.3628,-56.3855,1
Johann Sebastian Bach,"Unaccompanied Cello Suite No. 6 in D Major, BWV 1012: V. Gavottes I & II",45Bis17A0SeOc6PAB7SpX7,85012,34,0.982,0.38,307601,0.0382,0.948,D,0.241,-24.376,Major,0.055,78.558,04-Apr,0.582,Classical,CL1,10.975,10.8623,1
empty_field,"""Pastorale"" Symphony No.6 in F Major, Op.68: I. Allegro ma non troppo",2GUJWmiDlSwey0GrLCX1gK,67254,31,0.963,0.325,738973,0.0746,0.782,F,0.113,-17.434,Major,0.0351,104.518,04-Apr,0.191,Classical,CL1,20.338,-51.0072,1
Wolfgang Amadeus Mozart,"Die Entführung aus dem Serail, K. 384, Act II: Ach Belmonte! Ach, mein Leben!",6DkzLTT71IfNfUxGsDhJ2K,130341,14,0.985,0.32,655067,0.167,2.46e-06,D,0.341,-19.552,Major,0.153,71.991,04-Apr,0.214,Classical,CL1,4.18995,9.0344,1
Gioachino Rossini,Andante e tema con variazioni in E-Flat Major,6scUEism6pBnY0IXYr8fw3,140623,32.7529,0.982,0.232,673693,0.11,0.609,A#,0.137,-19.649,Major,0.0459,68.014,04-Apr,0.214,Classical,CL1,46.5584,-9.87825,1
Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 30, Ach, nun ist mein Jesus hin",1fa0P39YZ4dvDhJGv1jqra,145369,32.7529,0.98,0.248,307601,0.0831,0.0058,A#,0.147,-25.267,Minor,0.0418,85.409,03-Apr,0.15,Classical,CL1,31.6602,-19.4202,1
Jóhann Jóhannsson,Camping,6uQKuonTU8VKBz5SHZuQXD,69468,37,0.866,0.34,78875,0.108,0.917,A,0.102,-20.22,Minor,0.0474,128.336,03-Apr,0.159,Classical,CL1,-54.2124,35.0245,1
Andrea Bocelli,Mi manchi,0KcwFQ5XewpLPbqWIGV78n,148796,34,0.795,0.273,214573,0.353,0.0221,C#,0.112,-9.647,Major,0.0302,138.744,04-Apr,0.115,Classical,CL1,-38.444,-49.5761,1
Franz Liszt,"Les Jeux d'eaux a la Villa d'Este, S. 163",0LeygX1WkkHIuun0b2Mh3q,159126,50,0.981,0.227,499480,0.127,0.899,F#,0.106,-21.499,Major,0.0442,76.337,04-Apr,0.0412,Classical,CL3,-31.5655,-14.5943,1
empty_field,Amo Soltanto Te,38td8VabuKlQt72Q2VnhbO,54556,55,0.913,0.445,307601,0.25,1.12e-06,C,0.109,-9.827,Major,0.0303,95.043,03-Apr,0.209,Classical,CL1,12.8369,67.8262,1
DragonForce,You're Not Alone - Bonus Track,4haEkOuWKu5T48We3PjVJZ,51650,24,2.32e-05,0.284,278813,0.847,3.76e-05,C#,0.122,-4.91,Minor,0.0483,75.039,04-Apr,0.421,Classical,CL1,-30.9173,7.87237,1
Richard Strauss,"Symphonia domestica, Op. 53, TrV 209, Pt. 1: Introduction. Thema I. Bewegt (Live)",6rAXHPd18PZ6W8m9EectzH,26449,2,0.928,0.177,60693,0.0194,0.9,F,0.501,-25.557,Major,0.0323,89.2,03-Apr,0.0604,Classical,CL1,25.08,-72.8774,1
Leonard Bernstein,I Feel Pretty,2HEsewd9dzzLg4751JIS4p,51170,28,0.883,0.461,250806,0.201,6.95e-05,A#,0.111,-17.073,Major,0.0554,101.996,03-Apr,0.556,Classical,CL1,34.8821,-20.8185,1
The Tallis Scholars,"Isaac: Missa De Apostolis, 6vv - 13. Agnus Dei 2",1CFoAj5xprnTpubHBg2T9v,171446,44,0.995,0.101,186170,0.11,5.62e-06,D,0.154,-23.784,Minor,0.0438,86.665,04-Apr,0.0457,Classical,CL1,-12.0783,-14.9068,1
Philip Glass,Six Etudes for Piano - q = 108,55wf5Zt6Fj7zfvotWMqw6y,41920,32,0.987,0.0842,307601,0.00419,0.853,C,0.074,-35.997,Major,0.0436,68.101,04-Apr,0.0344,Classical,CL1,-1.80627,32.3277,1
George Frideric Handel,"Concerto in D Minor, Op.7, No.4: I. Adagio",0RYkbMPi9CoWigIzKwB6mz,120042,54,0.942,0.0685,285840,0.0173,0.66,C#,0.1,-26.846,Minor,0.0408,74.996,01-Apr,0.073,Classical,CL4,-14.3483,-44.7961,1
Claude Debussy,1. Brouillards,1jO5kYMz6I9skWKu8Q9iS7,215943,34,0.993,0.218,148800,0.0146,0.933,G#,0.123,-32.802,Minor,0.0378,77.972,04-Apr,0.0643,Classical,CL5,66.7881,10.8291,1
Igor Stravinsky,The Firebird: Scene 1: Infernal Dance of Kastchei and his subjects under the Firebird's magic spell,2zGsystFbZwMAlrJYxPHNL,119488,28,0.851,0.33,284640,0.358,0.878,A,0.198,-18.33,Minor,0.0467,154.009,04-Apr,0.229,Classical,CL1,-39.0292,28.1575,1
Frédéric Chopin,"Nocturne, Op. 15: No. 3",4c3IKaoUrfP1YeUgojKJsm,206790,35,0.995,0.485,293893,0.00383,0.926,D,0.0502,-34.252,Minor,0.062,98.679,04-Apr,0.081,Classical,CL1,-6.87872,-14.2955,1
empty_field,The Devil Never Sleeps,7mwEE1CjBudGityAdyy2MK,189176,35,0.0422,0.506,191632,0.608,0.687,A,0.0975,-8.381,Major,0.0289,78.199,04-Apr,0.408,Classical,CL1,-26.9822,23.5089,1
Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 44, Befiehl du deine Wege",3aiycOKS6P30BnR7dUfrnA,72118,32.7529,0.992,0.221,59013,0.089,0.612,C#,0.127,-24.395,Major,0.0385,130.482,01-Apr,0.282,Classical,CL4,-12.9844,-44.8003,1
Johann Sebastian Bach,"Violin Partita No. 2 in D Minor, BWV 1004: III. Sarabande",41quh2FVZsAoj1LqqLEpTj,187064,20,0.993,0.16,283333,0.0183,0.184,C,0.174,-24.399,Major,0.0525,71.799,04-Apr,0.153,Classical,CL1,0.607471,35.9543,1
Igor Stravinsky,The Firebird Suite: IV. Danse infernale du roi Kastcheï (Live),01UstUPbzPgq2MNp6h0tVo,153455,32.7529,0.942,0.384,307601,0.29,0.909,E,0.674,-18.699,Minor,0.0723,153.973,04-Apr,0.256,Classical,CL1,-70.0089,-8.65726,1
Andrea Bocelli,God Bless Us Everyone,4bx7C5hmKNP4wh6tNkWs6t,25933,29,0.801,0.23,195585,0.523,0.62427,F,0.217,-5.69,Major,0.0335,85.154,05-Apr,0.279,Classical,CL2,14.2857,-29.2045,1
Vladimir Horowitz,Choral Prelude BWV 734,4qAxNyEivD4oABEYvZNa0q,151214,27,0.994,0.379,125000,0.0802,0.929,G,0.0749,-26.211,Major,0.0345,80.25,04-Apr,0.501,Classical,CL1,39.1888,38.4295,1
Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492 (Excerpts Sung in German): Ich weiss nicht, wo ich bin",4jaYak1eKOc5jMh3IWer29,36555,29,0.98,0.273,196307,0.0962,0.62427,D#,0.0965,-19.324,Major,0.0668,69.095,04-Apr,0.209,Classical,CL1,60.828,-32.0734,1
Frédéric Chopin,ポーランドの歌 作品74 いいなづけ,3sZDO0qawM0cbJRiL6BrrZ,96979,29,0.994,0.451,307601,0.0615,0.932,C,0.0992,-26.786,Minor,0.0393,117.771,04-Apr,0.341,Classical,CL1,-7.77469,59.7754,1
empty_field,Why Does Someone Have to Die?,0ToHhkK4qtwEyKOxhQpMbJ,53598,35,0.984,0.27,236533,0.0141,0.981,G,0.12,-27.574,Minor,0.0353,104.518,03-Apr,0.0337,Classical,CL1,44.5321,16.2982,1
empty_field,Here's to the Crazy Ones,1jbnDCA8DHKCoCRLqtoc3d,211287,33,2.36e-05,0.549,245072,0.855,0.774,G,0.118,-7.351,Major,0.0546,140.052,04-Apr,0.598,Classical,CL1,-10.401,20.1189,1
Ludwig van Beethoven,"チェロ・ソナタ 第 3番 イ長調, 作品 69: 1. Allegro ma non tanto",7sKW6bnKbWDNA1u87bB00m,129001,28,0.969,0.261,743133,0.0987,0.952,E,0.105,-21.914,Major,0.0386,135.654,04-Apr,0.243,Classical,CL1,-57.5606,-28.0377,1
empty_field,Berceuse [Drume Negrito],4u8it69zrrvM75JZvLO7vn,124728,24,0.99,0.379,230400,0.0908,0.943,G,0.108,-21.047,Major,0.0435,95.819,04-Apr,0.292,Classical,CL1,37.4009,39.49,1
Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626 (Süssmayr - Dutron 2016 completion): IV. Ordinario - Agnus Dei",4BnHwgViIR7EeUNe5mTKjy,168656,31,0.977,0.144,166240,0.116,0.0379,F,0.107,-20.112,Major,0.0363,61.602,03-Apr,0.0377,Classical,CL1,24.6682,-69.7441,1
empty_field,Hope Fails,7K2evZmB0mWrZNO8qnXfYI,50104,38,0.397,0.0582,307601,0.0471,0.907,C,0.165,-24.039,Major,0.0432,104.518,05-Apr,0.04,Classical,CL2,10.3303,-24.1835,1
empty_field,"Requiem in D Minor, K. 626: IIIc. Sequence No. 3, Rex tremendae majestatis (Live)",2EoxR4AqzKYB8GfArWpLAj,200089,12,0.991,0.254,307601,0.203,0.886,G,0.313,-19.116,Minor,0.04,109.666,04-Apr,0.172,Classical,CL1,29.8899,15.9188,1
Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 1 : Fugue No.4 in C sharp minor BWV849",6NSgIWNze2dL9NNhInY92x,60086,31,0.995,0.46,305920,0.0679,0.909,C#,0.141,-22.451,Minor,0.0413,105.871,04-Apr,0.0603,Classical,CL1,-41.538,-60.558,1
Avantasia,The Scarecrow,7CEWZ0h4rez5BqMQwx4QXf,65497,45,0.0015,0.237,672573,0.871,0.00292,B,0.132,-4.382,Minor,0.0402,93.004,04-Apr,0.293,Classical,CL6,-31.0125,47.7715,1
empty_field,Bhaja Govindam,4B8vU5oDXVxO5OkLAI4aLx,116920,28,0.966,0.353,661293,0.424,0.62427,A#,0.242,-8.008,Major,0.062,104.518,04-Apr,0.602,Classical,CL1,45.5068,-6.72648,1
Johannes Brahms,"Piano Trio No. 3 in C Minor, Op. 101: Allegro energico",1Oh0QG0eRKr3nsdfwJam6L,76496,26,0.95,0.326,448227,0.096,0.55,C,0.126,-21.131,Minor,0.0441,114.739,03-Apr,0.178,Classical,CL1,4.68384,69.9287,1
Antonio Vivaldi,"The Four Seasons - Autumn in F Major, RV. 293: I. Allegro – Larghetto – Allegro assai/molto",5pHr4PgC02rm0Nlgcd5vmx,106175,35,0.847,0.335,336067,0.151,0.0444,F,0.195,-17.639,Major,0.0465,85.136,04-Apr,0.161,Classical,CL1,17.4374,-55.0617,1
Jenő Jandó,"Piano Sonata No. 2 In F Major, K. 280: II. Adagio",1Kmr5vrP0AGUY04JWXCFMf,182015,28,0.995,0.424,486987,0.00675,0.883,F,0.12,-28.792,Minor,0.0517,101.071,04-Apr,0.163,Classical,CL1,3.46794,-68.8328,1
Johann Sebastian Bach,Brandenburg Concerto No. 3 in G BWV1048: I. [Allegro],1VCcWoCazFUZFwN6UfOXYR,194439,33,0.949,0.553,336587,0.328,0.216,F#,0.27,-16.25,Major,0.0451,98.47,04-Apr,0.852,Classical,CL3,-38.3396,-13.7701,1
Claude Debussy,"Préludes, Book 2, L. 123: No. 12, Feux d'artifice",7uEBkDFGv5Q2oXfrk5hjQE,134854,32.7529,0.983,0.254,307601,0.205,0.878,F,0.0883,-16.69,Minor,0.0455,82.042,04-Apr,0.035,Classical,CL1,2.95728,-67.4348,1
empty_field,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène V - ""Ô pure émotion!""",1LNLQdiuzhB0zkvkRYE6aY,53465,32.7529,0.96,0.399,307601,0.142,5.91e-06,E,0.729,-26.858,Major,0.134,114.982,03-Apr,0.144,Classical,CL1,-65.3756,-18.3072,1
Robert Schumann,"Symphonic Etudes for Piano, Op. 13: Étude IX. Presto possibile",5eBgkIJ0UsMxsnXD5viRC4,81173,13,0.995,0.491,36547,0.194,0.93,C#,0.104,-18.564,Minor,0.0457,107.318,01-Apr,0.848,Classical,CL4,-13.1039,-46.0022,1
Edward Elgar,"Variations on an Original Theme, Op. 36 'Enigma': Variation IX. Adagio ""Nimrod""",1sRrMeMtDC1SCGGC54PgKu,169455,10,0.962,0.142,206400,0.123,0.851,D#,0.113,-17.753,Major,0.0403,70.692,03-Apr,0.0366,Classical,CL1,52.6538,-43.8213,1
Frédéric Chopin,"Chopin: Nocturne in C-Sharp Minor, Op. Posth.",1Vdi6aed78kVe8xSjX8qoN,96043,22,0.992,0.223,263693,0.00811,0.921,C#,0.0815,-26.259,Minor,0.0567,71.948,04-Apr,0.145,Classical,CL1,-41.9068,-61.1658,1
Edvard Grieg,"Peer Gynt, Op. 23 / Act 3: Solveig's Song (Arr. for Cello and Piano by Georg Goltermann)",5H2WmzaijYOGTHeHdM3w9P,50453,40,0.973,0.196,342547,0.0174,0.965,E,0.0659,-28.408,Minor,0.0499,104.518,04-Apr,0.0543,Classical,CL1,-71.2094,-1.65704,1
André Previn,Servants' Chorus* - Voice,2CtCwQhY0ZLvr8L2l8Bo6e,154229,26,0.935,0.648,84333,0.0833,0.62427,F#,0.2,-18.338,Minor,0.0507,54.164,04-Apr,0.468,Classical,CL3,-27.4466,-25.4799,1
empty_field,"Sonata No. 3 in C Major, Op. 2 No. 3: I. Allegro con brio",1hrfvLgEC9lci0kB89QEQ0,32165,27,0.991,0.339,636000,0.188,0.912,G,0.105,-20.238,Major,0.0414,142.511,04-Apr,0.239,Classical,CL1,32.8912,41.4148,1
Ravi Shankar,Offering,62rlxI6g2PNaWsHoiRryto,101615,22,0.913,0.258,581760,0.106,0.796,A#,0.108,-18.949,Major,0.0379,79.987,03-Apr,0.058,Classical,CL1,34.4404,-23.5544,1
Bedřich Smetana,"Charakterstücke, Op. 3, JB 1:65: No. 3, Es siedet und brauset un sicht",1efp2bPw7ssJpCi0Almgsx,92871,30,0.99,0.379,109133,0.194,0.842,G#,0.086,-23.481,Minor,0.0374,75.809,04-Apr,0.0865,Classical,CL5,67.4296,11.7494,1
Ravi Shankar,Tilak Shyam,0zoOBcjjnW2C48VGqPKB5Z,45299,20,0.803,0.47,189773,0.725,0.768,C,0.099,-7.021,Major,0.0501,104.518,03-Apr,0.743,Classical,CL1,18.7097,62.3055,1
empty_field,"Piano Concerto in A Minor, Op.54: 2. Intermezzo (Andantino grazioso) - Live",54T03oRpJn36vaglmAgcGw,123594,33,0.989,0.311,307601,0.084,0.732,F,0.189,-23.293,Major,0.035,106.178,04-Apr,0.131,Classical,CL1,17.1907,-47.3219,1
Aaron Copland,Fanfare for the Common Man,4zRZAmBQP8vhNPf9i9opXt,92289,40,0.986,0.228,196467,0.179,0.954,A#,0.0575,-15.727,Major,0.0382,104.304,04-Apr,0.0378,Classical,CL1,42.3802,-11.7565,1
Frédéric Chopin,"Nocturne for Piano No. 8 in D-Flat Major, Op. 9",7klluQnR9LohxsgIy3xFNQ,132497,42,0.993,0.343,394093,0.0177,0.921,C#,0.0956,-25.631,Major,0.0432,88.925,03-Apr,0.0525,Classical,CL1,-25.7866,-62.6679,1
Antonio Vivaldi,"Argippo, RV 697: Se lento ancora il fulmine",0YCpg6u2eo2FmIsqYmLTNl,68970,38,0.895,0.348,237933,0.332,0.000375,C#,0.22,-14.882,Major,0.0394,141.279,04-Apr,0.194,Classical,CL1,-38.1474,-50.2997,1
empty_field,"""Nessun dorma!""",4VcOKGoWs6LlFjvtTB1Cjm,95279,62,0.961,0.171,180933,0.308,0.00546,D,0.319,-12.383,Major,0.0456,171.798,05-Apr,0.0889,Classical,CL2,10.2954,-21.1479,1
Sergei Prokofiev,"Cello Sonata, Op.119: III. Allegro, ma non troppo - Andantino - Allegro, ma non troppo",4GpSH7bCSnCvaxfWmnQZzW,187575,28,0.971,0.291,489240,0.121,0.894,F,0.19,-20.6,Major,0.0373,85.366,04-Apr,0.168,Classical,CL1,20.5562,-45.4245,1
Jóhann Jóhannsson,Sapir-­Whorf,2q0jKDgxCmgpGbtYJYyB7A,212360,37,0.924,0.175,76579,0.236,0.809,G,0.0921,-20.534,Minor,0.0382,116.282,03-Apr,0.0389,Classical,CL1,45.7875,16.3653,1
Arnold Schoenberg,"5 Klavierstücke, Op. 23: No. 5, Walzer",63xdwScd1Ai1GigAwQxE8y,73112,32.7529,0.964,0.546,196693,0.162,0.86,F,0.166,-18.478,Major,0.0997,141.132,04-Apr,0.238,Classical,CL1,12.5786,-48.1611,1
empty_field,"Symphony No. 40 in Gminor, K550 (Allegro Molto)",7g7Pauld8mf8CNpdzad7FW,172941,34,0.869,0.373,516638,0.304,0.904,G,0.11,-12.306,Minor,0.0327,95.416,04-Apr,0.189,Classical,CL1,30.6401,18.5881,1
Jonny Greenwood,Sandalwood II,5fYkARYaO7UjcatFO3O0EH,180880,36,0.837,0.107,307601,0.136,0.874,C,0.203,-15.002,Major,0.0339,82.053,04-Apr,0.039,Classical,CL1,-3.636,34.6169,1
