artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Georges Bizet,"Carmen, Act II: No.16 bis Récit: Enfin c'est toi! (Carmen/Don JosÚ) No.17 Duo: Je vais danser en votre honneur! (Carmen)",1LQo4UFFuCISnMRaWbO9XO,opera2,139327,14,0.98,0.51,84533,0.0369,9.44e-06,C,0.32,-22.441,Major,0.0574,96.122,03-Apr,0.184,Opera
Ruggero Leoncavallo,"Mattinata. - Wien, Wien, nur du allein - - Amapola - Live",3f0Y9poGJht3mADMGYkE11,opera4,57787,29,0.938,0.24,349173,0.346,0.00259,A#,0.952,-14.689,Major,0.0595,101.877,03-Apr,0.278,Opera
Richard Wagner,"Die Meistersinger von Nürnberg, Act I: Prelude (Piano Transcription) - Remastered",2VPO1aUE0XoDrafmyuH4Ty,opera8,105171,9,0.988,0.382,574667,0.261,0.896,C,0.175,-18.01,Major,0.0306,125.659,04-Apr,0.409,Opera
empty_field,Suite en Sol: L'Indifférente,43Qr1YBCY3vSVCvZuR0PCb,opera3,177568,9,0.994,0.297,102373,0.0633,0.935,G,0.152,-29.695,Minor,0.0428,121.752,03-Apr,0.355,Opera
Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Ah! Ah! quanto cielo!...Ancora un passo or via"" (Butterfly, Sharpless, Chorus)",0CiIjL7ejCIHm5gBC98GyF,opera7,102049,14,0.967,0.198,180293,0.283,0.639,F#,0.172,-12.662,Major,0.0353,77.027,04-Apr,0.0664,Opera
Katherine Jenkins,Vide cor meum,7riRkLUdLj0J8zwS6KtZIs,opera7,199726,35,0.939,0.135,241507,0.389,0.155,A,0.0836,-7.247,Major,0.0338,85.919,04-Apr,0.039,Opera
Giuseppe Di Stefano,Mamma,4CSTbX2hc4Q28rZzDy67ub,opera1,66200,8,0.86,0.296,229480,0.315,0.152304,G,0.366,-9.49,Major,0.0354,86.91,04-Apr,0.532,Opera
empty_field,Madama Butterfly / Act 1: O Kami! O Kami!,2xikoxCRIG2AFv8VXEdVjE,opera2,165407,14,0.926,0.291,36037,0.102,0.33,F#,0.348,-23.609,Minor,0.0476,44.08,03-Apr,0.184,Opera
Giuseppe Verdi,"Aida / Act 4: O terra, addio; addio valle di pianti",3K3tRBLS0AfD6mDbRPgvjr,opera2,118665,7,0.975,0.155,347600,0.153,0.00468,C#,0.12,-21.892,Major,0.0539,86.848,04-Apr,0.0384,Opera
Giuseppe Verdi,"La traviata: Un dì felice, eterea",1RjP07A2H4WMmozQidd9x7,opera7,156684,25,0.954,0.381,212880,0.118,0.0811625,F,0.134,-19.314,Major,0.0676,86.994,05-Apr,0.106,Opera
Georges Bizet,"L’arlésienne Suite No. 1, Op. 23bis, WD 40: I. Prélude",3VYPZWeZH5sWIDGupxqdap,opera3,42939,16,0.972,0.16,390867,0.0273,0.713,C,0.0878,-23.975,Minor,0.039,98.0727,04-Apr,0.0543,Opera
Pietro Mascagni,Cavalleria rusticana: Intermezzo sinfonico,5o2y8upERSVgZBmIdSXbiW,opera3,111598,14,0.849,0.156,237867,0.0772,0.923,F,0.252,-24.452,Major,0.0386,86.25,04-Apr,0.0371,Opera
Georges Bizet,Bizet: Carmen: La cloche a sonne - Act One,751gBcu62kORDelX7FV0mM,opera3,108943,22,0.991,0.163,324160,0.206,0.856,E,0.169,-19.947,Major,0.0479,94.1435,05-Apr,0.169,Opera
Gioachino Rossini,Sonata No. 6 in D Major: II. Andante assai,6PDkYQEcH3OAV3q1wgGNbI,opera3,150866,10,0.933,0.129,162000,0.0557,0.743,F,0.104,-25.691,Major,0.0491,63.827,03-Apr,0.0389,Opera
Gioachino Rossini,"Il barbiere di Siviglia / Act 1: ""Una voce poco fa...Io sono docile""",190Tz6CYjyOAq5ypbV8CFi,opera2,123048,3,0.981,0.42,398533,0.0758,9.98e-06,E,0.0979,-21.11,Major,0.07,111.472,04-Apr,0.104,Opera
Giacomo Puccini,Madama Butterfly: Un bel dì vedremo,1I6H9DDpmtwI5RF8qYgW17,opera5,153159,23,0.986,0.198,273000,0.107,0.000953,C#,0.0919,-17.243,Major,0.049,166.235,01-Apr,0.0677,Opera
Giacomo Puccini,Gianni Schicchi: Nessuno sa che Buoso ha reso il fiato?,5xlRxcBGa6RqPRBzKP8fwv,opera2,103189,12,0.937,0.351,196360,0.0369,0.0811625,D,0.146,-33.62,Major,0.0656,81.367,04-Apr,0.177,Opera
Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata VIII in B Minor Talm I, 8: II. Allegro",4c57ZlmIohTkITIGzyE197,opera1,102842,9,0.779,0.472,98840,0.076,0.00241,B,0.132,-16.548,Minor,0.0403,92.2,04-Apr,0.489,Opera
Giacomo Puccini,"La Bohème / Act 1: ""Si sente meglio?"" - Live",2U4IgcwGPhekNSrMzAi7eB,opera2,75525,7,0.963,0.268,149093,0.1,8.75e-06,C,0.186,-23.278,Major,0.13,76.215,04-Apr,0.0642,Opera
Giacomo Puccini,Gianni Schicchi: Oh! mio babbino caro,3RmQOmR2v181sB2JOnf7dE,opera7,126872,26,0.986,0.256,147000,0.191,0.000171,G#,0.134,-14.976,Major,0.0391,86.09,03-Apr,0.0991,Opera
Giuseppe Verdi,"Rigoletto, Act 3: ""La donna è mobile""",4gvjJlT2L2OoSuMvHmOr9W,opera5,136700,20,0.981,0.422,184000,0.159,0.01,B,0.137,-18.396,Major,0.0453,127.222,03-Apr,0.229,Opera
Nathalie Stutzmann,Gute Nacht,5g5PvHpI5d5YrerARP651J,opera2,70858,10,0.994,0.365,371760,0.0369,0.075882,A#,0.0884,-23.197,Minor,0.0592,93.02,04-Apr,0.122,Opera
Montserrat Caballé,Cilea: Adriana Lecouvreur: Ecco il monologo - Act One,5Uu8XvPez9XJtMoTVIRWNx,opera4,177656,6,0.965,0.2,243501,0.105,0.00202,F#,0.749,-23.951,Major,0.0485,66.76,03-Apr,0.0883,Opera
Giacomo Puccini,La Fanciulla del West / Act 1: Laggiù nel Soledad,3DWGPUor8vl5gIWiLSzNa9,opera5,184168,6,0.978,0.325,161813,0.0658,2.01e-05,D,0.559,-18.795,Minor,0.0571,130.865,04-Apr,0.0375,Opera
empty_field,"Die Walküre, WWV 86B, Act III, Prelude and Scene 1: ""Hojotoho! Hojotoho!""",6m8mbyoMIs5Tg8HNfStrjQ,opera7,79114,11,0.977,0.187,146013,0.228,0.247,G,0.157,-17.053,Major,0.0508,110.472,05-Apr,0.0896,Opera
Giuseppe Verdi,Messa da Requiem: 2. Ingemisco,0lP4HYLmvowOKdsQ7CVkuq,opera7,118595,16,0.96,0.193,158238,0.141,0.00466,D#,0.0795,-17.736,Major,0.0421,79.037,05-Apr,0.0659,Opera
Giuseppe Verdi,"Rigoletto / Act 1: ""Questa o quella"" (Ballata) (Duca)",6IqO0NTXYDCkPy5ieTPoVj,opera8,202660,11,0.95,0.444,97849,0.198,1.74e-06,G#,0.577,-18.365,Major,0.105,86.584,03-Apr,0.714,Opera
Franz Lehár,Zigeunerliebe (Gipsy Love) / Act 2: Hör' ich Zymbalklänge,34v7Zs9a64h1xC3PWrmypP,opera2,136435,8,0.878,0.315,273760,0.17,0.000407,F,0.164,-19.98,Minor,0.061,76.8356,04-Apr,0.0858,Opera
Engelbert Humperdinck,Hänsel und Gretel: Children's Prayer - Instrumental,2XkGsXn2ajii2gzxnZLYip,opera3,141439,12,0.885,0.0741,187667,0.0783,0.969,D,0.138,-24.206,Major,0.042,77.5463,04-Apr,0.0353,Opera
empty_field,Tales of Hoffmann: Barcarolle,4iySB7pv4isRFQY0qyPelz,opera7,194907,7,0.91,0.16,193427,0.213,6.25e-06,D,0.37,-15.885,Major,0.0445,86.6663,03-Apr,0.113,Opera
Gioachino Rossini,Sonata for Strings No. 4 in B-Flat Major: II. Andante,387uP7zP9Ny3xMhyBuukaS,opera3,57617,3,0.756,0.1,259020,0.0593,0.752,G#,0.0959,-23.152,Major,0.0458,77.9,04-Apr,0.0385,Opera
empty_field,"Idaspe: Aria ""Qual guerriero in campoarmato""",1GJG4KLS4UCGcUZQIE8WGZ,opera8,184757,10,0.946,0.461,187470,0.278,0.0668,A,0.078,-15.96,Major,0.0475,126.359,04-Apr,0.514,Opera
Gaetano Donizetti,"Don Pasquale / Act 3: ""Com'è gentil...tornami a dir""",5JhrQXphDZLzfz99hC1Mi9,opera7,157317,40,0.957,0.384,233000,0.0783,0.075882,A,0.0452,-22.214,Major,0.0471,93.322,03-Apr,0.318,Opera
Georges Bizet,"Carmen, Act 3: Trio des Cartes: Mêlons! Coupons! (Frasquita/Mercedes/Carmen)",3JYcbD7v7VaPVJ1Z0QChZU,opera5,155647,14,0.984,0.295,454760,0.0961,1.41e-05,C,0.0704,-19.543,Major,0.0674,128.441,03-Apr,0.0446,Opera
Jean-Philippe Rameau,Daphnis et Eglé: Ouverture,5hsrSbGEB8MsA4k4rfQZkV,opera3,130806,12,0.893,0.287,353360,0.135,0.569,C#,0.278,-20.298,Major,0.0414,107.012,04-Apr,0.177,Opera
Giuseppe Verdi,Aida (1997 - Remaster): Su! del Nilo al sacro lido,0yPJmzspDHm45gLhpzNyqC,opera4,197379,10,0.982,0.363,202869,0.336,0.0155,A,0.683,-11.13,Major,0.0395,98.016,03-Apr,0.377,Opera
Dame Joan Sutherland,It Came Upon a Midnight Clear,63qHeykqTTAc8SeLcSonYM,opera7,138517,24,0.983,0.287,165667,0.12,0.00153,C#,0.164,-19.3,Major,0.0466,106.08,05-Apr,0.121,Opera
Vincenzo Bellini,"Vanne, o rosa fortunata",08LAyogtI90hvNsyr1Hsdm,opera8,134420,4,0.984,0.418,146987,0.303,0.000132,G,0.301,-13.739,Major,0.0392,99.051,03-Apr,0.314,Opera
Giacomo Puccini,"Messa di Gloria, Op.posth., Gloria: Quoniam tu solus Sanctus",7JKEA8xYDoFp4q0QBW2PGg,opera3,193399,15,0.985,0.155,189636,0.172,0.938,C,0.0998,-14.022,Major,0.0335,69.469,04-Apr,0.194,Opera
Richard Wagner,"Das Rheingold: Scene 1: Weia! Waga! Woge, du Welle! (Woglinde, Wellgunde, Flosshilde, Alberich)",11Xjj1uIVeznbrt25r0t9m,opera2,157127,7,0.967,0.27,156053,0.125,0.000413,D#,0.382,-24.288,Major,0.0459,76.67,04-Apr,0.136,Opera
Jean-Philippe Rameau,"Les fêtes d'Hébé / Act 3: Musette tendre en rondeau, Tambourin en rondeau - Live",3njpLvANriMsdv3dgADEad,opera3,146522,16,0.964,0.243,453414,0.182,0.91,D#,0.099,-20.093,Major,0.0459,140.664,04-Apr,0.2,Opera
Richard Wagner,Götterdämmerung / Prologue: Siegfrieds Rheinfahrt - Excerpt,6veWEyjcAnhl4strtAduSc,opera5,124062,16,0.97,0.155,293227,0.135,0.923,D#,0.102,-22.235,Major,0.0441,178.079,03-Apr,0.106,Opera
Giacomo Puccini,"Madama Butterfly (1986 - Remaster), Act II: E Izaghi ed Izanami (Suzuki/Butterfly)",0sHdUji2tWxiRDfShSWHUN,opera2,98640,7,0.98,0.193,424933,0.109,0.000986,D,0.0967,-18.646,Minor,0.05,63.402,04-Apr,0.0375,Opera
Gioachino Rossini,Fac ut portem Christi mortem,5f7mB4vElwY1jhB8FCcVS3,opera2,132511,4,0.99,0.151,273480,0.0606,0.14,E,0.0838,-21.593,Major,0.0451,83.853,03-Apr,0.0499,Opera
Gaetano Donizetti,"La fille du régiment, Act II (Sung in Italian): Ma cosa sento io mai?",36lJB4EcoE4RiYdx7qyZmd,opera4,94013,4,0.937,0.402,211453,0.27,0.000351,G#,0.52,-13.044,Major,0.0723,69.68,04-Apr,0.208,Opera
Richard Wagner,"Die Walkure, Act III: Ride of the Valkyries",5JbE7Z1mBobTYkVp18RdmB,opera7,73249,55,0.929,0.251,325000,0.219,0.933,G,0.0824,-16.781,Major,0.0323,89.997,03-Apr,0.0965,Opera
Michel Plasson,"Masques et Bergamasques, Op.112: Pavane, Op.50",67wcAJeaNwGm0fcB4HzzYm,opera3,156313,4,0.979,0.133,370667,0.0632,0.887,F#,0.116,-24.007,Minor,0.0397,145.22,04-Apr,0.0391,Opera
Jean-Baptiste Lully,Te Deum Motet à deux choeurs,4r1DIzGKeRh0fDjQ6ZT9ov,opera1,179699,27,0.805,0.366,139600,0.314,0.123,B,0.18,-11.047,Major,0.0378,147.185,04-Apr,0.778,Opera
Richard Wagner,"Das Rheingold / Zweite Szene: ""Auf, Loge, hinab zu mir!...Hehe! Hehe!""",1Bph2KY0MA2JUiX5uADWjZ,opera1,113827,8,0.851,0.355,271733,0.271,0.138,A#,0.147,-18.188,Minor,0.0632,107.003,04-Apr,0.0654,Opera
empty_field,"Bizet / Arr Tharaud: L'Arlésienne, Suite de Concert No. 1: III. Adagietto",5jLWRE6nyI3ijFlIMCYJKH,opera3,135980,9,0.994,0.436,154187,0.0227,0.941,A#,0.0971,-24.962,Major,0.0515,66.793,04-Apr,0.073,Opera
Georges Bizet,"Carmen: Act II: Toreador Song: Votre toast, je peux vous le rendre",4v1P7JCjehbg5TmLQo2mFy,opera4,186748,20,0.99,0.454,288773,0.44,0.000513,F,0.612,-12.102,Minor,0.15,115.375,04-Apr,0.431,Opera
Giuseppe Verdi,"I Lombardi, Act I: Preludio",0HLWvLKQWpFdPhgk6ym58n,opera2,199236,20,0.835,0.134,104542,0.00508,0.0135,C,0.133,-27.197,Minor,0.0364,75.993,05-Apr,0.0548,Opera
Giacomo Puccini,Turandot / Act 2: Gelo che ti da foco,2rojdyoSUcbznKB2V8Fxz0,opera7,93886,19,0.966,0.221,196487,0.257,0.000119,F,0.26,-14.502,Minor,0.0589,91.426,04-Apr,0.064,Opera
Jean-Philippe Rameau,Pieces de clavecin: Suite in E Minor: III. Gigue en rondeau I,3jWAHG4UMHXXFZr7zYlQ9y,opera1,103583,17,0.811,0.235,100490,0.196,0.0357,D#,0.125,-21.69,Minor,0.0361,131.593,04-Apr,0.687,Opera
Giacomo Puccini,"La Bohème / Act 1: ""Chi è là?""",2gXgN5RWCFhWBdez6UEcGs,opera2,113221,24,0.975,0.377,70933,0.0652,0.00114,E,0.308,-24.439,Minor,0.0498,37.7,04-Apr,0.0388,Opera
Giuseppe Verdi,"La traviata, Act I: Libiamo ne' lieti calici",5oeKoJMi9g6GXEbtz1ta0f,opera4,211254,24,0.916,0.456,501854,0.171,0.00226,A#,0.539,-20.859,Major,0.0566,71.666,04-Apr,0.179,Opera
Richard Wagner,"Das Rheingold / Vierte Szene: ""Weiche, Wotan, weiche!""",3TALzheHpVKUIkWX83cx95,opera2,64238,5,0.968,0.231,360293,0.0722,5.43e-05,A,0.131,-25.954,Major,0.0399,94.9745,04-Apr,0.0343,Opera
Francesco Cilea,"L'Arlesiana / Act 2: ""E la solita storia""",1Nj0Vy9jjuLW28pV0TApfw,opera2,111685,3,0.971,0.167,460855,0.121,0.295,A,0.307,-17.111,Minor,0.0449,83.898,04-Apr,0.0397,Opera
Gaetano Donizetti,"L'elisir d'amore (the Elixir of Love), Act II: Una furtiva lagrima",6UwX2bqbxg5yVNowBX53GT,opera8,145040,8,0.994,0.371,258853,0.159,0.0108,A#,0.108,-12.97,Minor,0.048,134.214,03-Apr,0.43,Opera
Giuseppe Verdi,"Falstaff, Act I Scene 2: ""Del tuo barbaro diagnostico""",4rCrSoFxqRFmnHQyFGlkbA,opera6,97735,11,0.952,0.301,257191,0.367,0.00111,B,0.795,-19.016,Major,0.423,81.833,04-Apr,0.114,Opera
Georges Bizet,Bizet: Chanson d'avril,2vfLDLu4PtBVcbNPu0S6i1,opera2,47301,7,0.992,0.367,177436,0.109,1.06e-06,F,0.0692,-19.718,Major,0.0764,99.5849,03-Apr,0.34,Opera
Gioachino Rossini,8. La Danza,2PiPXo7l8Vozdt9QZk1Lvw,opera8,59497,33,0.952,0.471,189093,0.377,0.633,F,0.315,-12.636,Major,0.0448,139.328,04-Apr,0.752,Opera
Gioachino Rossini,"Matilde di Shabran / Act 1: ""Questa è la Dea? Che aria!""",6ndjUvfXhkIIwaOY7MPzWT,opera6,143752,3,0.964,0.55,247093,0.198,4.65e-05,E,0.405,-17.303,Major,0.252,106.852,04-Apr,0.461,Opera
Georges Bizet,Bizet: Carmen: Avez-vous quelque chose a repondre? - Act One,6ijwmfcZI8CfY9BXfOHstm,opera2,119431,19,0.982,0.417,285347,0.207,0.0118,A,0.23,-22.068,Minor,0.109,87.913,04-Apr,0.165,Opera
Gaetano Donizetti,Una lagrima (Preghiera),7vW2VJIMpeB2R9d8TPe0Ne,opera5,129352,6,0.984,0.238,279842,0.106,0.0271,G#,0.132,-22.987,Major,0.0434,140.039,04-Apr,0.106,Opera
empty_field,"Manon Lescaut / Act 3: ""Ah! Non v'avvicinate!...No! no! Pazzo son!""",5NNthN46zrQGDgIUkyfdCF,opera7,33380,9,0.954,0.196,202400,0.338,0.00617,E,0.227,-13.937,Minor,0.0614,54.993,04-Apr,0.262,Opera
Charles Gounod,"アヴェ・マリア (J.S.バッハ 平均律クラヴィーア曲集, BWV 846: No. 1前奏曲より))",4LtXKhVu98BaTaRz49yKj1,opera7,156175,16,0.992,0.246,165093,0.115,0.319,F#,0.125,-16.879,Major,0.0665,82.896,05-Apr,0.0395,Opera
Franz Lehár,"The Merry Widow: Act I, ""Damenwahl! Hört man rufen rings im Saal!""",1KDXC3r1kVtYOUvCjcvUJt,opera4,167792,5,0.933,0.485,186120,0.385,0.000223,G#,0.809,-10.803,Major,0.117,115.347,03-Apr,0.621,Opera
empty_field,"I Cherusci, Act I: Sinfonia",1VgrB3hp9d25KY9TYJ8rk2,opera3,81648,33,0.966,0.339,369400,0.137,0.774,A#,0.11,-18.965,Major,0.0422,139.42,04-Apr,0.194,Opera
empty_field,"Song to the Moon (From ""Rusalka, Op. 114, B. 203"")",5aozioXEMgxyttOvxCsckp,opera7,145519,7,0.961,0.223,338800,0.357,1e-05,F,0.104,-7.576,Major,0.0392,87.983,04-Apr,0.0699,Opera
Georges Bizet,"Carmen, WD. 31, Act II: Je vais danser en votre honneur",6hXU1NoBStBI0EC60IKryp,opera4,20099,9,0.941,0.334,288333,0.186,0.0177,A#,0.93,-20.069,Major,0.0897,107.362,03-Apr,0.315,Opera
Richard Wagner,"Die Walküre, WWV 86B, Act II: So sah ich Siegvater nie",2NSwh48ou2Fx2fZTvZmVxv,opera2,48726,7,0.975,0.194,180227,0.00739,0.00449,A,0.154,-31.156,Minor,0.0415,86.313,01-Apr,0.0357,Opera
Giacomo Puccini,Madama Butterfly / Act 1: Bimba dagli occhi pieni di malia,0snDRsjNRMJhm7SVja8l6J,opera7,159192,17,0.979,0.157,757333,0.244,0.000766,F,0.226,-14.057,Major,0.0489,69.956,04-Apr,0.0399,Opera
Jacques Offenbach,"Fantasio: Romance d'Elsbeth ""Voilà toute la ville en fête""",7f3IIuvqNOdHgSMfAGg08M,opera2,166943,13,0.976,0.304,243600,0.0462,0.000505,G#,0.088,-20.378,Major,0.0463,97.426,03-Apr,0.0662,Opera
Giuseppe Verdi,"Il Trovatore / Act 2: ""Il balen del suo sorriso...Qual suono! o ciel!""",7HknH3ckpTv3MddyeuXDTo,opera7,53098,11,0.974,0.264,407760,0.269,0.0141,C#,0.114,-16.838,Major,0.095,63.214,03-Apr,0.149,Opera
Dame Joan Sutherland,"Norma, Act 1: ""Fine al rito"" (Live)",67qdozSgFFHL6VGW85KmtD,opera4,23250,17,0.958,0.311,308147,0.186,0.000416,F,0.604,-17.299,Major,0.113,67.187,04-Apr,0.128,Opera
empty_field,Triumphe de L'Amour (1681): Ouverture,0blVLo1THlSXRqpaN57sXr,opera1,56037,17,0.792,0.272,211000,0.188,0.81,E,0.167,-15.322,Major,0.0388,119.064,03-Apr,0.463,Opera
Georges Bizet,"Carmen, WD 31 / Act 2: ""Toréador, en garde""",7uki6xMVoqcnF5BnMakRuk,opera8,66329,8,0.985,0.461,67067,0.216,0.25,E,0.221,-17.332,Major,0.0538,107.294,04-Apr,0.307,Opera
Georges Bizet,"Carmen Suite No. 1: V. Les Toreadors, Theme from Prelude to Act I",4AaE9MTs3zizLJFJXo7Rnm,opera8,176425,16,0.911,0.402,140813,0.232,0.923,F,0.306,-20.58,Major,0.036,125.912,04-Apr,0.776,Opera
Richard Wagner,"Die Walküre, WWV 86B, Act I, Scene 3: ""Ein Schwert verhiess mir der Vater""",3NGT0Td7H4Is1qrlDQJxma,opera6,47660,10,0.849,0.445,246879,0.538,0.357,C,0.104,-17.749,Major,0.903,79.131,04-Apr,0.0374,Opera
empty_field,Bizet: Carmen: Prelude - Act One,6ysTYuywsBb2ehgEP55OZn,opera7,127919,30,0.977,0.244,239613,0.299,0.951,A,0.303,-15.136,Minor,0.0364,118.265,04-Apr,0.23,Opera
empty_field,"Habanera (From “Carmen”, WD. 31)",1erRoPRIhMTLQqMKrGHg9B,opera8,53643,45,0.98,0.492,71357.2,0.0597,0.0195263,D,0.168,-20.687,Major,0.0563,132.333,04-Apr,0.457,Opera
Gaetano Donizetti,"La Favorita - Italian version / Act 1: Si, che un solo accento",4ztaHDRJVuQe61KVCIpgqw,opera7,28280,2,0.973,0.302,191373,0.29,6.1e-05,A,0.138,-13.146,Major,0.0418,87.214,03-Apr,0.36,Opera
Jacques Offenbach,Les Contes d'Hoffmann / Act 1: Les oiseaux dans la charmille,4QOFgIE64eFFavKZKScc66,opera5,176228,13,0.958,0.395,374180,0.0905,0.0686,G#,0.0845,-21.293,Major,0.233,177.494,03-Apr,0.185,Opera
empty_field,Coppelia: Act II - Entr'acte,3wF0rpX1njF2FLFGc45rxV,opera3,40961,11,0.899,0.219,96227,0.0103,0.645,D#,0.0857,-30.463,Major,0.0407,56.247,04-Apr,0.101,Opera
Georges Bizet,"Carmen (1997 - Remaster), Act I: Duo: Parle-moi de ma mère!",3bsoEOP4NHEoeVbAAYdbaU,opera5,72279,24,0.964,0.218,536040,0.129,0.000275,C,0.207,-21.121,Major,0.0517,171.147,03-Apr,0.135,Opera
Marilyn Horne,"Duet And Finale (from ""Carmen Jones"")",5YzzWlWfAVNvtduNDHKhHc,opera4,40662,4,0.962,0.27,312132,0.0843,0.0525,C#,0.591,-23.279,Major,0.0518,83.861,04-Apr,0.138,Opera
Giuseppe Verdi,"La Traviata / Act 1: ""Si ridesta in ciel l'aurora""",32Af0hcLW59AOZ6gkPQUnp,opera8,74357,32,0.952,0.394,97895,0.43,0.351,G#,0.119,-14.907,Major,0.0366,93.642,04-Apr,0.484,Opera
Francesco Cilea,Cilea: Adriana Lecouvreur; Act 2: Acerba volutta,57jgYzenG5EqPFoOj9hZg6,opera7,133163,5,0.967,0.223,164067,0.272,0.00459,C,0.329,-17.493,Major,0.046,111.208,03-Apr,0.069,Opera
Gioachino Rossini,"Le Comte Ory, Act I, Scene VIII, No. 4: En proie à la tristesse... Vous que l'on dit sensible... Céleste providence",5qhlC4Rzals34zxovrPzKp,opera2,129048,15,0.979,0.329,586280,0.182,1.53e-05,D#,0.104,-17.624,Major,0.0768,87.974,04-Apr,0.11,Opera
Giuseppe Verdi,"La traviata, Act II: Avrem lieta di maschere",0Akytll1e5KvwNKvhqIZFn,opera4,49665,12,0.891,0.425,69893,0.112,0.0647,E,0.609,-24.675,Minor,0.0661,77.749,04-Apr,0.474,Opera
Léo Delibes,Coppélia: Waltz (Arr. for Piano by Ernst von Dohnányi),6uzAorm9rlMshQ9rjKviNl,opera3,82895,9,0.991,0.248,297878,0.0888,0.837,D#,0.154,-28.178,Major,0.0401,70.953,03-Apr,0.214,Opera
Giacomo Puccini,Madama Butterfly - Act II: Chi sia?,2dLLR6qlu5UJ5gk0dKz0h3,opera2,209014,8,0.88,0.303,154720,0.114,3.25e-06,G,0.117,-21.676,Major,0.0437,84.2866,03-Apr,0.126,Opera
Georges Bizet,"Carmen, Act I, No.4 Choeur des Cigarières: Voyez-les! regards impudents....Dans l'air nous suivons des yeux (Dragons/Cigarières)",3O8xUedPNWuAGrX5Pd9ezJ,opera3,124165,19,0.973,0.128,130133,0.0542,0.73,E,0.139,-26.577,Major,0.0382,84.849,03-Apr,0.0724,Opera
Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata X in F Minor, Talm I, 10: IV. Allegro",41yIvlFgvGwxq8qTqAR7eG,opera8,207888,9,0.924,0.583,111840,0.188,0.181,F,0.153,-16.725,Minor,0.0631,96.382,03-Apr,0.555,Opera
Juan Diego Flórez,La Danza,26q4zrOXyLQZVe12IQ55gk,opera8,160087,8,0.928,0.445,183467,0.585,0.0273,D#,0.141,-9.904,Minor,0.0637,122.123,04-Apr,0.745,Opera
Georges Bizet,Carmen Suite No. 1 (Arr. E. Guiraud): VI. Les Toréadors,1fQaoh3imrMunWVZh5kf90,opera8,41971,15,0.859,0.346,141960,0.34,0.975,A,0.344,-15.399,Major,0.036,121.981,04-Apr,0.805,Opera
Giacomo Puccini,"Tosca, S. 69, Act II: Ed or fra noi parliam da buoni amici...Sciarrone, che dice il Cavalier?",66H9jPL1TsOrOYVMAwVjCR,opera7,204683,11,0.933,0.242,236600,0.158,0.00339,A#,0.225,-15.171,Major,0.0445,72.862,04-Apr,0.106,Opera
Adolphe Adam,"O Helga natt (Cantique de Noel, O Holy Night): Cantique de Noel",5NWJiAf78qLNo2WOhODTsC,opera7,160295,15,0.925,0.204,306160,0.319,0.361,E,0.099,-12.828,Major,0.0385,123.463,05-Apr,0.139,Opera
Georges Bizet,"La jolie fille de Perth - Adapted Chris Hazell / Act 2: ""Elle est là ...A la voix d'un amant fidèle""",6qUEOWqOzu1rLPUPQ1ECpx,opera7,63062,14,0.949,0.184,347280,0.167,0.168,A,0.1,-14.766,Minor,0.0435,73.671,04-Apr,0.139,Opera
Anna Netrebko,Musica con noi,5uLZ3YIQGC0mOk6q3lJ6Ng,opera7,62602,16,0.952,0.123,279842,0.503,2.15e-05,G,0.0862,-8.446,Major,0.0416,172.764,01-Apr,0.158,Opera
Ettore Bastianini,Chi mi frena in tal momento?,4Wd9pEtEnZNDjgiswGOpJb,opera4,187887,17,0.969,0.227,213000,0.323,0.0111,C#,0.71,-13.953,Major,0.0439,91.149,04-Apr,0.31,Opera
Giuseppe Verdi,"La Traviata / Act 1: ""Un dì felice, eterea""",5PdOR5c0aW8pJPFs6vSQyo,opera5,31822,35,0.984,0.274,279842,0.094,3.52e-05,F,0.114,-22.941,Major,0.0693,169.058,05-Apr,0.154,Opera
Carl Millöcker,"Millöcker: Der Bettelstudent, Act 1: ""Ach ich hab' sie ja nur auf die Schulter geküsst"" (Ollendorf)",73hRe7GQvthH4lOVS5sXv7,opera8,31186,5,0.958,0.488,250749,0.255,0.0006,F,0.241,-12.238,Major,0.0586,132.417,04-Apr,0.4,Opera
empty_field,Lohengrin: Prelude to Act 1,53xGBnfrpE0k7yuG2MygWk,opera3,170521,13,0.92,0.0942,577333,0.0341,0.953,A,0.277,-26.675,Major,0.04,85.8176,04-Apr,0.0288,Opera
Francesco Cavalli,"Cavalli: Gli amori d'Apollo e di Dafne, Act 3: ""Misero Apollo"" (Apollo)",4s6LhHAV5SEsOV0lC2tjvJ,opera2,109933,12,0.992,0.373,260747,0.0387,2.45e-05,C,0.0988,-19.976,Minor,0.0461,113.256,05-Apr,0.101,Opera
Gaetano Donizetti,String Quartet No. 5 in E Minor: II. Laghetto,4bW1EAnsS22bviZ0ijkhwN,opera3,44185,17,0.985,0.0975,298960,0.162,0.605,E,0.111,-15.979,Major,0.0475,76.716,04-Apr,0.0397,Opera
Dmitri Hvorostovsky,Ya Vstretil Vas...,0Xd3LUIjRESt5rSAGzvAvA,opera5,142252,14,0.983,0.167,279720,0.203,0.144,C,0.0799,-17.377,Minor,0.0423,178.579,04-Apr,0.0888,Opera
