Selected,artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Lolo Zouaï,Brooklyn Love,4dK00wCxlqWEeN8BoM1BHT,RB_Cluster6,153210,51.000,0.704,0.731,200307.000,0.469,0.0339589,C,0.169,-7.551,Major,0.0464,136.004,04/4,0.343,R&B
No,empty_field,Silencio,7opbwLFXBPFiFLcav7PX4r,RB_Cluster4,217393,45.000,0.0753,0.78,187053.000,0.727,0.019261,F,0.12,-4.362,Minor,0.0629,102.024,04/4,0.658,R&B
No,Mary Mary,Shackles (Praise You),5frNnyWkKzKdiKPLhkdY9L,RB_Cluster4,160681,61.000,0.0343,0.779,198347.000,0.834,0.0339589,G,0.0886,-2.773,Major,0.162,115.074,04/4,0.8,R&B
No,Paula DeAnda,When It Was Me,5HgAZuHFAU5qLLMYuIQkgq,RB_Cluster1,211970,45.000,0.491,0.435,241400.000,0.753,3.46e-06,C,0.0855,-6.065,Major,0.202,79.312,01/4,0.34,R&B
No,Bando Jonez,Sex You,56z2qI0gKcPthQF6l8AW3E,RB_Cluster3,35434,60.000,0.0254,0.595,225619.000,0.606,0.0399824,A,0.0912,-3.724,Minor,0.0577,128.861,04/4,0.474,R&B
No,empty_field,A.D.I.D.A.S. (All Day I),1YdecRVm9LrV7gxJ60c5VR,RB_Cluster1,48460,49.000,0.0692,0.412,309987.000,0.384,3.09e-05,D,0.108,-10.236,Minor,0.0281,93.067,04/4,0.0373,R&B
No,Jinsang,Tunnel Vision,2HhCeucatmy92kC1NHJYjQ,RB_Cluster5,174160,43.000,0.548,0.777,126514.000,0.412,0.887,F#,0.101,-14.898,Minor,0.0597,131.976,04/4,0.759,R&B
No,empty_field,Handle It,3QrMgFWmiMoIVWVxEC3fjK,RB_Cluster4,86861,60.000,0.717,0.649,195254.000,0.646,1.84e-05,B,0.0931,-6.051,Major,0.0438,117.953,04/4,0.528,R&B
No,empty_field,Don't Forget About Us,58MeeOMk6PMQxXWY9YCNPD,RB_Cluster1,114867,57.000,0.0422,0.7,233867.000,0.529,0.0358318,A#,0.101,-6.816,Minor,0.0395,143.555,04/4,0.386,R&B
No,offonoff,Good2me (Feat. PUNCHNELLO),4BNqWebyipWrMsupuTmKO9,RB_Cluster1,163681,46.000,0.648,0.841,225963.000,0.49,0.0487848,B,0.1,-9.44,Minor,0.157,114.957,04/4,0.418,R&B
No,Maurice Moore,C'est la vie,4L2S9GbwEgwfSbHjTCvNQX,RB_Cluster4,166548,50.000,0.545,0.654,176457.000,0.529,0.0273249,C,0.126,-5.042,Major,0.138,83.097,04/4,0.759,R&B
No,James Blake,Fall Creek Boys Choir,1DgyQVoe577er9eiF2SHsg,RB_Cluster6,179025,47.000,0.946,0.556,273693.000,0.269,0.00492,F,0.0834,-12.234,Major,0.0502,98.0807,04/4,0.173,R&B
No,Jaheim,Age Ain't A Factor,3BV9kxFv3AaxPvQsDqRlT6,RB_Cluster2,41725,43.000,0.292,0.422,285153.000,0.765,0.0401361,D,0.555,-3.72,Major,0.159,77.548,04/4,0.469,R&B
No,Saba,In Loving Memory,4HIx4KL2XRilgBf6WzfLqI,RB_Cluster5,202693,45.000,0.589,0.456,116288.000,0.584,0.428907,C#,0.478,-10.126,Major,0.43,174.346,04/4,0.612,R&B
No,Omar Apollo,Brakelights,6N2QRUQhIVqE9deWQxCniK,RB_Cluster6,131914,64.000,0.597,0.695,168387.000,0.42,0.0222,G,0.0839,-7.735,Major,0.0385,160.044,03/4,0.257,R&B
No,Montell Jordan,What's On Tonight,0UV5zxRMz6AO4ZwUOZNIKI,RB_Cluster1,188310,43.000,0.3,0.826,276653.000,0.451,1.86e-06,F,0.133,-11.503,Major,0.0425,111.859,04/4,0.449,R&B
No,Chris Brown,Wet The Bed,066GCzDJPSsX8DtpxKhb4w,RB_Cluster1,126232,55.000,0.017,0.576,266307.000,0.648,0.0483391,F#,0.152,-7.466,Minor,0.0426,123.79,04/4,0.415,R&B
No,B.o.B,Ghost in the Machine,5Sv1rKKMX1yl9kfJ2HTluk,RB_Cluster1,128062,50.000,0.00121,0.468,293040.000,0.559,0.0483391,C,0.0866,-6.138,Minor,0.027,79.962,04/4,0.113,R&B
No,Syd,Insecurities,1yTU3DL2zuCdgINqtabaNh,RB_Cluster2,171333,41.000,0.141,0.66,205200.000,0.74,0.00492,E,0.371,-7.09,Minor,0.0395,124.907,04/4,0.572,R&B
No,Patrick Paige II,Red Knife (feat. Daisy),5G1sTBGbZT5o4PNRc75RKI,RB_Cluster6,178012,39.000,0.714,0.73,307103.000,0.506,0.237,G,0.105,-12.274,Major,0.036,100.18,04/4,0.348,R&B
No,empty_field,Beginner's Luck,0JADBJ42q1ab92VOULBh9V,RB_Cluster5,58632,60.000,0.606,0.561,268028.000,0.573,0.854,G#,0.218,-10.104,Minor,0.0488,81.979,04/4,0.243,R&B
No,KAYTRANADA,DESPITE THE WEATHER,0qzwu7POkGuNqlpZS6LugK,RB_Cluster2,114297,49.000,0.0394,0.775,121947.000,0.527,0.259,A#,0.395,-8.755,Minor,0.17,108.368,04/4,0.444,R&B
No,Smino,Ballet (feat. Bari),3tVSqbaAzfzJhaBm0EAXT5,RB_Cluster7,28489,47.000,0.483,0.825,224843.000,0.537,0.0402273,G,0.411,-9.245,Major,0.423,124.031,04/4,0.596,R&B
No,empty_field,Games,2NniAhAtkRACaMeYt48xlD,RB_Cluster3,204160,59.000,0.00127,0.627,188413.000,0.772,0.0162575,B,0.0661,-6.76,Minor,0.107,130.932,04/4,0.236,R&B
No,Always Never,Know This,56OAZGCdRQlPAJjTkGaWtn,RB_Cluster6,132908,44.000,0.552,0.627,157714.000,0.425,6.93e-05,A,0.108,-6.985,Minor,0.0332,112.744,04/4,0.161,R&B
No,Mase,All I Ever Wanted,2yhHpCitQzjWfvu4UqmnNS,RB_Cluster3,27699,53.000,0.0554,0.717,242507.000,0.386,5.16e-06,A,0.0353,-7.052,Minor,0.13,205.006,04/4,0.863,R&B
No,Ciara,Dance Like We're Making Love,3L8QoMaka4HIwWxjURNQ7D,RB_Cluster1,46532,56.000,0.063,0.721,256600.000,0.541,4.47e-06,G,0.165,-8.623,Minor,0.0659,96.046,04/4,0.263,R&B
No,Zara Larsson,I Would Like,513isTjisjtkD3jxifNbTo,RB_Cluster3,137858,66.000,0.0853,0.486,226720.000,0.713,0.0487848,D,0.0839,-3.949,Minor,0.0524,120.34,04/4,0.297,R&B
No,empty_field,Can't Keep Runnin’,0bMBofJRTfeyfBbzlVDjuh,RB_Cluster1,99176,42.000,0.202,0.704,173285.000,0.524,0.00138,F#,0.104,-9.266,Minor,0.0704,91.437,04/4,0.549,R&B
No,Alicia Keys,Blended Family (What You Do For Love),5uFpinqitfq90upb1Hm0Od,RB_Cluster1,108323,44.000,0.0658,0.721,211547.000,0.518,0.000113,A,0.069,-7.619,Major,0.0719,112.744,04/4,0.231,R&B
No,Masego,Navajo,1igX49W93rcpYiYNKggDNx,RB_Cluster7,180780,70.000,0.114,0.686,194157.000,0.592,1.16e-06,F#,0.248,-7.398,Minor,0.26,89.013,04/4,0.364,R&B
No,Solange,Interlude: Tina Taught Me,4Zc4kyc7VSdZNF9wFeBIcz,RB_Cluster6,123308,52.000,0.928,0.733,74867.000,0.312,0.0772,C,0.105,-12.34,Major,0.218,46.693,04/4,0.405,R&B
No,DeJ Loaf,Your Body,3RxqTdS82J42mKL2L6OnWL,RB_Cluster1,134777,41.000,0.422,0.75,211540.000,0.424,0.0524972,C,0.0935,-8.015,Major,0.171,141.966,04/4,0.21,R&B
No,Aug-08,Blood on My Hands (feat. Smino),0U4gC8v2mesOW8lkjlxAsQ,RB_Cluster1,215593,54.000,0.277,0.892,251552.000,0.875,0.0292,C#,0.104,-8.519,Minor,0.226,114.959,04/4,0.237,R&B
No,Njomza,Ridin Solo (Arvfz Remix),7214UDcinZKGjuvkbmzSQH,RB_Cluster3,208661,51.000,0.0499,0.378,282566.000,0.707,0.0226,B,0.323,-4.675,Minor,0.0809,126.696,04/4,0.397,R&B
No,Arima Ederra,Free Again,2GKR9chs3EbTOcCVT2AOsn,RB_Cluster3,49424,42.000,0.378,0.601,159651.000,0.635,0.00113,E,0.0728,-10.057,Major,0.0718,170.924,05/4,0.689,R&B
No,Tank,Can I,0CZ8lquoTX2Dkg7Ak2inwA,RB_Cluster3,51890,38.000,0.493,0.462,214720.000,0.681,0.0487848,F#,0.142,-4.671,Major,0.129,124.023,04/4,0.463,R&B
No,empty_field,Lonely World,6u48MGlIK0FkqQHrnZien1,RB_Cluster1,35410,47.000,0.342,0.41,288973.000,0.596,0.0145,G,0.139,-7.958,Minor,0.0419,125.146,04/4,0.175,R&B
No,Quincy,Coming Off Strong,6B2QRrVCFaWSwLi2lEtCD6,RB_Cluster1,209518,53.000,0.556,0.728,234731.000,0.496,0.0358318,C#,0.103,-6.722,Minor,0.0891,114.805,04/4,0.347,R&B
No,Lucas Coly,I Just Wanna - Original Mix,4t76Yv8SCEkiYqUCV1cmsH,RB_Cluster7,77687,49.000,0.143,0.731,220616.000,0.664,0.0394386,A,0.111,-8.497,Major,0.253,144.137,04/4,0.304,R&B
No,empty_field,"Girlfight - Remix; feat. Lil Jon, Da Brat, Remy Ma & Miss B; Explicit",3b3buNoHTe4OkYcWKXBX64,RB_Cluster2,115138,44.000,0.00189,0.523,255520.000,0.689,0.0483391,C#,0.383,-6.364,Major,0.297,100.03,04/4,0.392,R&B
No,Tone Stith,Better Than Before,6dtB54Z7eICDUOPq3QwXuo,RB_Cluster7,124220,39.000,0.115,0.72,160000.000,0.63,0.0196579,C#,0.126,-5.343,Major,0.306,91.955,04/4,0.491,R&B
No,Phlake,Gone,4AMY0oGSt7vZwgxDnHCJBr,RB_Cluster6,187487,48.000,0.945,0.506,214876.000,0.247,0.00129,F,0.1,-10.337,Minor,0.0925,139.932,03/4,0.191,R&B
No,empty_field,Ain't 2 Proud 2 Beg,6YCFd7wSpElVI9gXtgMrlh,RB_Cluster2,23059,46.000,0.00265,0.674,336560.000,0.707,0.00214,A#,0.352,-10.799,Minor,0.0343,104.854,04/4,0.712,R&B
No,Whitney Houston,All The Man That I Need,2pOaeeEj3eSRMMLlftPNHX,RB_Cluster3,59827,53.000,0.462,0.485,248907.000,0.577,0.0483391,F,0.0486,-9.98,Minor,0.0323,150.888,04/4,0.286,R&B
No,LION BABE,Rockets (feat. Moe Moks),3uMy2YRM4SUXRQ6rHRoJyF,RB_Cluster4,122593,62.000,0.15,0.677,217647.000,0.658,0.0400205,G#,0.155,-5.149,Major,0.0699,134.086,04/4,0.874,R&B
No,Hiatus Kaiyote,The World It Softly Lulls,6KIiQHkE3NrMxhyfrA4x8c,RB_Cluster5,33138,42.000,0.115,0.828,175987.000,0.49,0.395,G#,0.078,-8.218,Major,0.0656,101.382,04/4,0.495,R&B
No,Britney Spears,Change Your Mind (No Seas Cortes),1LfNqFYC9CbpnOdl6R4R9a,RB_Cluster4,170576,52.000,0.13,0.757,179920.000,0.69,0.0273249,B,0.108,-7.923,Minor,0.162,117.937,04/4,0.652,R&B
No,Toni Romiti,Never Thought,09zpuFLMbwjg2tjptU5v4e,RB_Cluster1,93846,51.000,0.257,0.723,183693.000,0.664,0.0493887,G#,0.177,-7.461,Major,0.0495,124.972,04/4,0.335,R&B
No,DJ Khaled,Tourist (feat. Travis Scott & Lil Wayne),5emmFm0Izyd7ZXEG3MwI8r,RB_Cluster1,209195,45.000,0.347,0.693,273969.000,0.533,0.0483391,A,0.287,-6.421,Major,0.0366,120.018,04/4,0.238,R&B
No,Samm Henshaw,How Does It Feel?,7uxJ7KAn4F7y2cef4nS0q2,RB_Cluster4,199773,59.000,0.1,0.613,190877.000,0.669,0.0214083,C,0.281,-6.049,Major,0.156,80.033,04/4,0.599,R&B
No,DRAMA,Hopes Up,7iJxyaDSXtrQIolgGb1CcS,RB_Cluster4,156612,60.000,0.22,0.733,206859.000,0.579,0.288,G,0.153,-8.83,Minor,0.0286,121.987,04/4,0.555,R&B
No,empty_field,Rather Be,0kDGJyLaMvbGHDZIB6MYvh,RB_Cluster1,63647,58.000,0.187,0.526,188813.000,0.589,1.17e-05,G#,0.103,-8.224,Minor,0.0439,95.045,04/4,0.156,R&B
No,Tokyo Jetz,Baller Alert (feat. Kash Doll),22W0U2LqKrL0NBmfBb0hO7,RB_Cluster7,85507,44.000,0.217,0.917,189714.000,0.757,2.19e-05,B,0.103,-8.075,Minor,0.298,104.958,04/4,0.398,R&B
No,Teddy Pendergrass,"You're My Latest, Greatest Inspiration",1ZABSl040R1cOFFAo1pWkY,RB_Cluster6,54036,51.000,0.575,0.506,322693.000,0.401,8.32e-06,D,0.106,-11.203,Major,0.0381,133.409,04/4,0.338,R&B
No,Kiah Victoria,Ornament,3LE6oaTvpfu3nN4t9U0DmJ,RB_Cluster6,59598,45.000,0.834,0.588,182000.000,0.254,0.000221,E,0.132,-11.755,Minor,0.0939,119.32,04/4,0.418,R&B
No,Sade,Every Word,51HpNM8RKewP5PAuBLqXwy,RB_Cluster1,152285,46.000,0.0882,0.78,244507.000,0.491,0.000209,A,0.101,-8.688,Minor,0.0462,88.007,04/4,0.398,R&B
No,Usher,Rivals (feat. Future),5pUDQU1FbBc2NsN5u5JBSo,RB_Cluster1,42408,56.000,0.221,0.519,223133.000,0.447,0.039198,E,0.142,-7.333,Minor,0.134,96.9643,05/4,0.36,R&B
No,Little Mix,Nothing Else Matters,2LWBGNELZBux3SWLsPuCeG,RB_Cluster3,33150,54.000,0.0142,0.523,235520.000,0.793,0.0358318,D,0.355,-5.806,Major,0.0928,170.051,04/4,0.737,R&B
No,Ja Rule,Livin' It Up,3nZZcygN3k134hSAGncvzF,RB_Cluster4,168685,58.000,0.0769,0.874,257067.000,0.767,0.0483391,F#,0.0371,-4.046,Major,0.317,106.061,04/4,0.646,R&B
No,empty_field,Ruin The Friendship,5luCU6jxiLqavlTWqGPqVL,RB_Cluster7,33477,58.000,0.143,0.779,233893.000,0.474,5.01e-05,G#,0.108,-6.851,Minor,0.287,77.977,04/4,0.562,R&B
No,Dijon,Drunk,6OQoxhkTf1PlfkaJ0slMQW,RB_Cluster1,117896,58.000,0.0687,0.472,191750.000,0.431,0.0214083,A#,0.215,-6.593,Major,0.0614,123.799,04/4,0.284,R&B
No,The Weeknd,D.D.,191nAEklSx8GCafB7WcVPI,RB_Cluster2,61719,64.000,0.479,0.68,275493.000,0.707,0.0483391,G,0.511,-7.225,Minor,0.0987,119.993,04/4,0.382,R&B
No,Beyoncé,Yes,50W9PJjr1Euo9FFoqw90eL,RB_Cluster7,24030,45.000,0.114,0.662,259067.000,0.374,3.59e-06,A,0.249,-11.19,Major,0.34,112.694,04/4,0.551,R&B
No,Ashanti,Baby,4Ix9G4jC9rf4yApvBh4THg,RB_Cluster1,129189,55.000,0.0103,0.669,265707.000,0.576,0.0483391,C,0.04,-6.475,Major,0.184,79.042,04/4,0.456,R&B
No,Trey Songz,Love Lost,0oDgc718NJn7CyiClFRExR,RB_Cluster2,23963,40.000,0.0119,0.338,223920.000,0.737,0.0487848,D,0.382,-5.311,Major,0.0481,100.832,04/4,0.254,R&B
No,Jennifer Lopez,On The Floor - Radio Edit,5eVrUFXI6AxgrqdnC7BxQ8,RB_Cluster4,53969,73.000,0.0848,0.758,233919.000,0.686,0.00127,B,0.142,-6.346,Major,0.0792,130.007,04/4,0.444,R&B
No,Toro y Moi,No Show,0Oa1psYTKQfLsJPIpVcMlJ,RB_Cluster4,96858,50.000,0.277,0.605,194747.000,0.674,0.000275,C#,0.109,-7.434,Major,0.041,115.074,04/4,0.55,R&B
No,Tom Misch,Your Love,4usvynbYaFqgm4olpzEp9u,RB_Cluster1,28541,54.000,0.277,0.861,254735.000,0.463,0.00332,F,0.0599,-9.22,Major,0.118,116.038,04/4,0.261,R&B
No,James Morrison,Man in The Mirror - Acoustic,53Pun4aCDqLIFFb47axzZ2,RB_Cluster6,80608,42.000,0.753,0.682,244013.000,0.381,0.0358318,E,0.124,-7.177,Major,0.0435,110.554,04/4,0.515,R&B
No,Miguel,waves (feat. Travis Scott) - Remix,6HeFCUg1F1v0bnE3JFTlxz,RB_Cluster4,71033,49.000,0.0132,0.628,200839.000,0.844,0.0339589,B,0.108,-2.825,Minor,0.0744,115.091,04/4,0.367,R&B
No,Asiahn,Faded,6ctg6MHx4CSy8hJdSNFUYy,RB_Cluster6,25301,42.000,0.307,0.453,252224.000,0.298,2.25e-05,F#,0.174,-9.945,Minor,0.3,104.304,04/4,0.119,R&B
No,Rihanna,Phresh Out The Runway,0vEWNrXfHMIBnZdgo2Oeq2,RB_Cluster4,179547,47.000,0.000188,0.691,222413.000,0.859,0.0487848,A,0.292,-5.774,Minor,0.085,154.113,04/4,0.931,R&B
No,empty_field,Sorry,6gWJjrdbWvRoMiTG4QWDcY,RB_Cluster7,116169,45.000,0.0645,0.482,121417.000,0.384,0.0227589,G#,0.214,-9.567,Major,0.38,116.405,04/4,0.413,R&B
No,empty_field,Time,1U7fEVPNLaU3JNENYESbiV,RB_Cluster1,180861,42.000,0.393,0.667,262907.000,0.379,0.0483391,C,0.0971,-7.917,Major,0.0315,125.852,03/4,0.222,R&B
No,empty_field,Hey Lover,2ziWXUmQLrXTiYjCg2fZ2t,RB_Cluster1,153600,62.000,0.349,0.707,284693.000,0.438,0.0483391,F,0.106,-12.195,Minor,0.0656,88.119,04/4,0.53,R&B
No,Vedo,U Turn,08GOEVXupC6ECbulhPGQKm,RB_Cluster7,22034,34.000,0.268,0.658,202798.000,0.595,0.0405567,F#,0.0652,-7.818,Minor,0.48,91.34,04/4,0.236,R&B
No,James Blake,Two Men Down,0bdabO15YOj0iZPg2OujAw,RB_Cluster1,175997,43.000,0.0657,0.588,361983.000,0.52,0.00343,C,0.145,-12.839,Minor,0.0308,100.019,04/4,0.419,R&B
No,empty_field,RUN IT (feat. Woo Won Jae & Jessi) [Prod. by GRAY],2Jf8AKTAQQLFRLpQ97Jt9F,RB_Cluster3,64374,45.000,0.237,0.466,191188.000,0.952,0.0214083,C,0.242,-1.925,Minor,0.315,139.972,04/4,0.65,R&B
No,empty_field,Easy,49xbaoJxUkZTjkvJQX3nPJ,RB_Cluster7,21281,43.000,0.179,0.545,253494.000,0.489,0.00011,F#,0.0823,-7.81,Minor,0.34,60.218,03/4,0.157,R&B
No,Toni Braxton,Breathe Again,1gclt1EyRGeHFHX3dQIJN1,RB_Cluster3,149871,55.000,0.0704,0.689,269173.000,0.677,0.0483391,C,0.0877,-6.36,Major,0.0326,153.919,04/4,0.259,R&B
No,Whitney Houston,It's Not Right But It's Okay,0nO293di3GNaz2j7lo0yYd,RB_Cluster4,188202,64.000,0.162,0.806,292400.000,0.802,0.000885,C#,0.0698,-7.076,Major,0.102,127.931,04/4,0.529,R&B
No,DJ Khaled,They Don't Love You No More,2spOvTADgOEpxDtrvELbd0,RB_Cluster2,124642,52.000,0.0126,0.365,250547.000,0.774,0.0483391,C#,0.357,-3.701,Major,0.259,89.1,04/4,0.398,R&B
No,The Internet,Beat Goes On,2QrMuaZUACwUpmIzmqRE9l,RB_Cluster1,177340,49.000,0.355,0.442,256347.000,0.625,0.0746,D,0.11,-9.69,Major,0.0589,108.003,04/4,0.176,R&B
No,DEAN,21,7IOS76i9yeZm7FwvykIths,RB_Cluster2,166790,57.000,0.163,0.68,207130.000,0.724,0.0190165,F#,0.349,-5.633,Minor,0.133,109.974,04/4,0.566,R&B
No,SWV,You're Always On My Mind,0iAGNHMhR9GsOlp1OZOU1W,RB_Cluster1,126158,54.000,0.0116,0.621,317360.000,0.583,0.0483391,C#,0.115,-10.127,Minor,0.0345,137.534,04/4,0.452,R&B
No,Choker,Lush,6tNrUI6H15kqWBff0HcEZr,RB_Cluster6,58200,44.000,0.954,0.445,324000.000,0.322,0.0483391,G#,0.0975,-11.016,Major,0.0624,69.442,04/4,0.275,R&B
No,Arin Ray,Old School,7nbYuquNV8MvCY0Ut7YpLd,RB_Cluster2,150442,44.000,0.022,0.619,188044.000,0.618,0.00879,A,0.487,-7.438,Major,0.0458,77.983,04/4,0.39,R&B
No,Bryson Tiller,For However Long,2sSsI86yqy8B2MHqwcAKtA,RB_Cluster4,84573,59.000,0.417,0.59,124853.000,0.644,0.00211111,F,0.19,-6.788,Major,0.0755,100.024,04/4,0.415,R&B
No,Raleigh Ritchie,Bloodsport,5F6rwEF15hN1jnhNk2YQHn,RB_Cluster1,118505,46.000,0.037,0.65,259920.000,0.478,7.92e-06,F#,0.131,-7.115,Minor,0.0525,92.397,04/4,0.345,R&B
No,empty_field,Put It In a Love Song (feat. Beyoncé Knowles),5YGNlHTw6b41zW0S68zQWk,RB_Cluster3,48622,47.000,0.0793,0.633,195587.000,0.689,0.0339589,G#,0.296,-7.904,Major,0.285,184.872,04/4,0.654,R&B
No,Keyshia Cole,Incapable,3ilt7lMNflb49pEDpcZPAa,RB_Cluster3,75536,54.000,0.335,0.474,204947.000,0.503,0.00518598,B,0.192,-5.289,Major,0.0445,180.059,03/4,0.431,R&B
No,Smino,Runnin,1ACETHF3mBOe4NZ7Ia6fAZ,RB_Cluster2,181630,48.000,0.47,0.725,204720.000,0.522,0.0154211,F#,0.84,-9.851,Minor,0.473,97.9293,04/4,0.544,R&B
No,Teyana Taylor,Request,1H7gMYGykdtwZOV6s1N0by,RB_Cluster6,66156,42.000,0.464,0.351,238280.000,0.54,0.0358318,G#,0.118,-7.002,Minor,0.0578,83.149,03/4,0.323,R&B
No,GoldLink,Bedtime Story,3oJaN60sPX2q29hkvw1IZ2,RB_Cluster2,159873,53.000,0.179,0.765,164212.000,0.802,3.31e-06,G,0.459,-8.125,Major,0.279,123.62,04/4,0.397,R&B
No,TYuS,How Far,4M2idH8CQzXQAYlV0NACCt,RB_Cluster6,73741,41.000,0.769,0.703,233919.000,0.537,0.0399704,G#,0.106,-7.497,Major,0.0621,129.971,04/4,0.659,R&B
No,Kota the Friend,Off White,0tzLc2aNF9IIHwurUOZi1K,RB_Cluster7,154816,48.000,0.433,0.754,68470.000,0.664,0.00301995,F,0.0916,-5.804,Minor,0.764,84.7824,04/4,0.398,R&B
No,Fifth Harmony,BO$$,02fBLkbqlm8Ugv2JDo8Q6g,RB_Cluster4,36258,67.000,0.00621,0.813,171413.000,0.872,0.053256,A,0.0498,-5.224,Major,0.107,103.016,04/4,0.736,R&B
No,K CAMP,Motives,4YwbSZaYeYja8Umyt222Qf,RB_Cluster7,24740,41.000,0.0929,0.753,194027.000,0.338,0.0339589,C#,0.0794,-12.029,Major,0.295,110.02,04/4,0.377,R&B
No,SoMo,Answers,6SLFAIdTH4GsI9MzeoHIgt,RB_Cluster3,129728,45.000,0.049,0.596,220616.000,0.551,0.039054,B,0.181,-7.254,Major,0.0622,144.002,04/4,0.349,R&B
No,India.Arie,Always In My Head,0ipcmHor30Y8p6hCd8QUVq,RB_Cluster2,110601,47.000,0.078,0.67,280733.000,0.603,0.00108,F,0.351,-8.027,Minor,0.0672,148.985,04/4,0.681,R&B
No,Daniel Caesar,Streetcar,11SQnfm9cxgIjRREQWgbsP,RB_Cluster6,81784,71.000,0.721,0.41,246972.000,0.298,0.0792162,D#,0.158,-11.796,Major,0.0473,109.651,03/4,0.142,R&B
No,empty_field,Hello Good Morning,1eJRbQdRijmsoyVHlbyeXm,RB_Cluster2,56092,45.000,0.061,0.628,268747.000,0.952,0.0483391,G,0.656,-2.491,Major,0.226,103.945,04/4,0.53,R&B
No,DeJ Loaf,Back Up,1HL3yEnYq8LEyFQ3QegA5V,RB_Cluster7,124348,61.000,0.147,0.816,241267.000,0.535,4.53e-06,A,0.176,-8.302,Major,0.338,80.012,04/4,0.435,R&B
No,Låpsley,Falling Short,1ZaeaGLhFSckG8sv1y7AWk,RB_Cluster6,37021,56.000,0.752,0.689,203407.000,0.403,1.89e-05,A,0.12,-9.099,Minor,0.0405,112.744,04/4,0.124,R&B
No,empty_field,Addicted 2 (Keep Cool Remix) (feat. Bas),1FYvniJuwW8DFn7BwywovQ,RB_Cluster7,35472,44.000,0.355,0.697,222214.000,0.626,0.0396903,A#,0.148,-5.794,Major,0.25,84.996,04/4,0.687,R&B
No,Whitney Houston,How Will I Know,0SLOiJClXkAZluClYpke95,RB_Cluster2,157247,72.000,0.201,0.832,275533.000,0.544,0.000139,F#,0.632,-12.697,Major,0.0442,119.49,04/4,0.928,R&B
No,Big Sean,I Know,5pHQ2qH6CJ8eE7MnZbGB14,RB_Cluster1,136756,66.000,0.288,0.741,319973.000,0.345,0.0483391,C#,0.117,-11.31,Major,0.0754,120.015,04/4,0.277,R&B
No,K CAMP,Comfortable,2IDTcx0PRRwMKhjcEEvJAD,RB_Cluster6,86064,66.000,0.72,0.775,211573.000,0.417,0.0821211,G,0.125,-8.895,Minor,0.0974,109.956,04/4,0.608,R&B
No,Samm Henshaw,Our Love,6sRcOtc7BoXcDaWEgOx4Ji,RB_Cluster4,76174,49.000,0.0175,0.829,185613.000,0.819,0.019261,G,0.052,-2.774,Major,0.0886,115.981,04/4,0.951,R&B
No,Nick Jonas,Under You,1QGC09wII1Q2CXsl6L6OU3,RB_Cluster4,80966,53.000,0.0152,0.648,222798.000,0.754,0.0394838,G,0.0929,-5.718,Major,0.0556,116.563,04/4,0.684,R&B
No,empty_field,Heal You,6A5kalzNio6TvLne9NuTLg,RB_Cluster2,210362,52.000,0.0251,0.593,202798.000,0.65,0.00107,D#,0.342,-7.619,Major,0.0871,91.062,04/4,0.25,R&B
No,BANKS,Before I Ever Met You,64D3dzWyj0GpQT1AHx4kbK,RB_Cluster2,38062,44.000,0.0936,0.672,267347.000,0.622,0.00277,A#,0.52,-4.739,Minor,0.0496,79.033,04/4,0.419,R&B
No,Elli Ingram,Getaway,1M8Yd5P8Y0atSX2FNeYTL1,RB_Cluster1,31528,44.000,0.329,0.6,223240.000,0.57,7.64e-06,F#,0.169,-6.64,Major,0.0779,116.725,04/4,0.37,R&B
No,K. Michelle,Giving Up On Love,0EI46R3NRCpQYavN29rlJu,RB_Cluster1,177555,42.000,0.164,0.638,221629.000,0.516,0.0400163,C#,0.0985,-4.729,Minor,0.0417,115.934,03/4,0.18,R&B
No,Kehlani,FWU,4UvtVAxVV8WNJQEkCWRHn0,RB_Cluster4,132963,54.000,0.0691,0.626,202682.000,0.698,0.0199089,D#,0.165,-6.122,Minor,0.0499,137.919,04/4,0.809,R&B
No,Blackstreet,We Gonna Take U Back (Lude)/ Don't Leave Me,7faSC0MzWPlND59QbSOcXp,RB_Cluster4,68042,55.000,0.0778,0.793,317160.000,0.59,0.0483391,D,0.25,-4.48,Minor,0.0394,81.821,04/4,0.672,R&B
No,Jamila Woods,Stellar,2qGv2P8z0VZBBUwwj1Q6Q6,RB_Cluster6,72316,60.000,0.874,0.684,122346.000,0.362,0.0703,F#,0.287,-9.751,Minor,0.037,86.92,04/4,0.571,R&B
No,Mabel,Don't Call Me Up - R3HAB Remix,3gHFKiDanj4d2rqgHlRFFc,RB_Cluster4,57759,59.000,0.287,0.752,153333.000,0.812,2.45e-05,F#,0.0897,-4.41,Minor,0.183,108.05,04/4,0.58,R&B
No,Miguel,R.A.N. (Miguel),29jfr5F6dJANFD2xScRFn7,RB_Cluster1,40915,47.000,0.115,0.538,243235.000,0.626,1e-05,F,0.137,-8.272,Major,0.0455,132.908,04/4,0.241,R&B
No,Monte Booker,Mona Lisa,2nGuqMjkSITvVIwV0fCcjB,RB_Cluster6,189569,66.000,0.692,0.586,184889.000,0.404,0.00372,C#,0.0908,-10.402,Minor,0.21,90.563,05/4,0.347,R&B
