artist_name,genre,instance_id
empty_field,Opera,2382
Jimmy Cliff,Blues,2383
empty_field,Blues,2384
empty_field,Blues,2390
empty_field,Alternative,2392
Mayer Hawthorne,Blues,2393
empty_field,Opera,2396
Keith Urban,Folk,2398
Mieczysław Weinberg,Classical,2401
Tecupae,Blues,2408
Sam Riggs,Blues,2411
empty_field,Comedy,2412
empty_field,Hip-Hop,2414
"Lee ""Scratch"" Perry",Blues,2415
Skao,Comedy,2416
Leftöver Crack,Blues,2418
G. Love & Special Sauce,Blues,2421
empty_field,Blues,2422
empty_field,Jazz,2423
NOFX,Blues,2425
empty_field,Alternative,2429
empty_field,Blues,2430
Unified Highway,Blues,2432
Vybz Kartel,Blues,2434
empty_field,R&B,2435
Toots & The Maytals,Blues,2436
Prince Buster,Jazz,2440
empty_field,Pop,2442
empty_field,Pop,2443
Chris Stapleton,Folk,2446
empty_field,Hip-Hop,2447
empty_field,Pop,2452
empty_field,R&B,2453
N'Samble,Pop,2454
Ska-P,Alternative,2457
NOFX,Blues,2458
empty_field,Blues,2460
empty_field,Blues,2461
David Grace & Injustice,Jazz,2466
Carlitos Rossy,Blues,2468
Olga Tanon,Blues,2470
Cherry Poppin' Daddies,Blues,2472
Arnold Rosner,Classical,2473
empty_field,Folk,2476
Upchurch,Hip-Hop,2479
empty_field,Pop,2481
empty_field,Pop,2482
empty_field,Opera,2484
empty_field,Alternative,2486
Dre'es,Pop,2489
Capleton,Jazz,2492
John King,Alternative,2495
empty_field,Blues,2497
Sublime,Blues,2498
Los Pericos,Blues,2500
empty_field,Blues,2502
empty_field,Blues,2503
Pacho y Cirilo,Jazz,2506
World / Inferno Friendship Society,Blues,2509
empty_field,Blues,2510
Tribal Seeds,R&B,2512
No Use For A Name,Blues,2514
empty_field,Alternative,2516
Althea Rene,Jazz,2517
empty_field,R&B,2518
empty_field,Folk,2519
empty_field,Jazz,2520
Cole Swindell,Alternative,2521
Cole Swindell,Alternative,2523
empty_field,Opera,2525
empty_field,Pop,2533
Los Eleven,Blues,2537
Dance Hall Crashers,Blues,2538
Pato Banton,Alternative,2543
Cabrito Vudú,Blues,2544
Thomas Rhett,Folk,2548
Leftöver Crack,Blues,2553
empty_field,Folk,2554
Errol Dunkley,Jazz,2555
empty_field,Alternative,2557
Max Graef,Jazz,2558
empty_field,Folk,2561
empty_field,Folk,2562
Juanka,Jazz,2563
The Hippos,Comedy,2564
KBong,R&B,2570
empty_field,Blues,2571
K'NAAN,Blues,2574
Durand Jones & The Indications,Blues,2575
Goldfinger,Blues,2577
Bob Marley & The Wailers,Jazz,2582
Joe Nichols,Folk,2592
AzChike,Hip-Hop,2593
empty_field,Pop,2594
Ramriddlz,R&B,2595
empty_field,Classical,2596
Farruko,Alternative,2597
ANIMA!,Folk,2599
Trisha Yearwood,R&B,2601
Jeremias,Alternative,2602
Sticky Fingers,Alternative,2607
Goldfinger,Blues,2610
Fashawn,Jazz,2612
empty_field,Folk,2614
Dirty Heads,R&B,2616
empty_field,Hip-Hop,2618
empty_field,Folk,2619
Guttermouth,Alternative,2620
Josh Turner,Blues,2623
empty_field,Hip-Hop,2629
empty_field,Pop,2631
empty_field,Folk,2632
empty_field,Blues,2633
"Lee ""Scratch"" Perry",Jazz,2637
empty_field,Classical,2642
La Combo Tortuga,Pop,2643
empty_field,Opera,2645
empty_field,Classical,2649
Zac Brown Band,Folk,2650
Jory Boy,Blues,2651
empty_field,Comedy,2652
empty_field,Pop,2655
Beowülf,Folk,2657
empty_field,Folk,2659
The Skints,Jazz,2661
Neon Trees,Pop,2668
empty_field,Blues,2674
Karol G,Hip-Hop,2675
empty_field,Jazz,2676
Teenage Bottlerocket,Blues,2678
Jon Wolfe,Alternative,2683
Afaz Natural,Hip-Hop,2684
empty_field,Pop,2685
empty_field,Blues,2690
Veruca Salt,Folk,2692
empty_field,Opera,2698
Shabba Ranks,Blues,2708
empty_field,Hip-Hop,2709
empty_field,Opera,2712
empty_field,Folk,2713
empty_field,Jazz,2716
empty_field,Hip-Hop,2719
No Use For A Name,Blues,2721
Clint Black,Folk,2722
Cathedrals,R&B,2723
Merle Haggard,Blues,2724
empty_field,Classical,2726
Gary Allan,Blues,2727
Peter Tosh,Blues,2728
empty_field,Hip-Hop,2730
LeAnn Rimes,Folk,2731
Craig Morgan,Pop,2733
empty_field,Blues,2735
empty_field,Classical,2738
Shallou,Folk,2741
Bob Marley & The Wailers,R&B,2745
The Congos,Blues,2746
Nova y Jory,R&B,2747
SDIB,Blues,2751
empty_field,Hip-Hop,2754
The Expendables,Jazz,2757
Vybz Kartel,Blues,2758
Yung Gravy,Hip-Hop,2759
Goldfinger,Alternative,2761
Slow Gherkin,Blues,2762
empty_field,Blues,2764
Tim McGraw,Blues,2765
Ballyhoo!,Blues,2766
Ziggy Marley,Blues,2767
Mayer Hawthorne,Alternative,2768
Sunny & The Sunliners,Blues,2769
empty_field,Folk,2771
empty_field,Folk,2772
Jon Kennedy,Jazz,2776
Daryle Singletary,Blues,2777
empty_field,Blues,2779
Ballyhoo!,Blues,2781
Voodoo Glow Skulls,Jazz,2783
empty_field,Comedy,2785
Louis Futon,R&B,2786
empty_field,R&B,2787
empty_field,Hip-Hop,2794
SOJA,Jazz,2795
empty_field,Hip-Hop,2796
GroovyRoom,Jazz,2800
empty_field,Hip-Hop,2801
empty_field,Hip-Hop,2802
Jelly Roll,R&B,2803
Audiodub,Blues,2807
empty_field,Blues,2811
10 Ft. Ganja Plant,Jazz,2814
Bob Marley & The Wailers,Blues,2815
Wookiefoot,Blues,2816
empty_field,Pop,2819
empty_field,Folk,2820
empty_field,Folk,2822
Scott Stapp,Alternative,2824
Voodoo Glow Skulls,Comedy,2825
empty_field,Opera,2826
Sublime,Alternative,2829
Roque Valero,Blues,2831
Stick Figure,Jazz,2836
Curtis Grimes,Folk,2840
The Aggrolites,Blues,2841
empty_field,Classical,2845
empty_field,Pop,2850
empty_field,Opera,2851
MANILA GREY,R&B,2854
empty_field,Opera,2855
Propagandhi,Blues,2856
empty_field,Jazz,2857
empty_field,Opera,2863
Dustin Lynch,Folk,2867
empty_field,Blues,2869
empty_field,Jazz,2870
empty_field,Blues,2871
Mary Gauthier,Alternative,2872
Mungo's Hi Fi,Hip-Hop,2878
empty_field,Pop,2880
empty_field,Hip-Hop,2881
Barrington Levy,Blues,2882
The Isley Brothers,Jazz,2883
Bob Marley & The Wailers,Jazz,2885
"Lee ""Scratch"" Perry",Jazz,2886
Syl Johnson,R&B,2887
empty_field,Jazz,2888
empty_field,Pop,2890
empty_field,Alternative,2893
Direct Hit!,Blues,2894
empty_field,Blues,2895
empty_field,Pop,2896
empty_field,Pop,2899
Instant Funk,Jazz,2900
John Holt,Blues,2906
Dylan Scott,Folk,2907
empty_field,Pop,2909
empty_field,Hip-Hop,2910
empty_field,Classical,2912
empty_field,Blues,2914
Woody Shaw,Jazz,2916
Skabidean,Blues,2917
empty_field,Alternative,2918
empty_field,Hip-Hop,2920
empty_field,Folk,2921
empty_field,Blues,2923
Pablo Chill-E,R&B,2924
empty_field,Classical,2925
empty_field,Blues,2926
empty_field,Pop,2929
empty_field,Classical,2931
empty_field,Classical,2939
empty_field,R&B,2945
Teenage Bottlerocket,Blues,2957
Martin Jondo,R&B,2959
Thes One,Blues,2962
empty_field,Alternative,2966
Ana Tijoux,Hip-Hop,2967
ChocQuibTown,Hip-Hop,2975
Keith Urban,Folk,2976
empty_field,Pop,2978
empty_field,Blues,2979
Jason Michael Carroll,Blues,2980
empty_field,Blues,2982
empty_field,Jazz,2984
Palace,Folk,2985
empty_field,Pop,2986
empty_field,Blues,2989
empty_field,R&B,2993
Katastro,Blues,2994
Drew Jacobs,Folk,2996
empty_field,Hip-Hop,2999
empty_field,Opera,3000
empty_field,Classical,3001
empty_field,Pop,3002
Big & Rich,Folk,3004
empty_field,Blues,3005
Common Kings,Pop,3008
Matisyahu,Blues,3011
The Aggrolites,Jazz,3024
Rx Bandits,Blues,3025
empty_field,Blues,3026
empty_field,Pop,3031
Keith Urban,Pop,3034
empty_field,Pop,3035
empty_field,Pop,3037
Ziggy Marley,Blues,3038
empty_field,Blues,3040
empty_field,R&B,3046
The Green,Blues,3048
Howlin' Sun,Blues,3049
empty_field,Classical,3051
empty_field,Alternative,3059
empty_field,Jazz,3069
Dave Grusin,Jazz,3071
Cock Sparrer,Blues,3073
Ruth Cameron,Folk,3078
empty_field,Opera,3080
empty_field,Jazz,3083
"Gotay ""El Autentiko""",R&B,3088
empty_field,Pop,3091
empty_field,Pop,3093
empty_field,Comedy,3095
empty_field,Classical,3096
Helado Negro,Jazz,3103
Mark B.,Folk,3108
Tarrus Riley,Jazz,3110
empty_field,Folk,3115
[ K S R ],Blues,3118
Matisyahu,Blues,3119
empty_field,Alternative,3120
empty_field,Alternative,3122
empty_field,Blues,3123
Demun Jones,R&B,3124
Iration,Alternative,3126
Voodoo Glow Skulls,Blues,3129
empty_field,Jazz,3130
empty_field,Pop,3131
NOFX,Blues,3135
empty_field,Pop,3136
empty_field,Blues,3137
The Specials and Fun Boy Three,Blues,3139
Clay Walker,Blues,3141
Cross Canadian Ragweed,Alternative,3146
Jah Cure,Blues,3147
empty_field,Pop,3148
Catch 22,Blues,3153
empty_field,Blues,3158
Suburban Legends,Blues,3159
empty_field,Folk,3160
empty_field,Classical,3161
Tarrus Riley,Blues,3162
Private Island,Alternative,3163
Glen Hansard,Folk,3167
MC Ceja,Blues,3169
Wookiefoot,Blues,3172
Patsy Cline,Folk,3173
Mike Ryan,Folk,3174
empty_field,Alternative,3178
Reel Big Fish,Blues,3179
Manwolves,Jazz,3181
empty_field,Classical,3182
Masked Intruder,Blues,3183
"Lee ""Scratch"" Perry",Blues,3184
Descendents,Blues,3187
empty_field,Pop,3188
Groundation,Blues,3190
Yaga & Mackie,Jazz,3193
The Toasters,Alternative,3195
empty_field,Opera,3196
empty_field,Pop,3197
2NE1,Pop,3198
empty_field,R&B,3201
Corey Harris,Blues,3202
Sugar Minott,Jazz,3204
empty_field,Alternative,3208
Sublime,Blues,3209
Passafire,Blues,3210
empty_field,Alternative,3214
empty_field,Hip-Hop,3216
Spawnbreezie,Blues,3218
empty_field,Comedy,3220
Ben L'Oncle Soul,Jazz,3222
empty_field,Comedy,3224
Farruko,Pop,3233
empty_field,Classical,3235
empty_field,Comedy,3237
empty_field,Blues,3238
Sean McConnell,Alternative,3239
empty_field,Alternative,3241
The Urge,Blues,3242
empty_field,Blues,3245
empty_field,Jazz,3249
Kendo Kaponi,Blues,3251
The Pietasters,Blues,3253
Long Beach Dub Allstars,Blues,3254
Scientist,Jazz,3257
Bob Marley & The Wailers,Blues,3259
empty_field,Hip-Hop,3261
empty_field,Alternative,3267
One Drop,Blues,3276
Tim Timebomb,Blues,3277
empty_field,Blues,3280
Face To Face,Blues,3282
Magnate Y Valentino,Blues,3283
empty_field,Hip-Hop,3286
Sekta Core,Blues,3287
empty_field,Blues,3289
empty_field,Comedy,3290
Dan + Shay,Pop,3291
empty_field,Jazz,3295
The Supervillains,Blues,3297
empty_field,Hip-Hop,3300
empty_field,Hip-Hop,3304
empty_field,Opera,3305
Shabba Ranks,Blues,3306
Collie Buddz,Blues,3309
Dolly Parton,Pop,3310
empty_field,Pop,3311
Corrosion Of Conformity,Alternative,3314
Wookiefoot,Blues,3320
Rx Bandits,Blues,3321
Arcangel,Blues,3325
empty_field,Opera,3326
empty_field,Hip-Hop,3331
empty_field,Opera,3335
Jay & The Techniques,Blues,3344
Tempo,Blues,3347
empty_field,Alternative,3351
empty_field,Jazz,3352
empty_field,Blues,3353
Hijos De Barron,Pop,3355
Lee Brice,Folk,3356
The Urge,Blues,3358
EMBRZ,Alternative,3359
White Noise & D-Anel,Blues,3361
Jelly Roll,R&B,3368
empty_field,Blues,3373
empty_field,Blues,3375
Rancid,Blues,3377
Sublime,Jazz,3379
empty_field,Blues,3382
empty_field,Classical,3383
empty_field,Hip-Hop,3384
The Interrupters,Jazz,3385
Dead Kennedys,Classical,3387
empty_field,Folk,3390
Alle Farben,Pop,3392
Pistol Annies,R&B,3393
Tammy Wynette,Folk,3400
empty_field,Folk,3402
empty_field,Opera,3403
empty_field,R&B,3404
Descendents,Blues,3405
Trippie Redd,Hip-Hop,3408
empty_field,Folk,3411
Refs,Alternative,3415
Francesco Barsanti,Opera,3418
Augustus Pablo,Jazz,3422
empty_field,Folk,3425
empty_field,Comedy,3428
Prince Buster,Blues,3430
empty_field,Opera,3439
Panteon Rococo Y Odisea Valenzuela,Blues,3440
Josh Heinrichs,Blues,3441
empty_field,Folk,3442
Suburban Legends,Blues,3443
empty_field,Classical,3444
empty_field,Pop,3446
empty_field,Alternative,3448
Hector & Tito,Hip-Hop,3449
Rodney Hunter,Jazz,3451
empty_field,Jazz,3452
Randy Rogers Band,Alternative,3453
empty_field,Comedy,3454
Tempo,Blues,3455
empty_field,Blues,3460
Descendents,Blues,3461
Chase Rice,Alternative,3462
empty_field,Opera,3463
Anthony David,Blues,3464
empty_field,Alternative,3470
Miranda Lambert,Blues,3471
empty_field,R&B,3472
Johnny Cash,Blues,3473
Los Eleven,Blues,3474
Theo Katzman,R&B,3475
Willie Hutch,Folk,3478
Papi Wilo,Blues,3479
empty_field,Alternative,3483
empty_field,Jazz,3486
Cheka,Blues,3492
empty_field,Jazz,3495
UB40,Blues,3504
empty_field,Blues,3509
empty_field,Folk,3511
Ibrahim Salem,Comedy,3513
empty_field,Alternative,3514
empty_field,Jazz,3515
Ken Boothe,Blues,3516
Mora,R&B,3520
empty_field,Hip-Hop,3521
empty_field,Jazz,3522
Jimmy Cliff,Blues,3523
Sublime,Blues,3526
empty_field,Hip-Hop,3527
Clannad,Classical,3528
Bob Marley & The Wailers,Blues,3531
empty_field,R&B,3535
empty_field,Opera,3537
empty_field,Jazz,3540
empty_field,Hip-Hop,3541
empty_field,Hip-Hop,3543
Chaka Khan,Hip-Hop,3544
Jon Z,R&B,3545
Peach Fur,Alternative,3547
empty_field,Blues,3550
Strung Out,Blues,3551
1814,Hip-Hop,3553
Vybz Kartel,Blues,3561
empty_field,Comedy,3562
empty_field,R&B,3563
Tempo,Jazz,3568
Pawcut,Blues,3569
Myke Towers,R&B,3571
Kane Brown,Folk,3573
Groundation,Blues,3577
Cody Johnson,Alternative,3578
empty_field,Pop,3583
Tord Gustavsen Trio,Jazz,3584
empty_field,Blues,3585
The Upsetters,Blues,3586
Ilegales,Blues,3588
Darryl Worley,Alternative,3599
empty_field,Blues,3600
empty_field,Blues,3601
Gabe Bondoc,Jazz,3602
Anti-Flag,Blues,3604
empty_field,Classical,3606
The Specials,R&B,3611
empty_field,R&B,3612
empty_field,Blues,3617
Miranda Lambert,Blues,3618
Racket County,Hip-Hop,3620
empty_field,Comedy,3622
empty_field,Classical,3624
MAGIC!,Pop,3625
empty_field,Classical,3630
empty_field,Folk,3631
empty_field,Blues,3632
Tim McGraw,R&B,3633
Althea And Donna,Blues,3634
Matamoska!,Comedy,3639
empty_field,Folk,3640
empty_field,Hip-Hop,3641
Victor Muñoz,Jazz,3642
empty_field,Blues,3643
empty_field,Classical,3644
Yomo,Blues,3648
MAGIC!,Jazz,3650
empty_field,Opera,3651
April Wine,Folk,3657
empty_field,Hip-Hop,3659
empty_field,Folk,3660
empty_field,Blues,3661
Adam Calhoun,R&B,3663
Matt Duncan,R&B,3666
Ziggy Marley,Jazz,3667
empty_field,Pop,3668
Victor Drija,Jazz,3670
Three Legged Fox,Blues,3671
empty_field,Folk,3672
empty_field,Comedy,3674
Peter Tosh,Blues,3675
empty_field,Classical,3677
empty_field,Blues,3680
Sixto Rein,R&B,3681
Busy Signal,R&B,3682
Pat Metheny Trio,Jazz,3686
Teenage Bottlerocket,Blues,3689
empty_field,R&B,3690
Clint Black,Jazz,3694
Strike Anywhere,Blues,3696
Tarrus Riley,Hip-Hop,3697
Amarion,Blues,3698
Chris Young,Folk,3700
Larry Coryell,Blues,3701
Michael Franti & Spearhead,Blues,3704
Pepper,Blues,3708
Lil Santana,Blues,3712
empty_field,Hip-Hop,3716
empty_field,Classical,3718
Shamanes Crew,Hip-Hop,3720
The Cowsills,Folk,3722
Sublime,Blues,3724
empty_field,Blues,3725
Omar Acedo,Jazz,3728
empty_field,Jazz,3732
empty_field,Blues,3733
Carter Winter,Blues,3735
empty_field,Pop,3738
Randy Travis,Blues,3743
Dionne Warwick,Jazz,3744
empty_field,Jazz,3749
Jeremias,Blues,3751
empty_field,Blues,3752
empty_field,Hip-Hop,3756
Anti-Flag,Blues,3759
empty_field,Jazz,3761
empty_field,Comedy,3766
empty_field,Jazz,3772
"Gotay ""El Autentiko""",Blues,3774
Mikey Dread,Blues,3775
Amarion,Blues,3777
Mike Ryan,Blues,3779
Pj Sin Suela,Blues,3780
empty_field,Hip-Hop,3781
Bob Marley & The Wailers,Jazz,3785
Descendents,Blues,3789
empty_field,Folk,3793
empty_field,R&B,3796
Natiruts,R&B,3798
empty_field,Blues,3799
empty_field,Classical,3800
empty_field,R&B,3805
Lud Foe,Hip-Hop,3806
empty_field,Pop,3808
empty_field,Blues,3809
empty_field,R&B,3810
Zac Brown Band,R&B,3811
empty_field,Folk,3816
Fiel A La Vega,Blues,3819
empty_field,Folk,3820
Kafu Banton,Alternative,3822
Larry Young,Classical,3824
empty_field,Blues,3827
Los Caligaris,R&B,3832
empty_field,Blues,3834
empty_field,Folk,3835
John Brown's Body,Blues,3838
The Living End,Blues,3839
empty_field,Folk,3841
Alpha Blondy,Jazz,3842
Boogie Belgique,Jazz,3845
Ziggy Marley,Blues,3846
empty_field,R&B,3848
empty_field,Hip-Hop,3850
empty_field,Hip-Hop,3853
empty_field,Classical,3857
The Beat,Blues,3862
Ilegales,Blues,3863
empty_field,Pop,3866
TOKiMONSTA,R&B,3867
No Use For A Name,Blues,3868
empty_field,Pop,3869
empty_field,Blues,3870
empty_field,Alternative,3872
empty_field,Blues,3875
Collie Buddz,R&B,3876
empty_field,Hip-Hop,3878
Ñejo & Dalmata,Jazz,3881
Matisyahu,Blues,3883
EXO-CBX,Hip-Hop,3884
Carol Welsman,Jazz,3885
Gary Allan,Alternative,3886
Dustin Lynch,Pop,3887
Grave Digger,Alternative,3888
empty_field,Pop,3892
empty_field,Blues,3896
ELIZA,Jazz,3899
Lito y Polaco,Blues,3901
empty_field,Alternative,3903
empty_field,Hip-Hop,3904
Lagwagon,Blues,3905
Anti-Flag,Blues,3907
Bootleg Rascal,Folk,3909
empty_field,Comedy,3910
empty_field,R&B,3911
empty_field,R&B,3918
Sublime,Hip-Hop,3921
Sanchez,Blues,3922
Jimmy Cliff,Blues,3925
Jimilian,Pop,3927
Domenico Cimarosa,Classical,3929
Lucky Dube,Jazz,3931
Archibald James Potter,Classical,3932
empty_field,R&B,3933
empty_field,Folk,3936
Sublime,Alternative,3937
empty_field,Folk,3939
Endless Summer,Folk,3941
Tim Timebomb,Blues,3944
Rodney Atkins,Blues,3945
Jackie Mittoo,Jazz,3950
empty_field,Alternative,3954
empty_field,Folk,3955
Nuyorican Soul,Blues,3956
empty_field,Jazz,3958
empty_field,R&B,3959
Kenny Chesney,Pop,3961
empty_field,Opera,3967
The English Beat,Blues,3968
empty_field,Opera,3970
empty_field,Alternative,3972
LE SINNER,R&B,3979
empty_field,Comedy,3980
empty_field,Pop,3981
empty_field,Opera,3982
Jai Wolf,Alternative,3985
empty_field,Blues,3989
empty_field,Jazz,3990
Matisyahu,R&B,3992
MxPx,Alternative,3993
Lee Brice,Folk,3997
Fickle Friends,Folk,3999
empty_field,Folk,4003
empty_field,Hip-Hop,4005
Vico C,Blues,4009
Lito y Polaco,Blues,4010
OG Maco,Hip-Hop,4012
The Charlie Daniels Band,Blues,4014
empty_field,R&B,4017
empty_field,Hip-Hop,4019
empty_field,Hip-Hop,4021
empty_field,Opera,4022
Fortunate Youth,Blues,4023
empty_field,Jazz,4024
empty_field,Blues,4027
empty_field,Comedy,4029
Upchurch,Folk,4030
Shawn Hook,Pop,4034
Alborosie,Jazz,4039
Craig Morgan,Pop,4040
Sammy & Falsetto,Blues,4042
empty_field,Pop,4043
empty_field,Opera,4053
Waylon Jennings,Jazz,4055
empty_field,Blues,4056
Waylon Jennings,Folk,4057
Toots & The Maytals,Blues,4058
empty_field,R&B,4061
The O'Jays,Jazz,4062
empty_field,Hip-Hop,4064
empty_field,R&B,4065
The Vandals,Blues,4067
empty_field,R&B,4079
David Axelrod,Jazz,4080
Tracy Lawrence,Folk,4081
Popcaan,Hip-Hop,4084
Victor Muñoz,Alternative,4085
Wailing Souls,Blues,4087
Eloise,Hip-Hop,4089
ChocQuibTown,Pop,4091
empty_field,R&B,4092
Luis Enrique,Pop,4094
Lady Saw,R&B,4095
Jimmy Cliff,Pop,4097
empty_field,Blues,4098
Face To Face,Blues,4102
Deborah Coleman,Blues,4104
empty_field,Folk,4105
B.T. Express,Jazz,4110
Morgan Wallen,Folk,4113
empty_field,Pop,4114
empty_field,Jazz,4115
Conor Oberst,R&B,4117
empty_field,Alternative,4118
Arthur Honegger,Classical,4119
empty_field,Blues,4120
empty_field,Folk,4125
empty_field,Jazz,4127
SOJA,Blues,4128
Horace Andy,Alternative,4130
Mike Love,Folk,4132
empty_field,Opera,4135
Vybz Kartel,Jazz,4140
empty_field,Blues,4141
Vybz Kartel,Jazz,4142
empty_field,Hip-Hop,4143
empty_field,Blues,4144
Neon Trees,Pop,4146
empty_field,Folk,4154
Parmalee,Alternative,4158
empty_field,Blues,4159
Jason Michael Carroll,Folk,4162
ELIZA,R&B,4163
Black Thought,Alternative,4166
Clinton Fearon,R&B,4169
Cock Sparrer,Classical,4172
Rebelution,Jazz,4173
empty_field,Alternative,4174
empty_field,Folk,4177
Katastro,Blues,4181
Dustin Lynch,Blues,4183
Pepper,Blues,4184
IHF,Blues,4185
empty_field,R&B,4188
Jackie Mittoo,Blues,4191
empty_field,Hip-Hop,4194
empty_field,Jazz,4195
Lee Brice,R&B,4197
Luke Bryan,Blues,4198
Face To Face,Alternative,4200
empty_field,Comedy,4204
Allan Rayman,Jazz,4205
empty_field,Classical,4209
Lee Jin-Ah,R&B,4211
empty_field,Blues,4217
empty_field,Pop,4218
empty_field,Comedy,4219
empty_field,R&B,4221
Brenton Wood,Jazz,4226
empty_field,Blues,4227
Natiruts,Folk,4228
empty_field,Pop,4234
empty_field,Alternative,4236
empty_field,R&B,4237
empty_field,Opera,4239
Vico C,Blues,4241
empty_field,Opera,4243
Darkiel,Alternative,4244
Artist Vs Poet,Folk,4245
empty_field,Classical,4252
Neutro Shorty,Jazz,4259
Junior Kelly,Alternative,4262
Outlaw,Blues,4272
The Falcons,Blues,4274
Foxy Brown,Hip-Hop,4275
empty_field,Comedy,4278
Alton Ellis,Jazz,4289
Marvin Gaye,Blues,4290
empty_field,Opera,4292
empty_field,Hip-Hop,4293
empty_field,Jazz,4296
Lito Kirino,Comedy,4298
empty_field,Jazz,4299
empty_field,Alternative,4300
empty_field,Blues,4302
empty_field,Opera,4303
Boy Wonder CF,R&B,4311
Toby Keith,Blues,4313
empty_field,Comedy,4314
Easy Star All-Stars,Folk,4315
Red Store Bums,Blues,4319
empty_field,Jazz,4320
rei brown,R&B,4321
Bomb the Music Industry!,Blues,4322
Patricia Petibon,Opera,4324
We Are The Union,Blues,4326
En Tol Sarmiento,Blues,4329
empty_field,Jazz,4334
Dayme y El High,R&B,4335
empty_field,Opera,4337
Guttermouth,Blues,4338
Farruko,Jazz,4339
empty_field,Blues,4341
empty_field,Blues,4342
empty_field,Alternative,4344
4Minute,Pop,4349
Amarion,Jazz,4350
empty_field,Classical,4351
empty_field,Jazz,4353
Propagandhi,Classical,4358
empty_field,Classical,4360
empty_field,Comedy,4364
empty_field,Folk,4366
Slightly Stoopid,Blues,4367
empty_field,Jazz,4369
empty_field,Blues,4373
empty_field,Folk,4374
George Strait,Folk,4381
empty_field,Blues,4383
Damian Marley,Hip-Hop,4384
The Supervillains,Blues,4385
Montgomery Gentry,Blues,4396
empty_field,Pop,4398
The Wailers,Blues,4400
empty_field,Hip-Hop,4413
Less Than Jake,Pop,4416
Smokey Robinson,Folk,4417
empty_field,Alternative,4418
The Heptones,Blues,4420
empty_field,Jazz,4422
Tribal Seeds,Jazz,4423
empty_field,Folk,4429
George Strait,Folk,4430
Tribal Seeds,Blues,4431
Dead Kennedys,Alternative,4432
Lito y Polaco,Blues,4434
empty_field,Blues,4436
empty_field,Folk,4440
empty_field,Pop,4441
empty_field,Opera,4445
Choking Victim,Blues,4447
empty_field,Folk,4448
Mustard Plug,Blues,4452
empty_field,Hip-Hop,4455
empty_field,Hip-Hop,4459
NOFX,Blues,4462
empty_field,Classical,4466
Max Stalling,Blues,4467
Lord Tanamo,Jazz,4470
Banda Tierra Sagrada,Pop,4472
empty_field,Hip-Hop,4473
NOFX,Alternative,4477
empty_field,Alternative,4478
empty_field,Comedy,4480
empty_field,Comedy,4481
empty_field,Folk,4485
Kiihjano,Jazz,4490
empty_field,Alternative,4495
empty_field,Blues,4503
empty_field,Hip-Hop,4505
empty_field,Classical,4506
Babeheaven,R&B,4509
empty_field,Hip-Hop,4510
empty_field,Blues,4513
empty_field,Blues,4514
empty_field,Opera,4515
Casey Donahew,R&B,4516
empty_field,Blues,4518
NO1-NOAH,R&B,4520
empty_field,Alternative,4521
Strike Anywhere,Blues,4524
Pusho,Hip-Hop,4525
empty_field,Comedy,4526
empty_field,R&B,4527
empty_field,Comedy,4528
empty_field,Pop,4529
empty_field,Jazz,4531
Face To Face,Blues,4533
empty_field,Opera,4535
Collie Buddz,Blues,4537
MAGIC!,R&B,4540
empty_field,Folk,4542
empty_field,Jazz,4543
Mura Masa,R&B,4544
empty_field,Blues,4550
empty_field,Jazz,4551
Clay Walker,Jazz,4554
empty_field,Alternative,4555
Sizzla,Blues,4558
Romain Virgo,Blues,4561
Andy Boy,Jazz,4570
empty_field,Hip-Hop,4572
empty_field,Pop,4573
Dandy Livingstone,R&B,4574
Veronica Ra'elle,Blues,4575
Ziggy Marley,Folk,4576
empty_field,Opera,4579
empty_field,Hip-Hop,4580
empty_field,Hip-Hop,4581
The Littlest Man Band,Blues,4583
Eric Church,Blues,4586
Mad Cobra,Alternative,4587
IAmChino,Comedy,4588
empty_field,Jazz,4589
"Hank Williams, Jr.",Blues,4592
Eat Defeat,Blues,4593
empty_field,Folk,4594
Mickey Gilley,Blues,4595
empty_field,Hip-Hop,4596
empty_field,Hip-Hop,4597
Dead Kennedys,Jazz,4598
Amp Fiddler,R&B,4600
empty_field,Blues,4604
Tribal Seeds,Alternative,4605
empty_field,R&B,4607
Me First and the Gimme Gimmes,Alternative,4611
empty_field,Jazz,4613
Sizzla,Blues,4614
Guaco,Blues,4617
empty_field,Folk,4622
Wookiefoot,Blues,4624
Authority Zero,Blues,4626
empty_field,R&B,4628
Jill Sobule,Alternative,4629
Riley Pearce,Pop,4630
House Of Shem,Blues,4631
empty_field,Blues,4634
Struggle Jennings,Hip-Hop,4649
Snoop Lion,R&B,4650
Jaya The Cat,Folk,4652
King Calaway,Alternative,4654
Strike Anywhere,Blues,4656
Attaque 77,Alternative,4658
Lil Silvio & El Vega,Jazz,4659
empty_field,Hip-Hop,4662
empty_field,R&B,4678
George Strait,Alternative,4681
empty_field,Blues,4682
Eddie Henderson,Jazz,4683
empty_field,Classical,4685
Magnate Y Valentino,Comedy,4686
Sublime With Rome,Jazz,4688
American Young,Folk,4692
What So Not,Alternative,4693
Burning Spear,Blues,4695
Beacon,Folk,4698
Los 4,Jazz,4701
Less Than Jake,Blues,4703
"Héctor ""El Father""",Jazz,4704
empty_field,Classical,4705
Shruti Sadolikar,Blues,4707
Eladio Carrion,Hip-Hop,4708
empty_field,Pop,4709
Face To Face,Alternative,4710
