artist_name,genre_summary
Edo. G,"Alternative 1, Hip-Hop 1, Jazz 1"
Edoardo Catemario,Classical 1
Eduard Künneke,Opera 2
Edvard Grieg,Classical 30
Edward Elgar,Classical 19
Edward Sharpe & The Magnetic Zeros,Folk 1
Edwin Raphael,Folk 1
Eels,Alternative 1
Egypt Central,Alternative 1
Ekali,Pop 1
El Bebeto,Pop 1
El Costeño,Comedy 1
El Fantasma,Pop 4
El Gran Combo De Puerto Rico,Jazz 21
El Gran Silencio,Alternative 1
El Jazzy Chavo,Jazz 5
El Michels Affair,Jazz 16
El Tri,Alternative 1
Elan Trotman,Jazz 1
Elastica,Alternative 1
Elder Island,R&B 6
Eldissa,Jazz 3
Electric Guest,"Alternative 5, Pop 1"
Electric Light Orchestra,Folk 11
Electric Wire Hustle,Jazz 1
Elefante,Alternative 2
Elena Kats-Chernin,Classical 1
Eleni Karaindrou,Classical 7
Elephante,Pop 2
Eli Sostre,R&B 3
Eli Young Band,Pop 2
Eliane Elias,Jazz 5
Elias Dummer,Alternative 2
Elijah Blake,"Alternative 2, R&B 1"
Elina,Pop 2
Elina Garanca,Opera 1
Elisabeth Schwarzkopf,Opera 1
Elizabeth Cotten,Blues 3
Elizabeth Mitchell,Folk 3
Ella Eyre,Pop 1
Ella Fitzgerald,"Blues 31, Jazz 36"
Ella Henderson,Pop 1
Ella Mae Morse,Blues 2
Ella Mai,"Pop 9, R&B 13"
Ella Vos,Pop 1
Elle Varner,Alternative 2
Ellen Andersson Quartet,Jazz 1
Ellen DeGeneres,Comedy 5
Elley Duhé,R&B 2
Elli Ingram,R&B 2
Ellie Goulding,"Pop 5, R&B 11"
Elliot Root,Folk 5
Elliott Smith,"Alternative 3, Folk 7"
Elly Ameling,Opera 1
Elmore James,Blues 5
Elujay,R&B 1
Eluveitie,Folk 2
Elvenking,Classical 5
Elvin Bishop,Blues 4
Elvis Costello,Folk 4
Elvis Costello & The Attractions,Folk 2
Emahoy Tsegué-Maryam Guébrou,"Folk 1, Jazz 1"
Emancipator,Jazz 24
Emapea,Jazz 6
Emeli Sandé,R&B 1
Emerson Leif,Alternative 1
"Emerson, Lake & Palmer",Jazz 5
Emil Brandqvist Trio,Jazz 1
Emilie-Claire Barlow,Jazz 3
Emily Heller,Comedy 10
Emily King,"Alternative 2, R&B 9"
Emilíana Torrini,Folk 1
Eminem,Hip-Hop 84
Emma Kirkby,Opera 1
Emmanuel Pahud,Classical 1
Emmerich Kálmán,Opera 14
Emmylou Harris,Folk 2
Emotional Oranges,"Alternative 3, R&B 1"
Empire Cast,R&B 9
Empire of the Sun,"Alternative 4, Pop 2"
Empress Of,"Alternative 2, R&B 2"
En Vogue,R&B 1
Engelbert Humperdinck,Opera 45
England Dan,Folk 3
English Chamber Orchestra,Classical 3
Enrico Caruso,Opera 7
Enrico Pieranunzi,Jazz 2
Enrique Granados,Classical 1
Enrique Iglesias,Pop 7
Era Istrefi,Hip-Hop 1
Erato,Folk 2
Eric B. & Rakim,"Alternative 2, Hip-Hop 2"
Eric Bellinger,"Pop 1, R&B 23"
Eric Benét,R&B 1
Eric Bibb,Blues 2
Eric Burdon,Blues 2
Eric Clapton,Blues 54
Eric Darius,Jazz 6
Eric Essix,Jazz 2
Eric Gales,Blues 3
Eric Hutchinson,Folk 2
Eric Idle,Comedy 1
Eric Johnson,"Blues 2, Classical 7"
Eric Lau,Jazz 1
Eric Lindell,Blues 2
Eric Marienthal,Jazz 1
Eric Whitacre,Classical 24
Erich Wolfgang Korngold,Classical 1
Erik Satie,Classical 38
Erik Söderlind,Jazz 1
Erik Truffaz,Jazz 1
Erikka Innes,Comedy 5
Erin McCarley,Folk 1
Ernest Bloch,Classical 2
Ernest John Moeran,Classical 2
Ernie K-Doe,Blues 1
Ernst Krenek,Classical 1
Erroll Garner,Jazz 3
Erthlings,Alternative 1
Erutan,Folk 1
Erykah Badu,"Hip-Hop 6, R&B 19"
Eryn Allen Kane,"Alternative 1, R&B 2"
Es-K,Jazz 5
Esbjörn Svensson Trio,Jazz 3
Escape the Fate,"Alternative 7, Pop 1"
Ese Wey,Comedy 1
Esperanza Spalding,"Jazz 6, R&B 2"
Esther Phillips,"Blues 4, Jazz 1"
Estugarda,Jazz 4
Etta Bond,R&B 1
Etta James,"Blues 22, Jazz 19"
Etta Jones,Jazz 1
Ettore Bastianini,Opera 2
Euge Groove,Jazz 14
Eugene McDaniels,Jazz 3
Eugene Mirman,Comedy 24
European Jazz Trio,Jazz 2
Eurythmics,Pop 1
Eva Cassidy,"Folk 2, Jazz 2"
Evanescence,Alternative 10
Evans Blue,Alternative 1
Eve,"Hip-Hop 2, R&B 2"
Eve 6,"Alternative 2, Pop 1"
Everclear,"Alternative 3, Pop 2"
Everette Harp,Jazz 2
Evergrey,Classical 1
Everything Is Recorded,Alternative 1
Evgeny Kissin,Classical 1
Ex:Re,Folk 1
Eyolf Dale,Jazz 1
Ezra Collective,Jazz 2
Ezra Furman,Alternative 2
F1rstman,Hip-Hop 1
FARR,Alternative 1
FINNEAS,Pop 2
FKA twigs,R&B 7
FLETCHER,Pop 2
FRENSHIP,Pop 1
Fabiano Do Nascimento,Jazz 1
Fabio Biondi,Opera 2
Fabolous,"Hip-Hop 8, Pop 2, R&B 11"
Faces,"Blues 7, Folk 2"
Fair To Midland,Alternative 1
Fairport Convention,Folk 1
Faith Evans,"Hip-Hop 1, R&B 2"
Faith Hill,Pop 1
Faith No More,Alternative 2
Fake Problems,Folk 1
Falconer,Classical 1
Fall Out Boy,Pop 14
Falling In Reverse,Pop 2
Family Force 5,Alternative 1
Family of the Year,Folk 1
Famous Dex,"Hip-Hop 3, Pop 2"
Fania All Stars,Jazz 1
Fantasia,R&B 5
Fantastic Negrito,Blues 5
Farnell Newton,Jazz 2
Fastball,Pop 2
Fat Freddy's Drop,Jazz 4
Fat Joe,"Hip-Hop 3, Pop 2"
Fat Nick,Hip-Hop 4
Fates Warning,Classical 1
Father John Misty,"Folk 15, Pop 2"
Fatima,"Jazz 1, R&B 1"
Fats Domino,Blues 11
Fattburger,Jazz 2
Faun,Folk 1
Fazıl Say,Classical 2
Federico Aubele,Jazz 2
Federico Mompou,Classical 4
Federico Moreno Torroba,Classical 1
Fedora Barbieri,Opera 2
Feist,"Folk 7, Pop 1"
Felicia Michaels,Comedy 1
Felicity Lott,Opera 7
Felipe Esparza,Comedy 31
Felipe Peláez,Pop 1
Felivand,Alternative 1
Felix Jaehn,Pop 1
Felix Mendelssohn,Classical 27
Felly,Hip-Hop 4
Fenech-Soler,Alternative 1
Fenne Lily,Folk 3
Feqadu Amde-mesqel,Jazz 1
Ferdinand Hérold,Opera 4
Ferdinand Ries,Classical 1
Fergie,"Pop 1, R&B 3"
Fernando Sor,Classical 2
Ferruccio Busoni,Classical 1
Fetty Wap,"Hip-Hop 10, Pop 1"
Fever Ray,Alternative 1
Field Mob,Hip-Hop 1
Fifth Harmony,"Pop 5, R&B 17"
Filmore,Pop 1
Filter,Alternative 2
Finger Eleven,Alternative 1
Fink,Folk 1
Fiona Apple,Folk 3
Fiona Boyes,Blues 1
Fionn Regan,Folk 1
Firefall,Folk 2
Fireflight,Alternative 1
Firewind,Classical 1
First Aid Kit,Folk 8
Fitz and The Tantrums,Pop 1
Five Finger Death Punch,Alternative 32
Five For Fighting,Pop 2
Flamin' Groovies,Blues 3
Flatbush Zombies,Hip-Hop 13
Flatpocket,Jazz 1
Fleet Foxes,"Folk 22, Pop 1"
Flight Facilities,Alternative 3
Flipp Dinero,Hip-Hop 8
Flitz&Suppe,Jazz 12
Flo Rida,"Hip-Hop 9, Pop 7"
FloFilz,Jazz 5
Floating Points,Jazz 1
Floetry,R&B 2
Florence + The Machine,"Alternative 18, Folk 33, Pop 6"
Florence Beatrice Price,Classical 1
Florida Georgia Line,Pop 15
Florilegium,Opera 16
Floyd Taylor,Blues 3
Flughand,Jazz 8
Flume,Pop 1
Flunk,Jazz 1
Flying Lotus,"Alternative 10, Hip-Hop 1"
Flyleaf,Alternative 7
Foals,Pop 1
Foghat,Blues 10
Fonseca,Pop 1
Foo Fighters,Alternative 31
Foreign Air,Alternative 4
Forever The Sickest Kids,Pop 1
Forndom,Folk 1
Fort Knox Five,Jazz 2
Fort Minor,Pop 1
Foster The People,Pop 2
Fountains Of Wayne,Alternative 3
Four Tet,"Alternative 2, Jazz 6"
Four Tops,Folk 3
Four Year Strong,Alternative 2
Fourplay,Jazz 8
Foxing,Alternative 3
Foxwarren,Folk 5
Foxygen,"Folk 4, Pop 1"
Foy Vance,Folk 2
Fozzy,Alternative 3
Fractures,Folk 2
Framing Hanley,Alternative 1
Fran Hevia,Comedy 2
Franc Moody,Alternative 2
Frances,Folk 3
Frances Cone,Folk 2
Francesca Battistelli,Alternative 5
Francesco Araia,Opera 1
Francesco Cavalli,Opera 24
Francesco Cilea,Opera 18
Francesco Nicola Fago,Opera 5
Francis Poulenc,Classical 16
Francis and the Lights,"Alternative 1, R&B 4"
Franco Corelli,Opera 5
Franco De Vita,Pop 1
Franco Escamilla,Comedy 27
Frank Black,Alternative 1
Frank Caliendo,Comedy 16
Frank Ocean,"Alternative 19, Hip-Hop 19, Pop 9, R&B 11"
Frank Ticheli,Classical 2
Frank Turner,Folk 7
Frank Zappa,Jazz 5
Frankie Boyle,Comedy 9
Frankie Cosmos,"Folk 2, Pop 1"
Frankie Goes To Hollywood,Pop 1
Frankie J,R&B 1
Frankie Lymon,Blues 1
Frankie Lymon & The Teenagers,Blues 3
Frankie Ruiz,Jazz 10
Frankie Valli,Folk 4
Frankie Valli & The Four Seasons,"Folk 5, Pop 1"
Franz Berwald,Classical 2
Franz Danzi,Classical 1
Franz Ferdinand,Alternative 1
Franz Joseph Haydn,Classical 34
Franz Lehár,Opera 19
Franz Liszt,Classical 45
Franz Schubert,Classical 53
Franz von Suppé,Classical 1
François Couperin,Classical 1
Freak Nasty,Hip-Hop 1
Fred Astaire,Jazz 2
Fred Hersch,Jazz 1
Fred Raymond,Opera 1
Freddie Gibbs,"Alternative 17, Hip-Hop 4"
Freddie Hubbard,Jazz 7
Freddie Jackson,R&B 2
Freddie Joachim,Jazz 8
Freddie King,Blues 8
Freddy Cannon,Blues 1
Frederick Delius,Classical 18
Fredrik Kronkvist,Jazz 1
Fredrika Stahl,Jazz 2
Free,Blues 3
Free The Robots,Jazz 2
Free Throw,Alternative 2
Freedom Call,Classical 3
Freedom Dub,Jazz 1
Freedom Hawk,Blues 1
Freeway,Hip-Hop 1
French Montana,"Hip-Hop 7, Pop 2"
Freya Ridings,"Folk 2, Pop 1"
Friedrich Gulda,Classical 2
Friedrich von Flotow,Opera 7
Frightened Rabbit,Folk 3
Frijid Pink,Blues 1
Fritz Kreisler,Classical 6
From Ashes to New,Alternative 12
Fromental Halévy,Opera 1
Fruit Bats,"Folk 2, Pop 2"
Fruko Y Sus Tesos,Jazz 2
Frvrfriday,Hip-Hop 1
Frédéric Chopin,Classical 195
Fuego,Hip-Hop 1
Fuel,Pop 1
Fugazi,Alternative 2
Fugees,"Hip-Hop 3, Pop 1"
Fukkit,Hip-Hop 1
Funkadelic,Jazz 6
Funkee Boy,Jazz 1
Funkmaster Flex,Hip-Hop 1
Funky DL,Jazz 6
Future,"Hip-Hop 50, Pop 22"
Future Islands,Alternative 3
Future Leaders of the World,Alternative 1
Futurebirds,Alternative 1
Futuristic,"Hip-Hop 5, Pop 2"
G Herbo,Hip-Hop 18
G Mills,Jazz 1
G-Eazy,"Hip-Hop 32, Pop 16"
G-Unit,Hip-Hop 1
G.R.L.,Pop 1
G.Soul,R&B 1
GALNERYUS,Classical 2
GASHI,Pop 1
GATTÜSO,Pop 1
GAWVI,"Hip-Hop 5, Pop 1"
GNAR,Hip-Hop 3
GOT7,Pop 2
GRAACE,"Alternative 2, Pop 1"
GZA,"Alternative 2, Hip-Hop 2, Pop 1"
Gabbie Hanna,Pop 3
Gabby Barrett,Pop 1
Gabriel Fauré,Classical 29
Gabriel Garzón-Montano,"Alternative 3, Jazz 6, R&B 3"
Gabriel Iglesias,Comedy 27
Gabriel Jackson,Classical 1
Gabriel Kahane,Classical 5
Gabrielle Aplin,Folk 7
Gadiel,Hip-Hop 1
Gaelic Storm,Folk 3
Gaetano Donizetti,Opera 183
Gail Jhonson,Jazz 3
Galactic,Blues 15
Galantis,Pop 5
Galaxie 500,Folk 2
Galina Grigorjeva,Classical 1
Gallant,"Alternative 6, R&B 13"
Gang Chen,Classical 1
Gang Gang Dance,Folk 1
Gang Starr,"Alternative 1, Hip-Hop 3"
Garbage,Alternative 3
Garrett Kato,Folk 2
Gary Burton,Jazz 1
Gary Clark Jr.,Blues 40
Gary Gulman,Comedy 31
Gary Hoey,"Blues 2, Classical 2"
Gary Moore,Blues 7
Gary Puckett & The Union Gap,Folk 1
Gary U.S. Bonds,Blues 1
Gary Wright,Folk 1
Gavin DeGraw,Pop 3
Gavin James,Pop 1
Gavin Mikhail,Pop 1
Gavin Turek,R&B 2
Gemaine,R&B 1
Geminiano Giacomelli,Opera 1
Gene Ammons,Jazz 2
Gene Chandler,Blues 1
Gene Pitney,Folk 1
Generationals,"Alternative 5, Folk 3"
Gente De Zona,Hip-Hop 2
Gentle Bones,Pop 1
Georg Philipp Telemann,Classical 24
George Antheil,Classical 2
George Benjamin,Classical 1
George Benson,Jazz 13
George Butterworth,Classical 1
George Carlin,Comedy 93
George Duke,Jazz 4
George Ezra,Pop 6
George Formby,Comedy 1
George Frideric Handel,Classical 47
George Gershwin,Classical 12
George Harrison,Folk 12
George Howard,Jazz 2
George London,Opera 1
George Lopez,Comedy 52
George Michael,Pop 1
George Ogilvie,"Folk 4, Pop 1"
George Shearing,Jazz 2
George Thorogood & The Destroyers,Blues 15
George White Group,Jazz 1
Georges Bizet,"Classical 9, Opera 321"
Georges Prêtre,Opera 1
Georgia,Alternative 1
Georgs Pelēcis,Classical 2
Gerald Albright,Jazz 2
Gerald Finzi,Classical 2
Gerald Levert,R&B 1
Gerard Way,Pop 1
Germ,Hip-Hop 5
Gerry Mulligan,Jazz 5
Gerry Rafferty,"Folk 2, Pop 1"
Get Scared,Pop 1
Getatchew Mekurya,Jazz 1
Geto Boys,Hip-Hop 1
Getter,Hip-Hop 1
Ghostemane,Hip-Hop 7
Ghostland Observatory,Alternative 1
Giacomo Meyerbeer,Opera 17
Giacomo Puccini,"Classical 15, Opera 548"
Gianfranco Masini,Opera 2
Gidon Kremer,Classical 1
Gift Of Gab,Alternative 1
Gil Scott-Heron,Jazz 4
Gilad Hekselman,Jazz 2
Gilbert Gottfried,Comedy 6
Gillian Welch,"Alternative 1, Folk 11"
Gin Blossoms,Alternative 4
Gin Wigmore,Pop 1
Gina Sicilia,Blues 1
Ginuwine,"Hip-Hop 2, Pop 3, R&B 4"
Gioachino Rossini,"Classical 17, Opera 220"
Giovanni Battista Pergolesi,Classical 1
Giovanni Battista Sammartini,Classical 4
Giovanni Felice Sances,Opera 2
Giovanni Guidi,Jazz 1
Giovanni Guidi Trio,Jazz 1
Giovanni Paisiello,Classical 1
Giovanni Pierluigi da Palestrina,Classical 1
Giovanni Porta,Opera 1
Girlpool,Folk 5
Girma Bèyènè,Jazz 1
Giuseppe Di Stefano,"Classical 2, Opera 17"
Giuseppe Giordani,Opera 3
Giuseppe Maria Orlandini,Opera 2
Giuseppe Pietri,Opera 2
Giuseppe Sarti,Opera 1
Giuseppe Verdi,"Classical 28, Opera 624"
Giya Kancheli,Classical 1
Gladys Knight & The Pips,Pop 1
Glass Animals,Pop 1
Gleemer,Alternative 1
Glen Campbell,"Folk 3, Pop 1"
Glenn Astro,Jazz 1
Glenn Fredly,Jazz 1
Glenn Frey,Folk 1
Glenn Gould,Classical 1
Glenn Jones,Folk 1
Glenn Miller,Jazz 4
Glenn Wool,Comedy 2
Global Dan,Hip-Hop 5
GlobulDub,Jazz 1
Gloc 9,Alternative 1
Gloria Rodríguez,Comedy 1
Gnarls Barkley,Hip-Hop 1
Go Radio,Pop 1
GoGo Penguin,Jazz 3
Godsmack,Alternative 13
Godspeed You! Black Emperor,Jazz 3
Gojira,Alternative 5
Gold Spectacles,Alternative 1
GoldFish,Jazz 6
GoldLink,"Alternative 17, Hip-Hop 9, Pop 3, R&B 13"
Golden Vessel,R&B 1
Gone West,Pop 1
Good Charlotte,"Alternative 4, Pop 2"
Good Morning,Pop 1
Good Old War,Folk 2
Goodbye June,"Alternative 2, Blues 6"
Goody Grace,Pop 2
Goon Twinn,Hip-Hop 1
Gordon Goodwin's Big Phat Band,Jazz 1
Gordon Lightfoot,Folk 7
Gorilla Zoe,Hip-Hop 3
Gorillaz,"Alternative 30, Hip-Hop 19, Pop 6"
Gossip,Alternative 1
Gota,Jazz 1
Gotan Project,Jazz 5
Gov't Mule,Blues 25
Gowe,Jazz 1
Grace,R&B 3
Grace Carter,"Folk 1, R&B 3"
Grace Grundy,Pop 2
Grace Potter & The Nocturnals,Blues 10
Grace VanderWaal,Pop 2
Graham Nash,Folk 2
Gram Parsons,Folk 2
Gramatik,Jazz 23
Grand Funk Railroad,Blues 14
Grandaddy,Folk 1
Grandmaster Flash & The Furious Five,Hip-Hop 1
Granger Smith,Pop 1
Grant Green,Jazz 4
Grateful Dead,Folk 19
Graveyard,Blues 1
Great Big Sea,Folk 1
Great Lake Swimmers,Folk 2
Greeicy,"Pop 1, R&B 2"
Green Assassin Dollar,Jazz 4
Green Day,Pop 9
Greg Behrendt,Comedy 12
Greg Brown,Folk 1
Greg Giraldo,Comedy 13
Greg Howe,Classical 1
Greg Laswell,Folk 2
Greg Proops,Comedy 2
Greg Warren,Comedy 11
Gregg Allman,"Blues 7, Folk 1"
Gregg Karukas,Jazz 3
Gregorio Allegri,Classical 3
Gregory Alan Isakov,"Folk 23, Pop 4"
Gregory Porter,Jazz 6
Greta Van Fleet,Blues 10
Gretchen Parlato,Jazz 1
Grey,Pop 4
Greyboy,Jazz 2
Greyson Chance,Pop 1
Grimes,Pop 1
Grinderman,Blues 2
Grizfolk,"Alternative 8, Pop 1"
Grizzly Bear,"Alternative 2, Folk 9"
Groove Armada,Jazz 4
Group Home,Hip-Hop 1
Grouplove,"Alternative 4, Folk 7, Pop 1"
"Grover Washington, Jr.",Jazz 6
Grupo Codiciado,Pop 1
Grupo Maximo Grado,Pop 1
Gryffin,Pop 13
Gucci Mane,"Hip-Hop 21, Pop 13"
Guillaume Dufay,Classical 8
Guillaume de Machaut,Classical 1
Guitar Shorty,Blues 1
Guitar Slim,Blues 1
Gungor,Alternative 1
Gunna,"Hip-Hop 14, Pop 14"
Guordan Banks,R&B 2
Guru Griff,Jazz 5
Guru Randhawa,Hip-Hop 2
Guru's Jazzmatazz,Jazz 2
Gus G.,Classical 2
Gus Viseur,Jazz 1
Gustav Holst,Classical 24
Gustav Mahler,Classical 49
Gustave Charpentier,Opera 4
Gustavo Bertoni,Folk 1
Gustavo Cerati,Alternative 1
Gustavo Santaolalla,Classical 14
Guster,Folk 5
Guthrie Govan,Classical 5
Guts,Jazz 7
Guy,"Hip-Hop 2, R&B 5"
Guy Clark,"Alternative 2, Folk 4"
Guy Davis,Blues 1
Gwen McCrae,Jazz 1
Gwen Stefani,"Pop 4, R&B 3"
Gym Class Heroes,Pop 4
Gypsy Jazz Caravan,Jazz 4
Gypsy Swing Revue,Jazz 1
Gyptian,Hip-Hop 2
Gyyps,Hip-Hop 1
György Kurtág,Classical 1
György Ligeti,Classical 5
Gábor Szabó,Jazz 3
H ZETTRIO,Jazz 1
H-Town,R&B 2
H.E.R.,"Pop 8, R&B 16"
H.I.N.P (Hot Issue of Ntl. Producers),Pop 1
HAIM,"Folk 12, Pop 1"
HEIZE,R&B 3
HELLYEAH,Alternative 3
HONNE,R&B 10
HRVY,Pop 2
HYUKOH,R&B 2
Hablot Brown,"Alternative 1, R&B 2"
Hafliði Hallgrímsson,Classical 1
Hailee Steinfeld,Pop 6
Hailu Mergia,Jazz 6
Hair of the Dog,Folk 1
Haken,"Classical 9, Jazz 5"
Hal Sparks,Comedy 1
Halestorm,Alternative 16
Haley & Michaels,Pop 1
Haley Heynderickx,"Folk 4, Pop 1"
Half Moon Run,Folk 1
Halloran & Kate,Pop 2
Halsey,Pop 19
Hamish Anderson,Blues 3
Hammerfall,Classical 7
Hamzaa,R&B 1
Hand Habits,Folk 3
Handbook,Jazz 4
Handsome Boy Modeling School,Alternative 1
Handsome Ghost,Folk 1
Hanging Valleys,Folk 1
Hank Crawford,Jazz 1
Hank Mobley,Jazz 4
Hank Williams,Folk 4
Hannah Kerr,Alternative 1
Hannah Montana,Pop 4
Hannah Wicklund & The Steppin Stones,Blues 2
Hanni El Khatib,Blues 3
Hannibal Buress,Comedy 18
Hans Pfitzner,"Classical 1, Opera 2"
Hanson,Pop 1
Hariprasad Chaurasia,Classical 3
Harland Williams,Comedy 8
Harlem,Folk 1
Harlem Jazz Guitar Quartet,Jazz 1
Harley Poe,Folk 3
Harold Budd,Classical 10
Harrison Storm,"Folk 4, Pop 1"
Harry Chapin,Folk 1
"Harry Connick, Jr.",Jazz 13
Harry Nilsson,Folk 6
Harry Styles,Pop 4
Harvey Danger,"Alternative 1, Pop 1"
Harvey Sutherland,Jazz 2
Hasan Minhaj,Comedy 7
Hasil Adkins,Blues 2
Hatebreed,Alternative 2
Haux,"Folk 7, Pop 2"
Have A Nice Life,Jazz 1
Have Mercy,Alternative 2
Havelin,Folk 2
Hawk Nelson,Alternative 2
Hawthorne Heights,Pop 1
Hayden Calnin,Folk 1
Hayden James,Pop 2
Haydn Trio Eisenstadt,Classical 1
Hayes Carll,Folk 1
Hayley Kiyoko,Pop 2
He Is We,Pop 1
Healy,Hip-Hop 3
Heart,Pop 2
Heartless Bastards,Blues 11
Hearts & Colors,Pop 2
Heather Headley,R&B 1
Heatwave,Jazz 4
Hector Berlioz,Classical 37
Heilung,Folk 5
Heinrich Ignaz Franz von Biber,Classical 2
Heinrich Marschner,Opera 1
Heitor Villa-Lobos,Classical 3
Helen Kane,Jazz 1
Helen Merrill,Jazz 1
Helen Reddy,Folk 1
Helge Lien Trio,Jazz 1
Helloween,Classical 4
Helmet,Alternative 1
Heltah Skeltah,Hip-Hop 1
Henace,Jazz 2
Henrik Freischlader,Blues 3
Henry Cho,Comedy 7
Henry Cowell,Classical 1
Henry Green,Folk 4
Henry Jamison,"Folk 4, Pop 2"
Henry Mancini,Jazz 2
Henry Purcell,Classical 4
Henryk Górecki,Classical 1
Henryk Wieniawski,Classical 2
Herbert Howells,Classical 1
Herbert von Karajan,Classical 2
Herbie Hancock,Jazz 16
Herbie Mann,Jazz 3
Hercules & Love Affair,Alternative 1
Herencia de Patrones,Pop 1
Herman's Hermits,Folk 3
Hermitude,Hip-Hop 3
Heroes Del Silencio,Alternative 2
Herr König,Jazz 1
Herrick & Hooley,R&B 3
Herring Franky,Jazz 5
Hi-Five,R&B 1
Hiatus Kaiyote,"Alternative 3, Jazz 15, R&B 10"
Hidden Orchestra,Jazz 2
Hidden Spheres,Jazz 1
Hieroglyphics,"Alternative 1, Hip-Hop 1, Jazz 3"
High School Musical Cast,Pop 3
Higher Brothers,Hip-Hop 10
Hikaru Hayashi,Classical 1
Hikaru Utada,Pop 1
Hildegard von Bingen,Classical 5
Hildur Guðnadóttir,Classical 2
Hinder,Alternative 2
Hird,Jazz 1
Hiromi,Jazz 2
Hiroshima,Jazz 2
Hiss Golden Messenger,"Alternative 1, Folk 3"
Hole,Alternative 2
Hollis Brown,Blues 1
Hollow Coves,"Folk 4, Pop 2"
Holly Cole,Jazz 1
Hollyn,Alternative 3
Hollywood Undead,Alternative 21
Hombres G,Alternative 2
Honors,R&B 3
Hoobastank,Alternative 1
HoodRich Pablo Juan,Hip-Hop 2
Hoodie Allen,Pop 2
Hoody,R&B 3
Hootie & The Blowfish,Pop 1
Hop Along,"Alternative 1, Folk 7"
Hope Tala,"Alternative 1, R&B 1"
Hopsin,"Hip-Hop 20, Pop 5"
Horace Silver,Jazz 1
Horace Silver Quintet,Jazz 1
Horse Feathers,Folk 1
Horse Head,Hip-Hop 1
Horst Jankowski and his Studio Orchestra,Jazz 1
Hot Chelle Rae,Pop 1
Hot Chip,Alternative 5
Hot Chocolate,Pop 1
Hot Mulligan,Alternative 1
Hot Tuna,Blues 1
Hound Dog Taylor,Blues 2
Houndmouth,"Folk 5, Pop 1"
House Of Pain,Hip-Hop 1
Howard Shore,Classical 84
Howie Day,Pop 2
Howlin' Wolf,Blues 12
Hozier,"Folk 16, Pop 13"
Hubert Laws,Jazz 1
Hubert Parry,Classical 1
Hudson Taylor,Folk 1
Hue,R&B 2
Huey,Hip-Hop 1
Huey Lewis & The News,Folk 3
Hugar,Classical 1
Hugh Masekela,Jazz 1
Hugo Wolf,Classical 1
Hulk Hodn,Jazz 1
Humble Pie,Blues 4
Huncho Jack,"Hip-Hop 4, Pop 4"
Hundred Waters,Pop 1
Hunnah,R&B 1
Hunter Hayes,Pop 3
Hurray For The Riff Raff,Folk 2
Hurricane Chris,Hip-Hop 1
Hurt,Alternative 1
Hush Kids,Folk 1
Hydrogenii,Jazz 1
Hyolyn,R&B 4
HyunA,Pop 2
Héctor García S.,Comedy 1
Héctor Lavoe,Jazz 11
Hüsker Dü,Alternative 1
I AM THEY,Alternative 3
I'm With Her,Folk 4
I.O.I,Pop 1
IAMDDB,"Alternative 1, R&B 8"
IDK,Hip-Hop 3
ILLENIUM,Pop 7
ILoveMakonnen,Hip-Hop 1
INXS,Pop 1
ISLAND,Alternative 2
IU,Pop 2
IZ*ONE,Pop 1
Iamsu!,Hip-Hop 1
Iannis Xenakis,Classical 2
Ibeyi,Alternative 1
Ibrahim Ferrer,Jazz 2
Ibrahim Maalouf,Jazz 1
Ice Cube,"Hip-Hop 10, Pop 1"
Ice-T,Hip-Hop 1
Iced Earth,Classical 5
Icon For Hire,Alternative 6
Icona Pop,Pop 1
Icy Narco,Hip-Hop 2
Idris Muhammad,Jazz 1
Iggy Azalea,"Hip-Hop 5, Pop 2, R&B 5"
Iggy Pop,Alternative 1
Ignaz Pleyel,Classical 1
Igor Stravinsky,Classical 17
Ike Quebec,Jazz 1
Ileana Cotrubas,Opera 1
Ilham,R&B 1
Iliza Shlesinger,Comedy 9
Ill Considered,Jazz 1
Illa J,"Jazz 3, R&B 1"
Illinois Jacquet,Jazz 1
Imaginary Future,"Folk 10, Pop 2"
Immortal Technique,Hip-Hop 3
Imogen Heap,"Folk 4, Pop 1"
Imran Khan,Hip-Hop 1
Imrat Khan,Classical 1
In Flames,Alternative 2
In Her Own Words,Alternative 2
In This Moment,Alternative 10
Ina Forsman,Blues 1
Incognito,Jazz 5
Incubus,"Alternative 18, Pop 2"
India.Arie,R&B 9
Indigo Girls,"Folk 2, Pop 1"
Indila,Pop 1
Ingrid Michaelson,"Folk 8, Pop 1"
Injury Reserve,"Alternative 7, Hip-Hop 6"
Inspector,Alternative 2
Interpol,Alternative 6
Intocable,Pop 1
Ira Wolf,Folk 1
Irakere,Jazz 2
Iris Temple,R&B 2
Irma Thomas,Blues 4
Iron & Wine,"Folk 17, Pop 1"
Iron Butterfly,Blues 2
Iron Savior,Classical 1
Isaac Albéniz,Classical 5
Isaac Carree,R&B 2
Isaac Hayes,Jazz 4
Isabelle Aboulker,Opera 2
Isaiah,Pop 1
Isaiah Rashad,"Hip-Hop 18, Pop 1"
Ishman Bracey,Blues 1
Ismael Miranda,Jazz 1
Ismael Rivera,Jazz 3
Issac Delgado,Jazz 1
Itzhak Perlman,Classical 4
Ivan Ave,Jazz 5
Ivan B,Hip-Hop 1
Ivan Moody,Classical 1
Ivory Joe Hunter,Blues 1
Ivy Adara,Pop 1
Ivy Queen,Hip-Hop 1
Ivy Sole,"Alternative 1, R&B 1"
Iyaz,Pop 2
