Selected (1),artist_name,track_name,track_id,Selected (2),Selected,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Tommy Ryman,Rip Lex Luthor,41pBVSXjz1Kc8LrT8rjFsI,No,No,61540,25,0.765,0.594,160493,0.701,,E,0.717,-6.911,Minor,0.947,84.733,04/4,0.703,Comedy
No,The Monkees,Not dog chow,5Ed9OQgPnjvOmJA0swZZYh,No,No,169943,11,0.783,0.517,99737,0.844,,E,0.96,-10.133,Major,0.892,95.095,04/4,0.486,Comedy
No,Doug Stanhope,Occupy Elsewhere,5G91d60ggXto67mKuA9UHC,No,No,124548,24,0.857,0.625,390493,0.694,,G#,0.494,-5.197,Major,0.813,,03/4,0.746,Comedy
No,Michael Ian Black,The Latest Terrible Experience,6PmnGYDsruYLBNY4Rpx4t9,No,No,60908,22,0.756,0.555,430991,0.618,,C#,0.655,-13.174,Minor,0.957,,03/4,0.384,Comedy
No,Richard Pryor,Wino Dealing With Dracula - Remastered Version,42rrPJg1u7rX7Rx52taVVn,No,No,80764,28,0.86,0.463,,0.847,3.18e-05,D,0.936,-12.477,Major,0.936,110.84,04/4,0.268,Comedy
No,Living Colour,McDonald's,4riIxToiB6XDWAKX5C08Na,No,No,196801,25,0.921,0.535,,0.844,,G,0.822,-9.846,Major,0.921,80.275,01/4,0.308,Comedy
No,Moshe Kasher,A Good Old Fashioned Gay Bashing,1pcbLEBeTXsFtZ2Bj4fJIf,No,No,160366,18,0.826,0.637,200385,0.683,,F#,0.765,-10.097,Major,0.918,94.618,04/4,0.742,Comedy
No,Cher,The One Stars,5wDkzGnw8nsQUbgMryKWBl,No,No,199373,11,0.861,0.552,234424,0.725,,F#,0.65,-9.181,Major,0.882,,03/4,0.573,Comedy
No,Dexys Midnight Runners,As Feminine As...,4Y2bR875LdPq9JILrY2FSw,No,No,43647,11,0.871,0.646,205720,0.695,,F#,0.725,-10.939,Minor,0.944,117.478,04/4,0.34,Comedy
No,The Jerky Boys,Lawnmower Sale,0JHwHqPlca9zCnGnQenAEW,No,No,22121,10,0.955,0.684,168040,0.24,,F#,0.252,-15.442,Major,0.925,94.243,03/4,0.716,Comedy
No,Eddie Murphy,Drinking Fathers,2xKUMfwTpyi7bbXsO1NhRY,No,No,73512,26,0.845,0.527,487907,0.94,,F#,0.945,-9.718,Major,0.887,87.543,03/4,0.21,Comedy
No,John Mulaney,A Child With Lawyers,3Uqykrseya62eyLuusZsM0,No,No,85981,48,0.771,0.55,268507,0.917,,C#,0.684,-6.16,Minor,0.951,68.834,03/4,0.323,Comedy
No,Sun Ra,"Bye-Bye ""Big Balls""!",3gsJ06v0IxxcU2mtBAqGY7,No,No,166261,11,0.909,0.606,145630,0.528,,D,0.837,-13.404,Major,0.946,103.662,05/4,0.192,Comedy
No,Pete Holmes,Killer In The Backseat,1kBqoJf3T8ybWFHEOD6jBn,No,No,42564,29,0.853,0.544,266120,0.867,,F,0.784,-5.897,Minor,0.829,95.053,04/4,0.628,Comedy
No,Tito Puente,Tit Obsession,6yK9kwo8cBoVRNOylq0yNc,No,No,59186,13,0.782,0.593,182109,0.68,,E,0.3,-11.652,Major,0.961,165.513,03/4,0.355,Comedy
No,Louis C.K.,Itchy Asshole,41QZvZdRXJf6A87oNyzMKE,No,No,47867,26,0.737,0.645,,0.875,,A,0.811,-7.307,Major,0.909,80.98,05/4,0.569,Comedy
No,Nirvana,Don't Want to Smell,3073VmGaJQ7bK6qchFnZgM,No,No,89352,39,0.854,0.405,,0.991,,B,0.294,-5.269,Minor,0.933,,04/4,0.197,Comedy
No,empty_field,"Lies, Liars, Scumbags One and All",0GOdTzA6i75uNuxjC2OhzH,No,No,105043,13,0.841,0.679,,0.382,,E,0.564,-11.633,Minor,0.951,62.306,04/4,0.698,Comedy
No,Bob Dylan,Women Are In Control,0d4hHD0GGMIyc4PgbgEAUu,No,No,204851,13,0.797,0.438,,0.919,,A#,0.737,-6.692,Minor,0.944,79.472,03/4,0.131,Comedy
No,Nirvana,Tourettes,2nlr1hoEAB4NUF80vLp24v,No,No,21694,32,0.929,0.493,82427,0.824,,G,0.719,-16.17,Major,0.926,90.805,04/4,0.168,Comedy
No,empty_field,My Name Is Norelli (Live),5dJCYzLWPrhlPLhcsrkaBi,No,No,112367,16,0.783,0.591,,0.47,,C,0.953,-16.806,Major,0.933,132.818,03/4,0.598,Comedy
No,Michael Ian Black,Divorce Advice,1xOXUwe0j7As2WxRH5eVMx,No,No,85528,22,0.852,0.713,52326,0.552,,D,0.563,-12.98,Major,0.957,,03/4,0.879,Comedy
No,Dane Cook,War Gamer,34mowgpYk8cnLLiIvEzWBm,No,No,192567,29,0.854,0.6,106893,0.91,,C,0.931,-5.12,Major,0.804,76.557,05/4,0.747,Comedy
No,Maria Bamford,Joy Whack-A-Mole,6HkjpGIOHv4y0IBAxUbE5z,No,No,168333,21,0.769,0.539,256093,0.765,,F,0.754,-8.746,Major,0.948,57.391,04/4,0.445,Comedy
No,Kurt Metzger,"Cash4gold, Facebook, your virginity, and you!",03hLrXIVbDzzvrxHMOz0g4,No,No,160967,19,0.908,0.406,176267,0.921,,D,0.597,-6.95,Major,0.942,96.021,03/4,0.36,Comedy
No,Liz Phair,Bouncers,0ZGNy8X9YkNiu6IgvDtwZj,No,No,40339,19,0.874,0.436,424720,0.946,1.03e-05,F#,0.862,-8.891,Major,0.94,79.022,01/4,0.104,Comedy
No,Demi Lovato,Trainwreck Tv,2vXhtKLcyNWb3d03uuF7P3,No,No,38395,12,0.766,0.563,212840,0.271,,A,0.515,-19.597,Major,0.936,77.809,01/4,0.585,Comedy
No,empty_field,Dice On Orgasms - Live At Govenors/1991,71akUWuMiC8ZyaPwD5RWLu,No,No,134291,10,0.759,0.527,,0.842,,C,0.829,-11.701,Major,0.886,84.834,04/4,0.401,Comedy
No,Taylor Swift,Getting Back on the Horse,1ADhvPnSgQ4SjD0Dk0pj72,No,No,195130,17,0.884,0.563,,0.841,,E,0.816,-5.881,Major,0.945,73.453,04/4,0.382,Comedy
No,The Jerky Boys,Tarbash's Cab Trouble,299lFlaAsNQdgbIZNPmIA0,No,No,47426,12,0.991,0.616,193000,0.562,0.00277,C#,0.734,-9.931,Major,0.952,68.868,03/4,0.585,Comedy
No,Benny Goodman,"Tiger, Mel, And Arnold",44ak0MF2MT2G5ZMr05seRp,No,No,114794,25,0.777,0.621,479053,0.936,,F#,0.917,-3.942,Major,0.92,118.381,04/4,0.386,Comedy
No,Linda Ronstadt,i've got to go,3vuj07mLJ6ohKGTompDydv,No,No,202258,41,0.467,0.72,110560,0.447,,G#,0.374,-14.321,Major,0.954,95.738,04/4,0.621,Comedy
No,The Who,Antwerp,2ZyuwVvV6Z3XJaXIFbspeE,No,No,104134,24,0.848,0.619,177386,0.439,,F,0.735,-16.968,Minor,0.926,123.195,03/4,0.301,Comedy
No,Aziz Ansari,Comedy Death Ray,2nbXgSw0D7llrE4N06FZcQ,No,No,118383,14,0.817,0.63,476813,0.665,,E,0.969,-7.46,Major,0.942,,03/4,0.447,Comedy
No,Daniel Tosh,Gaunt And Sexy,15V4btWmnH94Ai05HifzxD,No,No,21710,39,0.783,0.493,344933,0.671,,C#,0.803,-11.637,Major,0.949,54.765,04/4,0.37,Comedy
No,Buck Owens,Husky,0JArrp0WQ9I5d6iDUxQMFu,No,No,140025,23,0.914,0.594,396400,0.56,,A,0.934,-12.126,Major,0.939,,04/4,0.463,Comedy
No,empty_field,The Government Hates Rap - GH Version,4Bt4E6gy9qUdEMlAczQRbQ,No,No,118326,28,0.818,0.704,285467,0.769,,E,0.682,-11.86,Major,0.941,55.542,04/4,0.0866,Comedy
No,Doyle Bramhall II,Great Wall Of China,32soEc9h0wDy1BEjV5egeh,No,No,110263,12,0.785,0.656,,0.224,,D,0.855,-24.296,Minor,0.918,115.569,03/4,0.557,Comedy
No,Lewis Black,Body Scanner,2lthIdb19OihVQMfuPaRZ6,No,No,154230,23,0.765,0.676,112293,0.633,,F#,0.921,-8.149,Minor,0.953,93.575,04/4,0.223,Comedy
No,John Prine,Common Sense,3hM8QJRbPfkmcRVJwxzn9q,No,No,129358,31,0.737,0.537,227845,0.869,,E,0.785,-10.033,Major,0.931,64.905,03/4,0.237,Comedy
No,Ralphie May,Mentally Challenged Americans,1BltsyC5W3SAABdxyrDXwi,No,No,169560,25,0.886,0.474,133027,0.592,,D,0.908,-16.009,Major,0.945,55.218,04/4,0.0605,Comedy
No,Eugene Mirman,"Touring My Set, but First Two Other Jokes",3zsKQLLnCLiCTsMT3MdaS0,No,No,187710,21,0.882,0.642,294987,0.892,,D#,0.655,-6.68,Minor,0.909,125.005,03/4,0.354,Comedy
No,Joe Rogan,Anti-Pot Talking Dogs,5oMr0BnbTgLG6MIuwPjk7O,No,No,139526,43,0.757,0.576,173667,0.976,,F,0.832,-2.754,Minor,0.916,96.919,04/4,0.354,Comedy
No,DaBaby,Obama,1Gavg6FNu6X4vpUC730yQd,No,No,34463,23,0.824,0.579,313773,0.891,,F,0.722,-3.719,Minor,0.907,87.298,03/4,0.454,Comedy
No,The Animals,African Animals,3jm2vqhV8qYxAVV7VH1yy8,No,No,76169,13,0.828,0.479,137600,0.562,1.57e-06,D,0.499,-18.448,Minor,0.922,84.062,01/4,0.549,Comedy
No,Todd Barry,Tull And Vega,071Ot97VZzdwYkiyD12QQK,No,No,85304,17,0.88,0.59,68467,0.465,1.31e-05,A#,0.232,-19.693,Minor,0.924,60.351,03/4,0.561,Comedy
No,Gym Class Heroes,Gym Theory,0bXxKkYJNxOqHjeOrYanvS,No,No,157970,19,0.871,0.596,171707,0.724,,F,0.607,-8.814,Minor,0.905,140.777,04/4,0.614,Comedy
No,empty_field,Toallas Sanitarias - En Vivo,3eEMeaaT3otIimFCcYcS7i,No,No,84814,22,0.763,0.71,104800,0.491,,G#,0.891,-15.048,Minor,0.96,62.606,04/4,0.272,Comedy
No,Van Morrison,Spanish Enlightenment,3DJyXuxoFX8vRSeFPSjOtw,No,No,24257,16,0.866,0.76,,0.519,,D,0.652,-10.952,Minor,0.853,97.051,03/4,0.899,Comedy
No,Eagles,The Border,5ebuYkSyyZROi59PbyGCXP,No,No,145987,11,0.761,0.649,158571,0.543,,A,0.772,-12.851,Major,0.95,90.75,04/4,0.563,Comedy
No,Rodney Carrington,The Night The Bar Closed Down,1Ks1TbtqtXMf1qXKRrfbOa,No,No,166637,18,0.391,0.758,168027,0.571,,D#,0.0258,-7.477,Major,0.0365,,04/4,0.759,Comedy
No,Sun Ra,Aliens,1qwnPVOIJjAFfCc40Etb1D,No,No,181067,16,0.881,0.455,168160,0.242,,C#,0.862,-26.169,Major,0.953,84.067,04/4,0.43,Comedy
No,Lloyd Price,Wedding Day,3vKMZefORGHFfptLRaQe63,No,No,155522,13,0.744,0.55,,0.417,,A#,0.619,-13.685,Minor,0.958,77.621,03/4,0.323,Comedy
No,The Beach Boys,Some Good Friends,3EgDNO7m4maWsyWhv0oLgl,No,No,28167,11,0.75,0.611,173627,0.407,,A#,0.797,-18.64,Minor,0.945,,04/4,0.597,Comedy
No,Stephen Lynch,"Bowling Song (Almighty Malachi, Professional Bowling God)",4FjcZsKyGhhZnuYq0nzXpZ,No,No,56350,30,0.493,0.493,300613,0.691,,D,0.99,-6.872,Minor,0.202,,04/4,0.76,Comedy
No,Bill Hicks,Gifts of Forgiveness,11pd7go1eobijf2rxN5YbG,No,No,202940,13,0.707,0.576,,0.821,,F#,0.376,-10.475,Major,0.918,109.469,04/4,0.25,Comedy
No,Lewis Black,Congressional Correspondents Dinner,6nsgyJhVlAYgNKo7cjgegi,No,No,153683,18,0.819,0.556,1.04304e+06,0.76,,F#,0.798,-11.047,Minor,0.935,,04/4,0.0475,Comedy
No,Marc Maron,OCD and a Bag of Fuck,7G7YIFDaeXHDrtVad2YWCC,No,No,120668,15,0.659,0.501,141874,0.949,,C#,0.938,-6.721,Major,0.85,93.309,03/4,0.276,Comedy
No,Richard Pryor,Richard Pryor Dialogue,4uoU9KYkJ1aKCLLlfABfiS,No,No,158781,20,0.82,0.561,305293,0.392,,C,0.353,-18.371,Major,0.863,104.198,03/4,0.646,Comedy
No,Frank Caliendo,Lifestyles Retro,7rFmkIX50o01oENlnQUeTx,No,No,47174,10,0.541,0.747,89680,0.48,,C#,0.638,-10.544,Major,0.924,40.351,04/4,0.661,Comedy
No,Pitbull,Scooby Doo,6bUy6ccNhDNCojOimUDUil,No,No,53477,17,0.912,0.631,,0.272,,G,0.796,-25.855,Major,0.939,82.502,01/4,0.556,Comedy
No,empty_field,Taco Truck Got Robbed,5KsdfLLbAkncvkvtHavfLd,No,No,94459,15,0.855,0.473,39006,0.162,5.03e-06,B,0.834,-22.196,Major,0.603,133.704,03/4,0.657,Comedy
No,Placebo,Trigger Happy,4jMKyva1s6mnrnYDqYqZQU,No,No,96906,28,0.327,0.618,227373,0.67,,G#,0.112,-8.016,Major,0.0357,,04/4,0.978,Comedy
No,Madlib,The Neighbor,23Apb66xxhXgyjouPborF9,No,No,175495,24,0.765,0.556,418427,0.894,,A,0.89,-8.543,Major,0.941,78.576,03/4,0.186,Comedy
No,empty_field,The Drunk Tank,7p3GFiolkiuG0NzegCx6XM,No,No,64319,13,0.749,0.383,276920,0.952,6.27e-06,A,0.947,-10.627,Minor,0.911,94.95,03/4,0.241,Comedy
No,Paul McCartney,Ben Bailey Boulevard,22uyZjmZR0DX8FyrIwQl35,No,No,56041,20,0.503,0.406,273307,0.945,,D,0.907,-9.247,Major,0.834,80.416,03/4,0.04,Comedy
No,DJ Drama,Everybody's A Gangsta,2WbHM5QFF4qMsSXvfKIL06,No,No,58257,16,0.733,0.501,223000,0.399,,C#,0.896,-17.405,Major,0.948,80.724,03/4,0.455,Comedy
No,empty_field,True Stories - Live At Dangerfield's/1989,0ZVPABdzJEa0nG85uAlBjB,No,No,134107,12,0.784,0.66,41933,0.464,,F#,0.909,-15.082,Major,0.91,115.346,03/4,0.507,Comedy
No,Beastie Boys,Peanut Butter & Jelly,383QXk8nb2YrARMUwDdjQS,No,No,200256,32,0.776,0.669,,0.613,,G#,0.69,-13.798,Major,0.919,,05/4,0.373,Comedy
No,Eddie Murphy,Seeing Birth,6rKFex6HJvVukLa9Ys9hM7,No,No,36051,18,0.98,0.458,190600,0.711,0.000111,D,0.872,-14.962,Minor,0.904,103.63,05/4,0.464,Comedy
No,Nat King Cole,Mona's Introduction - Live,3GW4jcM3VKpe5avpiUE8qn,No,No,127809,28,0.596,0.67,37960,0.55,,C#,0.707,-7.358,Major,0.665,107.966,05/4,0.902,Comedy
No,Larry The Cable Guy,Male Enhancement,0qNnE0beu4OfHk8Txa3vGt,No,No,62895,20,0.81,0.613,358160,0.943,,E,0.976,-6.666,Minor,0.644,125.647,04/4,0.234,Comedy
No,Demetri Martin,Other Jokes,4BDn774L9YnCQQrUQOFyR4,No,No,139442,49,0.736,0.522,87307,0.954,,F,0.663,-11.962,Minor,0.908,60.597,04/4,0.0732,Comedy
No,Monty Python,"Parrot (Oh, Not Again)",2RcanAJpudPNDkyIe9DzKS,No,No,48679,13,0.84,0.533,340867,0.824,,F,0.592,-12.842,Minor,0.924,133.462,05/4,0.0696,Comedy
No,Dane Cook,Creepy Guy @ Work,6t1Yri7TxpsUQqMwFC33Dc,No,No,115101,35,0.682,0.417,,0.989,,E,0.956,-2.343,Major,0.736,83.319,01/4,0.351,Comedy
No,Bonnie Raitt,I Give Up,3WUui1gni4OGpbxvUJlfHy,No,No,214124,29,0.748,0.582,168315,0.772,,C#,0.983,-8.308,Major,0.962,79.819,03/4,0.279,Comedy
No,empty_field,"Episode 6 ""Smokes, Jokes And Froze-Tokes""",4rhkR043cBzsFw179QIqgs,No,No,67557,21,0.835,0.53,209220,0.743,,C#,0.878,-6.934,Major,0.945,68.433,03/4,0.582,Comedy
No,Larry The Cable Guy,Hank Williams Jr. High School,4WQOCvHKH5xFWmvRwgBLgQ,No,No,175974,33,0.832,0.707,111333,0.546,,C#,0.648,-12.475,Major,0.902,94.245,03/4,0.421,Comedy
No,Tom Scott,Apple Juice?,0j2O6RH0weEh6i3YFBqfuo,No,No,148037,21,0.754,0.538,,0.43,1.07e-06,D,0.4,-27.39,Major,0.863,69.158,05/4,0.0298,Comedy
No,Van Morrison,No Plan B,71XBAAd0QPBq3vTgARLh8O,No,No,134636,20,0.861,0.597,146920,0.639,,A,0.632,-7.992,Major,0.929,97.049,04/4,0.54,Comedy
No,Mongo Santamaria,Funny Man,1bQDZViKIruePlHPJUPzzb,No,No,35159,19,0.421,0.657,277373,0.48,1.07e-05,C,0.11,-5.706,Major,0.0241,99.964,04/4,0.226,Comedy
No,John Pinette,Gluten,3WEF5dHL7jmTTEzyY6WFYC,No,No,39126,26,0.783,0.41,468867,0.731,,F#,0.909,-16.673,Minor,0.924,82.257,04/4,0.0379,Comedy
No,Katy Perry,"New York, NY",63XYJCAqorVRrS2hNsPHCX,No,No,105045,11,0.904,0.575,189057,0.464,,F,0.772,-12.488,Major,0.93,105.046,03/4,0.639,Comedy
No,Jackie Kashian,Trying to Be Gay,2jd9m4KbC0sd3HCITTig9F,No,No,146772,12,0.792,0.648,76040,0.848,,C#,0.774,-6.669,Major,0.841,132.018,04/4,0.654,Comedy
No,Radiohead,The Honeymoon's Over,5UX8yJNbZLazySvcNF6gF4,No,No,75458,13,0.777,0.444,,0.811,0.000108,B,0.884,-9.934,Major,0.887,81.064,01/4,0.0589,Comedy
No,Andrés Calamaro,De Gira En España - En Vivo,5IoWQoyBQ6wtvjH6q3B3k8,No,No,132173,30,0.44,0.606,136914,0.923,,B,0.845,-10.747,Major,0.806,111.657,04/4,0.162,Comedy
No,Patton Oswalt,The World's Most Amazing Father,3ur9wn8x5nbXocAaVg8JgW,No,No,188728,25,0.861,0.703,,0.553,,G,0.403,-11.209,Major,0.946,107.221,04/4,0.605,Comedy
No,David Spade,Vegas Problems,2yRj9zaSydCsS9u0fUGhlM,No,No,34367,17,0.815,0.507,353235,0.869,,E,0.882,-7.058,Major,0.943,48.562,04/4,0.398,Comedy
No,empty_field,Jeans and flip-flops,7uEzEAcV7WL9osYSXWXeF5,No,No,36566,13,0.611,0.457,144693,0.824,,B,0.973,-9.394,Major,0.905,88.741,03/4,0.571,Comedy
No,Monty Python,Election Forum,1smQ0hWWeSlEmCvrUNZMuZ,No,No,74857,10,0.966,0.716,,0.34,2.43e-05,A,0.622,-21.449,Major,0.883,126.363,04/4,0.573,Comedy
No,Against All Authority,Anti-Truth,0mF5QmsOJq5w3FqGMjycII,No,No,194452,10,0.841,0.687,105594,0.587,,B,0.816,-9.076,Major,0.875,58.137,04/4,0.275,Comedy
No,empty_field,Corporately Stifled,3MYPSgqwYCkegY0yGmNHGl,No,No,200013,25,0.712,0.639,114463,0.773,,G,0.844,-5.107,Minor,0.917,126.295,05/4,0.674,Comedy
No,Wyatt Cenac,"Oreos, Apples & Jeeps",5ioxgIYGLDMl2qZpuBH4UZ,No,No,27700,25,0.863,0.569,310187,0.87,,D,0.566,-6.485,Major,0.952,74.831,03/4,0.331,Comedy
No,Gordon Lightfoot,"Farewell, Mother",4oWhcs32xbuA0vjaA7iGgN,No,No,45129,21,0.868,0.552,,0.693,,G#,0.935,-5.47,Major,0.87,82.614,04/4,0.78,Comedy
No,Peggy Lee,Living With a Woman,1yo5POfHJT1LASjQlsvF0Q,No,No,87980,22,0.703,0.565,164187,0.376,,C#,0.95,-20.421,Major,0.947,103.297,04/4,0.306,Comedy
No,Simon & Garfunkel,HFS,5ZVeVoNkCmhUDSfCw4AaSC,No,No,28809,13,0.816,0.647,,0.695,,A#,0.786,-11.401,Major,0.935,107.54,04/4,0.199,Comedy
No,Jackie Wilson,No Pity,4LicS1v4LkqYvWkEzVmVrW,No,No,115976,14,0.616,0.604,64467,0.475,,C#,0.812,-15.495,Major,0.922,82.881,04/4,0.333,Comedy
No,Robin Williams,Pregnancy - Live,6SzbbQUOx85hxpqsesoMfx,No,No,157030,29,0.78,0.634,128320,0.84,,C#,0.973,-11.473,Major,0.925,113.763,03/4,0.189,Comedy
No,John Lee Hooker,You Too & Stuff,2yzEVul7sh3dh6IEYlmttB,No,No,167952,43,0.794,0.557,292920,0.635,2.88e-06,F#,0.921,-14.276,Minor,0.887,131.606,01/4,0.213,Comedy
No,Youth Lagoon,Posters,2WtP7GEy4bV4DeGuLrAEdJ,No,No,215254,17,0.887,0.507,,0.454,,A#,0.697,-19.691,Minor,0.83,,04/4,0.518,Comedy
No,Celldweller,Battle for Head in the Bed,7gA88hBKDHsstapoLhtvFT,No,No,201829,14,0.786,0.448,170265,0.891,,F#,0.83,-8.873,Major,0.933,73.369,04/4,0.632,Comedy
No,Blossom Dearie,Attorney,4S8aGWjnbKB6aecIRFbmc4,No,No,202577,14,0.995,0.688,223835,0.336,0.133,A#,0.12,-20.358,Minor,0.934,71.017,04/4,0.58,Comedy
No,Gary Gulman,Recession-Busters,6041gM9Th1ViQcnzkIxnuv,No,No,197530,22,0.784,0.551,290613,0.927,,C#,0.825,-4.633,Major,0.884,134.63,03/4,0.234,Comedy
No,Nick Swardson,Being Old (Part 2),0sEkBF6SBgYoHTpJ7wfaXs,No,No,171159,31,0.658,0.528,163173,0.905,,F,0.946,-8.469,Major,0.911,122.272,04/4,0.212,Comedy
No,Dr. Dre,A California Resident,5w5vNXhfgWVZRYe7tSIbfj,No,No,171413,16,0.833,0.617,63427,0.762,,C#,0.671,-7.836,Major,0.949,,05/4,0.661,Comedy
No,Lewis Black,Halftime at the Super Bowl of 2001,3YnwIp2b99p3e5dsFTXIIx,No,No,119421,23,0.702,0.518,,0.855,,F#,0.707,-8.037,Minor,0.915,74.963,01/4,0.152,Comedy
No,empty_field,#sarahjessicaparker'smyidol,0N4JIfesak2J82auEiirwa,No,No,119315,11,0.906,0.638,206251,0.43,,A,0.545,-15.033,Minor,0.918,118.899,05/4,0.272,Comedy
No,empty_field,Rice - Live at Dangerfield's/1993,1pAQ15LUQdUpLGRADgcqne,No,No,51888,9,0.554,0.616,,0.273,,G#,0.278,-14.695,Major,0.859,104.347,05/4,0.703,Comedy
No,Beyoncé,Single Life Is Just Too Hard/Single Life Is Just Too Hard Cont.,61mWefnWQOLf90gepjOCb3,No,No,32556,21,0.651,0.648,732040,0.672,,B,0.922,-12.316,Major,0.956,136.09,03/4,0.27,Comedy
No,empty_field,"Don't Be Hypocrites, Crowd",4tbAuwmrHSJFVVRowp2AV9,No,No,139391,12,0.807,0.518,186573,0.627,0.000106,F#,0.941,-10.8,Major,0.941,,04/4,0.449,Comedy
No,Sun Kil Moon,Parrots,7KwG6NbQcvi4IzlIDx38oQ,No,No,50498,12,0.828,0.508,156320,0.562,,A,0.778,-22.668,Major,0.944,65.552,04/4,0.225,Comedy
No,DJ Shadow,Do I Look Like...,2iqIPpMrW9DCcs6XmxNFsY,No,No,165837,20,0.882,0.382,147307,0.875,,C#,0.89,-6.029,Major,0.948,69.785,04/4,0.482,Comedy
No,empty_field,"Tommy Salami, Wrestling Joke Too.",6ktLXrudYZ8PjQvu2Ncoth,No,No,148920,14,0.786,0.378,108187,0.899,,A,0.919,-8.631,Major,0.904,56.81,04/4,0.527,Comedy
No,Missy Elliott,No Aids?,7yA9JC1GQUCbMkqkTufVNO,No,No,42192,13,0.837,0.544,,0.739,,G,0.724,-12.13,Minor,0.946,62.018,04/4,0.295,Comedy
No,Ice-T,Too Cold,0d6DcbbMYln0o888LBbg0j,No,No,67290,24,0.808,0.592,69880,0.945,,G#,0.865,-5.561,Minor,0.902,73.848,04/4,0.267,Comedy
No,Eugene Mirman,Jokes with a Theremin!,1FdKGjWwnLvtC76tZWujYS,No,No,93244,20,0.852,0.508,269813,0.879,,C,0.921,-6.486,Minor,0.895,,04/4,0.346,Comedy
No,Dean Martin,My Wife,0OFBcrd7bOHeHZVmxV0AbD,No,No,65837,23,0.721,0.531,642440,0.662,,C#,0.904,-15.766,Major,0.934,87.246,04/4,0.18,Comedy
No,empty_field,A Rapid Series Of Comical Noises!,5M4zjTJmld3SSQoSGniBp1,No,No,203232,22,0.847,0.641,237787,0.621,,C#,0.564,-10.358,Minor,0.919,97.656,04/4,0.702,Comedy
No,Matt Braunger,Country Boy Wins Again,6o3McDfZFRenSxYNicNDka,No,No,183043,19,0.875,0.577,199400,0.825,,C#,0.698,-5.362,Major,0.828,109.61,04/4,0.398,Comedy
No,empty_field,Hungry Bears - Stupid Humans,3Woc5LkBixnGtKGhIy9t13,No,No,143338,17,0.743,0.749,130787,0.751,,A,0.967,-4.815,Major,0.874,,04/4,0.407,Comedy
No,Tiny Ruins,Little Notes,38khFVtHj2atrYLxeSJZKu,No,No,168098,20,0.721,0.508,242969,0.711,,D,0.677,-7.746,Major,0.947,78.871,05/4,0.387,Comedy
No,Benny Hill,The Milkman,5qAos4wIMdBRFTv5vUPubn,No,No,204378,15,0.785,0.757,104661,0.263,,A#,0.958,-21.146,Major,0.949,56.01,05/4,0.521,Comedy
No,Eugene Mirman,Revolve (The Complete New Testament In The Form Of A Teen Magazine.),5JMe8tQA5KPw8HBVoJpsMw,No,No,52552,18,0.804,0.548,,0.256,,G#,0.643,-24.076,Major,0.942,,04/4,0.43,Comedy
No,Lucy Rose,BIKES!,0087fDVeNhuyMtST91RMjv,No,No,181892,41,0.731,0.47,323550,0.855,,F,0.702,-10.516,Minor,0.887,72.905,01/4,0.31,Comedy
No,empty_field,Tinder Tactics,4OmwgrgrR8beLcmFu6kbdT,No,No,104445,12,0.757,0.715,117351,0.229,,D,0.621,-15.754,Major,0.943,,04/4,0.489,Comedy
No,Patton Oswalt,Mei-Mei's Hair,07UGEFBqFiD8T1ymHoF8vd,No,No,171300,33,0.804,0.567,279249,0.481,,C#,0.796,-20.827,Major,0.925,74.57,04/4,0.175,Comedy
No,empty_field,Porno Awards/Hollywood Bullshit - Spoken Word,41YxQq6WsgzWKf6MoFU3ei,No,No,178908,17,0.806,0.564,253067,0.481,,D,0.378,-14.617,Major,0.934,93.411,03/4,0.728,Comedy
No,Rory Gallagher,San Diego,2BBD04jL8wOWW1e0jS52go,No,No,193176,19,0.873,0.503,454949,0.52,3.66e-05,D#,0.477,-17.315,Minor,0.937,67.591,04/4,0.469,Comedy
No,Jeru The Damaja,Safe Sex,3D1nZujPUljDb16TKzgfbq,No,No,94085,10,0.813,0.574,,0.59,,A#,0.273,-10.989,Minor,0.937,87.211,03/4,0.636,Comedy
No,Lewis Black,"Dr. F''k Phil (Or, How Do You Top This)",7eth0jUe6YneLljRNBeplO,No,No,59355,18,0.827,0.645,121493,0.862,,E,0.69,-8.655,Minor,0.945,130.881,03/4,0.161,Comedy
No,Mitch Hedberg,The Dufrenes,1x2RFYdjo762M3vOyw7sCq,No,No,106904,30,0.545,0.427,,0.553,0.000162,G,0.734,-10.931,Minor,0.713,87.527,03/4,0.689,Comedy
No,Dan Cummins,Dead Squirrel Puppets,32YzjV133gteg9LMBGO2OA,No,No,108617,32,0.925,0.637,542467,0.432,,F#,0.883,-16.968,Major,0.944,,04/4,0.5,Comedy
No,empty_field,Top-Shelf Words (Jfl 2009),3rTwy60uyYG60J1AKWt6wP,No,No,150329,15,0.849,0.593,,0.776,,C#,0.934,-12.925,Minor,0.943,108.868,04/4,0.116,Comedy
No,Beach House,Depression,65k11si4WJPHULRJv0L0y3,No,No,178321,19,0.826,0.513,,0.821,,C,0.719,-7.49,Minor,0.918,85.472,04/4,0.543,Comedy
No,Liquid Tension Experiment,I Live In NYC,1qFUW7M1FXEKU5g5tqIZH3,No,No,142439,30,0.992,0.658,39453,0.146,9.72e-05,A#,0.314,-21.335,Minor,0.924,117.688,03/4,0.717,Comedy
